['diagnoses', 'prevents', 'complicates', 'inhibits']
['stimulates', 'treats', 'stimulates', 'associated_with']
['stimulates', 'occurs_in', 'occurs_in', 'associated_with']
['stimulates', 'diagnoses', 'compared_with', 'inhibits']
['stimulates', 'stimulates', 'complicates', 'associated_with']
['stimulates', 'inhibits', 'produces', 'compared_with']
['stimulates', 'causes', 'affects', 'prevents']
['stimulates', 'compared_with', 'disrupts', 'causes']
['stimulates', 'produces', 'disrupts', 'prevents']
['stimulates']
['stimulates', 'produces', 'inhibits', 'occurs_in']
['stimulates', 'same_as', 'disrupts']
['stimulates', 'treats', 'causes', 'affects']
['stimulates', 'associated_with', 'compared_with', 'prevents']
['stimulates', 'isa', 'affects', 'causes']
['stimulates', 'augments', 'causes']
['stimulates', 'causes', 'same_as', 'isa']
['stimulates', 'location_of', 'compared_with', 'interacts_with']
['stimulates', 'causes', 'part_of', 'part_of']
['stimulates', 'compared_with', 'stimulates', 'stimulates']
['stimulates', 'interacts_with', 'location_of', 'inhibits']
['stimulates', 'coexists_with', 'isa', 'coexists_with']
['stimulates', 'augments', 'disrupts', 'prevents']
['stimulates', 'produces', 'occurs_in', 'diagnoses']
['stimulates', 'stimulates', 'interacts_with', 'occurs_in']
['stimulates', 'prevents', 'coexists_with', 'stimulates']
['stimulates', 'same_as', 'disrupts', 'augments']
['stimulates', 'affects', 'isa', 'location_of']
['stimulates', 'complicates', 'occurs_in', 'inhibits']
['stimulates', 'compared_with']
['stimulates', 'disrupts', 'prevents', 'location_of']
['stimulates', 'causes', 'interacts_with', 'compared_with']
['stimulates', 'prevents', 'coexists_with', 'location_of']
['stimulates', 'produces', 'disrupts', 'isa']
['stimulates', 'coexists_with', 'causes', 'augments']
['stimulates', 'associated_with', 'part_of', 'prevents']
['stimulates', 'inhibits', 'occurs_in', 'stimulates']
['stimulates', 'compared_with', 'diagnoses', 'produces']
['stimulates', 'inhibits', 'part_of', 'treats']
['stimulates', 'augments', 'occurs_in']
['associated_with', 'prevents', 'isa', 'associated_with']
['associated_with', 'part_of', 'disrupts', 'associated_with']
['associated_with', 'produces', 'isa', 'part_of']
['associated_with', 'diagnoses', 'produces', 'affects']
['associated_with', 'produces', 'associated_with', 'causes']
['associated_with', 'part_of']
['associated_with', 'stimulates', 'produces', 'complicates']
['associated_with', 'occurs_in', 'complicates', 'produces']
['associated_with', 'isa', 'complicates', 'produces']
['associated_with', 'compared_with', 'interacts_with', 'part_of']
['associated_with', 'inhibits', 'location_of', 'interacts_with']
['associated_with', 'compared_with', 'disrupts', 'location_of']
['associated_with']
['associated_with', 'location_of', 'prevents', 'coexists_with']
['associated_with', 'isa', 'interacts_with', 'same_as']
['associated_with', 'associated_with', 'stimulates', 'produces']
['associated_with', 'occurs_in', 'interacts_with', 'coexists_with']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'compared_with', 'complicates', 'augments']
['associated_with', 'disrupts', 'prevents', 'complicates']
['associated_with', 'location_of', 'prevents']
['associated_with', 'disrupts', 'location_of', 'interacts_with']
['associated_with', 'interacts_with', 'disrupts', 'augments']
['associated_with', 'occurs_in', 'compared_with', 'inhibits']
['associated_with', 'part_of', 'part_of', 'prevents']
['associated_with', 'stimulates', 'complicates', 'interacts_with']
['associated_with', 'affects', 'disrupts']
['associated_with', 'treats', 'produces', 'affects']
['associated_with', 'diagnoses', 'complicates', 'disrupts']
['associated_with', 'disrupts', 'diagnoses', 'same_as']
['associated_with', 'causes', 'associated_with', 'stimulates']
['associated_with', 'complicates', 'augments']
['associated_with', 'coexists_with', 'part_of']
['associated_with', 'prevents', 'part_of', 'disrupts']
['associated_with', 'same_as', 'occurs_in', 'diagnoses']
['associated_with', 'compared_with', 'prevents', 'augments']
['associated_with', 'causes', 'diagnoses', 'diagnoses']
['associated_with', 'diagnoses', 'stimulates', 'coexists_with']
['associated_with', 'coexists_with', 'stimulates', 'augments']
['associated_with', 'augments', 'coexists_with', 'affects']
['associated_with', 'produces']
['associated_with', 'treats', 'stimulates', 'causes']
['associated_with', 'compared_with', 'treats', 'interacts_with']
['associated_with', 'compared_with', 'causes', 'produces']
['associated_with', 'location_of']
['associated_with', 'same_as', 'isa', 'stimulates']
['associated_with', 'associated_with']
['associated_with', 'occurs_in', 'stimulates', 'part_of']
['associated_with', 'location_of', 'diagnoses', 'augments']
['associated_with', 'interacts_with', 'interacts_with', 'part_of']
['associated_with', 'complicates']
['associated_with', 'coexists_with', 'prevents', 'occurs_in']
['associated_with', 'location_of', 'complicates', 'causes']
['associated_with', 'augments', 'produces', 'isa']
['associated_with', 'associated_with', 'part_of', 'augments']
['associated_with', 'prevents', 'treats', 'stimulates']
['associated_with', 'disrupts', 'prevents', 'stimulates']
['associated_with', 'treats', 'stimulates', 'inhibits']
['associated_with', 'occurs_in', 'treats', 'interacts_with']
['associated_with', 'prevents', 'stimulates', 'augments']
['associated_with', 'augments', 'treats', 'inhibits']
['associated_with', 'augments']
['associated_with', 'part_of', 'part_of', 'affects']
['associated_with', 'treats', 'associated_with', 'prevents']
['associated_with', 'part_of', 'isa', 'stimulates']
['associated_with', 'augments', 'compared_with']
['associated_with', 'stimulates', 'interacts_with', 'part_of']
['associated_with', 'causes']
['associated_with', 'part_of', 'stimulates', 'isa']
['associated_with', 'prevents', 'affects', 'complicates']
['associated_with', 'location_of', 'part_of', 'produces']
['associated_with', 'augments', 'prevents', 'augments']
['associated_with', 'produces', 'same_as']
['associated_with', 'interacts_with', 'compared_with', 'part_of']
['associated_with', 'part_of', 'complicates', 'stimulates']
['associated_with', 'complicates', 'coexists_with', 'occurs_in']
['associated_with', 'part_of', 'produces', 'same_as']
['associated_with', 'interacts_with', 'causes', 'occurs_in']
['associated_with', 'compared_with', 'stimulates', 'associated_with']
['associated_with', 'affects', 'same_as', 'augments']
['associated_with', 'coexists_with', 'stimulates', 'prevents']
['associated_with', 'same_as', 'causes', 'affects']
['associated_with', 'inhibits', 'augments', 'location_of']
['associated_with', 'causes', 'causes', 'prevents']
['associated_with', 'interacts_with', 'disrupts', 'produces']
['associated_with', 'same_as']
['associated_with', 'interacts_with', 'diagnoses', 'location_of']
['associated_with', 'treats', 'isa', 'affects']
['associated_with', 'prevents', 'compared_with', 'affects']
['associated_with', 'occurs_in', 'stimulates', 'augments']
['associated_with', 'part_of', 'disrupts', 'isa']
['associated_with', 'produces', 'causes', 'interacts_with']
['associated_with', 'treats', 'affects', 'associated_with']
['associated_with', 'produces', 'stimulates', 'causes']
['associated_with', 'stimulates', 'same_as', 'associated_with']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['treats', 'treats', 'augments', 'interacts_with']
['treats', 'occurs_in', 'part_of', 'produces']
['treats', 'part_of', 'occurs_in', 'affects']
['treats', 'same_as', 'inhibits', 'complicates']
['treats', 'augments', 'isa', 'complicates']
['treats', 'affects', 'occurs_in', 'causes']
['treats', 'augments', 'augments', 'occurs_in']
['treats', 'augments', 'diagnoses', 'interacts_with']
['treats', 'coexists_with', 'affects', 'interacts_with']
['treats', 'treats', 'diagnoses', 'disrupts']
['treats', 'location_of', 'augments', 'augments']
['treats', 'occurs_in', 'stimulates', 'location_of']
['treats', 'occurs_in', 'associated_with', 'interacts_with']
['treats', 'part_of', 'diagnoses', 'inhibits']
['treats', 'affects', 'causes', 'coexists_with']
['treats', 'complicates', 'complicates', 'isa']
['treats', 'inhibits', 'augments', 'occurs_in']
['treats', 'inhibits', 'stimulates', 'augments']
['treats', 'interacts_with', 'augments', 'associated_with']
['treats', 'diagnoses', 'inhibits', 'inhibits']
['treats', 'associated_with', 'associated_with', 'same_as']
['treats', 'inhibits', 'compared_with', 'diagnoses']
['treats', 'prevents', 'disrupts', 'inhibits']
['treats', 'isa', 'causes', 'compared_with']
['treats', 'isa', 'complicates', 'causes']
['treats', 'augments', 'location_of', 'coexists_with']
['treats', 'affects', 'location_of', 'causes']
['treats', 'compared_with']
['treats', 'augments', 'coexists_with']
['treats', 'occurs_in', 'produces', 'causes']
['treats', 'same_as', 'isa', 'isa']
['treats', 'occurs_in', 'inhibits', 'diagnoses']
['treats', 'disrupts', 'augments', 'inhibits']
['treats', 'treats', 'stimulates', 'diagnoses']
['treats', 'disrupts', 'produces', 'compared_with']
['treats', 'affects', 'complicates', 'inhibits']
['treats', 'isa', 'inhibits', 'interacts_with']
['treats', 'inhibits', 'produces', 'complicates']
['treats', 'part_of', 'complicates', 'location_of']
['treats', 'location_of', 'diagnoses', 'associated_with']
['treats', 'augments', 'augments', 'interacts_with']
['treats']
['treats', 'isa', 'part_of', 'treats']
['treats', 'compared_with', 'interacts_with', 'affects']
['treats', 'prevents', 'stimulates', 'augments']
['treats', 'causes', 'complicates', 'associated_with']
['treats', 'associated_with', 'treats', 'same_as']
['treats', 'isa', 'interacts_with', 'location_of']
['treats', 'inhibits']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'isa', 'associated_with', 'isa']
['treats', 'stimulates', 'associated_with', 'causes']
['treats', 'stimulates', 'part_of', 'causes']
['treats', 'disrupts', 'causes', 'affects']
['treats', 'inhibits', 'treats']
['treats', 'disrupts', 'inhibits', 'causes']
['treats', 'occurs_in', 'coexists_with', 'causes']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'complicates', 'coexists_with', 'disrupts']
['treats', 'produces', 'associated_with']
['treats', 'occurs_in', 'coexists_with', 'isa']
['treats', 'associated_with', 'stimulates', 'isa']
['treats', 'complicates', 'treats', 'disrupts']
['treats', 'occurs_in', 'associated_with', 'inhibits']
['treats', 'location_of', 'coexists_with']
['treats', 'disrupts', 'compared_with', 'prevents']
['treats', 'coexists_with', 'location_of', 'occurs_in']
['treats', 'occurs_in', 'part_of', 'associated_with']
['treats', 'part_of', 'associated_with', 'causes']
['treats', 'coexists_with', 'compared_with']
['treats', 'prevents', 'interacts_with', 'diagnoses']
['treats', 'diagnoses', 'causes', 'coexists_with']
['treats', 'same_as', 'same_as', 'inhibits']
['treats', 'complicates', 'isa', 'part_of']
['treats', 'inhibits', 'diagnoses', 'affects']
['treats', 'treats', 'treats', 'affects']
['treats', 'coexists_with', 'coexists_with', 'produces']
['treats', 'location_of', 'complicates', 'augments']
['treats', 'part_of', 'isa', 'interacts_with']
['treats', 'isa', 'affects', 'prevents']
['treats', 'same_as', 'location_of', 'coexists_with']
['treats', 'produces', 'same_as', 'treats']
['treats', 'complicates', 'treats', 'complicates']
['treats', 'part_of', 'associated_with', 'coexists_with']
['treats', 'causes', 'produces', 'prevents']
['treats', 'part_of', 'location_of', 'isa']
['treats', 'causes']
['treats', 'location_of', 'inhibits', 'produces']
['treats', 'associated_with', 'causes', 'produces']
['treats', 'stimulates', 'diagnoses', 'prevents']
['treats', 'location_of', 'prevents', 'inhibits']
['treats', 'treats', 'same_as', 'coexists_with']
['treats', 'causes', 'location_of', 'prevents']
['treats', 'augments', 'associated_with', 'coexists_with']
['treats', 'location_of', 'augments', 'part_of']
['treats', 'occurs_in', 'augments', 'treats']
['treats', 'same_as', 'associated_with', 'diagnoses']
['treats', 'affects', 'complicates', 'produces']
['affects', 'occurs_in', 'interacts_with', 'produces']
['affects', 'part_of', 'produces', 'diagnoses']
['affects', 'complicates', 'produces', 'prevents']
['affects', 'inhibits', 'occurs_in', 'augments']
['affects', 'stimulates', 'treats', 'prevents']
['affects', 'location_of', 'stimulates', 'augments']
['affects', 'causes']
['affects', 'stimulates', 'diagnoses', 'treats']
['affects', 'interacts_with', 'stimulates', 'inhibits']
['affects', 'augments', 'associated_with', 'associated_with']
['affects', 'causes', 'occurs_in', 'coexists_with']
['affects']
['affects', 'diagnoses', 'part_of', 'produces']
['affects', 'coexists_with']
['affects', 'affects']
['affects', 'inhibits', 'part_of', 'compared_with']
['affects', 'part_of', 'causes', 'part_of']
['affects', 'treats', 'prevents', 'augments']
['affects', 'coexists_with', 'location_of', 'compared_with']
['affects', 'part_of', 'complicates', 'causes']
['affects', 'isa', 'interacts_with', 'produces']
['affects', 'inhibits', 'interacts_with', 'complicates']
['affects', 'augments', 'same_as', 'coexists_with']
['affects', 'prevents', 'complicates', 'disrupts']
['affects', 'diagnoses', 'same_as', 'produces']
['affects', 'augments', 'augments', 'causes']
['affects', 'produces', 'prevents', 'augments']
['affects', 'produces', 'disrupts', 'complicates']
['affects', 'disrupts', 'location_of', 'occurs_in']
['affects', 'augments', 'occurs_in', 'augments']
['affects', 'prevents', 'prevents', 'same_as']
['affects', 'occurs_in']
['affects', 'coexists_with', 'interacts_with', 'occurs_in']
['affects', 'disrupts', 'diagnoses', 'isa']
['affects', 'stimulates', 'inhibits', 'complicates']
['affects', 'causes', 'same_as', 'disrupts']
['affects', 'produces', 'complicates', 'prevents']
['affects', 'inhibits', 'inhibits', 'causes']
['affects', 'produces', 'augments', 'same_as']
['affects', 'disrupts', 'stimulates', 'causes']
['affects', 'prevents', 'diagnoses', 'same_as']
['affects', 'interacts_with', 'stimulates', 'interacts_with']
['affects', 'treats', 'same_as', 'coexists_with']
['affects', 'prevents', 'inhibits', 'isa']
['affects', 'produces', 'disrupts', 'causes']
['affects', 'disrupts', 'occurs_in', 'prevents']
['affects', 'location_of', 'disrupts', 'produces']
['affects', 'same_as', 'disrupts', 'inhibits']
['affects', 'part_of', 'complicates', 'complicates']
['affects', 'complicates', 'stimulates', 'occurs_in']
['affects', 'stimulates', 'coexists_with', 'location_of']
['affects', 'associated_with', 'stimulates', 'treats']
['affects', 'complicates', 'coexists_with', 'interacts_with']
['affects', 'prevents', 'isa', 'diagnoses']
['affects', 'occurs_in', 'produces', 'location_of']
['affects', 'causes', 'occurs_in', 'occurs_in']
['affects', 'prevents', 'augments', 'complicates']
['affects', 'part_of', 'complicates', 'inhibits']
['affects', 'associated_with', 'location_of', 'interacts_with']
['affects', 'stimulates', 'disrupts', 'location_of']
['affects', 'compared_with', 'occurs_in', 'stimulates']
['affects', 'associated_with', 'diagnoses', 'diagnoses']
['affects', 'inhibits', 'complicates', 'isa']
['affects', 'coexists_with', 'causes', 'location_of']
['affects', 'complicates', 'inhibits', 'occurs_in']
['affects', 'disrupts', 'inhibits', 'produces']
['affects', 'same_as', 'inhibits', 'compared_with']
['affects', 'complicates', 'affects', 'interacts_with']
['affects', 'location_of', 'occurs_in', 'affects']
['affects', 'same_as', 'associated_with', 'prevents']
['affects', 'augments', 'associated_with', 'same_as']
['affects', 'location_of', 'causes', 'coexists_with']
['affects', 'interacts_with']
['affects', 'occurs_in', 'diagnoses', 'disrupts']
['affects', 'part_of', 'location_of', 'stimulates']
['affects', 'augments', 'occurs_in', 'interacts_with']
['affects', 'complicates', 'location_of', 'treats']
['affects', 'coexists_with', 'treats', 'produces']
['affects', 'part_of', 'coexists_with', 'disrupts']
['affects', 'augments', 'affects', 'prevents']
['affects', 'causes', 'same_as', 'compared_with']
['affects', 'diagnoses', 'isa']
['affects', 'affects', 'causes', 'part_of']
['affects', 'treats', 'occurs_in', 'stimulates']
['affects', 'part_of', 'prevents', 'isa']
['affects', 'stimulates', 'prevents', 'treats']
['affects', 'compared_with', 'coexists_with', 'complicates']
['affects', 'isa', 'disrupts', 'produces']
['affects', 'occurs_in', 'causes', 'location_of']
['affects', 'causes', 'part_of', 'compared_with']
['affects', 'stimulates', 'complicates', 'compared_with']
['affects', 'location_of', 'location_of', 'causes']
['affects', 'disrupts', 'causes']
['affects', 'interacts_with', 'occurs_in', 'complicates']
['affects', 'treats', 'causes', 'compared_with']
['affects', 'associated_with', 'produces', 'coexists_with']
['affects', 'same_as', 'diagnoses', 'occurs_in']
['affects', 'location_of', 'occurs_in', 'part_of']
['affects', 'isa', 'part_of', 'affects']
['interacts_with', 'affects', 'same_as', 'associated_with']
['interacts_with', 'inhibits', 'stimulates', 'compared_with']
['interacts_with', 'coexists_with', 'isa', 'location_of']
['interacts_with', 'complicates', 'interacts_with', 'prevents']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'associated_with', 'location_of', 'occurs_in']
['interacts_with', 'stimulates', 'occurs_in', 'associated_with']
['interacts_with', 'affects', 'associated_with', 'compared_with']
['interacts_with', 'causes', 'same_as', 'coexists_with']
['interacts_with', 'location_of', 'occurs_in', 'inhibits']
['interacts_with', 'prevents', 'occurs_in', 'affects']
['interacts_with', 'prevents', 'disrupts', 'interacts_with']
['interacts_with', 'associated_with', 'complicates', 'location_of']
['interacts_with', 'prevents', 'interacts_with', 'stimulates']
['interacts_with']
['interacts_with', 'stimulates', 'stimulates', 'augments']
['interacts_with', 'treats', 'location_of', 'affects']
['interacts_with', 'affects']
['interacts_with', 'compared_with', 'produces', 'isa']
['interacts_with', 'augments', 'stimulates', 'diagnoses']
['interacts_with', 'stimulates', 'stimulates', 'causes']
['interacts_with', 'augments', 'augments', 'disrupts']
['interacts_with', 'isa', 'coexists_with', 'stimulates']
['interacts_with', 'part_of']
['interacts_with', 'associated_with', 'produces', 'diagnoses']
['interacts_with', 'causes', 'compared_with', 'causes']
['interacts_with', 'same_as', 'affects', 'part_of']
['interacts_with', 'stimulates', 'augments', 'complicates']
['interacts_with', 'treats']
['interacts_with', 'disrupts', 'augments', 'disrupts']
['interacts_with', 'stimulates', 'same_as', 'stimulates']
['interacts_with', 'coexists_with', 'inhibits', 'location_of']
['interacts_with', 'disrupts', 'augments', 'coexists_with']
['interacts_with', 'stimulates', 'occurs_in', 'stimulates']
['interacts_with', 'treats', 'disrupts', 'coexists_with']
['interacts_with', 'augments', 'produces', 'causes']
['interacts_with', 'same_as', 'treats', 'disrupts']
['interacts_with', 'prevents', 'prevents', 'part_of']
['interacts_with', 'interacts_with', 'isa', 'coexists_with']
['interacts_with', 'prevents', 'same_as', 'disrupts']
['interacts_with', 'location_of', 'complicates', 'stimulates']
['interacts_with', 'coexists_with', 'complicates', 'complicates']
['interacts_with', 'location_of', 'part_of', 'location_of']
['interacts_with', 'part_of', 'augments']
['interacts_with', 'occurs_in']
['interacts_with', 'prevents', 'occurs_in', 'coexists_with']
['interacts_with', 'treats', 'disrupts', 'compared_with']
['interacts_with', 'isa', 'part_of', 'treats']
['interacts_with', 'occurs_in', 'isa', 'treats']
['interacts_with', 'occurs_in', 'produces', 'part_of']
['interacts_with', 'location_of', 'location_of', 'location_of']
['interacts_with', 'coexists_with']
['interacts_with', 'coexists_with', 'part_of', 'augments']
['interacts_with', 'coexists_with', 'interacts_with', 'treats']
['interacts_with', 'causes', 'isa', 'stimulates']
['interacts_with', 'stimulates', 'stimulates', 'complicates']
['interacts_with', 'part_of', 'associated_with', 'disrupts']
['interacts_with', 'occurs_in', 'prevents', 'prevents']
['interacts_with', 'occurs_in', 'associated_with', 'location_of']
['interacts_with', 'causes', 'compared_with', 'inhibits']
['interacts_with', 'inhibits', 'occurs_in', 'interacts_with']
['interacts_with', 'stimulates']
['interacts_with', 'prevents', 'produces', 'inhibits']
['interacts_with', 'coexists_with', 'causes', 'prevents']
['interacts_with', 'stimulates', 'affects', 'prevents']
['interacts_with', 'augments', 'isa', 'same_as']
['interacts_with', 'inhibits', 'coexists_with', 'prevents']
['interacts_with', 'prevents', 'inhibits', 'augments']
['interacts_with', 'stimulates', 'augments', 'compared_with']
['interacts_with', 'same_as', 'causes', 'disrupts']
['interacts_with', 'associated_with', 'same_as', 'occurs_in']
['interacts_with', 'stimulates', 'complicates', 'coexists_with']
['interacts_with', 'stimulates', 'compared_with', 'produces']
['interacts_with', 'inhibits', 'augments', 'same_as']
['interacts_with', 'augments', 'produces', 'inhibits']
['interacts_with', 'coexists_with', 'location_of', 'affects']
['interacts_with', 'complicates', 'same_as', 'inhibits']
['interacts_with', 'coexists_with', 'produces', 'coexists_with']
['interacts_with', 'isa', 'compared_with', 'same_as']
['interacts_with', 'produces', 'associated_with', 'disrupts']
['interacts_with', 'associated_with', 'prevents', 'complicates']
['interacts_with', 'compared_with', 'compared_with', 'part_of']
['interacts_with', 'associated_with', 'causes', 'isa']
['interacts_with', 'disrupts', 'associated_with', 'coexists_with']
['interacts_with', 'diagnoses', 'associated_with', 'part_of']
['interacts_with', 'part_of', 'treats', 'coexists_with']
['interacts_with', 'compared_with', 'associated_with', 'complicates']
['interacts_with', 'prevents']
['interacts_with', 'disrupts', 'prevents', 'occurs_in']
['interacts_with', 'isa', 'coexists_with', 'occurs_in']
['interacts_with', 'inhibits', 'part_of', 'interacts_with']
['interacts_with', 'interacts_with', 'associated_with', 'interacts_with']
['interacts_with', 'location_of', 'occurs_in', 'produces']
['interacts_with', 'location_of', 'causes', 'disrupts']
['interacts_with', 'coexists_with', 'inhibits', 'prevents']
['interacts_with', 'part_of', 'occurs_in', 'location_of']
['interacts_with', 'diagnoses', 'diagnoses', 'location_of']
['coexists_with']
['coexists_with', 'prevents', 'causes', 'disrupts']
['coexists_with', 'occurs_in', 'occurs_in', 'interacts_with']
['coexists_with', 'produces', 'stimulates', 'disrupts']
['coexists_with', 'causes', 'augments', 'causes']
['coexists_with', 'treats', 'causes', 'occurs_in']
['coexists_with', 'inhibits', 'coexists_with', 'coexists_with']
['coexists_with', 'diagnoses', 'location_of', 'interacts_with']
['coexists_with', 'occurs_in', 'causes', 'treats']
['coexists_with', 'isa', 'causes', 'occurs_in']
['coexists_with', 'treats', 'affects', 'occurs_in']
['coexists_with', 'prevents', 'location_of', 'interacts_with']
['coexists_with', 'isa', 'compared_with', 'causes']
['coexists_with', 'location_of', 'same_as']
['coexists_with', 'produces', 'interacts_with']
['coexists_with', 'prevents', 'affects', 'coexists_with']
['coexists_with', 'same_as', 'same_as', 'part_of']
['coexists_with', 'produces', 'occurs_in', 'causes']
['coexists_with', 'occurs_in', 'associated_with', 'disrupts']
['coexists_with', 'compared_with', 'treats', 'associated_with']
['coexists_with', 'causes', 'stimulates', 'diagnoses']
['coexists_with', 'associated_with', 'coexists_with']
['coexists_with', 'interacts_with', 'location_of', 'treats']
['coexists_with', 'coexists_with', 'causes', 'treats']
['coexists_with', 'inhibits', 'part_of', 'diagnoses']
['coexists_with', 'occurs_in', 'coexists_with', 'same_as']
['coexists_with', 'produces', 'associated_with', 'coexists_with']
['coexists_with', 'same_as', 'occurs_in', 'causes']
['coexists_with', 'associated_with', 'part_of', 'produces']
['coexists_with', 'produces', 'disrupts', 'same_as']
['coexists_with', 'stimulates', 'complicates', 'compared_with']
['coexists_with', 'part_of', 'compared_with', 'occurs_in']
['coexists_with', 'prevents']
['coexists_with', 'affects', 'augments', 'disrupts']
['coexists_with', 'produces', 'stimulates', 'diagnoses']
['coexists_with', 'causes', 'produces', 'stimulates']
['coexists_with', 'stimulates', 'complicates', 'causes']
['coexists_with', 'causes']
['coexists_with', 'same_as', 'complicates', 'part_of']
['coexists_with', 'prevents', 'affects', 'isa']
['coexists_with', 'location_of', 'part_of', 'affects']
['coexists_with', 'interacts_with', 'prevents', 'compared_with']
['coexists_with', 'location_of', 'prevents', 'interacts_with']
['coexists_with', 'produces', 'part_of', 'inhibits']
['coexists_with', 'stimulates', 'stimulates', 'treats']
['coexists_with', 'prevents', 'occurs_in', 'occurs_in']
['coexists_with', 'location_of', 'affects', 'associated_with']
['coexists_with', 'affects', 'stimulates', 'inhibits']
['coexists_with', 'complicates', 'location_of', 'inhibits']
['coexists_with', 'stimulates', 'occurs_in', 'interacts_with']
['coexists_with', 'inhibits', 'causes', 'inhibits']
['coexists_with', 'complicates', 'inhibits', 'same_as']
['coexists_with', 'coexists_with', 'diagnoses', 'diagnoses']
['coexists_with', 'part_of', 'produces', 'augments']
['coexists_with', 'produces', 'coexists_with', 'affects']
['coexists_with', 'location_of', 'treats', 'complicates']
['coexists_with', 'diagnoses', 'part_of', 'part_of']
['coexists_with', 'isa', 'inhibits', 'same_as']
['coexists_with', 'same_as', 'produces']
['coexists_with', 'part_of', 'stimulates', 'disrupts']
['coexists_with', 'part_of', 'same_as', 'treats']
['coexists_with', 'causes', 'inhibits', 'prevents']
['coexists_with', 'disrupts', 'disrupts', 'prevents']
['coexists_with', 'occurs_in', 'part_of', 'compared_with']
['coexists_with', 'location_of', 'produces', 'stimulates']
['coexists_with', 'produces', 'occurs_in', 'same_as']
['coexists_with', 'location_of', 'stimulates', 'location_of']
['coexists_with', 'same_as', 'location_of', 'same_as']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'prevents', 'produces', 'stimulates']
['coexists_with', 'same_as', 'part_of', 'disrupts']
['coexists_with', 'augments', 'causes', 'prevents']
['coexists_with', 'diagnoses', 'occurs_in', 'inhibits']
['coexists_with', 'causes', 'interacts_with', 'interacts_with']
['coexists_with', 'affects', 'stimulates', 'stimulates']
['coexists_with', 'complicates', 'treats', 'interacts_with']
['coexists_with', 'stimulates', 'interacts_with', 'augments']
['coexists_with', 'disrupts', 'coexists_with', 'location_of']
['coexists_with', 'complicates', 'same_as', 'associated_with']
['coexists_with', 'treats', 'affects', 'stimulates']
['coexists_with', 'stimulates', 'occurs_in', 'same_as']
['coexists_with', 'part_of', 'associated_with', 'coexists_with']
['coexists_with', 'causes', 'same_as', 'same_as']
['coexists_with', 'diagnoses', 'treats', 'affects']
['coexists_with', 'occurs_in', 'inhibits', 'prevents']
['coexists_with', 'produces', 'augments', 'augments']
['coexists_with', 'stimulates', 'augments', 'same_as']
['coexists_with', 'occurs_in', 'interacts_with', 'produces']
['coexists_with', 'location_of', 'stimulates', 'diagnoses']
['coexists_with', 'augments', 'occurs_in', 'complicates']
['coexists_with', 'complicates', 'compared_with', 'interacts_with']
['coexists_with', 'part_of', 'compared_with', 'complicates']
['coexists_with', 'associated_with', 'affects', 'location_of']
['coexists_with', 'stimulates', 'interacts_with', 'stimulates']
['coexists_with', 'augments', 'prevents', 'augments']
['coexists_with', 'occurs_in', 'part_of', 'inhibits']
['coexists_with', 'occurs_in', 'diagnoses', 'location_of']
['coexists_with', 'prevents', 'associated_with', 'stimulates']
['coexists_with', 'compared_with', 'causes', 'associated_with']
['coexists_with', 'coexists_with', 'complicates', 'part_of']
['isa', 'interacts_with', 'coexists_with', 'occurs_in']
['isa', 'location_of', 'prevents', 'location_of']
['isa', 'complicates', 'coexists_with', 'part_of']
['isa', 'occurs_in', 'inhibits', 'affects']
['isa', 'stimulates']
['isa', 'disrupts', 'causes', 'inhibits']
['isa', 'location_of', 'stimulates', 'occurs_in']
['isa', 'prevents', 'complicates', 'interacts_with']
['isa', 'same_as', 'stimulates', 'interacts_with']
['isa', 'associated_with', 'coexists_with', 'produces']
['isa', 'associated_with', 'location_of', 'prevents']
['isa', 'complicates', 'same_as', 'produces']
['isa', 'affects', 'isa']
['isa', 'stimulates', 'associated_with', 'augments']
['isa', 'prevents', 'complicates', 'occurs_in']
['isa', 'diagnoses', 'complicates', 'coexists_with']
['isa', 'compared_with', 'location_of', 'augments']
['isa', 'associated_with', 'inhibits', 'disrupts']
['isa', 'affects', 'interacts_with', 'coexists_with']
['isa', 'isa', 'inhibits', 'causes']
['isa', 'produces', 'associated_with', 'augments']
['isa', 'isa', 'augments', 'disrupts']
['isa', 'causes', 'complicates', 'stimulates']
['isa', 'treats', 'augments', 'produces']
['isa', 'interacts_with', 'compared_with', 'produces']
['isa', 'coexists_with']
['isa', 'associated_with', 'part_of', 'part_of']
['isa', 'stimulates', 'augments', 'inhibits']
['isa', 'causes', 'part_of', 'part_of']
['isa', 'same_as', 'occurs_in', 'stimulates']
['isa', 'isa', 'compared_with', 'occurs_in']
['isa', 'location_of', 'prevents', 'same_as']
['isa', 'produces', 'stimulates', 'prevents']
['isa', 'same_as', 'diagnoses', 'prevents']
['isa', 'complicates', 'occurs_in', 'disrupts']
['isa', 'occurs_in', 'coexists_with', 'same_as']
['isa', 'coexists_with', 'isa', 'treats']
['isa', 'isa', 'part_of', 'coexists_with']
['isa', 'occurs_in', 'interacts_with', 'occurs_in']
