['diagnoses', 'part_of', 'affects', 'prevents']
['stimulates', 'diagnoses', 'same_as', 'same_as']
['stimulates', 'produces', 'stimulates']
['stimulates', 'occurs_in']
['stimulates', 'stimulates', 'stimulates', 'same_as']
['stimulates', 'coexists_with', 'associated_with', 'complicates']
['stimulates', 'location_of', 'stimulates', 'produces']
['stimulates', 'augments', 'affects', 'interacts_with']
['stimulates', 'compared_with', 'part_of', 'isa']
['stimulates', 'augments', 'compared_with', 'stimulates']
['stimulates', 'isa', 'complicates', 'location_of']
['stimulates', 'part_of', 'associated_with', 'disrupts']
['stimulates', 'complicates', 'causes', 'location_of']
['stimulates', 'augments', 'isa', 'location_of']
['stimulates', 'occurs_in', 'prevents', 'augments']
['stimulates', 'part_of', 'coexists_with', 'diagnoses']
['stimulates', 'treats', 'produces', 'location_of']
['stimulates', 'complicates', 'prevents', 'produces']
['stimulates', 'stimulates', 'associated_with', 'associated_with']
['associated_with', 'disrupts', 'augments', 'augments']
['associated_with', 'stimulates', 'part_of', 'isa']
['associated_with', 'complicates']
['associated_with', 'compared_with', 'inhibits', 'augments']
['associated_with', 'part_of']
['associated_with', 'stimulates', 'augments', 'associated_with']
['associated_with', 'diagnoses', 'affects', 'produces']
['associated_with', 'part_of', 'same_as', 'affects']
['associated_with', 'compared_with', 'compared_with', 'compared_with']
['associated_with', 'part_of', 'augments', 'associated_with']
['associated_with', 'location_of', 'same_as', 'stimulates']
['associated_with', 'diagnoses', 'produces', 'interacts_with']
['associated_with', 'compared_with', 'compared_with', 'produces']
['associated_with', 'coexists_with', 'diagnoses', 'produces']
['associated_with', 'treats', 'coexists_with', 'part_of']
['associated_with', 'affects', 'occurs_in', 'part_of']
['associated_with', 'causes']
['associated_with', 'interacts_with', 'causes', 'disrupts']
['associated_with', 'diagnoses', 'coexists_with', 'disrupts']
['associated_with', 'produces', 'same_as']
['associated_with', 'interacts_with', 'interacts_with', 'associated_with']
['associated_with', 'coexists_with', 'inhibits', 'location_of']
['associated_with', 'complicates', 'treats', 'isa']
['associated_with', 'occurs_in', 'interacts_with', 'part_of']
['associated_with', 'interacts_with', 'prevents', 'stimulates']
['associated_with', 'affects', 'disrupts', 'causes']
['associated_with', 'interacts_with', 'inhibits', 'inhibits']
['associated_with', 'occurs_in', 'coexists_with', 'compared_with']
['associated_with', 'compared_with']
['associated_with', 'treats', 'compared_with', 'coexists_with']
['associated_with', 'interacts_with', 'associated_with', 'disrupts']
['associated_with', 'inhibits', 'interacts_with', 'disrupts']
['associated_with', 'same_as', 'coexists_with', 'disrupts']
['associated_with', 'part_of', 'causes', 'causes']
['associated_with', 'interacts_with', 'treats', 'coexists_with']
['associated_with', 'part_of', 'location_of', 'produces']
['associated_with', 'interacts_with', 'part_of', 'augments']
['associated_with', 'part_of', 'treats', 'causes']
['associated_with', 'produces']
['associated_with', 'interacts_with', 'associated_with', 'stimulates']
['associated_with', 'location_of', 'causes', 'stimulates']
['associated_with', 'location_of', 'augments', 'coexists_with']
['associated_with', 'causes', 'produces']
['associated_with', 'produces', 'location_of', 'disrupts']
['associated_with', 'coexists_with', 'part_of', 'augments']
['associated_with', 'interacts_with', 'augments', 'treats']
['associated_with', 'complicates', 'location_of', 'isa']
['associated_with', 'compared_with', 'interacts_with', 'causes']
['associated_with', 'coexists_with', 'location_of', 'same_as']
['associated_with', 'causes', 'complicates', 'disrupts']
['associated_with', 'diagnoses', 'augments', 'prevents']
['associated_with', 'stimulates', 'produces', 'complicates']
['associated_with', 'causes', 'complicates', 'compared_with']
['associated_with', 'inhibits', 'affects', 'location_of']
['associated_with', 'occurs_in', 'location_of', 'treats']
['associated_with', 'treats']
['associated_with', 'stimulates', 'complicates', 'location_of']
['associated_with', 'inhibits', 'location_of', 'inhibits']
['associated_with', 'complicates', 'coexists_with', 'prevents']
['associated_with', 'part_of', 'produces', 'coexists_with']
['associated_with', 'augments', 'affects', 'compared_with']
['associated_with', 'inhibits', 'inhibits', 'part_of']
['associated_with', 'inhibits', 'isa', 'location_of']
['associated_with', 'augments', 'inhibits', 'produces']
['associated_with', 'produces', 'isa', 'complicates']
['associated_with', 'treats', 'diagnoses', 'isa']
['associated_with', 'produces', 'part_of', 'stimulates']
['associated_with', 'same_as', 'produces', 'part_of']
['associated_with', 'coexists_with', 'disrupts', 'diagnoses']
['associated_with', 'coexists_with', 'prevents', 'prevents']
['associated_with', 'same_as', 'affects', 'location_of']
['associated_with', 'disrupts', 'occurs_in', 'treats']
['associated_with', 'location_of', 'same_as', 'occurs_in']
['associated_with', 'part_of', 'prevents', 'stimulates']
['associated_with', 'compared_with', 'affects', 'associated_with']
['associated_with', 'treats', 'augments', 'interacts_with']
['associated_with', 'isa', 'inhibits', 'complicates']
['associated_with', 'part_of', 'produces', 'produces']
['associated_with', 'coexists_with', 'location_of', 'diagnoses']
['associated_with', 'produces', 'diagnoses', 'same_as']
['associated_with', 'compared_with', 'coexists_with', 'compared_with']
['associated_with', 'stimulates', 'location_of', 'stimulates']
['associated_with', 'same_as', 'prevents', 'causes']
['associated_with', 'part_of', 'treats', 'stimulates']
['associated_with', 'isa', 'coexists_with', 'interacts_with']
['associated_with', 'prevents', 'stimulates', 'prevents']
['associated_with', 'disrupts', 'causes', 'compared_with']
['associated_with', 'same_as', 'prevents', 'part_of']
['associated_with', 'same_as']
['associated_with', 'disrupts', 'stimulates', 'augments']
['associated_with', 'part_of', 'compared_with', 'complicates']
['associated_with', 'isa']
['associated_with']
['associated_with', 'treats', 'same_as', 'affects']
['associated_with', 'stimulates', 'diagnoses', 'causes']
['associated_with', 'isa', 'treats', 'inhibits']
['associated_with', 'produces', 'complicates', 'augments']
['associated_with', 'augments', 'prevents', 'prevents']
['treats', 'compared_with', 'prevents', 'part_of']
['treats', 'inhibits', 'part_of', 'part_of']
['treats', 'diagnoses', 'interacts_with', 'disrupts']
['treats', 'interacts_with', 'treats', 'occurs_in']
['treats', 'produces', 'diagnoses', 'part_of']
['treats', 'treats', 'part_of', 'location_of']
['treats', 'compared_with', 'disrupts', 'associated_with']
['treats', 'associated_with', 'associated_with', 'affects']
['treats', 'disrupts', 'isa']
['treats', 'associated_with', 'produces', 'same_as']
['treats', 'augments', 'isa', 'disrupts']
['treats', 'augments', 'stimulates']
['treats', 'treats', 'location_of', 'inhibits']
['treats', 'stimulates', 'interacts_with', 'prevents']
['treats', 'compared_with', 'causes', 'inhibits']
['treats', 'diagnoses', 'part_of', 'inhibits']
['treats', 'produces', 'prevents', 'disrupts']
['treats', 'augments', 'same_as', 'stimulates']
['treats', 'inhibits', 'treats', 'interacts_with']
['treats', 'affects', 'treats', 'compared_with']
['treats', 'associated_with', 'associated_with', 'inhibits']
['treats', 'same_as', 'prevents', 'interacts_with']
['treats', 'produces', 'inhibits', 'same_as']
['treats', 'complicates', 'inhibits', 'treats']
['treats', 'produces', 'diagnoses', 'causes']
['treats', 'complicates', 'causes', 'treats']
['treats', 'associated_with', 'isa', 'disrupts']
['treats', 'inhibits', 'coexists_with', 'prevents']
['treats', 'coexists_with', 'diagnoses', 'part_of']
['treats', 'affects', 'disrupts', 'inhibits']
['treats', 'stimulates', 'augments', 'produces']
['treats', 'location_of', 'complicates', 'affects']
['treats', 'stimulates', 'disrupts', 'produces']
['treats', 'augments', 'compared_with', 'affects']
['treats', 'produces', 'treats', 'interacts_with']
['treats', 'part_of', 'compared_with', 'location_of']
['treats', 'diagnoses', 'associated_with', 'compared_with']
['treats', 'produces', 'isa', 'treats']
['treats', 'location_of', 'augments', 'disrupts']
['treats', 'occurs_in', 'associated_with', 'affects']
['treats', 'diagnoses', 'compared_with', 'causes']
['treats', 'inhibits', 'same_as', 'produces']
['treats', 'inhibits', 'produces', 'augments']
['treats', 'causes', 'isa', 'diagnoses']
['treats', 'treats', 'inhibits', 'augments']
['treats', 'treats', 'produces', 'same_as']
['treats', 'prevents', 'location_of', 'same_as']
['treats', 'part_of', 'interacts_with', 'location_of']
['treats', 'affects', 'part_of', 'compared_with']
['treats', 'location_of', 'prevents', 'causes']
['treats', 'prevents', 'coexists_with', 'produces']
['treats', 'stimulates', 'compared_with', 'inhibits']
['treats', 'inhibits', 'isa', 'affects']
['treats', 'complicates', 'occurs_in', 'part_of']
['treats', 'location_of', 'prevents', 'coexists_with']
['treats', 'location_of', 'coexists_with']
['treats', 'coexists_with', 'augments', 'inhibits']
['treats', 'prevents', 'affects', 'produces']
['treats', 'occurs_in', 'part_of', 'associated_with']
['treats', 'diagnoses', 'compared_with', 'augments']
['treats', 'prevents', 'prevents', 'part_of']
['treats', 'occurs_in', 'occurs_in', 'disrupts']
['treats', 'augments', 'compared_with', 'prevents']
['treats', 'prevents', 'inhibits', 'inhibits']
['treats', 'treats', 'part_of', 'complicates']
['treats', 'disrupts', 'causes', 'isa']
['treats', 'augments', 'part_of', 'prevents']
['treats', 'complicates', 'location_of', 'occurs_in']
['treats', 'disrupts', 'diagnoses', 'produces']
['treats', 'treats', 'inhibits', 'produces']
['treats', 'inhibits', 'same_as', 'coexists_with']
['treats', 'occurs_in', 'diagnoses', 'location_of']
['treats', 'interacts_with', 'causes', 'prevents']
['treats', 'same_as', 'inhibits', 'part_of']
['treats', 'diagnoses', 'prevents']
['treats', 'compared_with', 'coexists_with', 'occurs_in']
['treats', 'location_of', 'isa', 'compared_with']
['treats', 'occurs_in', 'isa', 'coexists_with']
['treats', 'causes', 'inhibits', 'same_as']
['treats', 'isa', 'coexists_with', 'same_as']
['treats', 'interacts_with', 'complicates', 'complicates']
['treats', 'same_as', 'location_of', 'treats']
['treats', 'associated_with', 'inhibits', 'disrupts']
['treats', 'diagnoses', 'stimulates', 'affects']
['treats', 'affects']
['treats', 'prevents', 'isa', 'diagnoses']
['treats']
['treats', 'stimulates', 'affects', 'complicates']
['treats', 'coexists_with', 'produces', 'produces']
['treats', 'produces', 'causes', 'augments']
['treats', 'produces', 'coexists_with', 'part_of']
['treats', 'prevents', 'augments', 'occurs_in']
['treats', 'coexists_with']
['treats', 'occurs_in', 'associated_with', 'inhibits']
['affects', 'location_of', 'prevents', 'interacts_with']
['affects', 'produces', 'disrupts', 'associated_with']
['affects', 'inhibits', 'complicates', 'prevents']
['affects', 'diagnoses', 'diagnoses', 'causes']
['affects', 'treats', 'location_of', 'part_of']
['affects', 'affects']
['affects', 'produces', 'associated_with', 'location_of']
['affects', 'interacts_with', 'prevents', 'produces']
['affects', 'associated_with', 'occurs_in', 'complicates']
['affects', 'associated_with', 'disrupts', 'associated_with']
['affects', 'prevents', 'diagnoses', 'prevents']
['affects', 'disrupts', 'causes', 'produces']
['affects', 'stimulates', 'disrupts', 'causes']
['affects', 'disrupts', 'same_as']
['affects', 'interacts_with', 'stimulates', 'inhibits']
['affects', 'treats', 'stimulates', 'stimulates']
['affects', 'treats', 'affects', 'compared_with']
['affects', 'stimulates', 'diagnoses', 'affects']
['affects', 'compared_with', 'inhibits', 'stimulates']
['affects', 'inhibits', 'causes', 'inhibits']
['affects', 'inhibits', 'stimulates', 'prevents']
['affects', 'augments', 'affects']
['affects', 'stimulates']
['affects', 'occurs_in', 'inhibits', 'prevents']
['affects']
['affects', 'occurs_in', 'same_as', 'complicates']
['affects', 'same_as', 'inhibits', 'augments']
['affects', 'produces', 'treats', 'occurs_in']
['affects', 'prevents', 'isa', 'same_as']
['affects', 'associated_with']
['affects', 'prevents', 'location_of', 'coexists_with']
['affects', 'affects', 'part_of', 'prevents']
['affects', 'augments', 'disrupts', 'diagnoses']
['affects', 'inhibits', 'coexists_with', 'produces']
['affects', 'complicates', 'associated_with', 'stimulates']
['affects', 'interacts_with', 'treats', 'stimulates']
['affects', 'associated_with', 'part_of', 'same_as']
['affects', 'disrupts', 'diagnoses', 'coexists_with']
['affects', 'part_of', 'compared_with', 'augments']
['affects', 'same_as', 'inhibits', 'inhibits']
['affects', 'same_as', 'occurs_in', 'complicates']
['affects', 'interacts_with', 'diagnoses', 'same_as']
['affects', 'causes', 'stimulates', 'location_of']
['affects', 'occurs_in', 'stimulates', 'complicates']
['affects', 'disrupts', 'coexists_with', 'interacts_with']
['affects', 'same_as', 'augments', 'produces']
['affects', 'produces', 'coexists_with', 'same_as']
['affects', 'disrupts', 'coexists_with', 'augments']
['affects', 'stimulates', 'disrupts', 'treats']
['affects', 'associated_with', 'occurs_in', 'interacts_with']
['affects', 'inhibits', 'location_of', 'stimulates']
['affects', 'disrupts', 'affects', 'interacts_with']
['affects', 'occurs_in', 'treats', 'treats']
['affects', 'associated_with', 'interacts_with', 'treats']
['affects', 'augments', 'occurs_in', 'complicates']
['affects', 'prevents', 'affects', 'isa']
['affects', 'interacts_with', 'treats', 'same_as']
['affects', 'treats', 'augments', 'coexists_with']
['affects', 'location_of', 'location_of', 'interacts_with']
['affects', 'disrupts', 'causes', 'occurs_in']
['affects', 'coexists_with', 'prevents', 'treats']
['affects', 'part_of', 'location_of']
['affects', 'prevents']
['affects', 'associated_with', 'interacts_with', 'disrupts']
['affects', 'associated_with', 'causes', 'location_of']
['affects', 'location_of']
['affects', 'treats', 'stimulates', 'associated_with']
['affects', 'occurs_in', 'augments', 'disrupts']
['affects', 'treats', 'associated_with', 'part_of']
['affects', 'affects', 'interacts_with', 'causes']
['affects', 'inhibits', 'prevents', 'location_of']
['affects', 'compared_with']
['affects', 'occurs_in', 'disrupts', 'causes']
['affects', 'isa', 'isa', 'prevents']
['affects', 'treats', 'diagnoses', 'interacts_with']
['affects', 'affects', 'coexists_with', 'associated_with']
['affects', 'interacts_with', 'coexists_with', 'compared_with']
['affects', 'interacts_with', 'disrupts', 'isa']
['affects', 'coexists_with', 'associated_with', 'location_of']
['affects', 'same_as', 'part_of', 'part_of']
['affects', 'produces', 'interacts_with', 'location_of']
['affects', 'diagnoses', 'isa', 'same_as']
['affects', 'prevents', 'treats', 'complicates']
['affects', 'prevents', 'stimulates', 'occurs_in']
['affects', 'compared_with', 'part_of', 'coexists_with']
['affects', 'inhibits', 'inhibits', 'complicates']
['affects', 'causes', 'affects', 'coexists_with']
['affects', 'same_as']
['affects', 'interacts_with']
['affects', 'same_as', 'causes', 'associated_with']
['affects', 'same_as', 'occurs_in', 'inhibits']
['affects', 'causes', 'coexists_with', 'compared_with']
['interacts_with', 'stimulates', 'augments', 'diagnoses']
['interacts_with', 'interacts_with', 'occurs_in', 'compared_with']
['interacts_with', 'treats', 'affects', 'augments']
['interacts_with', 'affects', 'disrupts', 'associated_with']
['interacts_with', 'stimulates', 'coexists_with', 'inhibits']
['interacts_with', 'same_as', 'complicates']
['interacts_with', 'complicates', 'stimulates', 'disrupts']
['interacts_with']
['interacts_with', 'compared_with', 'compared_with', 'inhibits']
['interacts_with', 'interacts_with', 'disrupts', 'location_of']
['interacts_with', 'compared_with', 'interacts_with', 'occurs_in']
['interacts_with', 'same_as', 'complicates', 'stimulates']
['interacts_with', 'inhibits', 'coexists_with', 'compared_with']
['interacts_with', 'prevents', 'isa', 'interacts_with']
['interacts_with', 'associated_with', 'inhibits', 'isa']
['interacts_with', 'diagnoses', 'diagnoses', 'prevents']
['interacts_with', 'same_as', 'coexists_with', 'stimulates']
['interacts_with', 'occurs_in', 'coexists_with', 'complicates']
['interacts_with', 'isa', 'disrupts', 'coexists_with']
['interacts_with', 'affects', 'complicates', 'causes']
['interacts_with', 'prevents', 'complicates', 'isa']
['interacts_with', 'augments', 'complicates', 'location_of']
['interacts_with', 'treats', 'inhibits', 'disrupts']
['interacts_with', 'part_of']
['interacts_with', 'associated_with', 'inhibits', 'part_of']
['interacts_with', 'occurs_in', 'part_of', 'coexists_with']
['interacts_with', 'coexists_with', 'affects', 'interacts_with']
['interacts_with', 'coexists_with', 'associated_with', 'causes']
['interacts_with', 'inhibits', 'diagnoses', 'compared_with']
['interacts_with', 'treats', 'compared_with', 'produces']
['interacts_with', 'prevents', 'occurs_in', 'same_as']
['interacts_with', 'location_of', 'part_of', 'isa']
['interacts_with', 'prevents', 'stimulates', 'complicates']
['interacts_with', 'isa', 'produces', 'location_of']
['interacts_with', 'stimulates', 'produces', 'causes']
['interacts_with', 'complicates', 'treats', 'diagnoses']
['interacts_with', 'part_of', 'causes', 'stimulates']
['interacts_with', 'complicates', 'causes', 'produces']
['interacts_with', 'treats', 'disrupts', 'stimulates']
['interacts_with', 'occurs_in', 'stimulates', 'prevents']
['interacts_with', 'inhibits', 'location_of', 'stimulates']
['interacts_with', 'affects', 'occurs_in', 'same_as']
['interacts_with', 'complicates', 'same_as', 'coexists_with']
['interacts_with', 'stimulates', 'prevents', 'causes']
['interacts_with', 'diagnoses', 'location_of', 'prevents']
['interacts_with', 'part_of', 'disrupts', 'coexists_with']
['interacts_with', 'interacts_with', 'causes', 'inhibits']
['interacts_with', 'treats', 'produces', 'part_of']
['interacts_with', 'associated_with', 'coexists_with', 'same_as']
['interacts_with', 'augments', 'produces', 'coexists_with']
['interacts_with', 'inhibits', 'isa', 'stimulates']
['interacts_with', 'diagnoses', 'prevents', 'isa']
['interacts_with', 'affects', 'augments', 'isa']
['interacts_with', 'part_of', 'same_as', 'prevents']
['interacts_with', 'occurs_in', 'complicates', 'affects']
['interacts_with', 'prevents', 'interacts_with', 'complicates']
['interacts_with', 'part_of', 'coexists_with', 'causes']
['interacts_with', 'same_as', 'same_as', 'diagnoses']
['interacts_with', 'location_of', 'augments', 'interacts_with']
['interacts_with', 'interacts_with', 'produces', 'produces']
['interacts_with', 'diagnoses', 'affects', 'complicates']
['interacts_with', 'produces']
['interacts_with', 'causes', 'stimulates']
['interacts_with', 'interacts_with', 'diagnoses', 'isa']
['interacts_with', 'isa', 'associated_with', 'interacts_with']
['interacts_with', 'occurs_in', 'augments']
['interacts_with', 'treats', 'location_of', 'affects']
['interacts_with', 'prevents', 'location_of', 'coexists_with']
['interacts_with', 'diagnoses', 'prevents', 'compared_with']
['interacts_with', 'location_of', 'affects', 'location_of']
['interacts_with', 'affects', 'treats', 'complicates']
['interacts_with', 'compared_with', 'location_of', 'occurs_in']
['interacts_with', 'coexists_with', 'disrupts', 'part_of']
['interacts_with', 'same_as', 'same_as', 'compared_with']
['interacts_with', 'causes', 'disrupts', 'part_of']
['interacts_with', 'disrupts', 'coexists_with', 'same_as']
['interacts_with', 'part_of', 'disrupts', 'treats']
['interacts_with', 'isa', 'part_of', 'occurs_in']
['interacts_with', 'isa', 'coexists_with', 'produces']
['interacts_with', 'inhibits', 'location_of', 'affects']
['interacts_with', 'occurs_in', 'affects', 'causes']
['interacts_with', 'compared_with', 'complicates', 'part_of']
['interacts_with', 'coexists_with', 'associated_with', 'associated_with']
['interacts_with', 'produces', 'isa', 'complicates']
['interacts_with', 'disrupts', 'location_of']
['interacts_with', 'associated_with', 'part_of', 'causes']
['interacts_with', 'augments']
['interacts_with', 'complicates', 'part_of', 'coexists_with']
['interacts_with', 'occurs_in']
['interacts_with', 'same_as', 'diagnoses', 'same_as']
['interacts_with', 'compared_with', 'causes', 'prevents']
['interacts_with', 'causes', 'associated_with', 'coexists_with']
['interacts_with', 'prevents', 'isa', 'diagnoses']
['interacts_with', 'location_of', 'treats', 'diagnoses']
['interacts_with', 'prevents', 'same_as', 'part_of']
['interacts_with', 'prevents', 'treats', 'augments']
['interacts_with', 'same_as', 'inhibits', 'part_of']
['coexists_with', 'same_as', 'interacts_with', 'diagnoses']
['coexists_with', 'inhibits', 'compared_with', 'part_of']
['coexists_with', 'disrupts', 'diagnoses', 'stimulates']
['coexists_with', 'augments', 'associated_with', 'treats']
['coexists_with', 'prevents', 'associated_with', 'part_of']
['coexists_with', 'inhibits', 'complicates', 'disrupts']
['coexists_with', 'part_of', 'diagnoses', 'stimulates']
['coexists_with', 'stimulates']
['coexists_with', 'diagnoses', 'prevents', 'inhibits']
['coexists_with', 'complicates', 'prevents', 'inhibits']
['coexists_with', 'associated_with', 'prevents', 'part_of']
['coexists_with', 'treats', 'isa', 'treats']
['coexists_with', 'part_of', 'occurs_in', 'treats']
['coexists_with', 'coexists_with', 'diagnoses', 'isa']
['coexists_with', 'compared_with', 'inhibits']
['coexists_with', 'associated_with', 'disrupts', 'causes']
['coexists_with', 'coexists_with', 'augments', 'disrupts']
['coexists_with', 'location_of', 'occurs_in', 'stimulates']
['coexists_with', 'inhibits', 'causes', 'diagnoses']
['coexists_with', 'prevents', 'augments']
['coexists_with', 'disrupts', 'occurs_in', 'compared_with']
['coexists_with', 'affects', 'occurs_in', 'coexists_with']
['coexists_with', 'produces', 'coexists_with', 'occurs_in']
['coexists_with', 'part_of', 'part_of', 'disrupts']
['coexists_with', 'produces', 'prevents', 'disrupts']
['coexists_with', 'diagnoses', 'produces', 'occurs_in']
['coexists_with', 'prevents', 'complicates', 'same_as']
['coexists_with', 'location_of', 'causes', 'complicates']
['coexists_with', 'part_of', 'inhibits', 'occurs_in']
['coexists_with', 'treats', 'inhibits', 'complicates']
['coexists_with', 'treats', 'same_as', 'produces']
['coexists_with', 'augments', 'interacts_with', 'part_of']
['coexists_with', 'occurs_in', 'interacts_with', 'produces']
['coexists_with', 'location_of', 'occurs_in', 'diagnoses']
['coexists_with', 'treats', 'interacts_with', 'location_of']
['coexists_with', 'inhibits', 'part_of']
['coexists_with', 'treats', 'associated_with', 'disrupts']
['coexists_with', 'prevents', 'location_of', 'part_of']
['coexists_with', 'associated_with', 'location_of', 'stimulates']
['coexists_with', 'prevents', 'interacts_with', 'stimulates']
['coexists_with', 'occurs_in', 'part_of', 'inhibits']
['coexists_with', 'associated_with', 'augments', 'compared_with']
['coexists_with', 'disrupts', 'disrupts', 'augments']
['coexists_with', 'occurs_in', 'coexists_with', 'part_of']
['coexists_with', 'causes', 'same_as', 'coexists_with']
['coexists_with', 'inhibits', 'coexists_with', 'causes']
['coexists_with', 'part_of', 'part_of', 'complicates']
['coexists_with', 'interacts_with', 'interacts_with', 'location_of']
['coexists_with', 'diagnoses', 'occurs_in', 'stimulates']
['coexists_with', 'isa', 'stimulates', 'treats']
['coexists_with', 'causes', 'complicates', 'occurs_in']
['coexists_with', 'location_of', 'inhibits', 'location_of']
['coexists_with', 'stimulates', 'augments', 'inhibits']
['coexists_with', 'associated_with', 'compared_with', 'treats']
['coexists_with', 'prevents', 'same_as', 'inhibits']
['coexists_with', 'diagnoses', 'augments', 'prevents']
['coexists_with', 'produces', 'interacts_with', 'interacts_with']
['coexists_with', 'compared_with', 'interacts_with', 'prevents']
['coexists_with', 'produces', 'prevents', 'interacts_with']
['coexists_with', 'disrupts', 'coexists_with', 'part_of']
['coexists_with', 'disrupts', 'treats', 'occurs_in']
['coexists_with', 'location_of']
['coexists_with', 'treats', 'isa', 'causes']
['coexists_with', 'same_as', 'causes', 'isa']
['coexists_with', 'causes', 'produces', 'compared_with']
['coexists_with', 'produces', 'augments', 'location_of']
['coexists_with', 'treats', 'produces', 'treats']
['coexists_with', 'interacts_with', 'coexists_with', 'complicates']
['coexists_with', 'location_of', 'same_as', 'associated_with']
['coexists_with', 'coexists_with']
['coexists_with', 'diagnoses', 'same_as', 'interacts_with']
['coexists_with', 'prevents', 'disrupts', 'part_of']
['coexists_with', 'diagnoses', 'prevents', 'disrupts']
['coexists_with', 'location_of', 'complicates', 'treats']
['coexists_with', 'inhibits', 'stimulates', 'stimulates']
['coexists_with', 'part_of', 'produces', 'compared_with']
['coexists_with', 'affects', 'diagnoses', 'treats']
['coexists_with', 'augments', 'same_as', 'occurs_in']
['coexists_with', 'compared_with', 'associated_with', 'associated_with']
['coexists_with', 'produces', 'complicates', 'causes']
['coexists_with', 'associated_with', 'complicates', 'affects']
['coexists_with', 'part_of', 'stimulates', 'occurs_in']
['coexists_with', 'part_of', 'disrupts', 'occurs_in']
['coexists_with', 'stimulates', 'isa', 'stimulates']
['coexists_with']
['coexists_with', 'causes', 'same_as', 'location_of']
['coexists_with', 'prevents', 'disrupts', 'augments']
['coexists_with', 'location_of', 'same_as', 'produces']
['coexists_with', 'causes', 'prevents']
['coexists_with', 'diagnoses', 'inhibits', 'coexists_with']
['coexists_with', 'associated_with', 'augments', 'associated_with']
['coexists_with', 'location_of', 'diagnoses', 'prevents']
['coexists_with', 'causes']
['coexists_with', 'treats', 'location_of', 'produces']
['coexists_with', 'location_of', 'complicates', 'inhibits']
['coexists_with', 'inhibits', 'associated_with', 'prevents']
['isa', 'stimulates', 'compared_with']
['isa', 'complicates', 'occurs_in', 'affects']
['isa', 'isa', 'augments', 'stimulates']
['isa', 'occurs_in', 'inhibits', 'part_of']
['isa', 'prevents', 'stimulates', 'inhibits']
['isa', 'interacts_with', 'part_of', 'location_of']
['isa', 'occurs_in', 'same_as', 'diagnoses']
['isa', 'coexists_with', 'affects', 'complicates']
['isa', 'interacts_with', 'interacts_with', 'location_of']
['isa', 'produces', 'compared_with', 'compared_with']
['isa', 'inhibits', 'isa', 'complicates']
['isa', 'interacts_with', 'inhibits', 'compared_with']
['isa', 'causes', 'diagnoses', 'associated_with']
['isa', 'stimulates', 'associated_with']
['isa', 'complicates', 'coexists_with', 'stimulates']
['isa', 'part_of', 'produces', 'treats']
['isa', 'associated_with', 'associated_with', 'same_as']
['isa', 'location_of', 'associated_with', 'causes']
['isa', 'causes', 'disrupts', 'location_of']
['isa', 'causes', 'same_as', 'treats']
['isa', 'affects', 'disrupts', 'complicates']
['isa', 'interacts_with', 'prevents', 'diagnoses']
['isa', 'produces']
['isa', 'treats', 'affects', 'produces']
['isa', 'part_of', 'augments', 'part_of']
['isa', 'prevents']
['isa', 'augments', 'stimulates', 'complicates']
['isa', 'part_of', 'location_of', 'associated_with']
['isa', 'coexists_with', 'stimulates', 'isa']
['isa', 'complicates', 'associated_with', 'disrupts']
['isa', 'produces', 'same_as', 'isa']
['isa', 'augments', 'isa', 'diagnoses']
['isa', 'causes', 'stimulates', 'isa']
['isa', 'location_of', 'same_as']
['isa', 'associated_with', 'coexists_with', 'augments']
['isa', 'associated_with', 'isa', 'augments']
['isa', 'coexists_with', 'augments', 'stimulates']
['isa', 'interacts_with', 'location_of', 'stimulates']
['isa', 'associated_with', 'occurs_in', 'causes']
['isa', 'diagnoses', 'part_of', 'causes']
['isa', 'isa', 'disrupts', 'interacts_with']
['isa', 'disrupts', 'part_of', 'diagnoses']
['isa', 'affects', 'diagnoses', 'diagnoses']
['isa', 'part_of', 'inhibits', 'prevents']
['isa', 'diagnoses', 'interacts_with', 'causes']
['isa', 'isa', 'part_of', 'occurs_in']
['isa', 'diagnoses', 'part_of', 'affects']
['isa', 'disrupts', 'coexists_with', 'inhibits']
['isa', 'coexists_with', 'complicates', 'produces']
['isa', 'coexists_with', 'affects', 'causes']
['isa', 'inhibits', 'coexists_with', 'augments']
['isa', 'inhibits', 'produces', 'augments']
['isa', 'causes', 'affects', 'produces']
['isa', 'produces', 'augments', 'occurs_in']
['isa', 'part_of', 'isa', 'coexists_with']
['isa', 'complicates', 'prevents', 'coexists_with']
['isa', 'augments', 'prevents', 'inhibits']
['isa', 'causes', 'produces', 'treats']
['isa', 'inhibits', 'prevents', 'inhibits']
['isa', 'associated_with']
['isa', 'augments', 'causes']
['isa', 'affects']
['isa', 'treats', 'treats', 'compared_with']
['isa', 'occurs_in', 'augments', 'location_of']
['isa', 'augments', 'isa', 'stimulates']
['isa', 'interacts_with', 'occurs_in', 'complicates']
['isa', 'prevents', 'prevents', 'produces']
['isa', 'interacts_with', 'diagnoses', 'prevents']
['isa', 'produces', 'isa', 'disrupts']
['isa', 'treats', 'affects', 'interacts_with']
['isa', 'occurs_in', 'location_of', 'location_of']
['isa', 'affects', 'compared_with', 'complicates']
['isa', 'part_of', 'part_of', 'complicates']
['isa', 'augments']
['isa', 'affects', 'compared_with', 'disrupts']
['isa', 'stimulates', 'disrupts', 'compared_with']
['isa', 'diagnoses', 'location_of', 'inhibits']
['isa', 'inhibits', 'compared_with']
