['diagnoses', 'diagnoses', 'location_of', 'stimulates']
['stimulates', 'treats', 'prevents', 'inhibits']
['stimulates', 'occurs_in', 'stimulates', 'produces']
['stimulates', 'coexists_with', 'stimulates', 'interacts_with']
['stimulates', 'prevents', 'associated_with', 'disrupts']
['stimulates', 'diagnoses', 'augments', 'treats']
['stimulates', 'same_as', 'associated_with', 'isa']
['stimulates', 'affects', 'isa', 'location_of']
['stimulates', 'same_as', 'location_of', 'complicates']
['stimulates', 'produces', 'same_as', 'associated_with']
['stimulates', 'prevents', 'treats', 'disrupts']
['stimulates', 'prevents', 'disrupts', 'compared_with']
['stimulates', 'disrupts', 'prevents', 'location_of']
['stimulates', 'diagnoses', 'augments', 'inhibits']
['stimulates', 'produces', 'inhibits', 'treats']
['stimulates', 'affects', 'occurs_in', 'prevents']
['stimulates', 'location_of', 'prevents']
['stimulates', 'inhibits', 'part_of', 'treats']
['associated_with', 'prevents', 'stimulates', 'augments']
['associated_with', 'augments', 'isa', 'isa']
['associated_with', 'associated_with']
['associated_with', 'coexists_with', 'augments']
['associated_with', 'prevents', 'isa', 'associated_with']
['associated_with', 'part_of', 'disrupts', 'associated_with']
['associated_with', 'location_of', 'prevents', 'coexists_with']
['associated_with', 'location_of', 'diagnoses', 'augments']
['associated_with', 'complicates']
['associated_with', 'occurs_in', 'treats', 'interacts_with']
['associated_with', 'same_as', 'occurs_in', 'diagnoses']
['associated_with', 'part_of']
['associated_with', 'part_of', 'stimulates', 'isa']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'associated_with', 'part_of', 'augments']
['associated_with', 'treats', 'affects', 'associated_with']
['associated_with', 'produces', 'stimulates', 'treats']
['associated_with', 'inhibits', 'location_of', 'interacts_with']
['associated_with', 'diagnoses', 'stimulates', 'produces']
['associated_with', 'produces']
['associated_with']
['associated_with', 'stimulates', 'produces', 'complicates']
['associated_with', 'augments', 'treats', 'inhibits']
['associated_with', 'isa', 'interacts_with', 'same_as']
['associated_with', 'prevents', 'part_of', 'disrupts']
['associated_with', 'interacts_with', 'disrupts', 'produces']
['associated_with', 'compared_with', 'complicates', 'augments']
['associated_with', 'part_of', 'complicates', 'occurs_in']
['associated_with', 'treats', 'stimulates', 'causes']
['associated_with', 'location_of', 'prevents']
['associated_with', 'disrupts', 'location_of', 'interacts_with']
['associated_with', 'interacts_with', 'disrupts', 'augments']
['associated_with', 'occurs_in', 'compared_with', 'inhibits']
['associated_with', 'produces', 'same_as']
['associated_with', 'compared_with', 'affects', 'associated_with']
['associated_with', 'treats', 'stimulates', 'inhibits']
['associated_with', 'treats', 'same_as', 'part_of']
['associated_with', 'affects', 'disrupts']
['associated_with', 'produces', 'isa', 'part_of']
['associated_with', 'disrupts', 'diagnoses', 'same_as']
['associated_with', 'complicates', 'augments']
['associated_with', 'coexists_with', 'prevents', 'occurs_in']
['associated_with', 'produces', 'associated_with', 'causes']
['associated_with', 'location_of', 'treats', 'stimulates']
['associated_with', 'causes', 'diagnoses', 'diagnoses']
['associated_with', 'same_as', 'compared_with', 'part_of']
['associated_with', 'disrupts', 'prevents', 'stimulates']
['associated_with', 'part_of', 'part_of']
['associated_with', 'compared_with', 'isa', 'augments']
['associated_with', 'diagnoses', 'stimulates', 'coexists_with']
['associated_with', 'diagnoses', 'produces', 'affects']
['associated_with', 'occurs_in', 'complicates', 'produces']
['associated_with', 'occurs_in', 'stimulates', 'augments']
['associated_with', 'causes', 'associated_with', 'stimulates']
['associated_with', 'affects', 'stimulates', 'augments']
['associated_with', 'inhibits', 'augments', 'disrupts']
['associated_with', 'occurs_in', 'causes', 'occurs_in']
['associated_with', 'disrupts', 'augments', 'complicates']
['associated_with', 'treats', 'isa', 'affects']
['associated_with', 'augments', 'prevents', 'augments']
['associated_with', 'occurs_in', 'stimulates', 'part_of']
['associated_with', 'compared_with', 'interacts_with', 'part_of']
['associated_with', 'location_of', 'complicates', 'causes']
['associated_with', 'same_as', 'isa', 'affects']
['associated_with', 'affects', 'isa', 'affects']
['associated_with', 'compared_with', 'disrupts', 'location_of']
['associated_with', 'part_of', 'diagnoses', 'same_as']
['associated_with', 'same_as', 'same_as', 'associated_with']
['associated_with', 'occurs_in', 'interacts_with', 'isa']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['associated_with', 'part_of', 'part_of', 'affects']
['associated_with', 'treats', 'associated_with', 'prevents']
['associated_with', 'augments', 'compared_with']
['associated_with', 'causes']
['associated_with', 'compared_with', 'causes', 'produces']
['associated_with', 'treats', 'augments', 'affects']
['associated_with', 'prevents', 'affects', 'associated_with']
['associated_with', 'diagnoses', 'complicates', 'associated_with']
['associated_with', 'interacts_with', 'causes', 'prevents']
['associated_with', 'affects', 'same_as', 'augments']
['associated_with', 'interacts_with', 'interacts_with', 'part_of']
['associated_with', 'stimulates', 'complicates', 'interacts_with']
['associated_with', 'same_as']
['associated_with', 'interacts_with', 'diagnoses', 'location_of']
['associated_with', 'augments', 'coexists_with', 'affects']
['associated_with', 'compared_with', 'treats', 'interacts_with']
['associated_with', 'augments']
['associated_with', 'part_of', 'disrupts', 'isa']
['associated_with', 'coexists_with', 'stimulates', 'prevents']
['associated_with', 'isa', 'complicates', 'produces']
['associated_with', 'location_of']
['associated_with', 'same_as', 'isa', 'stimulates']
['treats', 'treats', 'augments', 'interacts_with']
['treats', 'compared_with']
['treats', 'location_of', 'prevents']
['treats', 'augments', 'isa', 'complicates']
['treats', 'affects', 'occurs_in', 'causes']
['treats', 'occurs_in', 'associated_with', 'same_as']
['treats', 'isa', 'complicates', 'coexists_with']
['treats', 'augments', 'diagnoses', 'interacts_with']
['treats', 'location_of', 'augments', 'augments']
['treats', 'compared_with', 'diagnoses', 'stimulates']
['treats', 'complicates', 'treats', 'disrupts']
['treats', 'part_of', 'diagnoses', 'inhibits']
['treats', 'disrupts', 'diagnoses', 'compared_with']
['treats', 'diagnoses', 'causes']
['treats', 'disrupts', 'compared_with', 'prevents']
['treats', 'associated_with', 'treats', 'same_as']
['treats', 'isa', 'interacts_with', 'treats']
['treats', 'affects', 'treats', 'coexists_with']
['treats', 'complicates', 'complicates', 'isa']
['treats', 'part_of', 'affects', 'location_of']
['treats', 'part_of', 'associated_with']
['treats', 'stimulates', 'part_of', 'part_of']
['treats', 'inhibits', 'treats', 'augments']
['treats', 'same_as', 'same_as', 'inhibits']
['treats', 'inhibits', 'compared_with', 'diagnoses']
['treats', 'affects', 'location_of', 'causes']
['treats', 'complicates', 'isa', 'part_of']
['treats', 'produces', 'same_as', 'treats']
['treats', 'inhibits', 'diagnoses', 'affects']
['treats', 'augments', 'coexists_with']
['treats', 'prevents', 'interacts_with', 'diagnoses']
['treats', 'same_as', 'location_of', 'coexists_with']
['treats', 'location_of', 'inhibits', 'affects']
['treats', 'prevents', 'disrupts', 'inhibits']
['treats', 'disrupts', 'augments', 'inhibits']
['treats', 'complicates', 'treats', 'complicates']
['treats', 'occurs_in', 'coexists_with', 'causes']
['treats', 'occurs_in', 'associated_with', 'inhibits']
['treats', 'isa', 'inhibits', 'interacts_with']
['treats', 'occurs_in', 'part_of', 'affects']
['treats', 'location_of', 'treats', 'augments']
['treats', 'augments', 'augments', 'interacts_with']
['treats', 'isa', 'part_of', 'treats']
['treats', 'augments', 'associated_with', 'coexists_with']
['treats', 'compared_with', 'interacts_with', 'affects']
['treats', 'treats', 'treats', 'affects']
['treats', 'same_as', 'associated_with', 'diagnoses']
['treats', 'affects', 'complicates', 'produces']
['treats', 'inhibits']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'isa', 'associated_with', 'isa']
['treats', 'disrupts', 'causes', 'affects']
['treats', 'inhibits', 'treats']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'produces', 'associated_with']
['treats', 'same_as', 'inhibits', 'complicates']
['treats', 'occurs_in', 'coexists_with', 'isa']
['treats']
['treats', 'coexists_with', 'affects', 'interacts_with']
['treats', 'treats', 'diagnoses', 'disrupts']
['treats', 'associated_with', 'stimulates', 'isa']
['treats', 'inhibits', 'produces', 'same_as']
['treats', 'disrupts', 'inhibits', 'causes']
['treats', 'location_of', 'coexists_with']
['treats', 'affects', 'causes', 'coexists_with']
['treats', 'coexists_with', 'location_of', 'occurs_in']
['treats', 'occurs_in', 'part_of', 'associated_with']
['treats', 'inhibits', 'augments', 'occurs_in']
['treats', 'occurs_in', 'stimulates', 'location_of']
['treats', 'causes', 'produces', 'treats']
['treats', 'coexists_with', 'compared_with']
['treats', 'interacts_with', 'augments', 'associated_with']
['treats', 'diagnoses', 'inhibits', 'inhibits']
['treats', 'associated_with', 'associated_with', 'same_as']
['treats', 'isa', 'causes', 'compared_with']
['treats', 'part_of']
['treats', 'treats', 'stimulates', 'diagnoses']
['treats', 'prevents', 'same_as', 'augments']
['treats', 'affects', 'augments', 'occurs_in']
['treats', 'complicates', 'coexists_with', 'affects']
['treats', 'causes', 'location_of', 'prevents']
['treats', 'part_of', 'isa', 'interacts_with']
['treats', 'same_as', 'isa', 'isa']
['treats', 'isa', 'affects', 'prevents']
['treats', 'part_of', 'associated_with', 'coexists_with']
['treats', 'occurs_in', 'treats', 'complicates']
['treats', 'occurs_in', 'augments', 'treats']
['treats', 'affects', 'complicates', 'inhibits']
['treats', 'causes']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'coexists_with', 'coexists_with', 'affects']
['treats', 'location_of', 'diagnoses', 'associated_with']
['treats', 'treats', 'same_as', 'coexists_with']
['treats', 'location_of', 'augments', 'part_of']
['treats', 'augments', 'location_of', 'affects']
['treats', 'causes', 'complicates', 'associated_with']
['treats', 'affects', 'location_of', 'isa']
['treats', 'associated_with', 'causes', 'produces']
['treats', 'occurs_in', 'inhibits', 'diagnoses']
['affects', 'interacts_with', 'stimulates', 'interacts_with']
['affects', 'diagnoses', 'produces', 'coexists_with']
['affects', 'isa', 'occurs_in', 'occurs_in']
['affects', 'stimulates', 'disrupts', 'treats']
['affects', 'prevents', 'isa', 'diagnoses']
['affects', 'stimulates', 'treats', 'prevents']
['affects', 'location_of', 'stimulates', 'augments']
['affects', 'causes']
['affects', 'complicates', 'stimulates', 'occurs_in']
['affects']
['affects', 'stimulates', 'disrupts', 'location_of']
['affects', 'complicates', 'coexists_with', 'interacts_with']
['affects', 'coexists_with']
['affects', 'affects']
['affects', 'part_of', 'produces', 'diagnoses']
['affects', 'complicates', 'produces', 'prevents']
['affects', 'location_of', 'disrupts', 'occurs_in']
['affects', 'occurs_in', 'produces', 'location_of']
['affects', 'associated_with', 'diagnoses', 'diagnoses']
['affects', 'stimulates', 'inhibits', 'complicates']
['affects', 'coexists_with', 'location_of', 'compared_with']
['affects', 'augments', 'occurs_in', 'augments']
['affects', 'complicates', 'affects', 'interacts_with']
['affects', 'diagnoses', 'part_of', 'produces']
['affects', 'location_of', 'occurs_in', 'affects']
['affects', 'stimulates', 'complicates', 'diagnoses']
['affects', 'diagnoses', 'same_as', 'augments']
['affects', 'occurs_in', 'diagnoses', 'disrupts']
['affects', 'augments', 'occurs_in', 'interacts_with']
['affects', 'disrupts', 'location_of', 'occurs_in']
['affects', 'prevents', 'inhibits', 'isa']
['affects', 'same_as', 'disrupts', 'same_as']
['affects', 'disrupts', 'occurs_in', 'prevents']
['affects', 'interacts_with', 'occurs_in', 'complicates']
['affects', 'causes', 'same_as', 'compared_with']
['affects', 'diagnoses', 'isa']
['affects', 'associated_with', 'augments', 'complicates']
['affects', 'associated_with', 'isa', 'location_of']
['affects', 'produces', 'augments', 'same_as']
['affects', 'occurs_in', 'causes', 'compared_with']
['affects', 'associated_with', 'disrupts', 'complicates']
['affects', 'isa', 'disrupts', 'produces']
['affects', 'augments', 'same_as', 'disrupts']
['affects', 'part_of', 'coexists_with', 'same_as']
['affects', 'prevents', 'diagnoses', 'same_as']
['affects', 'same_as', 'diagnoses', 'occurs_in']
['affects', 'occurs_in', 'interacts_with', 'disrupts']
['affects', 'produces', 'complicates', 'prevents']
['affects', 'inhibits', 'inhibits', 'causes']
['affects', 'causes', 'occurs_in', 'diagnoses']
['affects', 'augments', 'same_as', 'same_as']
['affects', 'isa', 'part_of', 'affects']
['affects', 'treats', 'occurs_in', 'stimulates']
['affects', 'treats', 'prevents', 'augments']
['affects', 'stimulates', 'coexists_with', 'location_of']
['affects', 'part_of', 'complicates', 'inhibits']
['affects', 'associated_with', 'location_of', 'interacts_with']
['affects', 'inhibits', 'affects', 'complicates']
['affects', 'inhibits', 'part_of', 'compared_with']
['affects', 'compared_with', 'occurs_in', 'stimulates']
['affects', 'treats', 'same_as', 'associated_with']
['affects', 'same_as', 'occurs_in', 'augments']
['affects', 'same_as', 'augments', 'compared_with']
['affects', 'inhibits', 'complicates', 'isa']
['affects', 'complicates', 'inhibits', 'occurs_in']
['affects', 'associated_with', 'stimulates', 'treats']
['affects', 'part_of', 'prevents', 'isa']
['affects', 'diagnoses', 'affects', 'prevents']
['affects', 'same_as', 'associated_with', 'prevents']
['affects', 'augments', 'augments', 'causes']
['affects', 'disrupts', 'stimulates', 'causes']
['affects', 'augments', 'associated_with', 'same_as']
['affects', 'part_of', 'causes', 'part_of']
['affects', 'produces', 'complicates', 'augments']
['affects', 'interacts_with']
['affects', 'location_of', 'occurs_in', 'coexists_with']
['affects', 'location_of', 'location_of', 'causes']
['affects', 'produces', 'disrupts', 'causes']
['affects', 'complicates', 'location_of', 'treats']
['affects', 'occurs_in']
['affects', 'disrupts', 'diagnoses', 'isa']
['affects', 'affects', 'causes', 'part_of']
['affects', 'part_of', 'location_of', 'stimulates']
['affects', 'compared_with', 'coexists_with', 'complicates']
['affects', 'coexists_with', 'treats', 'produces']
['affects', 'augments', 'associated_with', 'affects']
['affects', 'coexists_with', 'interacts_with', 'occurs_in']
['affects', 'disrupts', 'inhibits', 'diagnoses']
['affects', 'causes', 'part_of', 'compared_with']
['affects', 'interacts_with', 'stimulates', 'diagnoses']
['affects', 'stimulates', 'prevents', 'same_as']
['affects', 'diagnoses', 'complicates', 'complicates']
['affects', 'stimulates', 'diagnoses', 'treats']
['affects', 'disrupts', 'causes']
['affects', 'treats', 'causes', 'compared_with']
['affects', 'part_of', 'complicates', 'causes']
['affects', 'isa', 'interacts_with', 'produces']
['affects', 'location_of', 'occurs_in', 'part_of']
['affects', 'associated_with', 'complicates', 'disrupts']
['interacts_with', 'affects', 'same_as', 'associated_with']
['interacts_with', 'inhibits', 'stimulates', 'compared_with']
['interacts_with', 'location_of', 'occurs_in', 'produces']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'complicates', 'interacts_with', 'treats']
['interacts_with', 'augments', 'isa', 'same_as']
['interacts_with', 'affects', 'associated_with', 'compared_with']
['interacts_with', 'occurs_in', 'isa', 'treats']
['interacts_with', 'causes', 'same_as', 'coexists_with']
['interacts_with', 'occurs_in', 'prevents', 'prevents']
['interacts_with', 'location_of', 'occurs_in', 'inhibits']
['interacts_with', 'augments', 'compared_with', 'causes']
['interacts_with', 'interacts_with', 'isa', 'part_of']
['interacts_with', 'compared_with', 'produces', 'isa']
['interacts_with', 'location_of', 'complicates', 'stimulates']
['interacts_with', 'augments', 'stimulates', 'diagnoses']
['interacts_with', 'inhibits', 'augments', 'same_as']
['interacts_with', 'prevents', 'occurs_in', 'coexists_with']
['interacts_with', 'coexists_with', 'location_of', 'affects']
['interacts_with', 'isa', 'coexists_with', 'stimulates']
['interacts_with', 'isa', 'treats', 'coexists_with']
['interacts_with', 'prevents', 'interacts_with', 'stimulates']
['interacts_with', 'complicates', 'same_as', 'inhibits']
['interacts_with', 'stimulates', 'occurs_in', 'associated_with']
['interacts_with', 'disrupts', 'part_of', 'same_as']
['interacts_with', 'associated_with', 'causes', 'isa']
['interacts_with', 'treats', 'occurs_in', 'affects']
['interacts_with', 'treats']
['interacts_with', 'augments', 'produces', 'inhibits']
['interacts_with', 'disrupts', 'augments', 'disrupts']
['interacts_with', 'stimulates', 'same_as', 'stimulates']
['interacts_with', 'stimulates', 'occurs_in', 'stimulates']
['interacts_with', 'same_as', 'treats', 'disrupts']
['interacts_with', 'augments', 'produces', 'interacts_with']
['interacts_with', 'coexists_with', 'complicates', 'complicates']
['interacts_with', 'location_of', 'part_of', 'location_of']
['interacts_with', 'interacts_with', 'associated_with', 'interacts_with']
['interacts_with', 'affects']
['interacts_with', 'part_of', 'occurs_in', 'location_of']
['interacts_with', 'disrupts', 'prevents', 'occurs_in']
['interacts_with', 'prevents', 'disrupts', 'interacts_with']
['interacts_with', 'inhibits', 'part_of', 'interacts_with']
['interacts_with', 'associated_with', 'prevents', 'treats']
['interacts_with', 'location_of', 'location_of', 'location_of']
['interacts_with', 'coexists_with']
['interacts_with', 'coexists_with', 'isa', 'location_of']
['interacts_with', 'stimulates', 'stimulates', 'augments']
['interacts_with', 'part_of', 'associated_with', 'disrupts']
['interacts_with', 'occurs_in', 'associated_with', 'location_of']
['interacts_with', 'stimulates', 'complicates', 'coexists_with']
['interacts_with', 'causes', 'compared_with', 'inhibits']
['interacts_with']
['interacts_with', 'stimulates', 'compared_with', 'produces']
['interacts_with', 'stimulates']
['interacts_with', 'associated_with', 'location_of', 'occurs_in']
['interacts_with', 'coexists_with', 'produces', 'affects']
['interacts_with', 'disrupts', 'augments', 'part_of']
['interacts_with', 'prevents']
['interacts_with', 'stimulates', 'stimulates', 'complicates']
['interacts_with', 'same_as', 'affects', 'prevents']
['interacts_with', 'stimulates', 'augments', 'complicates']
['interacts_with', 'associated_with', 'complicates', 'location_of']
['interacts_with', 'stimulates', 'augments', 'compared_with']
['interacts_with', 'same_as', 'causes', 'disrupts']
['interacts_with', 'treats', 'location_of', 'affects']
['interacts_with', 'associated_with', 'same_as', 'occurs_in']
['interacts_with', 'coexists_with', 'compared_with', 'location_of']
['interacts_with', 'prevents', 'prevents', 'part_of']
['interacts_with', 'compared_with', 'affects', 'prevents']
['interacts_with', 'prevents', 'inhibits', 'augments']
['interacts_with', 'part_of']
['interacts_with', 'associated_with', 'produces', 'diagnoses']
['interacts_with', 'isa', 'compared_with', 'same_as']
['interacts_with', 'produces', 'associated_with', 'disrupts']
['interacts_with', 'stimulates', 'produces', 'inhibits']
['interacts_with', 'compared_with', 'compared_with', 'part_of']
['interacts_with', 'occurs_in', 'produces', 'part_of']
['interacts_with', 'augments', 'same_as', 'complicates']
['interacts_with', 'same_as', 'affects', 'part_of']
['interacts_with', 'diagnoses', 'associated_with', 'part_of']
['interacts_with', 'diagnoses', 'associated_with', 'coexists_with']
['interacts_with', 'stimulates', 'stimulates', 'causes']
['interacts_with', 'complicates', 'interacts_with', 'prevents']
['interacts_with', 'compared_with', 'associated_with', 'complicates']
['interacts_with', 'causes', 'isa', 'stimulates']
['interacts_with', 'treats', 'disrupts', 'coexists_with']
['interacts_with', 'inhibits', 'occurs_in', 'interacts_with']
['interacts_with', 'isa', 'coexists_with', 'occurs_in']
['interacts_with', 'augments']
['interacts_with', 'prevents', 'same_as', 'disrupts']
['interacts_with', 'part_of', 'augments']
['interacts_with', 'occurs_in']
['interacts_with', 'treats', 'disrupts', 'compared_with']
['interacts_with', 'location_of', 'causes', 'disrupts']
['interacts_with', 'isa', 'part_of', 'treats']
['interacts_with', 'inhibits', 'coexists_with', 'prevents']
['interacts_with', 'diagnoses', 'diagnoses', 'location_of']
['coexists_with', 'affects', 'stimulates', 'disrupts']
['coexists_with', 'prevents', 'occurs_in', 'occurs_in']
['coexists_with', 'location_of', 'affects', 'associated_with']
['coexists_with', 'affects', 'stimulates', 'inhibits']
['coexists_with', 'occurs_in', 'occurs_in', 'interacts_with']
['coexists_with', 'prevents', 'produces', 'stimulates']
['coexists_with', 'produces', 'occurs_in']
['coexists_with', 'prevents', 'associated_with', 'stimulates']
['coexists_with', 'complicates', 'inhibits', 'same_as']
['coexists_with', 'treats', 'causes', 'occurs_in']
['coexists_with', 'inhibits', 'coexists_with', 'coexists_with']
['coexists_with', 'coexists_with', 'diagnoses', 'diagnoses']
['coexists_with', 'occurs_in', 'inhibits', 'diagnoses']
['coexists_with', 'diagnoses', 'part_of', 'part_of']
['coexists_with', 'diagnoses', 'occurs_in', 'inhibits']
['coexists_with', 'isa', 'compared_with', 'causes']
['coexists_with', 'location_of', 'compared_with', 'stimulates']
['coexists_with', 'causes']
['coexists_with', 'complicates', 'location_of', 'part_of']
['coexists_with', 'affects', 'same_as', 'treats']
['coexists_with', 'treats', 'affects', 'stimulates']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'diagnoses', 'treats', 'affects']
['coexists_with', 'augments', 'prevents', 'augments']
['coexists_with', 'occurs_in', 'associated_with', 'disrupts']
['coexists_with', 'isa', 'same_as']
['coexists_with', 'compared_with', 'treats', 'associated_with']
['coexists_with', 'location_of', 'prevents', 'interacts_with']
['coexists_with', 'causes', 'same_as', 'same_as']
['coexists_with', 'interacts_with', 'location_of', 'treats']
['coexists_with', 'produces', 'affects', 'diagnoses']
['coexists_with', 'occurs_in', 'coexists_with', 'same_as']
['coexists_with', 'same_as', 'occurs_in', 'causes']
['coexists_with', 'prevents', 'causes', 'disrupts']
['coexists_with', 'stimulates', 'occurs_in', 'interacts_with']
['coexists_with', 'produces', 'disrupts', 'same_as']
['coexists_with', 'prevents']
['coexists_with', 'part_of', 'compared_with', 'occurs_in']
['coexists_with', 'causes', 'stimulates', 'diagnoses']
['coexists_with', 'augments', 'occurs_in', 'complicates']
['coexists_with', 'complicates', 'compared_with', 'interacts_with']
['coexists_with', 'part_of', 'produces', 'augments']
['coexists_with', 'part_of', 'compared_with', 'complicates']
['coexists_with', 'associated_with', 'affects', 'location_of']
['coexists_with', 'disrupts', 'disrupts', 'produces']
['coexists_with', 'location_of', 'part_of', 'affects']
['coexists_with', 'stimulates', 'interacts_with', 'stimulates']
['coexists_with', 'diagnoses', 'interacts_with', 'produces']
['coexists_with', 'compared_with']
['coexists_with', 'location_of', 'treats', 'occurs_in']
['coexists_with', 'treats', 'affects', 'occurs_in']
['coexists_with', 'isa', 'compared_with', 'same_as']
['coexists_with', 'produces', 'part_of', 'inhibits']
['coexists_with', 'produces', 'coexists_with', 'affects']
['coexists_with', 'causes', 'interacts_with', 'interacts_with']
['coexists_with', 'diagnoses', 'location_of', 'interacts_with']
['coexists_with', 'same_as', 'produces']
['coexists_with', 'occurs_in', 'causes', 'treats']
['coexists_with', 'treats', 'interacts_with', 'augments']
['coexists_with', 'treats', 'complicates', 'causes']
['coexists_with', 'part_of', 'stimulates', 'disrupts']
['coexists_with', 'same_as', 'same_as', 'augments']
['coexists_with', 'occurs_in', 'part_of', 'compared_with']
['coexists_with', 'causes', 'compared_with', 'prevents']
['coexists_with', 'produces', 'interacts_with']
['coexists_with', 'same_as', 'part_of', 'disrupts']
['coexists_with', 'prevents', 'location_of', 'interacts_with']
['coexists_with', 'affects', 'stimulates', 'stimulates']
['coexists_with', 'complicates', 'treats', 'interacts_with']
['coexists_with', 'disrupts', 'coexists_with', 'location_of']
['coexists_with', 'complicates', 'same_as', 'associated_with']
['coexists_with', 'associated_with', 'coexists_with']
['coexists_with', 'stimulates', 'occurs_in', 'same_as']
['coexists_with', 'prevents', 'affects', 'coexists_with']
['coexists_with', 'part_of', 'same_as', 'coexists_with']
['coexists_with', 'coexists_with', 'causes', 'treats']
['coexists_with', 'isa', 'affects', 'occurs_in']
['coexists_with', 'inhibits', 'part_of', 'diagnoses']
['coexists_with', 'augments', 'causes', 'prevents']
['coexists_with', 'associated_with', 'part_of', 'produces']
['coexists_with']
['coexists_with', 'inhibits', 'causes', 'inhibits']
['coexists_with', 'stimulates', 'augments', 'same_as']
['coexists_with', 'causes', 'stimulates', 'stimulates']
['coexists_with', 'location_of', 'stimulates', 'diagnoses']
['coexists_with', 'causes', 'augments', 'causes']
['coexists_with', 'affects', 'augments', 'disrupts']
['coexists_with', 'location_of', 'isa', 'location_of']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'same_as', 'disrupts', 'same_as']
['coexists_with', 'produces', 'associated_with', 'coexists_with']
['coexists_with', 'produces', 'augments', 'augments']
['coexists_with', 'prevents', 'affects', 'isa']
['coexists_with', 'occurs_in', 'part_of', 'inhibits']
['coexists_with', 'occurs_in', 'diagnoses', 'location_of']
['coexists_with', 'stimulates', 'stimulates', 'treats']
['coexists_with', 'coexists_with', 'complicates', 'part_of']
['isa', 'interacts_with', 'produces', 'prevents']
['isa', 'occurs_in', 'inhibits', 'affects']
['isa', 'disrupts', 'causes', 'inhibits']
['isa', 'complicates', 'part_of', 'prevents']
['isa', 'stimulates', 'augments', 'inhibits']
['isa', 'causes', 'part_of', 'inhibits']
['isa', 'isa']
['isa', 'diagnoses', 'complicates', 'part_of']
['isa', 'compared_with', 'location_of', 'augments']
['isa', 'augments', 'causes', 'location_of']
['isa', 'prevents', 'associated_with', 'augments']
['isa', 'diagnoses', 'occurs_in']
['isa', 'compared_with', 'stimulates', 'occurs_in']
['isa', 'causes', 'causes', 'causes']
['isa', 'isa', 'inhibits', 'causes']
['isa', 'compared_with', 'produces', 'complicates']
['isa', 'causes', 'produces', 'interacts_with']
['isa', 'prevents', 'affects', 'produces']
['isa', 'part_of', 'disrupts', 'disrupts']
['isa', 'stimulates', 'part_of', 'complicates']
['isa', 'same_as', 'complicates', 'treats']
['isa', 'diagnoses', 'occurs_in', 'causes']
['isa', 'produces', 'compared_with', 'same_as']
['isa', 'occurs_in', 'interacts_with', 'part_of']
['isa', 'produces', 'occurs_in', 'stimulates']
['isa', 'location_of', 'prevents', 'same_as']
['isa', 'inhibits', 'produces', 'stimulates']
['isa', 'complicates', 'occurs_in', 'disrupts']
['isa', 'occurs_in', 'coexists_with', 'same_as']
['isa', 'coexists_with', 'isa', 'treats']
['isa', 'associated_with', 'coexists_with', 'compared_with']
['isa', 'interacts_with', 'augments', 'produces']
['isa', 'causes', 'part_of', 'part_of']
['isa', 'complicates', 'occurs_in', 'part_of']
['isa', 'prevents']
['isa', 'interacts_with', 'coexists_with', 'occurs_in']
['isa', 'associated_with', 'coexists_with', 'produces']
['isa', 'affects', 'treats', 'coexists_with']
['isa', 'diagnoses', 'stimulates', 'coexists_with']
['isa', 'location_of', 'affects', 'location_of']
['isa', 'treats', 'treats', 'disrupts']
['isa', 'same_as', 'occurs_in', 'diagnoses']
['isa', 'compared_with', 'inhibits', 'occurs_in']
['isa', 'same_as', 'diagnoses', 'disrupts']
['isa', 'coexists_with']
['isa', 'occurs_in', 'causes', 'affects']
['isa', 'causes', 'complicates', 'compared_with']
['isa', 'associated_with', 'compared_with', 'stimulates']
['isa', 'stimulates']
['isa', 'diagnoses']
['isa', 'interacts_with', 'compared_with', 'produces']
['isa', 'same_as', 'stimulates', 'interacts_with']
['isa', 'associated_with', 'location_of', 'prevents']
['isa', 'prevents', 'treats', 'prevents']
['isa', 'disrupts', 'disrupts', 'same_as']
['isa', 'causes', 'associated_with', 'same_as']
['isa', 'affects', 'isa']
['isa', 'stimulates', 'associated_with', 'augments']
['isa', 'treats', 'augments', 'produces']
['isa', 'inhibits', 'compared_with', 'prevents']
['isa', 'produces', 'augments', 'associated_with']
['isa', 'coexists_with', 'stimulates', 'augments']
['isa', 'associated_with', 'inhibits', 'disrupts']
['isa', 'affects', 'interacts_with', 'coexists_with']
['isa', 'causes', 'prevents', 'stimulates']
['isa', 'isa', 'augments', 'disrupts']
['isa', 'part_of', 'prevents', 'disrupts']
['isa', 'diagnoses', 'disrupts', 'augments']
['isa', 'associated_with', 'part_of', 'part_of']
['isa', 'associated_with', 'disrupts', 'associated_with']
['isa']
['isa', 'interacts_with', 'prevents', 'part_of']
['isa', 'produces', 'associated_with', 'augments']
['isa', 'occurs_in', 'stimulates', 'prevents']
['isa', 'complicates', 'same_as', 'treats']
