['diagnoses', 'disrupts', 'produces', 'produces']
['stimulates', 'diagnoses', 'isa', 'location_of']
['stimulates', 'causes', 'interacts_with', 'complicates']
['stimulates', 'occurs_in', 'associated_with', 'treats']
['stimulates', 'produces', 'occurs_in', 'same_as']
['stimulates', 'inhibits', 'prevents', 'interacts_with']
['stimulates', 'stimulates', 'location_of', 'coexists_with']
['stimulates', 'isa', 'stimulates', 'same_as']
['stimulates', 'interacts_with', 'causes', 'location_of']
['stimulates', 'associated_with', 'treats', 'interacts_with']
['stimulates', 'causes', 'isa', 'prevents']
['stimulates', 'diagnoses', 'affects', 'prevents']
['stimulates', 'diagnoses', 'location_of', 'affects']
['stimulates', 'interacts_with', 'inhibits', 'prevents']
['stimulates', 'diagnoses', 'prevents', 'interacts_with']
['stimulates', 'affects', 'associated_with', 'diagnoses']
['stimulates', 'occurs_in', 'complicates', 'produces']
['stimulates', 'affects', 'treats', 'causes']
['stimulates', 'prevents', 'causes', 'treats']
['stimulates', 'interacts_with']
['stimulates', 'same_as', 'coexists_with', 'same_as']
['stimulates', 'prevents', 'disrupts', 'occurs_in']
['stimulates', 'coexists_with', 'associated_with', 'same_as']
['stimulates', 'occurs_in', 'isa', 'associated_with']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'prevents', 'coexists_with', 'coexists_with']
['stimulates', 'isa', 'diagnoses', 'coexists_with']
['stimulates', 'augments', 'inhibits', 'complicates']
['stimulates', 'disrupts', 'causes', 'treats']
['stimulates', 'stimulates', 'occurs_in', 'isa']
['stimulates', 'causes', 'diagnoses', 'coexists_with']
['stimulates', 'interacts_with', 'produces', 'produces']
['stimulates', 'stimulates', 'coexists_with', 'same_as']
['stimulates', 'coexists_with', 'causes', 'treats']
['stimulates', 'part_of', 'prevents', 'interacts_with']
['stimulates', 'location_of', 'inhibits', 'complicates']
['stimulates', 'part_of', 'causes', 'prevents']
['stimulates', 'coexists_with', 'isa', 'disrupts']
['stimulates', 'interacts_with', 'coexists_with', 'compared_with']
['stimulates', 'coexists_with', 'isa', 'augments']
['stimulates', 'part_of', 'augments', 'prevents']
['stimulates', 'same_as', 'coexists_with', 'treats']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'same_as', 'location_of', 'inhibits']
['stimulates', 'disrupts', 'causes', 'complicates']
['stimulates', 'treats']
['stimulates', 'compared_with', 'same_as', 'same_as']
['associated_with', 'same_as', 'prevents', 'location_of']
['associated_with', 'stimulates', 'part_of', 'part_of']
['associated_with', 'coexists_with', 'causes', 'diagnoses']
['associated_with', 'same_as', 'produces', 'occurs_in']
['associated_with', 'affects', 'prevents', 'coexists_with']
['associated_with', 'isa', 'stimulates', 'disrupts']
['associated_with', 'disrupts', 'occurs_in', 'augments']
['associated_with', 'location_of', 'coexists_with', 'coexists_with']
['associated_with', 'isa', 'disrupts', 'affects']
['associated_with', 'occurs_in', 'disrupts', 'associated_with']
['associated_with', 'occurs_in', 'treats', 'isa']
['associated_with', 'location_of', 'causes', 'compared_with']
['associated_with', 'prevents']
['associated_with', 'occurs_in', 'augments', 'inhibits']
['associated_with', 'stimulates', 'causes', 'location_of']
['associated_with', 'diagnoses', 'treats', 'part_of']
['associated_with', 'affects', 'isa', 'inhibits']
['associated_with', 'stimulates', 'same_as', 'diagnoses']
['associated_with', 'inhibits', 'same_as', 'prevents']
['associated_with', 'occurs_in', 'causes', 'coexists_with']
['associated_with', 'treats', 'diagnoses', 'associated_with']
['associated_with', 'augments', 'compared_with', 'isa']
['associated_with', 'interacts_with', 'augments', 'interacts_with']
['associated_with', 'diagnoses', 'disrupts', 'coexists_with']
['associated_with', 'inhibits', 'stimulates', 'treats']
['associated_with', 'treats', 'compared_with', 'causes']
['associated_with', 'coexists_with', 'location_of', 'diagnoses']
['associated_with', 'coexists_with', 'isa', 'causes']
['associated_with', 'causes', 'diagnoses', 'part_of']
['associated_with', 'interacts_with', 'prevents', 'associated_with']
['associated_with', 'isa', 'diagnoses', 'inhibits']
['associated_with', 'inhibits', 'diagnoses', 'causes']
['associated_with', 'isa', 'augments', 'coexists_with']
['associated_with', 'interacts_with', 'treats', 'occurs_in']
['associated_with', 'disrupts', 'occurs_in', 'affects']
['associated_with', 'coexists_with', 'occurs_in', 'disrupts']
['associated_with', 'prevents', 'part_of', 'coexists_with']
['associated_with', 'disrupts', 'causes', 'isa']
['associated_with', 'prevents', 'treats', 'prevents']
['associated_with', 'isa', 'inhibits', 'diagnoses']
['associated_with', 'affects', 'treats', 'complicates']
['associated_with', 'stimulates', 'compared_with', 'produces']
['associated_with']
['associated_with', 'compared_with', 'associated_with', 'part_of']
['associated_with', 'complicates', 'part_of', 'affects']
['associated_with', 'isa', 'disrupts', 'causes']
['associated_with', 'prevents', 'produces', 'prevents']
['associated_with', 'interacts_with', 'causes', 'interacts_with']
['associated_with', 'occurs_in', 'prevents', 'interacts_with']
['associated_with', 'treats', 'associated_with', 'produces']
['associated_with', 'affects', 'occurs_in', 'stimulates']
['associated_with', 'isa', 'compared_with', 'complicates']
['associated_with', 'complicates', 'complicates', 'interacts_with']
['associated_with', 'coexists_with', 'occurs_in']
['associated_with', 'interacts_with', 'compared_with', 'stimulates']
['associated_with', 'inhibits', 'stimulates', 'coexists_with']
['associated_with', 'affects', 'location_of', 'part_of']
['associated_with', 'occurs_in', 'occurs_in', 'isa']
['associated_with', 'causes', 'interacts_with', 'affects']
['associated_with', 'occurs_in', 'coexists_with', 'produces']
['associated_with', 'prevents', 'augments', 'stimulates']
['associated_with', 'causes', 'produces', 'stimulates']
['associated_with', 'treats']
['associated_with', 'prevents', 'interacts_with', 'complicates']
['associated_with', 'compared_with', 'inhibits', 'coexists_with']
['associated_with', 'produces', 'interacts_with', 'causes']
['associated_with', 'disrupts', 'occurs_in', 'complicates']
['associated_with', 'associated_with', 'prevents', 'inhibits']
['associated_with', 'disrupts', 'interacts_with', 'stimulates']
['associated_with', 'complicates', 'occurs_in', 'prevents']
['associated_with', 'produces', 'coexists_with', 'interacts_with']
['associated_with', 'augments', 'interacts_with', 'prevents']
['associated_with', 'augments', 'coexists_with', 'same_as']
['associated_with', 'complicates', 'produces', 'part_of']
['associated_with', 'causes', 'part_of', 'isa']
['associated_with', 'complicates', 'produces', 'complicates']
['associated_with', 'diagnoses', 'compared_with', 'occurs_in']
['associated_with', 'part_of', 'stimulates', 'inhibits']
['associated_with', 'part_of', 'augments', 'causes']
['associated_with', 'same_as', 'produces', 'location_of']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'causes', 'stimulates', 'diagnoses']
['associated_with', 'interacts_with', 'associated_with', 'location_of']
['associated_with', 'compared_with', 'same_as', 'associated_with']
['associated_with', 'produces', 'causes', 'affects']
['associated_with', 'diagnoses', 'diagnoses', 'location_of']
['associated_with', 'diagnoses', 'complicates', 'coexists_with']
['associated_with', 'diagnoses', 'prevents', 'causes']
['associated_with', 'prevents', 'occurs_in', 'prevents']
['associated_with', 'diagnoses', 'interacts_with', 'prevents']
['associated_with', 'augments', 'prevents', 'affects']
['associated_with', 'treats', 'coexists_with', 'part_of']
['associated_with', 'associated_with', 'disrupts', 'isa']
['associated_with', 'part_of', 'coexists_with', 'isa']
['associated_with', 'causes', 'same_as', 'affects']
['associated_with', 'inhibits', 'isa', 'isa']
['associated_with', 'associated_with', 'disrupts', 'location_of']
['associated_with', 'inhibits', 'associated_with', 'disrupts']
['associated_with', 'treats', 'inhibits', 'stimulates']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'associated_with', 'same_as', 'complicates']
['treats', 'stimulates', 'associated_with', 'diagnoses']
['treats', 'coexists_with', 'isa', 'causes']
['treats', 'produces', 'treats', 'part_of']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'prevents', 'prevents', 'causes']
['treats', 'inhibits', 'associated_with', 'part_of']
['treats', 'produces', 'occurs_in', 'same_as']
['treats', 'associated_with', 'inhibits', 'location_of']
['treats', 'complicates', 'causes', 'augments']
['treats', 'diagnoses', 'interacts_with', 'compared_with']
['treats', 'affects', 'part_of', 'same_as']
['treats', 'causes', 'part_of', 'same_as']
['treats', 'complicates', 'coexists_with', 'causes']
['treats', 'produces', 'complicates', 'causes']
['treats', 'prevents', 'interacts_with', 'part_of']
['treats', 'location_of', 'complicates', 'treats']
['treats', 'affects', 'prevents', 'interacts_with']
['treats', 'same_as', 'augments', 'coexists_with']
['treats', 'location_of', 'augments', 'inhibits']
['treats', 'causes', 'coexists_with', 'isa']
['treats', 'part_of', 'disrupts', 'diagnoses']
['treats', 'prevents', 'part_of', 'inhibits']
['treats', 'causes', 'complicates', 'stimulates']
['treats', 'diagnoses', 'produces', 'complicates']
['treats', 'produces', 'prevents', 'treats']
['treats', 'augments', 'affects', 'isa']
['treats', 'affects', 'location_of', 'complicates']
['treats', 'inhibits', 'associated_with', 'inhibits']
['treats', 'interacts_with', 'associated_with', 'coexists_with']
['treats', 'part_of', 'location_of', 'isa']
['treats', 'causes', 'stimulates']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'causes', 'part_of', 'interacts_with']
['treats', 'inhibits', 'produces', 'augments']
['treats', 'same_as', 'same_as', 'interacts_with']
['treats', 'part_of', 'occurs_in', 'augments']
['treats', 'part_of', 'causes', 'prevents']
['treats', 'same_as', 'interacts_with', 'isa']
['treats', 'disrupts', 'diagnoses', 'causes']
['treats', 'same_as', 'stimulates', 'stimulates']
['treats', 'produces', 'affects', 'treats']
['treats', 'coexists_with', 'augments', 'location_of']
['treats', 'coexists_with', 'produces', 'augments']
['treats', 'disrupts', 'augments', 'disrupts']
['treats', 'compared_with', 'occurs_in', 'stimulates']
['treats', 'prevents', 'prevents', 'produces']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'location_of', 'prevents', 'produces']
['treats', 'causes', 'causes', 'augments']
['treats', 'occurs_in', 'disrupts', 'disrupts']
['treats', 'disrupts', 'causes', 'interacts_with']
['treats', 'affects', 'compared_with', 'inhibits']
['treats', 'treats', 'occurs_in', 'treats']
['treats', 'interacts_with', 'coexists_with', 'same_as']
['treats', 'augments', 'coexists_with', 'augments']
['treats', 'coexists_with', 'associated_with', 'inhibits']
['treats', 'stimulates', 'location_of', 'affects']
['treats', 'causes', 'associated_with', 'interacts_with']
['treats', 'inhibits', 'interacts_with']
['treats', 'produces', 'associated_with', 'diagnoses']
['treats', 'location_of']
['treats', 'interacts_with', 'same_as', 'isa']
['treats', 'location_of', 'produces', 'treats']
['treats', 'produces', 'produces', 'stimulates']
['treats', 'occurs_in', 'produces', 'same_as']
['treats', 'coexists_with', 'same_as', 'treats']
['treats', 'augments', 'inhibits', 'augments']
['treats']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'produces', 'disrupts', 'isa']
['treats', 'causes', 'disrupts', 'affects']
['treats', 'isa', 'location_of']
['treats', 'inhibits', 'prevents', 'part_of']
['treats', 'location_of', 'stimulates', 'diagnoses']
['treats', 'inhibits', 'affects', 'affects']
['treats', 'coexists_with', 'isa', 'occurs_in']
['treats', 'stimulates', 'treats', 'occurs_in']
['treats', 'coexists_with', 'same_as', 'occurs_in']
['treats', 'produces', 'interacts_with', 'diagnoses']
['treats', 'complicates', 'interacts_with', 'occurs_in']
['treats', 'prevents', 'occurs_in', 'produces']
['treats', 'diagnoses', 'diagnoses', 'part_of']
['treats', 'part_of', 'location_of']
['treats', 'causes', 'location_of', 'affects']
['treats', 'compared_with', 'causes', 'produces']
['treats', 'coexists_with', 'causes', 'occurs_in']
['treats', 'isa', 'interacts_with', 'same_as']
['treats', 'treats', 'produces', 'treats']
['treats', 'disrupts', 'prevents', 'occurs_in']
['treats', 'affects']
['treats', 'compared_with', 'isa', 'diagnoses']
['treats', 'isa', 'treats', 'coexists_with']
['treats', 'stimulates', 'disrupts', 'part_of']
['treats', 'isa', 'causes', 'interacts_with']
['treats', 'part_of', 'occurs_in', 'location_of']
['treats', 'isa', 'diagnoses', 'disrupts']
['treats', 'associated_with', 'produces', 'prevents']
['treats', 'treats', 'causes', 'disrupts']
['affects', 'isa', 'treats', 'diagnoses']
['affects', 'produces']
['affects', 'interacts_with', 'interacts_with', 'diagnoses']
['affects', 'stimulates', 'causes', 'stimulates']
['affects', 'treats', 'part_of', 'augments']
['affects', 'part_of', 'causes', 'causes']
['affects', 'coexists_with', 'coexists_with', 'disrupts']
['affects', 'produces', 'inhibits', 'produces']
['affects', 'location_of', 'same_as', 'coexists_with']
['affects', 'affects', 'interacts_with', 'associated_with']
['affects', 'causes', 'occurs_in', 'same_as']
['affects', 'isa', 'causes', 'produces']
['affects', 'augments', 'coexists_with', 'interacts_with']
['affects', 'causes', 'disrupts', 'location_of']
['affects', 'interacts_with', 'disrupts', 'affects']
['affects', 'coexists_with', 'disrupts', 'treats']
['affects', 'same_as', 'coexists_with', 'isa']
['affects', 'coexists_with', 'complicates', 'diagnoses']
['affects', 'produces', 'diagnoses', 'prevents']
['affects', 'location_of', 'occurs_in', 'produces']
['affects', 'interacts_with', 'same_as', 'affects']
['affects', 'location_of']
['affects', 'occurs_in']
['affects', 'produces', 'coexists_with']
['affects', 'diagnoses', 'produces', 'prevents']
['affects', 'treats', 'isa', 'associated_with']
['affects', 'same_as', 'compared_with', 'complicates']
['affects', 'disrupts', 'same_as', 'occurs_in']
['affects', 'same_as', 'occurs_in', 'isa']
['affects', 'causes', 'causes']
['affects', 'compared_with', 'prevents', 'stimulates']
['affects', 'coexists_with', 'part_of', 'causes']
['affects', 'augments', 'treats', 'complicates']
['affects', 'affects', 'part_of', 'associated_with']
['affects', 'stimulates', 'stimulates', 'complicates']
['affects', 'same_as', 'augments', 'coexists_with']
['affects', 'part_of', 'same_as', 'compared_with']
['affects', 'affects', 'treats', 'disrupts']
['affects', 'prevents', 'affects', 'augments']
['affects', 'treats', 'diagnoses', 'location_of']
['affects', 'augments', 'occurs_in', 'part_of']
['affects', 'diagnoses', 'inhibits', 'associated_with']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'location_of', 'diagnoses', 'location_of']
['affects', 'complicates', 'treats', 'produces']
['affects', 'treats', 'diagnoses', 'affects']
['affects', 'augments', 'treats', 'causes']
['affects', 'produces', 'diagnoses', 'treats']
['affects', 'complicates', 'complicates', 'compared_with']
['affects', 'inhibits', 'disrupts', 'complicates']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'causes', 'prevents', 'produces']
['affects', 'produces', 'associated_with', 'treats']
['affects', 'treats', 'isa', 'isa']
['affects', 'causes', 'disrupts', 'coexists_with']
['affects', 'interacts_with', 'disrupts', 'diagnoses']
['affects', 'disrupts', 'interacts_with', 'location_of']
['affects', 'causes']
['affects', 'prevents', 'complicates', 'prevents']
['affects', 'produces', 'prevents', 'disrupts']
['affects', 'prevents', 'coexists_with', 'prevents']
['affects', 'part_of', 'coexists_with', 'treats']
['affects', 'affects', 'isa']
['affects', 'diagnoses', 'produces', 'isa']
['affects', 'interacts_with', 'diagnoses', 'coexists_with']
['affects', 'produces', 'disrupts', 'produces']
['affects', 'causes', 'interacts_with', 'disrupts']
['affects', 'location_of', 'stimulates', 'disrupts']
['affects', 'stimulates', 'stimulates', 'associated_with']
['affects', 'coexists_with', 'augments', 'occurs_in']
['affects', 'same_as', 'complicates', 'stimulates']
['affects', 'inhibits', 'inhibits', 'location_of']
['affects', 'associated_with', 'interacts_with', 'causes']
['affects', 'isa', 'associated_with', 'stimulates']
['affects', 'occurs_in', 'produces', 'stimulates']
['affects', 'stimulates', 'inhibits', 'treats']
['affects', 'affects', 'produces', 'complicates']
['affects', 'isa', 'stimulates', 'stimulates']
['affects', 'coexists_with', 'same_as', 'diagnoses']
['affects', 'interacts_with', 'isa', 'stimulates']
['affects', 'compared_with', 'inhibits', 'prevents']
['affects', 'same_as', 'coexists_with', 'coexists_with']
['affects', 'affects', 'associated_with', 'interacts_with']
['affects']
['affects', 'produces', 'occurs_in', 'diagnoses']
['affects', 'disrupts', 'interacts_with', 'inhibits']
['affects', 'part_of', 'same_as', 'same_as']
['affects', 'causes', 'complicates', 'location_of']
['affects', 'stimulates', 'part_of']
['affects', 'treats', 'augments', 'part_of']
['affects', 'isa', 'occurs_in', 'disrupts']
['affects', 'occurs_in', 'diagnoses', 'associated_with']
['affects', 'diagnoses', 'treats', 'affects']
['affects', 'complicates', 'inhibits', 'coexists_with']
['affects', 'coexists_with', 'coexists_with', 'same_as']
['affects', 'augments', 'diagnoses', 'stimulates']
['affects', 'produces', 'coexists_with', 'prevents']
['affects', 'diagnoses', 'produces', 'stimulates']
['affects', 'causes', 'coexists_with', 'prevents']
['affects', 'treats', 'affects', 'produces']
['interacts_with', 'augments', 'location_of', 'inhibits']
['interacts_with', 'associated_with', 'coexists_with', 'produces']
['interacts_with', 'diagnoses', 'prevents', 'causes']
['interacts_with', 'part_of', 'treats', 'associated_with']
['interacts_with', 'complicates', 'complicates', 'produces']
['interacts_with', 'coexists_with', 'prevents', 'inhibits']
['interacts_with', 'associated_with', 'affects', 'coexists_with']
['interacts_with', 'produces', 'interacts_with', 'occurs_in']
['interacts_with', 'causes', 'produces', 'interacts_with']
['interacts_with', 'coexists_with', 'interacts_with', 'coexists_with']
['interacts_with', 'occurs_in', 'treats', 'augments']
['interacts_with', 'compared_with', 'complicates', 'complicates']
['interacts_with', 'causes', 'treats', 'produces']
['interacts_with', 'coexists_with', 'part_of', 'same_as']
['interacts_with', 'affects', 'disrupts', 'causes']
['interacts_with', 'occurs_in', 'causes', 'complicates']
['interacts_with', 'coexists_with', 'augments', 'isa']
['interacts_with', 'produces', 'same_as', 'associated_with']
['interacts_with', 'produces', 'prevents', 'part_of']
['interacts_with', 'causes', 'causes', 'disrupts']
['interacts_with', 'stimulates', 'part_of', 'location_of']
['interacts_with', 'disrupts', 'causes', 'isa']
['interacts_with', 'interacts_with', 'complicates', 'coexists_with']
['interacts_with', 'affects']
['interacts_with', 'same_as', 'coexists_with', 'disrupts']
['interacts_with', 'affects', 'augments', 'same_as']
['interacts_with', 'inhibits', 'part_of', 'treats']
['interacts_with', 'prevents', 'stimulates', 'same_as']
['interacts_with', 'complicates', 'occurs_in', 'location_of']
['interacts_with', 'complicates', 'produces', 'causes']
['interacts_with', 'affects', 'affects', 'complicates']
['interacts_with', 'disrupts', 'stimulates']
['interacts_with', 'diagnoses']
['interacts_with', 'same_as', 'same_as', 'treats']
['interacts_with', 'causes', 'prevents', 'interacts_with']
['interacts_with', 'complicates', 'part_of', 'interacts_with']
['interacts_with', 'prevents', 'affects', 'coexists_with']
['interacts_with', 'prevents', 'compared_with', 'same_as']
['interacts_with', 'causes', 'prevents', 'causes']
['interacts_with', 'produces', 'augments', 'stimulates']
['interacts_with', 'interacts_with', 'associated_with', 'prevents']
['interacts_with', 'inhibits', 'produces', 'prevents']
['interacts_with', 'produces', 'produces', 'interacts_with']
['interacts_with', 'isa', 'part_of', 'inhibits']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'diagnoses', 'associated_with', 'same_as']
['interacts_with', 'treats', 'augments', 'isa']
['interacts_with', 'produces', 'augments', 'diagnoses']
['interacts_with', 'isa', 'causes', 'prevents']
['interacts_with', 'treats', 'treats', 'treats']
['interacts_with', 'stimulates', 'augments', 'prevents']
['interacts_with', 'interacts_with', 'affects', 'prevents']
['interacts_with', 'associated_with', 'causes', 'inhibits']
['interacts_with', 'occurs_in', 'inhibits', 'disrupts']
['interacts_with', 'complicates', 'part_of', 'produces']
['interacts_with', 'isa', 'causes', 'causes']
['interacts_with', 'interacts_with', 'affects', 'isa']
['interacts_with', 'treats', 'inhibits', 'prevents']
['interacts_with', 'causes', 'coexists_with', 'treats']
['interacts_with', 'stimulates', 'augments', 'occurs_in']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'causes', 'complicates', 'associated_with']
['interacts_with', 'produces', 'inhibits', 'complicates']
['interacts_with', 'prevents', 'compared_with', 'causes']
['interacts_with', 'prevents', 'compared_with', 'diagnoses']
['interacts_with', 'same_as', 'same_as', 'produces']
['interacts_with', 'stimulates', 'associated_with', 'same_as']
['interacts_with', 'part_of', 'disrupts', 'isa']
['interacts_with', 'same_as', 'isa', 'prevents']
['interacts_with', 'coexists_with', 'same_as', 'part_of']
['interacts_with', 'part_of', 'prevents', 'produces']
['interacts_with', 'isa', 'disrupts', 'complicates']
['interacts_with', 'prevents', 'augments', 'treats']
['interacts_with', 'prevents', 'augments', 'stimulates']
['interacts_with', 'part_of', 'interacts_with', 'associated_with']
['interacts_with', 'diagnoses', 'part_of', 'same_as']
['interacts_with']
['interacts_with', 'disrupts', 'complicates', 'occurs_in']
['interacts_with', 'produces', 'interacts_with', 'treats']
['interacts_with', 'associated_with', 'interacts_with', 'occurs_in']
['interacts_with', 'produces', 'compared_with', 'treats']
['interacts_with', 'stimulates', 'same_as', 'stimulates']
['interacts_with', 'coexists_with', 'location_of', 'occurs_in']
['interacts_with', 'stimulates', 'associated_with', 'coexists_with']
['interacts_with', 'stimulates', 'inhibits', 'treats']
['interacts_with', 'coexists_with', 'disrupts', 'isa']
['interacts_with', 'isa', 'prevents', 'coexists_with']
['interacts_with', 'causes', 'disrupts', 'produces']
['interacts_with', 'occurs_in', 'produces', 'isa']
['interacts_with', 'stimulates', 'associated_with', 'stimulates']
['interacts_with', 'augments', 'same_as', 'disrupts']
['interacts_with', 'isa', 'occurs_in', 'isa']
['interacts_with', 'diagnoses', 'prevents', 'coexists_with']
['interacts_with', 'interacts_with', 'associated_with', 'same_as']
['interacts_with', 'affects', 'prevents', 'complicates']
['interacts_with', 'inhibits', 'part_of', 'inhibits']
['interacts_with', 'stimulates', 'disrupts', 'part_of']
['interacts_with', 'augments', 'part_of', 'coexists_with']
['interacts_with', 'augments', 'inhibits', 'same_as']
['coexists_with', 'causes', 'same_as', 'treats']
['coexists_with', 'disrupts', 'interacts_with', 'prevents']
['coexists_with', 'complicates', 'stimulates', 'stimulates']
['coexists_with', 'isa', 'causes', 'augments']
['coexists_with', 'same_as', 'isa', 'occurs_in']
['coexists_with', 'complicates', 'occurs_in', 'augments']
['coexists_with', 'compared_with', 'diagnoses', 'occurs_in']
['coexists_with', 'augments', 'produces', 'compared_with']
['coexists_with', 'diagnoses']
['coexists_with', 'occurs_in', 'affects', 'interacts_with']
['coexists_with', 'produces', 'causes', 'stimulates']
['coexists_with', 'diagnoses', 'interacts_with', 'occurs_in']
['coexists_with', 'produces', 'interacts_with', 'interacts_with']
['coexists_with', 'affects', 'stimulates', 'coexists_with']
['coexists_with', 'prevents', 'stimulates', 'same_as']
['coexists_with', 'location_of', 'stimulates', 'produces']
['coexists_with', 'part_of', 'inhibits', 'compared_with']
['coexists_with', 'causes', 'produces', 'diagnoses']
['coexists_with', 'complicates', 'occurs_in', 'disrupts']
['coexists_with', 'coexists_with', 'occurs_in', 'location_of']
['coexists_with', 'associated_with', 'location_of', 'disrupts']
['coexists_with', 'compared_with', 'diagnoses', 'treats']
['coexists_with', 'stimulates', 'coexists_with', 'augments']
['coexists_with', 'occurs_in']
['coexists_with', 'interacts_with', 'treats', 'compared_with']
['coexists_with', 'inhibits', 'diagnoses', 'prevents']
['coexists_with', 'treats', 'complicates', 'compared_with']
['coexists_with', 'affects', 'location_of', 'affects']
['coexists_with', 'affects', 'stimulates', 'produces']
['coexists_with', 'occurs_in', 'interacts_with', 'coexists_with']
['coexists_with', 'complicates', 'treats', 'causes']
['coexists_with', 'diagnoses', 'prevents', 'stimulates']
['coexists_with', 'compared_with', 'inhibits', 'isa']
['coexists_with', 'disrupts', 'produces', 'stimulates']
['coexists_with', 'inhibits', 'disrupts', 'treats']
['coexists_with', 'stimulates', 'compared_with', 'produces']
['coexists_with', 'location_of', 'causes', 'prevents']
['coexists_with', 'occurs_in', 'same_as', 'augments']
['coexists_with', 'associated_with', 'location_of', 'affects']
['coexists_with', 'isa', 'occurs_in', 'isa']
['coexists_with', 'stimulates', 'compared_with', 'stimulates']
['coexists_with', 'affects', 'compared_with', 'produces']
['coexists_with', 'augments']
['coexists_with', 'interacts_with', 'stimulates', 'diagnoses']
['coexists_with', 'same_as', 'prevents', 'stimulates']
['coexists_with', 'stimulates', 'same_as', 'stimulates']
['coexists_with', 'stimulates', 'diagnoses', 'inhibits']
['coexists_with', 'coexists_with', 'interacts_with', 'complicates']
['coexists_with', 'part_of', 'isa', 'compared_with']
['coexists_with', 'occurs_in', 'disrupts', 'inhibits']
['coexists_with', 'interacts_with', 'part_of', 'augments']
['coexists_with', 'affects', 'produces', 'causes']
['coexists_with', 'causes', 'isa', 'same_as']
['coexists_with', 'affects', 'coexists_with', 'diagnoses']
['coexists_with', 'coexists_with', 'treats', 'same_as']
['coexists_with', 'stimulates', 'augments', 'inhibits']
['coexists_with', 'affects', 'isa', 'coexists_with']
['coexists_with', 'causes', 'compared_with']
['coexists_with', 'causes', 'location_of', 'stimulates']
['coexists_with', 'augments', 'same_as', 'disrupts']
['coexists_with', 'produces', 'stimulates', 'stimulates']
['coexists_with', 'location_of', 'prevents', 'occurs_in']
['coexists_with']
['coexists_with', 'associated_with', 'coexists_with', 'diagnoses']
['coexists_with', 'causes', 'treats']
['coexists_with', 'produces', 'treats', 'same_as']
['coexists_with', 'prevents', 'produces', 'disrupts']
['coexists_with', 'produces', 'affects', 'augments']
['coexists_with', 'disrupts', 'isa', 'produces']
['coexists_with', 'coexists_with', 'affects', 'part_of']
['coexists_with', 'augments', 'location_of', 'complicates']
['coexists_with', 'associated_with', 'treats', 'treats']
['coexists_with', 'occurs_in', 'part_of', 'produces']
['coexists_with', 'stimulates', 'treats', 'location_of']
['coexists_with', 'inhibits', 'produces', 'causes']
['coexists_with', 'complicates', 'location_of', 'disrupts']
['coexists_with', 'stimulates', 'interacts_with', 'interacts_with']
['coexists_with', 'diagnoses', 'interacts_with', 'treats']
['coexists_with', 'prevents', 'occurs_in', 'causes']
['coexists_with', 'part_of', 'produces']
['coexists_with', 'affects', 'occurs_in', 'compared_with']
['coexists_with', 'occurs_in', 'occurs_in', 'compared_with']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'causes', 'produces', 'affects']
['coexists_with', 'associated_with', 'occurs_in', 'disrupts']
['coexists_with', 'inhibits', 'augments', 'same_as']
['coexists_with', 'isa', 'produces', 'interacts_with']
['coexists_with', 'diagnoses', 'augments', 'isa']
['coexists_with', 'location_of', 'prevents', 'augments']
['coexists_with', 'inhibits', 'location_of', 'interacts_with']
['coexists_with', 'isa', 'prevents', 'affects']
['coexists_with', 'diagnoses', 'same_as', 'prevents']
['coexists_with', 'compared_with']
['coexists_with', 'coexists_with', 'produces', 'produces']
['coexists_with', 'produces', 'diagnoses', 'isa']
['coexists_with', 'affects', 'prevents', 'inhibits']
['coexists_with', 'augments', 'stimulates', 'produces']
['coexists_with', 'prevents', 'causes', 'complicates']
['coexists_with', 'affects', 'affects', 'diagnoses']
['isa', 'same_as', 'augments', 'part_of']
['isa', 'diagnoses', 'treats', 'associated_with']
['isa', 'produces', 'location_of', 'coexists_with']
['isa', 'same_as', 'treats', 'stimulates']
['isa', 'disrupts', 'inhibits', 'interacts_with']
['isa', 'affects', 'associated_with', 'location_of']
['isa', 'part_of', 'causes', 'interacts_with']
['isa', 'part_of', 'associated_with', 'produces']
['isa', 'prevents', 'occurs_in', 'prevents']
['isa', 'complicates', 'part_of', 'complicates']
['isa', 'occurs_in', 'associated_with', 'prevents']
['isa', 'treats', 'disrupts', 'compared_with']
['isa', 'produces', 'causes', 'isa']
['isa', 'prevents', 'causes', 'diagnoses']
['isa', 'inhibits', 'affects', 'same_as']
['isa', 'complicates', 'treats']
['isa', 'complicates', 'prevents', 'compared_with']
['isa', 'prevents', 'compared_with', 'location_of']
['isa', 'stimulates']
