['diagnoses', 'stimulates', 'affects', 'complicates']
['associated_with', 'location_of', 'inhibits', 'associated_with']
['associated_with', 'isa', 'same_as', 'produces']
['associated_with', 'compared_with']
['associated_with', 'occurs_in', 'interacts_with', 'stimulates']
['associated_with', 'causes', 'produces', 'complicates']
['associated_with', 'inhibits', 'coexists_with', 'augments']
['associated_with', 'affects', 'associated_with', 'diagnoses']
['associated_with', 'associated_with', 'compared_with', 'interacts_with']
['associated_with', 'stimulates']
['associated_with', 'coexists_with', 'same_as', 'inhibits']
['associated_with', 'isa', 'diagnoses', 'complicates']
['associated_with', 'same_as', 'diagnoses', 'produces']
['associated_with', 'produces']
['associated_with', 'treats', 'causes', 'interacts_with']
['associated_with', 'augments', 'stimulates', 'disrupts']
['associated_with', 'treats', 'isa', 'coexists_with']
['associated_with', 'compared_with', 'associated_with', 'prevents']
['associated_with', 'same_as', 'treats', 'inhibits']
['associated_with', 'inhibits', 'causes', 'stimulates']
['associated_with', 'diagnoses', 'coexists_with', 'coexists_with']
['associated_with', 'causes', 'stimulates', 'prevents']
['associated_with', 'associated_with', 'treats', 'affects']
['associated_with', 'affects', 'complicates', 'augments']
['associated_with', 'treats', 'same_as', 'inhibits']
['associated_with', 'location_of', 'same_as', 'part_of']
['associated_with', 'coexists_with', 'occurs_in', 'prevents']
['associated_with', 'prevents', 'produces', 'location_of']
['associated_with', 'interacts_with', 'stimulates', 'complicates']
['associated_with', 'affects', 'prevents', 'complicates']
['associated_with', 'complicates', 'diagnoses', 'location_of']
['associated_with', 'augments', 'disrupts', 'part_of']
['associated_with', 'stimulates', 'occurs_in', 'disrupts']
['associated_with', 'coexists_with', 'disrupts', 'diagnoses']
['associated_with', 'coexists_with', 'treats', 'isa']
['associated_with', 'same_as', 'affects', 'interacts_with']
['associated_with']
['associated_with', 'coexists_with', 'complicates', 'associated_with']
['associated_with', 'disrupts', 'diagnoses', 'inhibits']
['associated_with', 'affects', 'causes', 'compared_with']
['associated_with', 'stimulates', 'causes']
['associated_with', 'isa', 'disrupts', 'same_as']
['associated_with', 'same_as', 'diagnoses', 'associated_with']
['associated_with', 'treats', 'inhibits', 'same_as']
['associated_with', 'inhibits', 'associated_with', 'stimulates']
['associated_with', 'stimulates', 'disrupts', 'augments']
['associated_with', 'causes', 'causes', 'part_of']
['associated_with', 'stimulates', 'stimulates', 'inhibits']
['associated_with', 'diagnoses', 'stimulates', 'causes']
['associated_with', 'stimulates', 'isa', 'causes']
['associated_with', 'produces', 'associated_with', 'treats']
['associated_with', 'isa', 'location_of', 'coexists_with']
['associated_with', 'stimulates', 'same_as', 'same_as']
['associated_with', 'part_of', 'prevents', 'stimulates']
['associated_with', 'occurs_in', 'prevents', 'causes']
['associated_with', 'prevents']
['associated_with', 'diagnoses', 'interacts_with', 'inhibits']
['associated_with', 'causes', 'same_as', 'isa']
['associated_with', 'location_of', 'coexists_with']
['associated_with', 'inhibits', 'causes', 'coexists_with']
['associated_with', 'part_of', 'complicates', 'causes']
['associated_with', 'associated_with', 'isa', 'occurs_in']
['associated_with', 'coexists_with', 'affects', 'complicates']
['associated_with', 'inhibits', 'compared_with', 'produces']
['associated_with', 'diagnoses', 'diagnoses', 'prevents']
['associated_with', 'treats', 'isa', 'part_of']
['associated_with', 'disrupts', 'compared_with', 'prevents']
['associated_with', 'causes', 'complicates', 'location_of']
['associated_with', 'occurs_in']
['associated_with', 'augments', 'affects', 'treats']
['associated_with', 'affects', 'causes', 'stimulates']
['associated_with', 'complicates', 'inhibits', 'augments']
['associated_with', 'causes', 'part_of', 'coexists_with']
['associated_with', 'treats', 'produces', 'causes']
['associated_with', 'interacts_with', 'causes', 'interacts_with']
['associated_with', 'associated_with', 'complicates']
['associated_with', 'stimulates', 'occurs_in', 'affects']
['associated_with', 'disrupts', 'compared_with', 'stimulates']
['associated_with', 'interacts_with', 'isa', 'compared_with']
['associated_with', 'associated_with', 'same_as', 'diagnoses']
['associated_with', 'coexists_with', 'coexists_with', 'occurs_in']
['associated_with', 'same_as']
['associated_with', 'disrupts', 'disrupts', 'isa']
['associated_with', 'associated_with', 'inhibits', 'stimulates']
['associated_with', 'associated_with', 'interacts_with', 'treats']
['associated_with', 'part_of', 'stimulates', 'disrupts']
['associated_with', 'inhibits', 'associated_with', 'coexists_with']
['associated_with', 'occurs_in', 'causes', 'disrupts']
['associated_with', 'coexists_with', 'same_as', 'isa']
['treats', 'diagnoses', 'causes', 'same_as']
['treats', 'stimulates', 'isa', 'occurs_in']
['treats', 'stimulates', 'prevents', 'augments']
['treats', 'occurs_in', 'complicates', 'diagnoses']
['treats', 'disrupts', 'diagnoses', 'disrupts']
['treats', 'stimulates', 'inhibits', 'inhibits']
['treats', 'causes', 'stimulates', 'inhibits']
['treats', 'coexists_with', 'disrupts', 'occurs_in']
['treats', 'complicates', 'produces', 'compared_with']
['treats', 'affects', 'same_as', 'isa']
['treats', 'prevents', 'isa', 'augments']
['treats', 'coexists_with', 'inhibits', 'part_of']
['treats', 'disrupts', 'coexists_with', 'produces']
['treats', 'causes']
['treats', 'stimulates', 'same_as', 'associated_with']
['treats', 'location_of', 'coexists_with', 'associated_with']
['treats', 'part_of', 'produces', 'isa']
['treats', 'causes', 'prevents', 'diagnoses']
['treats', 'causes', 'produces', 'treats']
['treats', 'augments', 'same_as', 'stimulates']
['treats', 'disrupts', 'causes', 'isa']
['treats', 'isa', 'coexists_with', 'isa']
['treats', 'interacts_with', 'produces', 'affects']
['treats', 'diagnoses']
['treats', 'interacts_with', 'location_of', 'same_as']
['treats', 'occurs_in', 'part_of', 'stimulates']
['treats', 'stimulates', 'interacts_with', 'augments']
['treats', 'stimulates', 'isa', 'prevents']
['treats', 'augments', 'occurs_in', 'produces']
['treats', 'treats', 'produces', 'produces']
['treats', 'compared_with', 'occurs_in', 'treats']
['treats', 'same_as', 'affects', 'location_of']
['treats', 'treats', 'causes', 'same_as']
['treats', 'location_of', 'produces', 'disrupts']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'compared_with', 'disrupts']
['treats', 'produces', 'location_of', 'part_of']
['treats', 'occurs_in', 'compared_with', 'stimulates']
['treats', 'location_of', 'causes', 'causes']
['treats', 'causes', 'prevents', 'affects']
['treats', 'compared_with', 'compared_with', 'compared_with']
['treats', 'produces', 'same_as', 'associated_with']
['treats', 'isa', 'part_of', 'inhibits']
['treats']
['treats', 'complicates', 'augments', 'occurs_in']
['treats', 'causes', 'part_of', 'causes']
['treats', 'affects', 'part_of', 'coexists_with']
['treats', 'part_of', 'occurs_in', 'location_of']
['treats', 'causes', 'location_of', 'interacts_with']
['treats', 'coexists_with', 'occurs_in', 'inhibits']
['treats', 'inhibits', 'complicates', 'part_of']
['treats', 'disrupts', 'treats', 'isa']
['treats', 'prevents', 'coexists_with', 'part_of']
['treats', 'causes', 'prevents', 'prevents']
['treats', 'compared_with', 'causes']
['treats', 'occurs_in', 'associated_with', 'same_as']
['treats', 'inhibits', 'interacts_with', 'affects']
['treats', 'location_of', 'same_as', 'augments']
['treats', 'affects', 'produces', 'inhibits']
['treats', 'interacts_with']
['treats', 'prevents', 'isa']
['treats', 'produces', 'associated_with', 'complicates']
['treats', 'causes', 'inhibits', 'augments']
['treats', 'occurs_in', 'produces', 'occurs_in']
['treats', 'part_of', 'inhibits', 'disrupts']
['treats', 'produces', 'stimulates', 'stimulates']
['treats', 'disrupts', 'same_as', 'part_of']
['treats', 'isa', 'affects', 'augments']
['treats', 'treats', 'interacts_with', 'complicates']
['treats', 'location_of', 'prevents', 'part_of']
['treats', 'associated_with', 'interacts_with', 'part_of']
['treats', 'same_as', 'prevents', 'causes']
['treats', 'complicates', 'disrupts', 'treats']
['treats', 'inhibits', 'occurs_in', 'prevents']
['treats', 'treats', 'treats', 'occurs_in']
['treats', 'affects', 'diagnoses', 'affects']
['treats', 'complicates', 'prevents']
['treats', 'inhibits', 'same_as', 'disrupts']
['treats', 'location_of', 'augments']
['treats', 'prevents', 'inhibits', 'affects']
['treats', 'produces', 'disrupts']
['treats', 'same_as', 'location_of', 'stimulates']
['treats', 'produces', 'location_of', 'inhibits']
['treats', 'augments', 'interacts_with', 'stimulates']
['treats', 'isa', 'complicates', 'same_as']
['treats', 'produces', 'stimulates', 'coexists_with']
['treats', 'part_of', 'compared_with', 'associated_with']
['treats', 'part_of', 'augments', 'causes']
['treats', 'prevents', 'compared_with', 'occurs_in']
['treats', 'prevents', 'occurs_in', 'interacts_with']
['treats', 'coexists_with', 'augments', 'treats']
['treats', 'diagnoses', 'complicates', 'affects']
['treats', 'inhibits', 'stimulates', 'isa']
['treats', 'produces', 'coexists_with', 'associated_with']
['treats', 'inhibits', 'location_of', 'compared_with']
['treats', 'same_as', 'same_as', 'part_of']
['treats', 'inhibits', 'disrupts', 'occurs_in']
['affects', 'interacts_with', 'interacts_with', 'disrupts']
['affects', 'compared_with', 'inhibits', 'location_of']
['affects', 'stimulates', 'diagnoses', 'augments']
['affects', 'interacts_with', 'produces', 'part_of']
['affects', 'treats', 'part_of', 'associated_with']
['affects', 'diagnoses', 'augments', 'occurs_in']
['affects', 'isa', 'causes', 'inhibits']
['affects', 'coexists_with', 'causes', 'augments']
['affects', 'inhibits', 'isa', 'stimulates']
['affects', 'causes', 'complicates', 'causes']
['affects', 'part_of', 'same_as', 'inhibits']
['affects', 'disrupts', 'disrupts', 'isa']
['affects', 'disrupts', 'location_of', 'interacts_with']
['affects', 'compared_with', 'complicates', 'inhibits']
['affects', 'treats', 'stimulates', 'produces']
['affects', 'prevents']
['affects', 'inhibits', 'affects', 'augments']
['affects', 'augments', 'same_as', 'prevents']
['affects', 'same_as', 'coexists_with', 'produces']
['affects', 'interacts_with', 'complicates', 'affects']
['affects', 'prevents', 'isa', 'same_as']
['affects', 'isa', 'same_as', 'associated_with']
['affects', 'affects', 'same_as', 'interacts_with']
['affects', 'produces', 'complicates', 'compared_with']
['affects', 'prevents', 'produces', 'disrupts']
['affects', 'coexists_with', 'diagnoses', 'associated_with']
['affects', 'affects', 'augments', 'occurs_in']
['affects', 'occurs_in', 'inhibits', 'associated_with']
['affects', 'compared_with', 'stimulates', 'treats']
['affects', 'compared_with', 'prevents', 'augments']
['affects', 'affects', 'diagnoses', 'causes']
['affects', 'complicates', 'disrupts', 'part_of']
['affects', 'same_as', 'prevents', 'causes']
['affects', 'augments', 'causes', 'complicates']
['affects']
['affects', 'associated_with', 'occurs_in', 'inhibits']
['affects', 'affects', 'occurs_in', 'produces']
['affects', 'coexists_with', 'occurs_in', 'diagnoses']
['affects', 'interacts_with', 'inhibits', 'part_of']
['affects', 'isa', 'occurs_in', 'treats']
['affects', 'compared_with', 'treats', 'occurs_in']
['affects', 'affects', 'coexists_with', 'same_as']
['affects', 'augments', 'inhibits', 'stimulates']
['affects', 'coexists_with', 'coexists_with', 'causes']
['affects', 'occurs_in', 'compared_with', 'location_of']
['affects', 'compared_with', 'stimulates', 'inhibits']
['affects', 'disrupts', 'treats']
['affects', 'treats', 'augments']
['affects', 'augments', 'same_as', 'causes']
['affects', 'treats', 'inhibits', 'stimulates']
['affects', 'augments', 'compared_with', 'causes']
['affects', 'interacts_with', 'isa', 'produces']
['affects', 'prevents', 'augments', 'coexists_with']
['affects', 'produces', 'prevents', 'disrupts']
['affects', 'occurs_in', 'augments', 'prevents']
['affects', 'complicates', 'causes', 'same_as']
['affects', 'complicates', 'compared_with', 'treats']
['affects', 'stimulates']
['affects', 'augments', 'produces', 'prevents']
['affects', 'complicates', 'stimulates', 'causes']
['affects', 'produces', 'complicates', 'augments']
['affects', 'complicates', 'stimulates', 'interacts_with']
['affects', 'compared_with', 'affects', 'compared_with']
['affects', 'inhibits', 'diagnoses', 'coexists_with']
['affects', 'prevents', 'stimulates', 'associated_with']
['affects', 'prevents', 'affects', 'disrupts']
['affects', 'produces', 'compared_with', 'inhibits']
['affects', 'stimulates', 'treats', 'disrupts']
['affects', 'same_as', 'produces', 'associated_with']
['affects', 'location_of', 'compared_with', 'causes']
['affects', 'augments', 'augments', 'compared_with']
['affects', 'causes', 'interacts_with', 'diagnoses']
['affects', 'prevents', 'produces', 'affects']
['affects', 'part_of', 'affects', 'occurs_in']
['affects', 'produces', 'diagnoses']
['affects', 'affects', 'augments', 'isa']
['affects', 'associated_with', 'isa', 'associated_with']
['affects', 'prevents', 'stimulates', 'treats']
['affects', 'prevents', 'complicates', 'interacts_with']
['affects', 'disrupts', 'augments']
['affects', 'isa', 'compared_with', 'same_as']
['affects', 'stimulates', 'affects', 'augments']
['affects', 'disrupts', 'disrupts', 'augments']
['affects', 'produces', 'stimulates', 'treats']
['affects', 'compared_with', 'causes', 'compared_with']
['affects', 'augments', 'diagnoses', 'causes']
['affects', 'same_as', 'same_as', 'affects']
['affects', 'augments', 'compared_with', 'compared_with']
['affects', 'compared_with', 'augments', 'treats']
['affects', 'disrupts', 'inhibits', 'isa']
['interacts_with', 'part_of', 'augments', 'isa']
['interacts_with', 'affects', 'causes', 'produces']
['interacts_with', 'prevents', 'location_of', 'causes']
['interacts_with', 'causes', 'part_of', 'part_of']
['interacts_with', 'compared_with', 'disrupts', 'interacts_with']
['interacts_with', 'compared_with', 'inhibits', 'coexists_with']
['interacts_with', 'prevents', 'stimulates', 'produces']
['interacts_with', 'affects', 'diagnoses', 'produces']
['interacts_with', 'diagnoses', 'interacts_with', 'causes']
['interacts_with', 'causes']
['interacts_with', 'disrupts', 'inhibits', 'part_of']
['interacts_with', 'part_of', 'inhibits', 'diagnoses']
['interacts_with', 'produces']
['interacts_with', 'augments', 'interacts_with', 'stimulates']
['interacts_with', 'same_as', 'augments']
['interacts_with', 'augments', 'same_as', 'treats']
['interacts_with', 'treats', 'location_of', 'complicates']
['interacts_with', 'location_of', 'isa', 'location_of']
['interacts_with', 'coexists_with', 'occurs_in', 'causes']
['interacts_with', 'disrupts', 'inhibits']
['interacts_with', 'part_of', 'associated_with', 'inhibits']
['interacts_with', 'produces', 'augments', 'same_as']
['interacts_with', 'produces', 'location_of', 'augments']
['interacts_with', 'compared_with', 'complicates', 'interacts_with']
['interacts_with', 'occurs_in', 'location_of', 'associated_with']
['interacts_with', 'compared_with']
['interacts_with', 'causes', 'stimulates']
['interacts_with', 'causes', 'complicates', 'causes']
['interacts_with', 'causes', 'occurs_in', 'complicates']
['interacts_with', 'produces', 'stimulates', 'produces']
['interacts_with', 'inhibits', 'augments', 'coexists_with']
['interacts_with', 'occurs_in', 'prevents', 'causes']
['interacts_with', 'same_as', 'associated_with', 'disrupts']
['interacts_with', 'compared_with', 'produces', 'compared_with']
['interacts_with', 'isa', 'occurs_in', 'produces']
['interacts_with', 'interacts_with', 'compared_with', 'coexists_with']
['interacts_with', 'same_as', 'causes', 'associated_with']
['interacts_with', 'same_as', 'prevents', 'same_as']
['interacts_with', 'treats', 'diagnoses', 'complicates']
['interacts_with', 'occurs_in', 'coexists_with', 'occurs_in']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'occurs_in', 'interacts_with', 'diagnoses']
['interacts_with', 'causes', 'inhibits', 'produces']
['interacts_with', 'produces', 'prevents', 'associated_with']
['interacts_with', 'same_as', 'affects', 'augments']
['interacts_with', 'diagnoses', 'causes', 'augments']
['interacts_with', 'coexists_with', 'interacts_with', 'compared_with']
['interacts_with', 'diagnoses', 'compared_with', 'disrupts']
['interacts_with', 'associated_with', 'stimulates', 'produces']
['interacts_with', 'associated_with', 'occurs_in', 'compared_with']
['interacts_with', 'part_of', 'associated_with', 'complicates']
['interacts_with', 'location_of', 'occurs_in', 'location_of']
['interacts_with', 'disrupts', 'inhibits', 'associated_with']
['interacts_with', 'part_of', 'associated_with', 'compared_with']
['interacts_with', 'disrupts', 'diagnoses', 'associated_with']
['interacts_with', 'occurs_in', 'occurs_in', 'occurs_in']
['interacts_with', 'interacts_with', 'affects', 'occurs_in']
['interacts_with', 'occurs_in', 'treats']
['interacts_with', 'compared_with', 'interacts_with', 'associated_with']
['interacts_with', 'affects']
['interacts_with', 'causes', 'diagnoses', 'affects']
['interacts_with', 'part_of', 'occurs_in', 'interacts_with']
['interacts_with', 'associated_with', 'isa', 'inhibits']
['interacts_with', 'coexists_with', 'produces', 'inhibits']
['interacts_with', 'prevents', 'disrupts', 'stimulates']
['interacts_with']
['interacts_with', 'causes', 'isa', 'isa']
['interacts_with', 'associated_with']
['interacts_with', 'disrupts', 'treats', 'interacts_with']
['interacts_with', 'same_as', 'occurs_in', 'interacts_with']
['interacts_with', 'affects', 'produces', 'complicates']
['interacts_with', 'isa', 'occurs_in', 'coexists_with']
['interacts_with', 'produces', 'diagnoses', 'associated_with']
['interacts_with', 'causes', 'complicates', 'interacts_with']
['interacts_with', 'disrupts', 'prevents', 'associated_with']
['interacts_with', 'causes', 'causes', 'prevents']
['interacts_with', 'compared_with', 'produces']
['interacts_with', 'isa', 'causes', 'occurs_in']
['interacts_with', 'part_of', 'prevents']
['interacts_with', 'associated_with', 'disrupts', 'prevents']
['interacts_with', 'stimulates', 'interacts_with', 'occurs_in']
['interacts_with', 'prevents', 'location_of', 'compared_with']
['interacts_with', 'disrupts', 'augments', 'part_of']
['interacts_with', 'inhibits', 'augments', 'location_of']
['interacts_with', 'affects', 'treats', 'part_of']
['interacts_with', 'disrupts', 'stimulates', 'diagnoses']
['interacts_with', 'treats']
['interacts_with', 'same_as']
['interacts_with', 'isa', 'complicates', 'stimulates']
['interacts_with', 'part_of', 'disrupts', 'occurs_in']
['interacts_with', 'disrupts', 'affects', 'isa']
['interacts_with', 'isa', 'location_of', 'occurs_in']
['interacts_with', 'prevents', 'occurs_in', 'associated_with']
['interacts_with', 'occurs_in', 'occurs_in', 'prevents']
['interacts_with', 'occurs_in', 'produces', 'associated_with']
['coexists_with', 'diagnoses']
['coexists_with', 'stimulates', 'location_of', 'part_of']
['coexists_with', 'location_of', 'affects', 'occurs_in']
['coexists_with', 'isa', 'produces', 'causes']
['coexists_with', 'same_as', 'associated_with', 'disrupts']
['coexists_with', 'stimulates', 'associated_with', 'interacts_with']
['coexists_with', 'augments', 'occurs_in', 'interacts_with']
['coexists_with', 'affects', 'coexists_with', 'diagnoses']
['coexists_with', 'isa', 'inhibits', 'part_of']
['coexists_with', 'coexists_with', 'treats', 'compared_with']
['coexists_with', 'coexists_with', 'diagnoses', 'diagnoses']
['coexists_with', 'occurs_in', 'isa', 'causes']
['coexists_with', 'stimulates', 'augments', 'stimulates']
['coexists_with']
['coexists_with', 'complicates', 'coexists_with', 'coexists_with']
['coexists_with', 'same_as', 'diagnoses', 'augments']
['coexists_with', 'causes', 'affects', 'disrupts']
['coexists_with', 'stimulates', 'stimulates', 'augments']
['coexists_with', 'interacts_with', 'isa', 'interacts_with']
['coexists_with', 'augments', 'associated_with', 'affects']
['coexists_with', 'coexists_with', 'same_as', 'disrupts']
['coexists_with', 'treats', 'causes', 'inhibits']
['coexists_with', 'causes', 'stimulates', 'complicates']
['coexists_with', 'treats', 'diagnoses', 'location_of']
['coexists_with', 'occurs_in', 'augments', 'affects']
['coexists_with', 'occurs_in', 'disrupts', 'compared_with']
['coexists_with', 'occurs_in']
['coexists_with', 'occurs_in', 'associated_with', 'causes']
['coexists_with', 'stimulates', 'coexists_with']
['coexists_with', 'same_as', 'compared_with', 'prevents']
['coexists_with', 'disrupts', 'coexists_with', 'same_as']
['coexists_with', 'affects', 'coexists_with', 'stimulates']
['coexists_with', 'complicates', 'causes', 'stimulates']
['coexists_with', 'isa', 'prevents', 'treats']
['coexists_with', 'stimulates', 'same_as', 'same_as']
['coexists_with', 'same_as', 'causes', 'associated_with']
['coexists_with', 'compared_with', 'augments', 'augments']
['coexists_with', 'stimulates', 'stimulates', 'treats']
['coexists_with', 'stimulates', 'complicates', 'disrupts']
['coexists_with', 'location_of', 'location_of', 'associated_with']
['coexists_with', 'affects', 'coexists_with', 'augments']
['coexists_with', 'augments', 'causes', 'occurs_in']
['coexists_with', 'treats', 'occurs_in', 'treats']
['coexists_with', 'part_of', 'part_of', 'stimulates']
['coexists_with', 'part_of', 'associated_with', 'diagnoses']
['coexists_with', 'produces', 'associated_with', 'affects']
['coexists_with', 'part_of', 'isa', 'diagnoses']
['coexists_with', 'affects']
['coexists_with', 'compared_with', 'interacts_with', 'augments']
['coexists_with', 'isa', 'stimulates', 'complicates']
['coexists_with', 'isa', 'associated_with', 'prevents']
['coexists_with', 'isa', 'same_as', 'prevents']
['coexists_with', 'complicates', 'complicates', 'prevents']
['coexists_with', 'augments', 'compared_with', 'associated_with']
['coexists_with', 'diagnoses', 'location_of', 'produces']
['coexists_with', 'prevents']
['coexists_with', 'associated_with', 'complicates']
['coexists_with', 'compared_with', 'causes', 'complicates']
['coexists_with', 'prevents', 'inhibits', 'disrupts']
['coexists_with', 'produces', 'isa', 'inhibits']
['coexists_with', 'affects', 'affects', 'occurs_in']
['coexists_with', 'diagnoses', 'inhibits', 'stimulates']
['coexists_with', 'compared_with', 'compared_with', 'augments']
['coexists_with', 'treats', 'isa', 'augments']
['coexists_with', 'affects', 'coexists_with', 'associated_with']
['coexists_with', 'produces', 'same_as', 'produces']
['coexists_with', 'causes', 'same_as', 'diagnoses']
['coexists_with', 'coexists_with', 'produces', 'stimulates']
['coexists_with', 'isa', 'coexists_with']
['coexists_with', 'inhibits', 'part_of', 'coexists_with']
['coexists_with', 'associated_with', 'associated_with', 'produces']
['coexists_with', 'causes', 'produces', 'treats']
['coexists_with', 'causes', 'associated_with', 'complicates']
['coexists_with', 'augments', 'complicates', 'compared_with']
['coexists_with', 'location_of', 'produces', 'diagnoses']
['coexists_with', 'affects', 'part_of', 'complicates']
['coexists_with', 'augments', 'associated_with', 'stimulates']
['coexists_with', 'causes', 'associated_with', 'inhibits']
['coexists_with', 'isa', 'location_of']
['coexists_with', 'coexists_with', 'stimulates', 'affects']
['coexists_with', 'same_as', 'inhibits', 'diagnoses']
['coexists_with', 'treats', 'diagnoses', 'stimulates']
['coexists_with', 'treats', 'occurs_in', 'same_as']
['coexists_with', 'part_of', 'disrupts', 'affects']
['coexists_with', 'produces', 'complicates', 'augments']
['coexists_with', 'complicates', 'treats', 'occurs_in']
['coexists_with', 'complicates', 'isa', 'treats']
['coexists_with', 'stimulates', 'isa', 'produces']
['coexists_with', 'prevents', 'diagnoses', 'coexists_with']
['coexists_with', 'augments', 'causes', 'part_of']
['coexists_with', 'part_of', 'complicates', 'produces']
['coexists_with', 'same_as', 'part_of', 'associated_with']
['coexists_with', 'stimulates', 'stimulates', 'associated_with']
['isa', 'coexists_with', 'isa']
['isa', 'affects', 'prevents']
['isa', 'interacts_with', 'part_of', 'location_of']
['isa', 'produces', 'coexists_with', 'coexists_with']
['isa', 'same_as', 'occurs_in', 'same_as']
['isa', 'inhibits', 'coexists_with', 'associated_with']
['isa', 'treats', 'disrupts', 'disrupts']
['isa', 'inhibits', 'treats', 'produces']
['isa', 'occurs_in', 'prevents', 'part_of']
['isa', 'complicates', 'occurs_in', 'interacts_with']
['isa', 'coexists_with', 'diagnoses', 'interacts_with']
['isa', 'diagnoses', 'location_of', 'treats']
['isa', 'causes', 'treats', 'prevents']
['isa', 'diagnoses', 'isa', 'associated_with']
['isa', 'affects', 'complicates', 'treats']
['isa', 'causes', 'occurs_in', 'prevents']
['isa', 'diagnoses', 'occurs_in', 'causes']
['isa', 'diagnoses', 'inhibits', 'interacts_with']
['isa', 'isa', 'associated_with', 'treats']
['isa', 'prevents', 'disrupts', 'treats']
['isa', 'isa', 'location_of', 'causes']
['isa', 'treats', 'causes', 'prevents']
['isa', 'produces', 'compared_with', 'location_of']
['isa', 'complicates', 'affects', 'disrupts']
['isa', 'associated_with', 'stimulates', 'prevents']
['isa', 'coexists_with', 'stimulates', 'isa']
['isa', 'interacts_with', 'augments', 'augments']
['isa', 'diagnoses', 'coexists_with', 'same_as']
['isa']
['isa', 'same_as', 'affects', 'disrupts']
['isa', 'augments', 'disrupts', 'isa']
['isa', 'produces', 'complicates', 'isa']
['isa', 'occurs_in', 'compared_with', 'coexists_with']
['isa', 'compared_with', 'causes', 'isa']
['isa', 'produces', 'isa', 'occurs_in']
['isa', 'affects', 'causes', 'part_of']
['isa', 'disrupts', 'affects', 'complicates']
['isa', 'inhibits', 'complicates', 'coexists_with']
['isa', 'compared_with', 'causes', 'augments']
['isa', 'coexists_with']
['isa', 'affects', 'disrupts']
['isa', 'prevents', 'compared_with', 'produces']
['isa', 'complicates', 'same_as', 'coexists_with']
['isa', 'coexists_with', 'causes', 'occurs_in']
['isa', 'complicates', 'produces', 'stimulates']
['isa', 'treats', 'location_of', 'affects']
['isa', 'same_as', 'interacts_with', 'isa']
['isa', 'augments', 'augments', 'inhibits']
['isa', 'same_as', 'affects', 'isa']
['isa', 'diagnoses', 'stimulates', 'produces']
['isa', 'affects', 'location_of', 'treats']
['isa', 'interacts_with']
['isa', 'stimulates', 'part_of', 'part_of']
['isa', 'disrupts', 'coexists_with', 'inhibits']
['isa', 'causes', 'affects', 'associated_with']
['isa', 'complicates', 'compared_with', 'part_of']
['isa', 'disrupts', 'augments', 'treats']
['isa', 'compared_with', 'location_of', 'produces']
['isa', 'same_as', 'inhibits', 'treats']
['isa', 'associated_with', 'stimulates', 'same_as']
['isa', 'compared_with', 'coexists_with', 'occurs_in']
['isa', 'interacts_with', 'prevents', 'isa']
['isa', 'produces', 'coexists_with', 'diagnoses']
['isa', 'coexists_with', 'treats', 'augments']
['isa', 'complicates', 'stimulates', 'part_of']
['isa', 'same_as', 'coexists_with', 'produces']
['isa', 'interacts_with', 'compared_with', 'compared_with']
['isa', 'location_of', 'disrupts', 'compared_with']
['isa', 'treats', 'diagnoses', 'complicates']
['isa', 'part_of', 'disrupts', 'complicates']
['isa', 'inhibits', 'part_of', 'affects']
['isa', 'location_of', 'treats', 'coexists_with']
['isa', 'treats', 'disrupts', 'isa']
['isa', 'associated_with', 'interacts_with', 'associated_with']
['isa', 'augments', 'prevents']
['isa', 'diagnoses', 'associated_with', 'stimulates']
['isa', 'stimulates', 'part_of', 'affects']
['isa', 'location_of', 'disrupts', 'treats']
['isa', 'same_as', 'isa', 'affects']
['isa', 'augments', 'same_as', 'associated_with']
['isa', 'part_of', 'complicates', 'prevents']
['isa', 'coexists_with', 'prevents', 'prevents']
['isa', 'causes', 'coexists_with', 'disrupts']
['isa', 'causes', 'coexists_with', 'coexists_with']
['isa', 'disrupts', 'inhibits', 'treats']
['isa', 'part_of', 'causes', 'same_as']
['isa', 'compared_with', 'disrupts', 'causes']
['isa', 'disrupts', 'disrupts', 'treats']
['isa', 'associated_with', 'location_of', 'affects']
['isa', 'associated_with']
['isa', 'coexists_with', 'causes', 'isa']
['isa', 'causes', 'occurs_in', 'part_of']
['isa', 'associated_with', 'stimulates', 'occurs_in']
['isa', 'part_of', 'complicates', 'compared_with']
['isa', 'associated_with', 'disrupts', 'causes']
['isa', 'affects', 'treats', 'prevents']
['isa', 'inhibits']
['isa', 'affects', 'compared_with', 'isa']
['isa', 'causes', 'compared_with', 'isa']
['isa', 'treats']
['part_of', 'treats', 'associated_with', 'affects']
['part_of', 'affects', 'treats', 'produces']
['part_of', 'diagnoses', 'associated_with', 'complicates']
['part_of', 'affects', 'same_as', 'same_as']
['part_of', 'disrupts', 'disrupts', 'treats']
['part_of', 'treats', 'disrupts', 'part_of']
['part_of', 'causes', 'coexists_with', 'produces']
['part_of', 'interacts_with', 'prevents', 'augments']
['part_of', 'compared_with', 'compared_with', 'occurs_in']
['part_of', 'diagnoses', 'treats', 'stimulates']
['part_of', 'complicates', 'part_of', 'location_of']
['part_of', 'inhibits', 'compared_with', 'associated_with']
['part_of', 'compared_with', 'compared_with', 'complicates']
['part_of', 'stimulates', 'isa', 'stimulates']
['part_of', 'compared_with', 'associated_with', 'location_of']
