['diagnoses', 'produces', 'location_of', 'inhibits']
['stimulates', 'occurs_in', 'produces', 'causes']
['stimulates', 'diagnoses', 'complicates', 'augments']
['stimulates', 'coexists_with', 'isa', 'affects']
['stimulates', 'prevents', 'augments', 'stimulates']
['stimulates', 'affects', 'isa', 'stimulates']
['stimulates', 'affects', 'produces', 'inhibits']
['stimulates', 'complicates', 'treats']
['stimulates', 'inhibits', 'affects', 'augments']
['stimulates', 'stimulates', 'causes', 'coexists_with']
['stimulates', 'augments', 'augments', 'prevents']
['stimulates', 'treats', 'produces', 'disrupts']
['stimulates', 'augments', 'occurs_in', 'diagnoses']
['stimulates', 'augments', 'stimulates', 'coexists_with']
['stimulates', 'interacts_with', 'prevents', 'augments']
['stimulates', 'produces', 'interacts_with', 'prevents']
['stimulates', 'interacts_with', 'associated_with', 'part_of']
['stimulates', 'causes', 'inhibits', 'augments']
['stimulates', 'same_as', 'disrupts', 'occurs_in']
['stimulates', 'stimulates', 'part_of', 'complicates']
['stimulates', 'compared_with', 'causes', 'occurs_in']
['stimulates', 'interacts_with', 'prevents', 'disrupts']
['stimulates', 'augments', 'diagnoses', 'interacts_with']
['stimulates', 'stimulates']
['stimulates', 'produces', 'disrupts', 'produces']
['stimulates', 'augments', 'stimulates', 'affects']
['stimulates', 'inhibits']
['stimulates', 'location_of', 'occurs_in', 'causes']
['stimulates', 'location_of', 'stimulates', 'affects']
['associated_with', 'affects', 'disrupts', 'causes']
['associated_with', 'augments', 'compared_with', 'produces']
['associated_with', 'part_of', 'occurs_in', 'occurs_in']
['associated_with', 'interacts_with', 'inhibits', 'disrupts']
['associated_with', 'causes', 'coexists_with', 'augments']
['associated_with', 'prevents', 'diagnoses', 'affects']
['associated_with', 'diagnoses', 'occurs_in', 'affects']
['associated_with', 'part_of', 'treats', 'inhibits']
['associated_with', 'location_of', 'inhibits', 'diagnoses']
['associated_with', 'compared_with', 'complicates', 'compared_with']
['associated_with', 'coexists_with', 'location_of', 'location_of']
['associated_with', 'interacts_with', 'treats', 'complicates']
['associated_with', 'produces', 'prevents', 'diagnoses']
['associated_with', 'produces', 'prevents', 'stimulates']
['associated_with', 'occurs_in', 'treats', 'interacts_with']
['associated_with', 'produces', 'isa', 'stimulates']
['associated_with', 'treats', 'diagnoses', 'inhibits']
['associated_with', 'same_as']
['associated_with', 'location_of', 'inhibits', 'isa']
['associated_with', 'isa', 'augments', 'occurs_in']
['associated_with', 'coexists_with', 'causes', 'disrupts']
['associated_with', 'disrupts', 'treats', 'diagnoses']
['associated_with', 'produces', 'treats', 'inhibits']
['associated_with', 'augments', 'prevents', 'part_of']
['associated_with', 'coexists_with', 'part_of', 'prevents']
['associated_with', 'compared_with', 'location_of', 'location_of']
['associated_with', 'stimulates', 'diagnoses', 'compared_with']
['associated_with', 'prevents', 'same_as', 'disrupts']
['associated_with', 'coexists_with', 'inhibits', 'affects']
['associated_with', 'interacts_with', 'coexists_with', 'inhibits']
['associated_with', 'causes', 'affects', 'stimulates']
['associated_with', 'causes', 'treats', 'diagnoses']
['associated_with', 'isa', 'part_of', 'affects']
['associated_with', 'compared_with']
['associated_with', 'treats', 'compared_with', 'disrupts']
['associated_with', 'causes', 'interacts_with', 'location_of']
['associated_with', 'interacts_with', 'prevents', 'stimulates']
['associated_with', 'causes', 'produces', 'diagnoses']
['associated_with', 'disrupts', 'same_as', 'isa']
['associated_with', 'disrupts', 'inhibits', 'occurs_in']
['associated_with', 'produces', 'coexists_with', 'part_of']
['associated_with', 'prevents', 'coexists_with', 'complicates']
['associated_with', 'causes', 'affects', 'complicates']
['associated_with', 'inhibits', 'causes', 'compared_with']
['associated_with', 'location_of', 'diagnoses', 'treats']
['associated_with', 'isa', 'causes', 'diagnoses']
['associated_with', 'location_of', 'complicates', 'disrupts']
['associated_with', 'causes', 'prevents', 'interacts_with']
['associated_with', 'affects', 'treats', 'augments']
['associated_with', 'compared_with', 'affects', 'causes']
['associated_with', 'augments', 'produces', 'compared_with']
['associated_with', 'location_of', 'location_of', 'interacts_with']
['associated_with', 'causes', 'diagnoses', 'disrupts']
['associated_with', 'causes', 'location_of', 'occurs_in']
['associated_with', 'affects', 'associated_with', 'disrupts']
['associated_with', 'affects', 'location_of', 'treats']
['associated_with', 'coexists_with', 'stimulates', 'coexists_with']
['associated_with', 'same_as', 'stimulates', 'compared_with']
['associated_with', 'associated_with', 'complicates', 'compared_with']
['associated_with', 'augments', 'treats', 'affects']
['associated_with', 'produces', 'complicates', 'complicates']
['associated_with', 'compared_with', 'same_as', 'part_of']
['associated_with', 'affects', 'affects', 'associated_with']
['associated_with', 'interacts_with', 'interacts_with', 'prevents']
['associated_with', 'prevents', 'produces', 'diagnoses']
['associated_with', 'diagnoses', 'part_of', 'location_of']
['associated_with', 'affects', 'isa', 'isa']
['associated_with', 'coexists_with', 'treats', 'complicates']
['associated_with', 'prevents', 'affects', 'complicates']
['associated_with', 'diagnoses', 'interacts_with']
['associated_with', 'occurs_in', 'complicates', 'diagnoses']
['associated_with', 'produces', 'complicates', 'isa']
['associated_with', 'causes', 'augments']
['associated_with', 'complicates', 'occurs_in', 'produces']
['associated_with', 'prevents', 'occurs_in', 'coexists_with']
['associated_with', 'complicates', 'prevents', 'causes']
['associated_with', 'associated_with', 'treats', 'affects']
['associated_with', 'causes', 'associated_with', 'inhibits']
['associated_with', 'prevents', 'coexists_with', 'occurs_in']
['associated_with', 'occurs_in', 'diagnoses', 'diagnoses']
['associated_with', 'complicates', 'compared_with', 'affects']
['associated_with', 'augments', 'interacts_with', 'produces']
['associated_with', 'compared_with', 'stimulates', 'associated_with']
['associated_with', 'causes', 'associated_with', 'stimulates']
['associated_with', 'affects', 'complicates', 'affects']
['associated_with', 'stimulates', 'complicates', 'interacts_with']
['associated_with', 'same_as', 'location_of', 'occurs_in']
['associated_with', 'disrupts', 'diagnoses', 'complicates']
['associated_with', 'inhibits', 'causes', 'associated_with']
['associated_with', 'occurs_in', 'disrupts', 'coexists_with']
['associated_with', 'coexists_with', 'same_as', 'stimulates']
['associated_with', 'associated_with', 'prevents', 'isa']
['associated_with', 'coexists_with', 'part_of', 'diagnoses']
['associated_with', 'produces', 'diagnoses', 'affects']
['associated_with', 'location_of', 'diagnoses', 'produces']
['associated_with', 'diagnoses', 'location_of', 'occurs_in']
['associated_with', 'part_of', 'location_of', 'complicates']
['associated_with', 'prevents', 'same_as', 'augments']
['associated_with', 'isa', 'complicates', 'isa']
['treats', 'prevents', 'augments', 'augments']
['treats', 'coexists_with', 'augments', 'coexists_with']
['treats', 'causes', 'stimulates', 'compared_with']
['treats', 'affects', 'compared_with', 'occurs_in']
['treats', 'compared_with', 'affects', 'affects']
['treats', 'prevents', 'coexists_with', 'prevents']
['treats', 'diagnoses', 'disrupts', 'coexists_with']
['treats', 'interacts_with', 'associated_with', 'associated_with']
['treats']
['treats', 'prevents', 'same_as', 'compared_with']
['treats', 'augments', 'part_of', 'coexists_with']
['treats', 'part_of', 'compared_with', 'interacts_with']
['treats', 'isa', 'part_of', 'part_of']
['treats', 'inhibits', 'coexists_with', 'isa']
['treats', 'isa', 'coexists_with', 'produces']
['treats', 'causes', 'compared_with', 'stimulates']
['treats', 'augments', 'augments', 'part_of']
['treats', 'isa', 'coexists_with', 'augments']
['treats', 'occurs_in', 'diagnoses', 'stimulates']
['treats', 'disrupts', 'produces', 'location_of']
['treats', 'interacts_with', 'inhibits', 'part_of']
['treats', 'same_as', 'location_of', 'interacts_with']
['treats', 'stimulates', 'prevents', 'location_of']
['treats', 'prevents', 'causes', 'isa']
['treats', 'compared_with', 'treats', 'causes']
['treats', 'causes', 'isa', 'treats']
['treats', 'compared_with', 'same_as', 'location_of']
['treats', 'produces', 'stimulates', 'inhibits']
['treats', 'part_of', 'isa', 'coexists_with']
['treats', 'part_of', 'associated_with', 'augments']
['treats', 'interacts_with', 'causes', 'location_of']
['treats', 'complicates', 'occurs_in', 'augments']
['treats', 'inhibits']
['treats', 'occurs_in', 'disrupts', 'complicates']
['treats', 'causes', 'same_as', 'affects']
['treats', 'produces', 'prevents', 'same_as']
['treats', 'complicates', 'augments', 'causes']
['treats', 'same_as', 'produces', 'compared_with']
['treats', 'prevents', 'interacts_with', 'affects']
['treats', 'prevents', 'interacts_with', 'interacts_with']
['treats', 'produces', 'compared_with', 'augments']
['treats', 'complicates', 'part_of', 'isa']
['treats', 'causes', 'stimulates', 'produces']
['treats', 'treats', 'associated_with', 'affects']
['treats', 'coexists_with', 'associated_with', 'produces']
['treats', 'augments', 'stimulates', 'stimulates']
['treats', 'treats', 'interacts_with', 'occurs_in']
['treats', 'occurs_in', 'treats', 'affects']
['treats', 'stimulates', 'disrupts', 'compared_with']
['treats', 'stimulates', 'disrupts', 'coexists_with']
['treats', 'stimulates', 'diagnoses', 'produces']
['treats', 'affects', 'part_of', 'coexists_with']
['treats', 'produces', 'produces', 'prevents']
['treats', 'diagnoses', 'disrupts', 'affects']
['treats', 'produces', 'compared_with', 'disrupts']
['treats', 'coexists_with']
['treats', 'part_of']
['treats', 'isa', 'same_as', 'isa']
['treats', 'location_of', 'interacts_with', 'stimulates']
['treats', 'stimulates', 'treats', 'causes']
['treats', 'treats', 'causes', 'diagnoses']
['treats', 'occurs_in', 'causes', 'part_of']
['treats', 'complicates', 'same_as', 'causes']
['treats', 'occurs_in', 'occurs_in', 'disrupts']
['treats', 'disrupts', 'causes', 'prevents']
['treats', 'produces', 'diagnoses', 'same_as']
['treats', 'occurs_in', 'affects', 'affects']
['treats', 'compared_with', 'prevents', 'associated_with']
['treats', 'prevents', 'complicates', 'augments']
['treats', 'occurs_in', 'compared_with', 'same_as']
['treats', 'treats', 'produces', 'complicates']
['treats', 'diagnoses', 'prevents', 'occurs_in']
['treats', 'affects', 'affects', 'augments']
['treats', 'treats', 'occurs_in', 'causes']
['treats', 'affects', 'inhibits', 'coexists_with']
['treats', 'isa', 'coexists_with', 'causes']
['treats', 'augments', 'affects', 'causes']
['treats', 'stimulates', 'causes', 'inhibits']
['treats', 'part_of', 'produces', 'occurs_in']
['treats', 'produces', 'disrupts', 'produces']
['treats', 'isa', 'prevents', 'causes']
['treats', 'location_of', 'associated_with', 'prevents']
['treats', 'prevents', 'occurs_in', 'stimulates']
['treats', 'produces', 'coexists_with', 'part_of']
['treats', 'augments', 'diagnoses', 'causes']
['treats', 'causes', 'complicates', 'interacts_with']
['treats', 'affects', 'isa', 'causes']
['treats', 'causes', 'stimulates', 'isa']
['treats', 'compared_with', 'associated_with', 'prevents']
['treats', 'diagnoses', 'isa', 'complicates']
['treats', 'stimulates', 'stimulates', 'complicates']
['treats', 'isa', 'inhibits', 'affects']
['treats', 'produces', 'diagnoses', 'occurs_in']
['treats', 'causes', 'diagnoses', 'inhibits']
['treats', 'location_of', 'affects', 'isa']
['treats', 'interacts_with', 'interacts_with', 'location_of']
['treats', 'coexists_with', 'complicates', 'disrupts']
['treats', 'causes', 'location_of', 'causes']
['treats', 'diagnoses', 'treats', 'interacts_with']
['affects', 'same_as', 'location_of', 'causes']
['affects', 'compared_with', 'occurs_in']
['affects', 'affects', 'causes', 'prevents']
['affects', 'disrupts', 'isa', 'part_of']
['affects', 'disrupts', 'disrupts', 'inhibits']
['affects', 'complicates', 'isa', 'diagnoses']
['affects', 'isa', 'affects', 'diagnoses']
['affects', 'prevents', 'prevents', 'causes']
['affects', 'coexists_with', 'disrupts']
['affects', 'affects', 'produces', 'prevents']
['affects', 'coexists_with', 'affects', 'causes']
['affects', 'complicates', 'compared_with', 'stimulates']
['affects', 'causes', 'causes', 'interacts_with']
['affects', 'associated_with', 'inhibits', 'stimulates']
['affects', 'diagnoses', 'produces', 'complicates']
['affects', 'inhibits', 'stimulates', 'stimulates']
['affects', 'causes', 'disrupts', 'interacts_with']
['affects', 'disrupts', 'augments', 'complicates']
['affects', 'diagnoses', 'compared_with']
['affects', 'stimulates', 'coexists_with', 'causes']
['affects', 'interacts_with', 'causes', 'affects']
['affects', 'occurs_in', 'coexists_with', 'augments']
['affects', 'part_of', 'interacts_with', 'affects']
['affects', 'prevents', 'location_of', 'location_of']
['affects', 'coexists_with', 'location_of', 'augments']
['affects', 'inhibits', 'inhibits', 'inhibits']
['affects', 'associated_with', 'same_as', 'disrupts']
['affects', 'occurs_in', 'associated_with', 'location_of']
['affects', 'same_as', 'inhibits', 'complicates']
['affects', 'location_of', 'causes', 'isa']
['affects', 'produces', 'treats', 'occurs_in']
['affects', 'inhibits', 'location_of', 'prevents']
['affects', 'part_of', 'location_of', 'treats']
['affects', 'disrupts', 'part_of', 'coexists_with']
['affects', 'compared_with', 'disrupts', 'complicates']
['affects', 'prevents', 'causes', 'same_as']
['affects', 'interacts_with', 'same_as']
['affects', 'causes', 'associated_with', 'affects']
['affects', 'inhibits', 'augments', 'coexists_with']
['affects', 'stimulates', 'treats', 'isa']
['affects', 'produces', 'interacts_with', 'same_as']
['affects', 'coexists_with', 'augments', 'produces']
['affects', 'occurs_in', 'complicates', 'coexists_with']
['affects', 'causes', 'occurs_in', 'prevents']
['affects', 'treats', 'associated_with', 'associated_with']
['affects', 'stimulates', 'prevents', 'location_of']
['affects', 'location_of', 'diagnoses', 'disrupts']
['affects', 'diagnoses', 'associated_with', 'treats']
['affects', 'complicates', 'complicates', 'disrupts']
['affects', 'same_as', 'prevents', 'affects']
['affects', 'isa', 'diagnoses', 'treats']
['affects', 'isa', 'causes', 'interacts_with']
['affects', 'occurs_in', 'disrupts', 'causes']
['affects', 'affects', 'disrupts', 'treats']
['affects', 'location_of', 'treats', 'augments']
['affects', 'isa', 'prevents', 'compared_with']
['affects', 'coexists_with', 'diagnoses', 'affects']
['affects', 'isa', 'same_as', 'disrupts']
['affects', 'interacts_with', 'affects', 'stimulates']
['affects', 'occurs_in', 'associated_with', 'occurs_in']
['affects', 'augments', 'occurs_in', 'prevents']
['affects', 'location_of', 'same_as', 'complicates']
['affects', 'complicates', 'compared_with', 'compared_with']
['affects', 'causes', 'produces', 'compared_with']
['affects', 'part_of', 'prevents', 'occurs_in']
['affects', 'causes', 'treats', 'part_of']
['affects']
['affects', 'location_of', 'isa', 'prevents']
['affects', 'disrupts', 'augments', 'prevents']
['affects', 'isa']
['affects', 'compared_with', 'location_of']
['affects', 'compared_with', 'part_of', 'treats']
['affects', 'inhibits', 'isa', 'occurs_in']
['affects', 'produces']
['affects', 'associated_with', 'treats', 'occurs_in']
['affects', 'occurs_in']
['affects', 'augments', 'treats', 'location_of']
['affects', 'occurs_in', 'compared_with', 'disrupts']
['affects', 'prevents', 'causes', 'stimulates']
['affects', 'complicates', 'associated_with', 'part_of']
['affects', 'inhibits', 'treats', 'causes']
['affects', 'prevents', 'treats', 'same_as']
['affects', 'inhibits', 'prevents', 'inhibits']
['affects', 'affects', 'disrupts', 'produces']
['affects', 'part_of', 'compared_with', 'treats']
['affects', 'coexists_with', 'produces', 'location_of']
['affects', 'diagnoses', 'location_of', 'affects']
['affects', 'interacts_with', 'compared_with', 'prevents']
['affects', 'diagnoses', 'isa', 'interacts_with']
['affects', 'causes', 'complicates', 'associated_with']
['affects', 'disrupts', 'compared_with', 'affects']
['affects', 'produces', 'coexists_with', 'part_of']
['affects', 'associated_with', 'causes', 'location_of']
['affects', 'coexists_with', 'interacts_with', 'diagnoses']
['affects', 'treats', 'treats', 'affects']
['affects', 'interacts_with', 'coexists_with', 'interacts_with']
['affects', 'coexists_with', 'augments', 'diagnoses']
['affects', 'complicates', 'same_as', 'causes']
['interacts_with', 'affects', 'augments', 'augments']
['interacts_with', 'interacts_with', 'part_of', 'location_of']
['interacts_with', 'causes', 'affects', 'disrupts']
['interacts_with', 'same_as', 'occurs_in', 'inhibits']
['interacts_with', 'location_of', 'produces', 'same_as']
['interacts_with', 'inhibits', 'interacts_with', 'causes']
['interacts_with', 'location_of', 'occurs_in', 'complicates']
['interacts_with', 'occurs_in', 'isa', 'diagnoses']
['interacts_with', 'same_as', 'diagnoses', 'coexists_with']
['interacts_with', 'diagnoses', 'disrupts', 'location_of']
['interacts_with', 'produces', 'part_of', 'occurs_in']
['interacts_with', 'complicates', 'occurs_in', 'treats']
['interacts_with', 'produces']
['interacts_with', 'inhibits', 'occurs_in', 'produces']
['interacts_with', 'diagnoses', 'isa', 'associated_with']
['interacts_with', 'isa', 'augments', 'diagnoses']
['interacts_with', 'produces', 'isa', 'associated_with']
['interacts_with', 'stimulates', 'stimulates', 'same_as']
['interacts_with', 'associated_with', 'inhibits', 'associated_with']
['interacts_with', 'prevents', 'augments', 'augments']
['interacts_with', 'part_of', 'produces', 'same_as']
['interacts_with', 'part_of', 'affects', 'prevents']
['interacts_with', 'treats', 'treats', 'same_as']
['interacts_with', 'causes', 'disrupts', 'stimulates']
['interacts_with', 'inhibits', 'occurs_in', 'compared_with']
['interacts_with', 'affects', 'associated_with', 'inhibits']
['interacts_with', 'location_of', 'disrupts', 'disrupts']
['interacts_with', 'causes', 'stimulates', 'affects']
['interacts_with', 'causes', 'augments', 'location_of']
['interacts_with', 'diagnoses', 'affects']
['interacts_with', 'interacts_with', 'associated_with', 'same_as']
['interacts_with', 'inhibits', 'occurs_in', 'location_of']
['interacts_with', 'affects', 'part_of', 'disrupts']
['interacts_with', 'occurs_in']
['interacts_with', 'compared_with', 'prevents', 'prevents']
['interacts_with', 'complicates', 'occurs_in', 'isa']
['interacts_with', 'complicates', 'disrupts', 'part_of']
['interacts_with']
['interacts_with', 'prevents', 'inhibits', 'affects']
['interacts_with', 'complicates', 'associated_with', 'isa']
['interacts_with', 'same_as', 'isa', 'location_of']
['interacts_with', 'affects', 'part_of', 'complicates']
['interacts_with', 'disrupts', 'part_of']
['interacts_with', 'location_of', 'complicates', 'same_as']
['interacts_with', 'diagnoses', 'same_as', 'interacts_with']
['interacts_with', 'location_of', 'produces', 'part_of']
['interacts_with', 'part_of', 'treats', 'stimulates']
['interacts_with', 'part_of', 'causes', 'coexists_with']
['interacts_with', 'diagnoses', 'location_of', 'isa']
['interacts_with', 'produces', 'occurs_in', 'coexists_with']
['interacts_with', 'prevents', 'prevents']
['interacts_with', 'interacts_with', 'coexists_with', 'produces']
['interacts_with', 'coexists_with', 'location_of', 'part_of']
['interacts_with', 'augments', 'disrupts', 'produces']
['interacts_with', 'compared_with', 'stimulates', 'same_as']
['interacts_with', 'produces', 'prevents', 'treats']
['interacts_with', 'diagnoses', 'diagnoses', 'coexists_with']
['interacts_with', 'augments', 'part_of']
['interacts_with', 'augments', 'diagnoses', 'disrupts']
['interacts_with', 'disrupts', 'produces', 'associated_with']
['interacts_with', 'associated_with', 'location_of', 'occurs_in']
['interacts_with', 'treats', 'location_of', 'prevents']
['interacts_with', 'disrupts', 'treats', 'treats']
['interacts_with', 'prevents', 'associated_with', 'occurs_in']
['interacts_with', 'coexists_with', 'compared_with', 'prevents']
['interacts_with', 'disrupts', 'compared_with', 'part_of']
['interacts_with', 'augments', 'stimulates', 'compared_with']
['interacts_with', 'affects', 'affects', 'same_as']
['interacts_with', 'causes', 'compared_with', 'disrupts']
['interacts_with', 'produces', 'prevents', 'part_of']
['interacts_with', 'diagnoses', 'complicates', 'occurs_in']
['interacts_with', 'stimulates', 'location_of', 'diagnoses']
['interacts_with', 'coexists_with', 'occurs_in', 'same_as']
['interacts_with', 'location_of', 'diagnoses', 'prevents']
['interacts_with', 'associated_with', 'augments', 'causes']
['interacts_with', 'inhibits', 'same_as', 'diagnoses']
['interacts_with', 'causes', 'diagnoses', 'augments']
['interacts_with', 'treats', 'isa', 'produces']
['interacts_with', 'stimulates', 'compared_with', 'same_as']
['interacts_with', 'diagnoses', 'diagnoses', 'associated_with']
['interacts_with', 'isa', 'inhibits']
['interacts_with', 'stimulates', 'prevents', 'part_of']
['interacts_with', 'complicates', 'occurs_in', 'disrupts']
['interacts_with', 'prevents', 'part_of', 'coexists_with']
['interacts_with', 'disrupts', 'occurs_in', 'diagnoses']
['interacts_with', 'occurs_in', 'augments', 'occurs_in']
['interacts_with', 'complicates', 'diagnoses', 'isa']
['interacts_with', 'augments', 'complicates', 'complicates']
['interacts_with', 'inhibits', 'location_of', 'complicates']
['interacts_with', 'occurs_in', 'produces', 'produces']
['interacts_with', 'inhibits', 'occurs_in', 'same_as']
['interacts_with', 'compared_with', 'location_of', 'diagnoses']
['interacts_with', 'augments', 'affects', 'interacts_with']
['interacts_with', 'prevents', 'prevents', 'part_of']
['interacts_with', 'affects', 'treats', 'disrupts']
['coexists_with', 'isa', 'inhibits', 'coexists_with']
['coexists_with', 'stimulates', 'stimulates', 'inhibits']
['coexists_with', 'coexists_with', 'compared_with', 'prevents']
['coexists_with', 'compared_with', 'complicates', 'affects']
['coexists_with', 'complicates', 'affects', 'location_of']
['coexists_with', 'coexists_with', 'occurs_in', 'compared_with']
['coexists_with', 'complicates', 'augments', 'diagnoses']
['coexists_with', 'coexists_with', 'produces', 'causes']
['coexists_with', 'associated_with', 'affects', 'produces']
['coexists_with', 'causes', 'coexists_with', 'prevents']
['coexists_with', 'part_of', 'location_of', 'affects']
['coexists_with', 'complicates', 'location_of', 'prevents']
['coexists_with', 'diagnoses', 'produces', 'prevents']
['coexists_with', 'causes', 'associated_with', 'compared_with']
['coexists_with', 'interacts_with', 'coexists_with', 'inhibits']
['coexists_with', 'compared_with', 'interacts_with', 'diagnoses']
['coexists_with', 'complicates', 'part_of', 'diagnoses']
['coexists_with', 'augments', 'produces', 'treats']
['coexists_with', 'augments', 'treats', 'causes']
['coexists_with', 'affects', 'interacts_with', 'compared_with']
['coexists_with', 'interacts_with', 'causes', 'disrupts']
['coexists_with', 'augments', 'causes', 'coexists_with']
['coexists_with', 'same_as', 'augments', 'isa']
['coexists_with', 'location_of']
['coexists_with', 'part_of', 'affects', 'occurs_in']
['coexists_with', 'occurs_in', 'interacts_with', 'same_as']
['coexists_with', 'associated_with', 'stimulates', 'prevents']
['coexists_with', 'coexists_with', 'part_of', 'treats']
['coexists_with', 'inhibits', 'inhibits', 'compared_with']
['coexists_with', 'occurs_in', 'complicates', 'isa']
['coexists_with', 'disrupts', 'stimulates', 'augments']
['coexists_with', 'disrupts', 'coexists_with', 'causes']
['coexists_with', 'causes', 'disrupts', 'isa']
['coexists_with', 'isa', 'compared_with', 'coexists_with']
['coexists_with', 'occurs_in', 'associated_with', 'associated_with']
['coexists_with', 'isa', 'stimulates', 'occurs_in']
['coexists_with', 'occurs_in', 'coexists_with', 'location_of']
['coexists_with', 'inhibits', 'occurs_in', 'affects']
['coexists_with', 'part_of', 'associated_with', 'treats']
['coexists_with', 'prevents', 'causes', 'produces']
['coexists_with', 'stimulates', 'augments', 'treats']
['coexists_with', 'occurs_in', 'disrupts', 'complicates']
['coexists_with', 'causes', 'causes', 'causes']
['coexists_with', 'inhibits', 'location_of', 'isa']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'associated_with', 'part_of', 'occurs_in']
['coexists_with', 'affects', 'prevents', 'treats']
['coexists_with', 'stimulates', 'part_of', 'treats']
['coexists_with', 'interacts_with', 'augments', 'coexists_with']
['coexists_with', 'causes', 'inhibits', 'associated_with']
['coexists_with', 'compared_with', 'augments', 'prevents']
['coexists_with', 'disrupts']
['coexists_with', 'inhibits', 'occurs_in', 'isa']
['coexists_with', 'augments', 'coexists_with', 'augments']
['coexists_with', 'disrupts', 'coexists_with', 'treats']
['coexists_with', 'causes', 'prevents', 'prevents']
['coexists_with', 'produces', 'treats', 'produces']
['coexists_with', 'augments', 'stimulates', 'augments']
['coexists_with', 'stimulates', 'affects', 'interacts_with']
['coexists_with', 'treats', 'causes', 'associated_with']
['coexists_with', 'location_of', 'disrupts', 'interacts_with']
['coexists_with', 'diagnoses', 'location_of', 'augments']
['coexists_with', 'complicates', 'augments', 'isa']
['coexists_with', 'causes', 'part_of', 'disrupts']
['coexists_with', 'isa']
['coexists_with', 'affects', 'causes', 'disrupts']
['coexists_with', 'produces', 'produces', 'isa']
['coexists_with', 'prevents', 'inhibits', 'associated_with']
['coexists_with', 'part_of', 'part_of', 'augments']
['coexists_with', 'affects', 'prevents', 'stimulates']
['coexists_with', 'diagnoses', 'disrupts', 'causes']
['coexists_with', 'same_as', 'associated_with', 'location_of']
['coexists_with', 'treats', 'associated_with', 'part_of']
['coexists_with', 'augments', 'treats', 'disrupts']
['coexists_with', 'occurs_in']
['coexists_with', 'location_of', 'location_of', 'compared_with']
['coexists_with', 'location_of', 'causes', 'occurs_in']
['coexists_with', 'affects', 'same_as', 'same_as']
['coexists_with', 'inhibits', 'diagnoses', 'interacts_with']
['coexists_with', 'isa', 'augments', 'causes']
['coexists_with', 'associated_with', 'associated_with', 'isa']
['coexists_with', 'isa', 'coexists_with', 'associated_with']
['coexists_with', 'isa', 'treats']
['coexists_with', 'isa', 'diagnoses', 'treats']
['coexists_with', 'affects', 'complicates', 'complicates']
['coexists_with', 'stimulates', 'isa', 'stimulates']
['coexists_with', 'interacts_with', 'complicates', 'interacts_with']
['coexists_with', 'complicates', 'affects', 'part_of']
['coexists_with', 'affects', 'augments', 'stimulates']
['coexists_with', 'prevents', 'isa', 'diagnoses']
['coexists_with', 'diagnoses', 'prevents', 'same_as']
['coexists_with', 'coexists_with', 'isa', 'disrupts']
['coexists_with', 'produces', 'interacts_with', 'stimulates']
['coexists_with', 'disrupts', 'augments', 'diagnoses']
['coexists_with', 'treats', 'produces', 'coexists_with']
['coexists_with', 'interacts_with', 'occurs_in', 'disrupts']
['coexists_with', 'causes']
['coexists_with', 'inhibits', 'isa', 'associated_with']
['coexists_with', 'prevents', 'produces', 'complicates']
['isa', 'complicates', 'treats', 'complicates']
['isa', 'same_as', 'treats', 'isa']
['isa', 'occurs_in', 'inhibits', 'stimulates']
['isa', 'causes', 'associated_with', 'compared_with']
['isa', 'isa', 'augments', 'diagnoses']
['isa', 'stimulates', 'associated_with', 'treats']
['isa', 'disrupts', 'stimulates', 'interacts_with']
['isa', 'interacts_with', 'occurs_in', 'compared_with']
['isa', 'compared_with', 'associated_with', 'inhibits']
['isa', 'isa', 'diagnoses', 'associated_with']
['isa', 'prevents', 'location_of', 'compared_with']
['isa', 'compared_with', 'complicates', 'prevents']
['isa', 'diagnoses', 'occurs_in', 'prevents']
['isa', 'stimulates', 'stimulates', 'coexists_with']
['isa', 'associated_with', 'prevents', 'associated_with']
['isa', 'stimulates', 'isa']
['isa', 'affects', 'same_as', 'treats']
['isa', 'diagnoses', 'part_of', 'produces']
['isa', 'occurs_in', 'location_of', 'same_as']
['isa', 'compared_with']
['isa', 'prevents', 'diagnoses', 'stimulates']
['isa', 'causes', 'isa', 'same_as']
['isa', 'complicates', 'disrupts', 'compared_with']
['isa', 'location_of', 'interacts_with', 'same_as']
['isa', 'prevents', 'inhibits', 'diagnoses']
['isa', 'disrupts', 'produces', 'affects']
['isa', 'same_as']
['isa', 'occurs_in', 'disrupts', 'inhibits']
['isa', 'diagnoses', 'produces', 'compared_with']
['isa', 'diagnoses', 'diagnoses', 'compared_with']
['isa', 'location_of', 'augments', 'complicates']
['isa', 'stimulates', 'causes', 'prevents']
['isa', 'stimulates', 'compared_with', 'causes']
['isa', 'produces', 'produces', 'occurs_in']
['isa', 'prevents']
['isa', 'coexists_with', 'associated_with', 'stimulates']
['isa', 'part_of', 'isa', 'stimulates']
['isa', 'complicates', 'prevents', 'interacts_with']
['isa', 'isa', 'affects', 'prevents']
['isa', 'diagnoses', 'occurs_in', 'same_as']
['isa', 'inhibits', 'interacts_with', 'prevents']
['isa', 'produces', 'treats', 'produces']
['isa', 'same_as', 'occurs_in', 'causes']
['isa', 'treats', 'coexists_with', 'occurs_in']
['isa', 'associated_with', 'treats', 'treats']
['isa', 'produces', 'treats', 'location_of']
['isa', 'affects', 'coexists_with', 'affects']
