['diagnoses', 'augments', 'part_of', 'diagnoses']
['stimulates', 'associated_with', 'same_as', 'produces']
['stimulates', 'diagnoses', 'affects', 'coexists_with']
['stimulates', 'diagnoses', 'diagnoses', 'produces']
['stimulates', 'compared_with', 'augments', 'stimulates']
['stimulates', 'compared_with', 'same_as', 'occurs_in']
['stimulates', 'complicates', 'prevents', 'part_of']
['stimulates', 'complicates', 'stimulates', 'prevents']
['stimulates', 'compared_with', 'compared_with', 'diagnoses']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'occurs_in', 'complicates', 'disrupts']
['stimulates', 'associated_with', 'treats', 'interacts_with']
['stimulates', 'location_of', 'interacts_with', 'stimulates']
['stimulates', 'complicates', 'produces', 'part_of']
['stimulates', 'diagnoses', 'prevents', 'interacts_with']
['stimulates', 'occurs_in', 'occurs_in', 'compared_with']
['stimulates', 'stimulates', 'coexists_with', 'same_as']
['stimulates', 'part_of', 'prevents', 'interacts_with']
['stimulates', 'affects', 'associated_with', 'diagnoses']
['stimulates', 'prevents', 'causes', 'treats']
['stimulates', 'interacts_with']
['stimulates', 'location_of', 'inhibits', 'stimulates']
['stimulates', 'prevents', 'complicates', 'coexists_with']
['stimulates', 'isa', 'disrupts', 'treats']
['stimulates', 'coexists_with', 'associated_with', 'occurs_in']
['stimulates', 'associated_with', 'produces', 'diagnoses']
['stimulates', 'isa', 'diagnoses', 'coexists_with']
['stimulates', 'same_as', 'coexists_with', 'same_as']
['stimulates', 'isa', 'complicates', 'same_as']
['stimulates', 'causes', 'diagnoses', 'coexists_with']
['stimulates', 'produces', 'occurs_in', 'same_as']
['stimulates', 'coexists_with', 'complicates', 'diagnoses']
['stimulates', 'part_of', 'causes', 'prevents']
['stimulates', 'stimulates', 'occurs_in', 'occurs_in']
['stimulates', 'part_of', 'disrupts', 'produces']
['stimulates', 'diagnoses', 'location_of', 'compared_with']
['stimulates', 'compared_with', 'isa', 'occurs_in']
['stimulates', 'disrupts', 'causes', 'treats']
['stimulates', 'causes', 'occurs_in', 'same_as']
['stimulates', 'interacts_with', 'inhibits', 'augments']
['stimulates', 'same_as', 'complicates', 'affects']
['stimulates', 'interacts_with', 'stimulates', 'compared_with']
['stimulates', 'coexists_with', 'isa', 'augments']
['stimulates', 'part_of', 'augments', 'prevents']
['stimulates', 'same_as', 'location_of', 'inhibits']
['stimulates', 'disrupts', 'causes', 'complicates']
['stimulates', 'affects', 'part_of', 'disrupts']
['associated_with', 'location_of', 'coexists_with', 'stimulates']
['associated_with', 'treats', 'associated_with', 'produces']
['associated_with', 'part_of', 'augments', 'causes']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'affects', 'location_of', 'part_of']
['associated_with', 'inhibits', 'diagnoses', 'associated_with']
['associated_with', 'disrupts', 'causes', 'diagnoses']
['associated_with', 'occurs_in', 'coexists_with', 'produces']
['associated_with', 'diagnoses', 'disrupts', 'coexists_with']
['associated_with', 'treats']
['associated_with', 'prevents', 'interacts_with', 'complicates']
['associated_with', 'diagnoses', 'associated_with', 'affects']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['associated_with', 'compared_with', 'inhibits', 'coexists_with']
['associated_with', 'location_of', 'causes', 'compared_with']
['associated_with', 'inhibits', 'stimulates', 'diagnoses']
['associated_with', 'prevents']
['associated_with', 'complicates', 'diagnoses', 'inhibits']
['associated_with', 'occurs_in', 'augments', 'inhibits']
['associated_with', 'inhibits', 'compared_with', 'prevents']
['associated_with', 'disrupts', 'interacts_with', 'stimulates']
['associated_with', 'complicates', 'occurs_in', 'prevents']
['associated_with', 'prevents', 'associated_with', 'affects']
['associated_with', 'disrupts', 'occurs_in']
['associated_with', 'same_as', 'occurs_in', 'location_of']
['associated_with', 'complicates', 'produces', 'part_of']
['associated_with', 'interacts_with', 'prevents', 'associated_with']
['associated_with', 'causes', 'associated_with', 'affects']
['associated_with', 'produces', 'coexists_with', 'interacts_with']
['associated_with', 'prevents', 'causes', 'affects']
['associated_with', 'augments', 'compared_with', 'isa']
['associated_with', 'disrupts', 'occurs_in', 'affects']
['associated_with', 'interacts_with', 'augments', 'interacts_with']
['associated_with']
['associated_with', 'occurs_in', 'disrupts', 'associated_with']
['associated_with', 'isa', 'disrupts', 'causes']
['associated_with', 'diagnoses', 'diagnoses', 'location_of']
['associated_with', 'disrupts', 'occurs_in', 'complicates']
['associated_with', 'prevents', 'occurs_in', 'prevents']
['associated_with', 'diagnoses', 'interacts_with', 'prevents']
['associated_with', 'prevents', 'part_of', 'coexists_with']
['associated_with', 'prevents', 'treats', 'prevents']
['associated_with', 'causes', 'diagnoses', 'part_of']
['associated_with', 'location_of', 'causes', 'coexists_with']
['associated_with', 'associated_with', 'disrupts', 'isa']
['associated_with', 'associated_with', 'disrupts', 'location_of']
['associated_with', 'affects', 'occurs_in', 'stimulates']
['associated_with', 'complicates', 'complicates', 'interacts_with']
['associated_with', 'treats', 'inhibits', 'stimulates']
['associated_with', 'part_of', 'coexists_with', 'associated_with']
['associated_with', 'stimulates', 'complicates', 'diagnoses']
['associated_with', 'inhibits', 'stimulates', 'inhibits']
['associated_with', 'prevents', 'produces', 'prevents']
['associated_with', 'occurs_in', 'prevents', 'interacts_with']
['associated_with', 'inhibits', 'diagnoses', 'causes']
['associated_with', 'augments', 'interacts_with', 'prevents']
['associated_with', 'associated_with', 'inhibits', 'diagnoses']
['associated_with', 'diagnoses', 'coexists_with', 'part_of']
['associated_with', 'isa', 'compared_with', 'complicates']
['associated_with', 'compared_with', 'associated_with', 'location_of']
['associated_with', 'affects', 'prevents', 'coexists_with']
['associated_with', 'affects', 'treats', 'complicates']
['associated_with', 'associated_with', 'prevents', 'inhibits']
['associated_with', 'interacts_with', 'compared_with', 'stimulates']
['associated_with', 'occurs_in', 'occurs_in', 'isa']
['associated_with', 'complicates', 'prevents', 'location_of']
['associated_with', 'occurs_in', 'treats', 'isa']
['associated_with', 'produces', 'interacts_with', 'causes']
['associated_with', 'affects', 'disrupts', 'inhibits']
['associated_with', 'stimulates', 'causes', 'location_of']
['associated_with', 'compared_with', 'prevents', 'associated_with']
['associated_with', 'disrupts', 'causes', 'isa']
['associated_with', 'occurs_in', 'augments', 'stimulates']
['associated_with', 'diagnoses', 'compared_with', 'occurs_in']
['associated_with', 'part_of', 'stimulates', 'inhibits']
['associated_with', 'stimulates', 'compared_with', 'produces']
['associated_with', 'diagnoses', 'complicates', 'coexists_with']
['associated_with', 'stimulates', 'part_of', 'disrupts']
['associated_with', 'augments', 'coexists_with', 'same_as']
['associated_with', 'inhibits', 'stimulates', 'treats']
['associated_with', 'treats', 'compared_with', 'causes']
['associated_with', 'diagnoses', 'inhibits', 'part_of']
['associated_with', 'diagnoses', 'prevents', 'causes']
['associated_with', 'isa', 'augments', 'coexists_with']
['associated_with', 'interacts_with', 'treats', 'occurs_in']
['associated_with', 'isa', 'stimulates', 'associated_with']
['associated_with', 'complicates', 'occurs_in', 'diagnoses']
['associated_with', 'augments', 'prevents', 'affects']
['associated_with', 'inhibits', 'isa', 'interacts_with']
['associated_with', 'complicates', 'part_of', 'affects']
['associated_with', 'complicates', 'produces', 'complicates']
['associated_with', 'same_as']
['associated_with', 'interacts_with', 'causes', 'disrupts']
['associated_with', 'coexists_with', 'isa', 'complicates']
['associated_with', 'inhibits', 'associated_with', 'disrupts']
['treats', 'complicates', 'diagnoses', 'part_of']
['treats', 'disrupts', 'augments', 'disrupts']
['treats', 'location_of', 'affects', 'treats']
['treats', 'compared_with', 'occurs_in', 'stimulates']
['treats', 'prevents', 'prevents', 'produces']
['treats', 'isa', 'prevents', 'interacts_with']
['treats', 'stimulates', 'disrupts', 'part_of']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'prevents', 'prevents', 'causes']
['treats', 'produces', 'occurs_in', 'same_as']
['treats', 'produces', 'disrupts', 'complicates']
['treats', 'associated_with', 'inhibits', 'location_of']
['treats', 'complicates', 'causes', 'disrupts']
['treats', 'affects', 'part_of', 'same_as']
['treats', 'inhibits', 'part_of', 'same_as']
['treats', 'coexists_with', 'same_as', 'occurs_in']
['treats', 'occurs_in', 'produces', 'same_as']
['treats', 'treats', 'occurs_in', 'treats']
['treats', 'produces', 'complicates', 'causes']
['treats', 'produces', 'produces', 'compared_with']
['treats', 'augments', 'inhibits', 'augments']
['treats', 'prevents', 'occurs_in', 'occurs_in']
['treats', 'isa', 'complicates', 'complicates']
['treats', 'complicates', 'interacts_with', 'occurs_in']
['treats', 'causes', 'disrupts', 'affects']
['treats', 'isa', 'location_of']
['treats', 'causes', 'associated_with', 'interacts_with']
['treats', 'inhibits', 'interacts_with']
['treats', 'augments', 'affects', 'isa']
['treats', 'location_of', 'prevents', 'treats']
['treats', 'prevents', 'part_of', 'inhibits']
['treats', 'interacts_with', 'associated_with', 'coexists_with']
['treats', 'coexists_with', 'isa', 'causes']
['treats', 'part_of', 'location_of']
['treats', 'causes', 'location_of', 'affects']
['treats', 'part_of', 'location_of', 'isa']
['treats', 'location_of']
['treats', 'affects', 'prevents', 'interacts_with']
['treats', 'isa', 'interacts_with', 'same_as']
['treats', 'disrupts', 'prevents', 'occurs_in']
['treats']
['treats', 'occurs_in', 'disrupts', 'disrupts']
['treats', 'location_of', 'stimulates', 'diagnoses']
['treats', 'part_of', 'occurs_in', 'augments']
['treats', 'isa', 'diagnoses', 'disrupts']
['treats', 'associated_with', 'produces', 'prevents']
['treats', 'location_of', 'produces', 'treats']
['treats', 'disrupts', 'diagnoses', 'causes']
['treats', 'inhibits', 'associated_with', 'associated_with']
['treats', 'coexists_with', 'augments', 'location_of']
['treats', 'complicates', 'part_of', 'interacts_with']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'location_of', 'prevents', 'produces']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'diagnoses', 'occurs_in', 'augments']
['treats', 'inhibits', 'complicates', 'augments']
['treats', 'affects', 'compared_with', 'inhibits']
['treats', 'augments', 'coexists_with', 'augments']
['treats', 'coexists_with', 'associated_with', 'inhibits']
['treats', 'stimulates', 'location_of', 'affects']
['treats', 'produces', 'associated_with', 'compared_with']
['treats', 'diagnoses', 'interacts_with', 'compared_with']
['treats', 'interacts_with', 'coexists_with', 'inhibits']
['treats', 'coexists_with', 'isa', 'occurs_in']
['treats', 'interacts_with', 'same_as', 'isa']
['treats', 'complicates', 'coexists_with', 'causes']
['treats', 'coexists_with', 'causes', 'complicates']
['treats', 'occurs_in', 'produces', 'treats']
['treats', 'stimulates', 'associated_with', 'diagnoses']
['treats', 'location_of', 'augments', 'inhibits']
['treats', 'affects', 'location_of', 'complicates']
['treats', 'part_of', 'disrupts', 'diagnoses']
['treats', 'causes', 'complicates', 'stimulates']
['treats', 'diagnoses', 'produces', 'complicates']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'prevents', 'interacts_with', 'part_of']
['treats', 'complicates', 'causes', 'augments']
['treats', 'inhibits', 'prevents', 'part_of']
['treats', 'same_as', 'same_as', 'interacts_with']
['treats', 'coexists_with', 'same_as', 'treats']
['treats', 'inhibits', 'affects', 'affects']
['treats', 'stimulates', 'treats', 'occurs_in']
['treats', 'same_as']
['treats', 'inhibits', 'associated_with', 'inhibits']
['treats', 'produces', 'interacts_with', 'diagnoses']
['treats', 'location_of', 'complicates', 'treats']
['treats', 'occurs_in', 'augments', 'coexists_with']
['treats', 'produces', 'treats', 'part_of']
['treats', 'causes', 'stimulates']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'location_of', 'occurs_in', 'location_of']
['treats', 'compared_with', 'causes', 'diagnoses']
['treats', 'associated_with', 'same_as', 'complicates']
['treats', 'disrupts', 'causes', 'complicates']
['treats', 'affects']
['treats', 'compared_with', 'isa', 'diagnoses']
['treats', 'complicates', 'coexists_with', 'affects']
['treats', 'disrupts', 'causes', 'augments']
['treats', 'part_of', 'causes', 'prevents']
['treats', 'same_as', 'interacts_with', 'isa']
['affects', 'produces', 'associated_with', 'treats']
['affects', 'location_of', 'complicates', 'stimulates']
['affects', 'coexists_with', 'coexists_with', 'complicates']
['affects', 'interacts_with', 'disrupts', 'diagnoses']
['affects', 'location_of']
['affects', 'prevents', 'complicates', 'prevents']
['affects', 'causes', 'occurs_in', 'associated_with']
['affects', 'coexists_with', 'same_as', 'diagnoses']
['affects', 'coexists_with', 'coexists_with', 'disrupts']
['affects', 'treats', 'affects', 'produces']
['affects']
['affects', 'occurs_in', 'diagnoses', 'associated_with']
['affects', 'affects', 'interacts_with', 'associated_with']
['affects', 'interacts_with', 'diagnoses', 'coexists_with']
['affects', 'complicates', 'inhibits', 'coexists_with']
['affects', 'prevents', 'occurs_in', 'disrupts']
['affects', 'causes', 'interacts_with', 'disrupts']
['affects', 'location_of', 'stimulates', 'disrupts']
['affects', 'inhibits', 'disrupts', 'complicates']
['affects', 'augments', 'coexists_with', 'interacts_with']
['affects', 'causes', 'disrupts', 'location_of']
['affects', 'isa', 'associated_with', 'stimulates']
['affects', 'disrupts', 'inhibits', 'occurs_in']
['affects', 'prevents']
['affects', 'produces', 'diagnoses', 'prevents']
['affects', 'produces', 'disrupts', 'complicates']
['affects', 'location_of', 'occurs_in', 'produces']
['affects', 'compared_with', 'inhibits', 'prevents']
['affects', 'affects', 'isa']
['affects', 'produces']
['affects', 'occurs_in']
['affects', 'causes']
['affects', 'produces', 'coexists_with']
['affects', 'same_as', 'compared_with', 'complicates']
['affects', 'stimulates', 'stimulates', 'associated_with']
['affects', 'causes', 'causes']
['affects', 'occurs_in', 'coexists_with', 'coexists_with']
['affects', 'associated_with', 'interacts_with', 'causes']
['affects', 'augments', 'treats', 'complicates']
['affects', 'same_as', 'augments', 'coexists_with']
['affects', 'part_of', 'same_as', 'compared_with']
['affects', 'affects', 'treats', 'disrupts']
['affects', 'disrupts', 'interacts_with', 'inhibits']
['affects', 'complicates', 'complicates', 'compared_with']
['affects', 'disrupts', 'stimulates', 'complicates']
['affects', 'occurs_in', 'complicates', 'stimulates']
['affects', 'treats', 'augments', 'part_of']
['affects', 'coexists_with', 'part_of', 'causes']
['affects', 'diagnoses', 'inhibits', 'associated_with']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'inhibits', 'part_of', 'augments']
['affects', 'part_of', 'diagnoses', 'treats']
['affects', 'complicates', 'treats', 'produces']
['affects', 'location_of', 'diagnoses', 'location_of']
['affects', 'treats', 'diagnoses', 'affects']
['affects', 'occurs_in', 'treats', 'stimulates']
['affects', 'coexists_with', 'augments', 'occurs_in']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'interacts_with', 'interacts_with', 'diagnoses']
['affects', 'stimulates', 'causes', 'stimulates']
['affects', 'disrupts', 'interacts_with', 'location_of']
['affects', 'part_of', 'causes', 'causes']
['affects', 'causes', 'complicates', 'location_of']
['affects', 'coexists_with', 'complicates', 'diagnoses']
['affects', 'affects', 'isa', 'stimulates']
['affects', 'stimulates', 'inhibits', 'stimulates']
['affects', 'isa', 'treats', 'complicates']
['affects', 'inhibits', 'inhibits', 'location_of']
['affects', 'causes', 'prevents', 'inhibits']
['affects', 'same_as', 'stimulates', 'complicates']
['affects', 'interacts_with', 'disrupts', 'affects']
['affects', 'affects', 'produces', 'complicates']
['affects', 'interacts_with', 'same_as', 'affects']
['affects', 'diagnoses', 'produces', 'prevents']
['affects', 'produces', 'diagnoses', 'treats']
['affects', 'affects', 'associated_with', 'interacts_with']
['affects', 'coexists_with', 'disrupts', 'treats']
['affects', 'location_of', 'causes', 'produces']
['affects', 'treats', 'compared_with', 'isa']
['affects', 'isa', 'stimulates', 'stimulates']
['affects', 'same_as', 'occurs_in', 'isa']
['affects', 'compared_with', 'prevents', 'stimulates']
['affects', 'prevents', 'disrupts', 'affects']
['affects', 'affects', 'part_of', 'associated_with']
['affects', 'produces', 'occurs_in', 'diagnoses']
['affects', 'prevents', 'affects', 'augments']
['affects', 'treats', 'diagnoses', 'location_of']
['affects', 'disrupts', 'same_as', 'occurs_in']
['affects', 'stimulates', 'part_of']
['affects', 'augments', 'occurs_in', 'part_of']
['affects', 'location_of', 'same_as', 'coexists_with']
['affects', 'diagnoses', 'treats', 'affects']
['affects', 'treats', 'associated_with', 'associated_with']
['affects', 'augments', 'diagnoses', 'stimulates']
['affects', 'produces', 'coexists_with', 'prevents']
['affects', 'diagnoses', 'produces', 'disrupts']
['affects', 'compared_with', 'prevents', 'disrupts']
['affects', 'diagnoses', 'produces', 'stimulates']
['interacts_with', 'produces', 'augments', 'stimulates']
['interacts_with', 'causes', 'complicates', 'associated_with']
['interacts_with', 'augments', 'location_of', 'inhibits']
['interacts_with', 'stimulates', 'causes', 'prevents']
['interacts_with', 'produces', 'inhibits', 'complicates']
['interacts_with', 'diagnoses', 'prevents', 'causes']
['interacts_with', 'disrupts', 'causes', 'isa']
['interacts_with', 'associated_with', 'affects', 'coexists_with']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'produces', 'interacts_with', 'occurs_in']
['interacts_with', 'causes', 'produces', 'interacts_with']
['interacts_with', 'inhibits', 'part_of', 'occurs_in']
['interacts_with', 'stimulates', 'associated_with', 'same_as']
['interacts_with', 'complicates', 'interacts_with', 'associated_with']
['interacts_with', 'causes', 'treats', 'produces']
['interacts_with', 'associated_with', 'interacts_with', 'occurs_in']
['interacts_with', 'complicates', 'occurs_in', 'location_of']
['interacts_with', 'causes', 'inhibits', 'affects']
['interacts_with', 'affects', 'disrupts', 'causes']
['interacts_with', 'causes']
['interacts_with', 'occurs_in', 'causes', 'complicates']
['interacts_with', 'complicates', 'disrupts', 'complicates']
['interacts_with', 'causes', 'causes', 'disrupts']
['interacts_with', 'stimulates', 'part_of', 'location_of']
['interacts_with', 'part_of', 'disrupts', 'affects']
['interacts_with', 'complicates', 'produces', 'causes']
['interacts_with', 'stimulates', 'disrupts', 'part_of']
['interacts_with', 'stimulates', 'inhibits', 'treats']
['interacts_with', 'same_as', 'coexists_with', 'disrupts']
['interacts_with', 'complicates', 'augments', 'diagnoses']
['interacts_with', 'causes', 'disrupts', 'produces']
['interacts_with', 'prevents', 'affects', 'coexists_with']
['interacts_with', 'isa']
['interacts_with', 'associated_with', 'interacts_with', 'treats']
['interacts_with', 'diagnoses', 'prevents', 'coexists_with']
['interacts_with', 'location_of', 'compared_with', 'treats']
['interacts_with', 'disrupts', 'complicates', 'occurs_in']
['interacts_with', 'associated_with', 'causes', 'inhibits']
['interacts_with', 'affects', 'part_of', 'augments']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'isa', 'part_of', 'inhibits']
['interacts_with']
['interacts_with', 'stimulates', 'associated_with', 'coexists_with']
['interacts_with', 'interacts_with', 'affects', 'prevents']
['interacts_with', 'complicates', 'part_of', 'produces']
['interacts_with', 'associated_with', 'coexists_with', 'produces']
['interacts_with', 'interacts_with', 'affects', 'isa']
['interacts_with', 'part_of', 'treats', 'associated_with']
['interacts_with', 'causes', 'inhibits', 'causes']
['interacts_with', 'stimulates', 'associated_with', 'stimulates']
['interacts_with', 'compared_with', 'complicates', 'complicates']
['interacts_with', 'complicates', 'complicates', 'produces']
['interacts_with', 'diagnoses']
['interacts_with', 'location_of', 'augments', 'stimulates']
['interacts_with', 'interacts_with', 'associated_with', 'prevents']
['interacts_with', 'occurs_in', 'treats', 'associated_with']
['interacts_with', 'isa', 'causes', 'causes']
['interacts_with', 'prevents', 'compared_with', 'causes']
['interacts_with', 'prevents', 'compared_with', 'diagnoses']
['interacts_with', 'occurs_in', 'treats', 'augments']
['interacts_with', 'interacts_with', 'complicates', 'coexists_with']
['interacts_with', 'location_of', 'prevents', 'inhibits']
['interacts_with', 'affects']
['interacts_with', 'coexists_with', 'disrupts', 'isa']
['interacts_with', 'same_as', 'same_as', 'treats']
['interacts_with', 'occurs_in', 'inhibits', 'disrupts']
['interacts_with', 'coexists_with', 'augments', 'isa']
['interacts_with', 'produces', 'same_as', 'associated_with']
['interacts_with', 'occurs_in', 'produces', 'isa']
['interacts_with', 'affects', 'complicates', 'complicates']
['interacts_with', 'diagnoses', 'part_of', 'same_as']
['interacts_with', 'compared_with', 'prevents', 'produces']
['interacts_with', 'affects', 'affects', 'complicates']
['interacts_with', 'affects', 'augments', 'same_as']
['interacts_with', 'complicates', 'part_of', 'interacts_with']
['interacts_with', 'prevents', 'stimulates', 'same_as']
['interacts_with', 'prevents', 'augments', 'treats']
['interacts_with', 'stimulates', 'same_as', 'stimulates']
['interacts_with', 'coexists_with', 'location_of', 'occurs_in']
['interacts_with', 'disrupts', 'stimulates']
['interacts_with', 'compared_with', 'prevents', 'part_of']
['interacts_with', 'treats']
['interacts_with', 'affects', 'inhibits', 'prevents']
['interacts_with', 'augments', 'same_as', 'disrupts']
['interacts_with', 'isa', 'occurs_in', 'isa']
['interacts_with', 'interacts_with', 'associated_with', 'same_as']
['interacts_with', 'prevents', 'compared_with', 'same_as']
['interacts_with', 'stimulates', 'augments', 'occurs_in']
['interacts_with', 'coexists_with', 'interacts_with', 'coexists_with']
['interacts_with', 'inhibits', 'produces', 'prevents']
['interacts_with', 'produces', 'produces', 'interacts_with']
['interacts_with', 'same_as', 'stimulates', 'produces']
['interacts_with', 'inhibits', 'part_of', 'inhibits']
['interacts_with', 'diagnoses', 'associated_with', 'same_as']
['interacts_with', 'same_as', 'isa', 'prevents']
['interacts_with', 'coexists_with', 'same_as', 'part_of']
['interacts_with', 'stimulates', 'augments', 'prevents']
['interacts_with', 'augments', 'inhibits', 'same_as']
['interacts_with', 'coexists_with', 'part_of', 'same_as']
['coexists_with', 'associated_with', 'same_as', 'disrupts']
['coexists_with', 'disrupts', 'interacts_with', 'prevents']
['coexists_with', 'stimulates', 'coexists_with', 'augments']
['coexists_with', 'complicates', 'stimulates', 'stimulates']
['coexists_with', 'produces', 'diagnoses', 'isa']
['coexists_with', 'compared_with', 'diagnoses', 'occurs_in']
['coexists_with', 'augments', 'produces', 'compared_with']
['coexists_with', 'same_as', 'associated_with', 'stimulates']
['coexists_with', 'coexists_with', 'occurs_in', 'location_of']
['coexists_with', 'causes', 'location_of', 'stimulates']
['coexists_with', 'produces', 'stimulates', 'stimulates']
['coexists_with', 'isa', 'causes', 'augments']
['coexists_with', 'associated_with', 'diagnoses', 'prevents']
['coexists_with', 'affects', 'prevents', 'inhibits']
['coexists_with', 'complicates', 'location_of', 'disrupts']
['coexists_with', 'affects', 'inhibits', 'diagnoses']
['coexists_with', 'occurs_in', 'part_of', 'associated_with']
['coexists_with', 'augments']
['coexists_with', 'causes', 'treats']
['coexists_with', 'causes', 'produces', 'diagnoses']
['coexists_with', 'prevents', 'produces', 'disrupts']
['coexists_with', 'disrupts', 'affects', 'part_of']
['coexists_with', 'stimulates', 'treats', 'location_of']
['coexists_with', 'disrupts', 'complicates', 'produces']
['coexists_with', 'inhibits', 'produces', 'causes']
['coexists_with', 'produces', 'interacts_with', 'interacts_with']
['coexists_with', 'affects', 'stimulates', 'coexists_with']
['coexists_with', 'affects', 'occurs_in', 'coexists_with']
['coexists_with', 'coexists_with', 'treats', 'associated_with']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'diagnoses', 'interacts_with', 'treats']
['coexists_with', 'treats', 'complicates', 'compared_with']
['coexists_with', 'affects', 'location_of', 'affects']
['coexists_with']
['coexists_with', 'associated_with', 'stimulates', 'produces']
['coexists_with', 'affects', 'occurs_in', 'compared_with']
['coexists_with', 'augments', 'stimulates', 'produces']
['coexists_with', 'diagnoses', 'prevents', 'stimulates']
['coexists_with', 'compared_with', 'inhibits', 'isa']
['coexists_with', 'stimulates', 'interacts_with', 'interacts_with']
['coexists_with', 'disrupts', 'produces', 'stimulates']
['coexists_with', 'stimulates', 'diagnoses', 'inhibits']
['coexists_with', 'inhibits', 'disrupts', 'treats']
['coexists_with', 'causes', 'produces', 'affects']
['coexists_with', 'location_of', 'causes', 'prevents']
['coexists_with', 'complicates', 'occurs_in', 'disrupts']
['coexists_with', 'isa', 'occurs_in', 'isa']
['coexists_with', 'prevents', 'occurs_in', 'diagnoses']
['coexists_with', 'inhibits', 'location_of', 'interacts_with']
['coexists_with', 'occurs_in', 'prevents', 'affects']
['coexists_with', 'stimulates', 'compared_with', 'produces']
['coexists_with', 'complicates', 'causes', 'stimulates']
['coexists_with', 'coexists_with', 'interacts_with', 'complicates']
['coexists_with', 'coexists_with', 'produces', 'produces']
['coexists_with', 'affects', 'produces', 'causes']
['coexists_with', 'associated_with', 'location_of']
['coexists_with', 'interacts_with', 'stimulates', 'diagnoses']
['coexists_with', 'associated_with', 'occurs_in', 'disrupts']
['coexists_with', 'compared_with']
['coexists_with', 'same_as', 'isa', 'occurs_in']
['coexists_with', 'occurs_in', 'affects', 'interacts_with']
['coexists_with', 'stimulates', 'augments', 'inhibits']
['coexists_with', 'occurs_in', 'interacts_with', 'coexists_with']
['coexists_with', 'causes', 'compared_with']
['coexists_with', 'part_of', 'associated_with', 'compared_with']
['coexists_with', 'prevents', 'stimulates', 'same_as']
['coexists_with', 'location_of', 'stimulates', 'produces']
['coexists_with', 'interacts_with', 'affects', 'compared_with']
['coexists_with', 'associated_with', 'coexists_with', 'diagnoses']
['coexists_with', 'part_of', 'inhibits', 'compared_with']
['coexists_with', 'interacts_with', 'complicates', 'augments']
['coexists_with', 'augments', 'location_of', 'complicates']
['coexists_with', 'compared_with', 'diagnoses', 'treats']
['coexists_with', 'associated_with', 'treats', 'treats']
['coexists_with', 'occurs_in']
['coexists_with', 'inhibits', 'augments', 'occurs_in']
['coexists_with', 'complicates', 'occurs_in', 'augments']
['coexists_with', 'part_of', 'produces']
['coexists_with', 'location_of', 'prevents']
['coexists_with', 'complicates', 'treats', 'causes']
['coexists_with', 'diagnoses', 'inhibits', 'occurs_in']
['coexists_with', 'causes', 'isa', 'same_as']
['coexists_with', 'affects', 'compared_with', 'disrupts']
['coexists_with', 'occurs_in', 'occurs_in', 'compared_with']
['coexists_with', 'diagnoses']
['coexists_with', 'prevents', 'inhibits', 'complicates']
['coexists_with', 'occurs_in', 'same_as', 'augments']
['coexists_with', 'associated_with', 'location_of', 'affects']
['coexists_with', 'stimulates', 'compared_with', 'stimulates']
['coexists_with', 'occurs_in', 'disrupts', 'inhibits']
['coexists_with', 'location_of', 'prevents', 'augments']
['coexists_with', 'diagnoses', 'augments', 'complicates']
['coexists_with', 'diagnoses', 'same_as', 'prevents']
['coexists_with', 'stimulates', 'same_as', 'stimulates']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'isa', 'produces', 'interacts_with']
['coexists_with', 'produces', 'affects', 'augments']
['coexists_with', 'affects', 'affects', 'diagnoses']
['isa', 'same_as', 'augments', 'part_of']
['isa', 'same_as', 'associated_with', 'stimulates']
['isa', 'diagnoses', 'treats', 'associated_with']
['isa', 'causes', 'interacts_with', 'location_of']
['isa', 'stimulates']
['isa', 'occurs_in', 'associated_with', 'prevents']
['isa', 'associated_with', 'stimulates', 'compared_with']
['isa', 'produces', 'location_of', 'coexists_with']
['isa', 'part_of', 'occurs_in', 'diagnoses']
['isa', 'inhibits', 'affects', 'associated_with']
['isa', 'location_of', 'produces', 'disrupts']
['isa', 'complicates', 'part_of', 'disrupts']
['isa', 'prevents', 'produces', 'associated_with']
['isa', 'disrupts', 'inhibits', 'interacts_with']
['isa', 'affects', 'associated_with', 'location_of']
['isa', 'treats', 'disrupts', 'compared_with']
['isa', 'prevents', 'augments', 'coexists_with']
['isa', 'occurs_in', 'associated_with']
['isa', 'inhibits', 'causes', 'stimulates']
['isa', 'prevents', 'diagnoses', 'coexists_with']
['isa', 'stimulates', 'location_of', 'same_as']
['isa', 'treats', 'complicates', 'disrupts']
['isa', 'causes', 'compared_with', 'treats']
['isa', 'prevents', 'compared_with', 'location_of']
