['diagnoses', 'same_as', 'produces', 'inhibits']
['associated_with', 'interacts_with', 'stimulates', 'treats']
['associated_with', 'causes', 'location_of', 'prevents']
['associated_with', 'compared_with', 'occurs_in', 'complicates']
['associated_with', 'complicates', 'disrupts', 'augments']
['associated_with', 'causes', 'occurs_in', 'part_of']
['associated_with', 'compared_with', 'occurs_in']
['associated_with', 'augments', 'disrupts', 'disrupts']
['associated_with', 'coexists_with', 'compared_with', 'isa']
['associated_with', 'associated_with', 'augments', 'produces']
['associated_with', 'disrupts', 'causes', 'part_of']
['associated_with', 'affects', 'disrupts', 'associated_with']
['associated_with', 'location_of', 'isa', 'same_as']
['associated_with', 'stimulates', 'interacts_with', 'interacts_with']
['associated_with', 'inhibits', 'part_of', 'same_as']
['associated_with', 'complicates', 'prevents', 'prevents']
['associated_with', 'prevents', 'occurs_in', 'isa']
['associated_with', 'inhibits', 'complicates', 'treats']
['associated_with', 'location_of', 'prevents', 'complicates']
['associated_with', 'part_of', 'complicates', 'associated_with']
['associated_with', 'occurs_in', 'augments', 'diagnoses']
['associated_with', 'inhibits', 'augments', 'coexists_with']
['associated_with', 'compared_with', 'associated_with', 'treats']
['associated_with', 'disrupts', 'location_of', 'produces']
['associated_with', 'causes', 'occurs_in']
['associated_with', 'associated_with', 'prevents', 'complicates']
['associated_with', 'diagnoses', 'causes', 'diagnoses']
['associated_with', 'location_of', 'compared_with', 'augments']
['associated_with', 'occurs_in', 'isa', 'produces']
['associated_with', 'diagnoses', 'causes', 'produces']
['associated_with', 'causes', 'diagnoses', 'compared_with']
['associated_with', 'same_as', 'same_as']
['associated_with', 'affects', 'inhibits', 'interacts_with']
['associated_with', 'isa', 'stimulates', 'affects']
['associated_with', 'stimulates', 'prevents', 'affects']
['associated_with', 'affects', 'produces', 'same_as']
['associated_with', 'augments', 'affects', 'complicates']
['associated_with', 'occurs_in', 'stimulates', 'same_as']
['associated_with', 'treats', 'augments', 'part_of']
['associated_with', 'location_of', 'part_of', 'disrupts']
['associated_with', 'augments', 'affects', 'compared_with']
['associated_with', 'occurs_in', 'complicates', 'location_of']
['associated_with', 'causes', 'complicates', 'produces']
['associated_with', 'complicates', 'affects', 'stimulates']
['associated_with', 'diagnoses', 'stimulates', 'inhibits']
['associated_with', 'part_of', 'coexists_with', 'causes']
['associated_with', 'same_as', 'causes']
['associated_with']
['associated_with', 'diagnoses']
['associated_with', 'occurs_in', 'location_of', 'compared_with']
['associated_with', 'augments', 'coexists_with', 'same_as']
['associated_with', 'treats', 'compared_with', 'augments']
['associated_with', 'treats', 'causes', 'affects']
['associated_with', 'inhibits', 'disrupts', 'part_of']
['associated_with', 'disrupts', 'interacts_with', 'treats']
['associated_with', 'causes', 'causes', 'associated_with']
['associated_with', 'affects', 'coexists_with', 'augments']
['associated_with', 'diagnoses', 'location_of', 'compared_with']
['associated_with', 'isa', 'causes', 'same_as']
['associated_with', 'coexists_with', 'affects', 'interacts_with']
['associated_with', 'inhibits']
['associated_with', 'coexists_with', 'disrupts', 'associated_with']
['associated_with', 'associated_with', 'prevents', 'part_of']
['associated_with', 'stimulates', 'treats', 'prevents']
['associated_with', 'prevents', 'disrupts', 'same_as']
['associated_with', 'diagnoses', 'associated_with', 'disrupts']
['associated_with', 'produces', 'compared_with', 'causes']
['associated_with', 'prevents', 'treats', 'diagnoses']
['associated_with', 'same_as', 'isa', 'coexists_with']
['associated_with', 'location_of', 'treats', 'same_as']
['associated_with', 'affects']
['associated_with', 'associated_with', 'part_of', 'compared_with']
['associated_with', 'stimulates', 'isa', 'part_of']
['associated_with', 'produces', 'affects', 'same_as']
['treats', 'affects', 'coexists_with', 'produces']
['treats', 'location_of', 'complicates', 'causes']
['treats', 'occurs_in', 'compared_with', 'location_of']
['treats', 'complicates', 'augments', 'part_of']
['treats', 'interacts_with', 'produces', 'same_as']
['treats', 'isa', 'complicates', 'affects']
['treats', 'same_as', 'prevents', 'associated_with']
['treats', 'produces', 'disrupts', 'interacts_with']
['treats', 'associated_with', 'location_of', 'produces']
['treats', 'disrupts', 'interacts_with', 'isa']
['treats', 'diagnoses', 'augments', 'produces']
['treats', 'same_as', 'isa', 'associated_with']
['treats', 'disrupts', 'location_of', 'diagnoses']
['treats', 'produces', 'causes', 'associated_with']
['treats', 'same_as', 'inhibits', 'coexists_with']
['treats', 'coexists_with', 'complicates', 'produces']
['treats', 'same_as', 'interacts_with', 'compared_with']
['treats', 'complicates', 'location_of', 'prevents']
['treats', 'causes', 'compared_with', 'affects']
['treats', 'part_of', 'produces', 'inhibits']
['treats', 'prevents', 'part_of', 'treats']
['treats', 'disrupts', 'treats', 'part_of']
['treats', 'produces', 'associated_with', 'same_as']
['treats', 'occurs_in', 'diagnoses', 'disrupts']
['treats', 'treats', 'causes', 'isa']
['treats', 'produces', 'same_as', 'occurs_in']
['treats', 'inhibits', 'compared_with', 'diagnoses']
['treats', 'stimulates']
['treats', 'part_of', 'inhibits', 'same_as']
['treats', 'disrupts', 'causes', 'associated_with']
['treats', 'augments', 'interacts_with', 'produces']
['treats', 'augments', 'affects', 'isa']
['treats', 'prevents', 'isa', 'prevents']
['treats', 'prevents', 'associated_with', 'inhibits']
['treats', 'occurs_in', 'coexists_with', 'associated_with']
['treats', 'inhibits', 'disrupts', 'treats']
['treats', 'augments', 'treats', 'produces']
['treats', 'same_as', 'treats', 'prevents']
['treats', 'isa', 'same_as']
['treats', 'location_of', 'isa', 'complicates']
['treats', 'treats', 'coexists_with', 'occurs_in']
['treats', 'stimulates', 'treats', 'affects']
['treats', 'location_of', 'stimulates', 'location_of']
['treats', 'occurs_in', 'compared_with']
['treats', 'produces', 'affects', 'occurs_in']
['treats', 'interacts_with', 'stimulates', 'isa']
['treats', 'treats', 'compared_with', 'location_of']
['treats', 'interacts_with', 'complicates', 'coexists_with']
['treats', 'coexists_with', 'causes', 'compared_with']
['treats', 'same_as', 'isa', 'produces']
['treats', 'inhibits', 'augments', 'interacts_with']
['treats', 'isa', 'disrupts', 'complicates']
['treats', 'location_of', 'prevents', 'isa']
['treats', 'compared_with', 'disrupts', 'associated_with']
['treats', 'produces', 'occurs_in', 'inhibits']
['treats', 'diagnoses', 'diagnoses', 'disrupts']
['treats', 'treats', 'isa', 'location_of']
['treats', 'inhibits', 'stimulates', 'occurs_in']
['treats', 'treats', 'causes', 'inhibits']
['treats', 'prevents', 'prevents', 'prevents']
['treats', 'produces', 'augments', 'isa']
['treats']
['treats', 'isa', 'affects', 'associated_with']
['treats', 'inhibits', 'same_as', 'same_as']
['treats', 'disrupts', 'isa', 'prevents']
['treats', 'isa', 'complicates', 'diagnoses']
['treats', 'part_of', 'augments', 'associated_with']
['treats', 'location_of', 'isa']
['treats', 'diagnoses', 'treats', 'stimulates']
['treats', 'compared_with', 'diagnoses', 'associated_with']
['treats', 'affects', 'interacts_with', 'disrupts']
['treats', 'location_of', 'stimulates', 'disrupts']
['treats', 'diagnoses', 'isa', 'affects']
['treats', 'part_of', 'prevents', 'coexists_with']
['treats', 'treats', 'prevents', 'complicates']
['treats', 'augments', 'coexists_with', 'same_as']
['treats', 'occurs_in', 'associated_with', 'diagnoses']
['treats', 'affects', 'treats', 'same_as']
['treats', 'prevents']
['treats', 'prevents', 'occurs_in', 'complicates']
['treats', 'causes', 'diagnoses', 'inhibits']
['treats', 'augments', 'part_of', 'part_of']
['treats', 'same_as', 'compared_with', 'treats']
['treats', 'associated_with', 'occurs_in', 'part_of']
['treats', 'prevents', 'treats']
['treats', 'prevents', 'affects', 'prevents']
['treats', 'occurs_in', 'prevents', 'stimulates']
['treats', 'prevents', 'occurs_in', 'isa']
['treats', 'isa', 'causes', 'disrupts']
['treats', 'inhibits', 'affects', 'isa']
['treats', 'location_of', 'affects', 'part_of']
['treats', 'prevents', 'causes', 'same_as']
['treats', 'disrupts', 'augments', 'complicates']
['affects', 'treats', 'prevents', 'isa']
['affects', 'complicates']
['affects', 'treats', 'inhibits', 'coexists_with']
['affects', 'occurs_in', 'coexists_with', 'same_as']
['affects', 'compared_with', 'compared_with', 'part_of']
['affects', 'part_of', 'diagnoses']
['affects', 'interacts_with', 'compared_with', 'stimulates']
['affects', 'diagnoses', 'prevents', 'associated_with']
['affects', 'augments', 'coexists_with', 'affects']
['affects', 'treats', 'produces', 'complicates']
['affects', 'compared_with', 'treats', 'coexists_with']
['affects', 'location_of', 'disrupts', 'occurs_in']
['affects', 'same_as', 'occurs_in', 'prevents']
['affects', 'compared_with', 'compared_with', 'compared_with']
['affects', 'prevents', 'interacts_with', 'occurs_in']
['affects', 'part_of', 'inhibits', 'affects']
['affects', 'augments', 'causes', 'isa']
['affects']
['affects', 'augments', 'compared_with', 'produces']
['affects', 'isa', 'isa', 'interacts_with']
['affects', 'disrupts', 'isa']
['affects', 'stimulates', 'treats', 'augments']
['affects', 'coexists_with', 'stimulates', 'interacts_with']
['affects', 'same_as', 'augments', 'same_as']
['affects', 'augments', 'complicates', 'interacts_with']
['affects', 'diagnoses', 'prevents', 'same_as']
['affects', 'causes']
['affects', 'interacts_with', 'stimulates', 'prevents']
['affects', 'interacts_with', 'produces', 'affects']
['affects', 'prevents', 'affects', 'disrupts']
['affects', 'affects', 'inhibits', 'part_of']
['affects', 'part_of', 'occurs_in', 'produces']
['affects', 'part_of', 'prevents', 'affects']
['affects', 'disrupts', 'augments', 'treats']
['affects', 'produces', 'coexists_with', 'produces']
['affects', 'part_of']
['affects', 'disrupts', 'coexists_with']
['affects', 'prevents', 'associated_with', 'coexists_with']
['affects', 'produces', 'augments', 'inhibits']
['affects', 'same_as', 'treats']
['affects', 'part_of', 'part_of', 'complicates']
['affects', 'treats', 'part_of', 'occurs_in']
['affects', 'isa', 'complicates', 'disrupts']
['affects', 'same_as', 'coexists_with']
['affects', 'treats', 'causes', 'augments']
['affects', 'produces', 'prevents', 'complicates']
['affects', 'interacts_with', 'associated_with', 'complicates']
['affects', 'complicates', 'treats', 'compared_with']
['affects', 'treats', 'affects', 'affects']
['affects', 'compared_with', 'diagnoses', 'isa']
['affects', 'associated_with', 'stimulates', 'disrupts']
['affects', 'associated_with', 'same_as', 'same_as']
['affects', 'inhibits', 'same_as', 'same_as']
['affects', 'augments', 'occurs_in', 'diagnoses']
['affects', 'disrupts', 'diagnoses', 'stimulates']
['affects', 'prevents', 'diagnoses', 'location_of']
['affects', 'augments', 'occurs_in', 'same_as']
['affects', 'inhibits', 'prevents', 'complicates']
['affects', 'diagnoses', 'diagnoses', 'inhibits']
['affects', 'augments', 'diagnoses']
['affects', 'associated_with', 'location_of', 'inhibits']
['affects', 'isa', 'inhibits']
['affects', 'associated_with', 'augments', 'associated_with']
['affects', 'complicates', 'stimulates', 'associated_with']
['affects', 'isa', 'treats', 'location_of']
['affects', 'produces', 'part_of', 'stimulates']
['affects', 'same_as', 'location_of', 'coexists_with']
['affects', 'stimulates', 'affects', 'interacts_with']
['affects', 'same_as', 'coexists_with', 'coexists_with']
['affects', 'affects', 'coexists_with', 'complicates']
['affects', 'complicates', 'part_of', 'interacts_with']
['affects', 'prevents', 'part_of', 'occurs_in']
['affects', 'coexists_with', 'location_of', 'compared_with']
['affects', 'isa']
['affects', 'treats', 'disrupts', 'same_as']
['affects', 'prevents', 'disrupts', 'compared_with']
['affects', 'disrupts', 'causes', 'associated_with']
['affects', 'coexists_with', 'causes', 'augments']
['affects', 'isa', 'interacts_with', 'same_as']
['affects', 'interacts_with', 'causes', 'produces']
['affects', 'produces', 'causes', 'stimulates']
['affects', 'associated_with', 'same_as', 'causes']
['affects', 'causes', 'complicates', 'stimulates']
['affects', 'associated_with', 'isa', 'produces']
['affects', 'location_of', 'isa', 'augments']
['affects', 'compared_with', 'associated_with', 'produces']
['affects', 'disrupts']
['affects', 'produces', 'coexists_with', 'occurs_in']
['affects', 'causes', 'compared_with', 'associated_with']
['affects', 'complicates', 'produces', 'location_of']
['affects', 'causes', 'coexists_with', 'causes']
['affects', 'diagnoses', 'stimulates', 'stimulates']
['affects', 'part_of', 'complicates', 'augments']
['affects', 'same_as', 'stimulates']
['affects', 'part_of', 'prevents']
['affects', 'coexists_with', 'compared_with', 'treats']
['interacts_with', 'interacts_with', 'associated_with', 'causes']
['interacts_with', 'inhibits', 'augments', 'stimulates']
['interacts_with', 'augments', 'prevents', 'coexists_with']
['interacts_with', 'stimulates', 'compared_with', 'stimulates']
['interacts_with', 'diagnoses', 'complicates', 'coexists_with']
['interacts_with', 'part_of', 'coexists_with', 'augments']
['interacts_with', 'part_of', 'same_as']
['interacts_with', 'affects', 'location_of', 'stimulates']
['interacts_with', 'disrupts', 'treats', 'affects']
['interacts_with', 'disrupts', 'produces', 'interacts_with']
['interacts_with', 'interacts_with', 'same_as', 'associated_with']
['interacts_with', 'inhibits', 'coexists_with', 'disrupts']
['interacts_with', 'diagnoses', 'diagnoses']
['interacts_with', 'isa', 'location_of', 'augments']
['interacts_with']
['interacts_with', 'same_as', 'location_of', 'associated_with']
['interacts_with', 'associated_with', 'produces']
['interacts_with', 'same_as', 'location_of', 'disrupts']
['interacts_with', 'coexists_with', 'affects', 'occurs_in']
['interacts_with', 'associated_with', 'inhibits', 'isa']
['interacts_with', 'inhibits', 'interacts_with', 'disrupts']
['interacts_with', 'produces', 'prevents', 'occurs_in']
['interacts_with', 'produces', 'affects', 'part_of']
['interacts_with', 'causes', 'part_of', 'prevents']
['interacts_with', 'augments', 'coexists_with', 'associated_with']
['interacts_with', 'produces', 'disrupts', 'treats']
['interacts_with', 'stimulates', 'coexists_with', 'associated_with']
['interacts_with', 'treats', 'treats', 'isa']
['interacts_with', 'prevents', 'same_as', 'stimulates']
['interacts_with', 'associated_with', 'part_of', 'inhibits']
['interacts_with', 'interacts_with']
['interacts_with', 'inhibits', 'occurs_in', 'part_of']
['interacts_with', 'complicates', 'disrupts', 'inhibits']
['interacts_with', 'prevents', 'prevents', 'treats']
['interacts_with', 'associated_with', 'treats', 'isa']
['interacts_with', 'isa', 'augments', 'location_of']
['interacts_with', 'stimulates', 'isa', 'diagnoses']
['interacts_with', 'augments', 'disrupts', 'diagnoses']
['interacts_with', 'location_of', 'stimulates', 'treats']
['interacts_with', 'coexists_with', 'isa', 'coexists_with']
['interacts_with', 'complicates', 'location_of', 'coexists_with']
['interacts_with', 'treats', 'compared_with', 'location_of']
['interacts_with', 'augments', 'complicates', 'stimulates']
['interacts_with', 'isa', 'prevents', 'affects']
['interacts_with', 'prevents', 'interacts_with', 'disrupts']
['interacts_with', 'affects', 'isa', 'associated_with']
['interacts_with', 'coexists_with']
['interacts_with', 'diagnoses', 'inhibits', 'occurs_in']
['interacts_with', 'compared_with', 'part_of', 'same_as']
['interacts_with', 'coexists_with', 'part_of', 'treats']
['interacts_with', 'disrupts', 'occurs_in', 'produces']
['interacts_with', 'causes', 'treats', 'isa']
['interacts_with', 'inhibits', 'causes', 'occurs_in']
['interacts_with', 'causes', 'prevents', 'part_of']
['interacts_with', 'prevents']
['interacts_with', 'diagnoses', 'interacts_with', 'isa']
['interacts_with', 'interacts_with', 'treats', 'interacts_with']
['interacts_with', 'diagnoses', 'complicates', 'diagnoses']
['interacts_with', 'prevents', 'complicates', 'produces']
['interacts_with', 'inhibits', 'compared_with', 'diagnoses']
['interacts_with', 'location_of', 'coexists_with', 'part_of']
['interacts_with', 'affects']
['interacts_with', 'location_of', 'affects', 'treats']
['interacts_with', 'stimulates', 'part_of', 'isa']
['interacts_with', 'causes', 'same_as', 'diagnoses']
['interacts_with', 'disrupts', 'affects', 'causes']
['interacts_with', 'coexists_with', 'augments', 'associated_with']
['interacts_with', 'disrupts', 'complicates', 'coexists_with']
['interacts_with', 'disrupts', 'augments', 'interacts_with']
['interacts_with', 'treats', 'occurs_in']
['interacts_with', 'disrupts', 'complicates', 'part_of']
['interacts_with', 'associated_with', 'same_as', 'compared_with']
['interacts_with', 'produces', 'affects', 'treats']
['interacts_with', 'location_of', 'augments', 'compared_with']
['interacts_with', 'augments']
['interacts_with', 'disrupts', 'prevents', 'part_of']
['interacts_with', 'disrupts', 'interacts_with', 'inhibits']
['interacts_with', 'part_of', 'coexists_with', 'coexists_with']
['interacts_with', 'associated_with', 'coexists_with', 'causes']
['interacts_with', 'stimulates', 'causes', 'isa']
['interacts_with', 'inhibits', 'disrupts', 'augments']
['interacts_with', 'compared_with', 'treats', 'location_of']
['interacts_with', 'prevents', 'inhibits', 'stimulates']
['interacts_with', 'part_of', 'compared_with', 'diagnoses']
['interacts_with', 'causes', 'coexists_with', 'interacts_with']
['interacts_with', 'diagnoses', 'treats', 'occurs_in']
['interacts_with', 'same_as', 'same_as', 'location_of']
['interacts_with', 'associated_with', 'associated_with', 'occurs_in']
['interacts_with', 'coexists_with', 'treats', 'coexists_with']
['interacts_with', 'affects', 'part_of', 'associated_with']
['interacts_with', 'complicates', 'isa', 'part_of']
['interacts_with', 'augments', 'augments', 'compared_with']
['interacts_with', 'occurs_in', 'coexists_with', 'associated_with']
['interacts_with', 'stimulates', 'isa', 'same_as']
['interacts_with', 'disrupts']
['coexists_with', 'stimulates']
['coexists_with', 'stimulates', 'associated_with', 'diagnoses']
['coexists_with', 'disrupts']
['coexists_with', 'isa', 'compared_with', 'compared_with']
['coexists_with', 'affects', 'prevents', 'prevents']
['coexists_with', 'part_of', 'augments', 'prevents']
['coexists_with', 'produces', 'part_of', 'part_of']
['coexists_with', 'same_as']
['coexists_with', 'coexists_with', 'treats']
['coexists_with', 'associated_with', 'treats', 'coexists_with']
['coexists_with', 'inhibits', 'location_of', 'inhibits']
['coexists_with', 'part_of', 'diagnoses', 'treats']
['coexists_with', 'affects', 'isa', 'compared_with']
['coexists_with', 'diagnoses', 'location_of', 'location_of']
['coexists_with', 'same_as', 'location_of', 'complicates']
['coexists_with', 'affects', 'compared_with', 'causes']
['coexists_with', 'augments', 'augments', 'produces']
['coexists_with', 'augments', 'isa']
['coexists_with', 'occurs_in', 'same_as', 'part_of']
['coexists_with', 'causes', 'location_of', 'treats']
['coexists_with', 'stimulates', 'compared_with', 'causes']
['coexists_with', 'location_of', 'prevents', 'treats']
['coexists_with', 'occurs_in', 'isa', 'occurs_in']
['coexists_with', 'prevents']
['coexists_with', 'inhibits', 'compared_with', 'compared_with']
['coexists_with', 'treats', 'affects', 'stimulates']
['coexists_with', 'diagnoses', 'prevents', 'part_of']
['coexists_with', 'inhibits', 'same_as', 'causes']
['coexists_with', 'inhibits', 'part_of', 'diagnoses']
['coexists_with', 'compared_with', 'coexists_with', 'diagnoses']
['coexists_with', 'treats', 'interacts_with', 'isa']
['coexists_with', 'affects', 'coexists_with', 'location_of']
['coexists_with', 'coexists_with', 'interacts_with', 'inhibits']
['coexists_with', 'coexists_with', 'causes', 'prevents']
['coexists_with', 'isa', 'isa', 'same_as']
['coexists_with', 'treats', 'part_of', 'complicates']
['coexists_with', 'isa', 'location_of', 'isa']
['coexists_with', 'associated_with', 'causes', 'compared_with']
['coexists_with', 'augments', 'inhibits', 'occurs_in']
['coexists_with', 'occurs_in', 'occurs_in', 'augments']
['coexists_with', 'treats', 'prevents', 'treats']
['coexists_with', 'interacts_with', 'compared_with', 'coexists_with']
['coexists_with', 'augments', 'associated_with', 'part_of']
['coexists_with', 'isa', 'produces', 'produces']
['coexists_with', 'augments', 'isa', 'isa']
['coexists_with', 'associated_with', 'prevents', 'coexists_with']
['coexists_with', 'isa', 'associated_with', 'causes']
['coexists_with', 'produces', 'produces', 'inhibits']
['coexists_with', 'treats', 'produces']
['coexists_with', 'produces']
['coexists_with', 'complicates', 'same_as', 'affects']
['coexists_with', 'occurs_in', 'affects', 'interacts_with']
['coexists_with', 'associated_with', 'complicates', 'occurs_in']
['coexists_with', 'diagnoses', 'affects', 'associated_with']
['coexists_with', 'same_as', 'treats', 'isa']
['coexists_with', 'stimulates', 'inhibits', 'diagnoses']
['coexists_with', 'produces', 'coexists_with', 'coexists_with']
['coexists_with', 'isa', 'causes', 'affects']
['coexists_with', 'compared_with', 'part_of']
['coexists_with', 'compared_with', 'compared_with', 'augments']
['coexists_with', 'inhibits', 'interacts_with', 'treats']
['coexists_with', 'occurs_in', 'part_of', 'disrupts']
['coexists_with', 'produces', 'produces']
['coexists_with', 'stimulates', 'affects', 'associated_with']
['coexists_with', 'associated_with', 'same_as', 'augments']
['coexists_with', 'location_of', 'diagnoses', 'treats']
['coexists_with', 'treats', 'coexists_with', 'stimulates']
['coexists_with', 'inhibits', 'coexists_with', 'produces']
['coexists_with', 'occurs_in', 'prevents', 'coexists_with']
['coexists_with', 'produces', 'coexists_with', 'prevents']
['coexists_with', 'interacts_with', 'complicates', 'affects']
['coexists_with', 'treats']
['coexists_with', 'compared_with', 'inhibits', 'prevents']
['coexists_with', 'disrupts', 'inhibits', 'part_of']
['coexists_with', 'disrupts', 'interacts_with', 'compared_with']
['coexists_with']
['coexists_with', 'isa', 'part_of', 'occurs_in']
['coexists_with', 'stimulates', 'augments', 'compared_with']
['coexists_with', 'associated_with', 'treats', 'complicates']
['coexists_with', 'inhibits', 'interacts_with', 'coexists_with']
['coexists_with', 'coexists_with', 'coexists_with', 'interacts_with']
['coexists_with', 'stimulates', 'compared_with', 'compared_with']
['coexists_with', 'diagnoses', 'augments', 'same_as']
['coexists_with', 'treats', 'disrupts', 'occurs_in']
['coexists_with', 'affects', 'associated_with', 'produces']
['coexists_with', 'location_of', 'compared_with', 'complicates']
['coexists_with', 'prevents', 'coexists_with', 'location_of']
['coexists_with', 'occurs_in', 'causes', 'prevents']
['coexists_with', 'complicates', 'produces', 'diagnoses']
['coexists_with', 'augments', 'diagnoses', 'associated_with']
['coexists_with', 'stimulates', 'interacts_with', 'affects']
['coexists_with', 'disrupts', 'prevents', 'part_of']
['coexists_with', 'same_as', 'affects', 'location_of']
['coexists_with', 'isa', 'stimulates', 'complicates']
['coexists_with', 'isa', 'prevents', 'inhibits']
['coexists_with', 'diagnoses', 'causes', 'disrupts']
['coexists_with', 'affects', 'stimulates', 'part_of']
['coexists_with', 'inhibits']
['isa', 'associated_with', 'location_of', 'inhibits']
['isa', 'isa', 'same_as', 'augments']
['isa', 'occurs_in', 'inhibits', 'affects']
['isa', 'produces', 'location_of', 'augments']
['isa', 'stimulates', 'occurs_in', 'associated_with']
['isa', 'treats', 'produces', 'isa']
['isa', 'diagnoses', 'part_of', 'disrupts']
['isa', 'disrupts', 'causes', 'diagnoses']
['isa', 'same_as', 'produces', 'part_of']
['isa', 'complicates', 'augments', 'produces']
['isa', 'part_of', 'diagnoses', 'interacts_with']
['isa', 'stimulates', 'stimulates', 'interacts_with']
['isa', 'stimulates', 'part_of', 'treats']
['isa', 'stimulates', 'produces', 'inhibits']
['isa', 'augments', 'causes', 'associated_with']
['isa', 'same_as', 'diagnoses', 'affects']
['isa', 'part_of', 'associated_with', 'location_of']
['isa', 'coexists_with', 'inhibits', 'prevents']
['isa', 'diagnoses', 'diagnoses', 'interacts_with']
['isa']
['isa', 'diagnoses', 'treats', 'prevents']
['isa', 'causes', 'part_of', 'produces']
['isa', 'affects', 'part_of', 'complicates']
['isa', 'diagnoses']
['isa', 'inhibits', 'augments', 'stimulates']
['isa', 'coexists_with', 'location_of', 'treats']
['isa', 'diagnoses', 'produces', 'augments']
['isa', 'location_of', 'causes', 'complicates']
['isa', 'augments', 'diagnoses', 'coexists_with']
['isa', 'treats', 'inhibits', 'occurs_in']
['isa', 'produces', 'compared_with', 'produces']
['isa', 'occurs_in', 'augments', 'affects']
['isa', 'compared_with', 'interacts_with', 'diagnoses']
['isa', 'location_of', 'treats']
['isa', 'associated_with']
['isa', 'produces', 'produces', 'complicates']
['isa', 'treats', 'produces', 'inhibits']
['isa', 'augments', 'interacts_with', 'coexists_with']
['isa', 'causes', 'diagnoses', 'isa']
['isa', 'location_of', 'interacts_with', 'affects']
['isa', 'augments', 'isa', 'part_of']
['isa', 'produces', 'same_as', 'isa']
['isa', 'treats', 'isa', 'treats']
['isa', 'compared_with', 'isa', 'coexists_with']
['isa', 'inhibits', 'location_of', 'associated_with']
['isa', 'part_of', 'augments', 'augments']
['isa', 'augments', 'stimulates', 'stimulates']
['isa', 'stimulates', 'produces', 'isa']
['isa', 'interacts_with', 'associated_with', 'causes']
['isa', 'same_as', 'occurs_in', 'coexists_with']
['isa', 'augments', 'stimulates', 'isa']
['isa', 'isa', 'prevents', 'part_of']
['isa', 'augments', 'affects', 'isa']
['isa', 'augments', 'same_as']
['isa', 'compared_with', 'prevents', 'location_of']
['isa', 'part_of', 'associated_with', 'treats']
['isa', 'complicates', 'augments', 'location_of']
['isa', 'disrupts', 'location_of', 'part_of']
['isa', 'affects', 'treats', 'disrupts']
['isa', 'occurs_in', 'causes', 'location_of']
['isa', 'location_of', 'same_as', 'isa']
['isa', 'complicates', 'causes', 'coexists_with']
['isa', 'prevents', 'treats', 'isa']
['isa', 'isa', 'compared_with', 'stimulates']
['isa', 'coexists_with']
['isa', 'occurs_in', 'stimulates']
['isa', 'isa', 'diagnoses', 'compared_with']
['isa', 'disrupts', 'affects', 'affects']
['isa', 'same_as', 'compared_with', 'diagnoses']
['isa', 'disrupts', 'coexists_with', 'isa']
['isa', 'isa', 'location_of', 'prevents']
['isa', 'complicates', 'diagnoses', 'diagnoses']
['isa', 'complicates', 'affects', 'causes']
['isa', 'causes']
['isa', 'same_as', 'prevents', 'disrupts']
['isa', 'associated_with', 'stimulates', 'complicates']
['isa', 'disrupts', 'causes', 'stimulates']
['isa', 'prevents', 'coexists_with', 'same_as']
['isa', 'produces', 'prevents', 'treats']
['isa', 'compared_with', 'occurs_in', 'interacts_with']
['isa', 'location_of']
['isa', 'augments', 'inhibits', 'location_of']
['isa', 'coexists_with', 'same_as', 'complicates']
['isa', 'occurs_in', 'augments', 'stimulates']
['isa', 'location_of', 'stimulates', 'causes']
['isa', 'location_of', 'treats', 'location_of']
['isa', 'isa', 'treats', 'affects']
['isa', 'coexists_with', 'causes', 'diagnoses']
['isa', 'causes', 'stimulates', 'isa']
['isa', 'disrupts', 'isa', 'isa']
['isa', 'disrupts']
['isa', 'inhibits', 'part_of', 'associated_with']
['isa', 'produces', 'causes', 'isa']
['isa', 'occurs_in', 'occurs_in', 'stimulates']
['isa', 'affects', 'occurs_in', 'isa']
['isa', 'associated_with', 'produces', 'stimulates']
['part_of', 'isa', 'associated_with', 'stimulates']
['part_of', 'treats', 'compared_with', 'same_as']
['part_of', 'prevents', 'complicates', 'produces']
['part_of', 'inhibits', 'inhibits', 'same_as']
['part_of', 'prevents', 'occurs_in', 'stimulates']
['part_of', 'occurs_in', 'inhibits', 'prevents']
['part_of', 'coexists_with', 'same_as', 'augments']
['part_of', 'causes', 'diagnoses', 'augments']
['part_of', 'isa', 'occurs_in', 'isa']
['part_of', 'inhibits', 'inhibits', 'location_of']
['part_of', 'associated_with', 'stimulates', 'part_of']
['part_of', 'stimulates', 'coexists_with']
['part_of', 'causes', 'inhibits']
['part_of', 'location_of', 'associated_with', 'causes']
['part_of', 'same_as', 'treats', 'causes']
['part_of', 'associated_with', 'affects', 'augments']
['part_of', 'isa', 'augments', 'causes']
['part_of']
['part_of', 'part_of', 'produces', 'associated_with']
['part_of', 'stimulates', 'associated_with', 'inhibits']
['part_of', 'prevents', 'location_of', 'location_of']
['part_of', 'prevents', 'same_as', 'stimulates']
['part_of', 'diagnoses', 'affects', 'causes']
['part_of', 'isa', 'prevents', 'affects']
['part_of', 'prevents', 'associated_with', 'compared_with']
['part_of', 'diagnoses', 'isa', 'treats']
['part_of', 'isa', 'disrupts', 'diagnoses']
['part_of', 'causes', 'stimulates', 'diagnoses']
['part_of', 'coexists_with', 'associated_with', 'produces']
['part_of', 'associated_with', 'augments', 'complicates']
['part_of', 'inhibits', 'augments', 'complicates']
['part_of', 'diagnoses', 'augments', 'location_of']
