['diagnoses', 'complicates', 'location_of', 'occurs_in']
['stimulates', 'part_of', 'inhibits', 'interacts_with']
['stimulates', 'compared_with', 'same_as', 'occurs_in']
['stimulates', 'complicates', 'prevents', 'part_of']
['stimulates', 'location_of', 'interacts_with', 'stimulates']
['stimulates', 'complicates', 'produces', 'part_of']
['stimulates', 'occurs_in', 'affects', 'coexists_with']
['stimulates', 'causes', 'diagnoses', 'coexists_with']
['stimulates', 'part_of', 'compared_with', 'isa']
['stimulates', 'diagnoses', 'prevents', 'interacts_with']
['stimulates', 'affects', 'associated_with', 'diagnoses']
['stimulates', 'interacts_with']
['stimulates', 'coexists_with', 'associated_with', 'same_as']
['stimulates', 'inhibits', 'causes', 'produces']
['stimulates', 'occurs_in', 'isa', 'associated_with']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'location_of', 'inhibits', 'stimulates']
['stimulates', 'compared_with', 'complicates', 'isa']
['stimulates', 'same_as', 'coexists_with', 'treats']
['stimulates', 'isa', 'disrupts', 'treats']
['stimulates', 'diagnoses', 'associated_with', 'treats']
['stimulates', 'augments', 'affects', 'produces']
['stimulates', 'isa', 'diagnoses', 'coexists_with']
['stimulates', 'prevents', 'isa', 'same_as']
['stimulates', 'disrupts', 'causes', 'treats']
['stimulates', 'treats', 'augments', 'part_of']
['stimulates', 'occurs_in', 'occurs_in', 'compared_with']
['stimulates', 'occurs_in', 'prevents', 'treats']
['stimulates', 'part_of', 'augments', 'prevents']
['stimulates', 'produces', 'associated_with', 'causes']
['stimulates', 'part_of', 'prevents', 'interacts_with']
['stimulates', 'stimulates', 'inhibits', 'inhibits']
['stimulates', 'isa', 'stimulates', 'same_as']
['stimulates', 'diagnoses', 'location_of', 'compared_with']
['stimulates', 'compared_with', 'isa', 'occurs_in']
['stimulates']
['stimulates', 'interacts_with', 'inhibits', 'augments']
['stimulates', 'interacts_with', 'stimulates', 'compared_with']
['stimulates', 'inhibits', 'prevents', 'compared_with']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'produces', 'produces', 'location_of']
['stimulates', 'same_as', 'location_of', 'inhibits']
['stimulates', 'affects', 'part_of', 'disrupts']
['associated_with', 'complicates', 'part_of', 'affects']
['associated_with', 'part_of', 'coexists_with', 'associated_with']
['associated_with', 'location_of', 'coexists_with', 'stimulates']
['associated_with', 'occurs_in', 'prevents', 'interacts_with']
['associated_with', 'treats', 'associated_with', 'produces']
['associated_with', 'stimulates', 'causes', 'location_of']
['associated_with', 'isa', 'compared_with', 'complicates']
['associated_with', 'occurs_in', 'augments', 'disrupts']
['associated_with', 'same_as', 'produces', 'occurs_in']
['associated_with', 'prevents', 'occurs_in', 'diagnoses']
['associated_with']
['associated_with', 'same_as', 'produces', 'location_of']
['associated_with', 'inhibits', 'prevents', 'treats']
['associated_with', 'part_of', 'stimulates', 'disrupts']
['associated_with', 'disrupts', 'causes', 'diagnoses']
['associated_with', 'coexists_with', 'isa', 'causes']
['associated_with', 'occurs_in', 'disrupts', 'associated_with']
['associated_with', 'complicates', 'prevents', 'location_of']
['associated_with', 'produces', 'interacts_with', 'causes']
['associated_with', 'prevents', 'produces', 'prevents']
['associated_with', 'diagnoses', 'prevents', 'part_of']
['associated_with', 'occurs_in', 'augments', 'isa']
['associated_with', 'disrupts', 'interacts_with', 'stimulates']
['associated_with', 'complicates', 'occurs_in', 'prevents']
['associated_with', 'affects', 'disrupts', 'inhibits']
['associated_with', 'inhibits', 'stimulates', 'coexists_with']
['associated_with', 'disrupts', 'occurs_in']
['associated_with', 'stimulates', 'part_of', 'augments']
['associated_with', 'complicates', 'produces', 'part_of']
['associated_with', 'disrupts', 'produces', 'augments']
['associated_with', 'interacts_with', 'associated_with', 'location_of']
['associated_with', 'treats', 'diagnoses', 'associated_with']
['associated_with', 'prevents', 'causes', 'affects']
['associated_with', 'augments', 'compared_with', 'isa']
['associated_with', 'disrupts', 'occurs_in', 'affects']
['associated_with', 'augments', 'coexists_with', 'same_as']
['associated_with', 'treats', 'compared_with', 'causes']
['associated_with', 'augments', 'prevents', 'affects']
['associated_with', 'prevents', 'treats', 'prevents']
['associated_with', 'isa', 'disrupts', 'causes']
['associated_with', 'diagnoses', 'diagnoses', 'location_of']
['associated_with', 'inhibits', 'diagnoses', 'causes']
['associated_with', 'treats']
['associated_with', 'associated_with', 'disrupts', 'isa']
['associated_with', 'complicates', 'produces', 'complicates']
['associated_with', 'stimulates', 'compared_with', 'produces']
['associated_with', 'compared_with', 'associated_with', 'part_of']
['associated_with', 'isa', 'stimulates', 'compared_with']
['associated_with', 'affects', 'prevents', 'prevents']
['associated_with', 'treats', 'inhibits', 'stimulates']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['associated_with', 'prevents', 'same_as', 'affects']
['associated_with', 'augments', 'prevents', 'causes']
['associated_with', 'interacts_with', 'causes', 'interacts_with']
['associated_with', 'complicates', 'diagnoses', 'inhibits']
['associated_with', 'inhibits', 'augments', 'prevents']
['associated_with', 'interacts_with', 'treats', 'occurs_in']
['associated_with', 'complicates', 'complicates', 'interacts_with']
['associated_with', 'causes', 'part_of', 'isa']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'inhibits', 'augments', 'interacts_with']
['associated_with', 'interacts_with', 'compared_with', 'stimulates']
['associated_with', 'affects', 'location_of', 'part_of']
['associated_with', 'produces', 'prevents', 'interacts_with']
['associated_with', 'causes', 'interacts_with', 'affects']
['associated_with', 'occurs_in', 'coexists_with', 'produces']
['associated_with', 'prevents', 'augments', 'stimulates']
['associated_with', 'diagnoses', 'disrupts', 'coexists_with']
['associated_with', 'prevents', 'interacts_with', 'complicates']
['associated_with', 'occurs_in', 'treats', 'isa']
['associated_with', 'compared_with', 'inhibits', 'coexists_with']
['associated_with', 'location_of', 'causes', 'compared_with']
['associated_with', 'prevents']
['associated_with', 'associated_with', 'prevents', 'inhibits']
['associated_with', 'augments', 'interacts_with', 'prevents']
['associated_with', 'disrupts', 'causes', 'isa']
['associated_with', 'treats', 'coexists_with', 'part_of']
['associated_with', 'interacts_with', 'prevents', 'associated_with']
['associated_with', 'diagnoses', 'compared_with', 'occurs_in']
['associated_with', 'part_of', 'augments', 'causes']
['associated_with', 'occurs_in', 'causes', 'coexists_with']
['associated_with', 'causes', 'stimulates', 'diagnoses']
['associated_with', 'disrupts', 'occurs_in', 'augments']
['associated_with', 'prevents', 'occurs_in', 'prevents']
['associated_with', 'compared_with', 'prevents', 'prevents']
['associated_with', 'causes', 'diagnoses', 'part_of']
['associated_with', 'disrupts', 'occurs_in', 'complicates']
['associated_with', 'diagnoses', 'complicates', 'coexists_with']
['associated_with', 'prevents', 'disrupts', 'location_of']
['associated_with', 'isa', 'augments', 'coexists_with']
['associated_with', 'diagnoses']
['associated_with', 'diagnoses', 'interacts_with', 'prevents']
['associated_with', 'prevents', 'part_of', 'coexists_with']
['associated_with', 'affects', 'treats', 'complicates']
['associated_with', 'stimulates', 'produces', 'diagnoses']
['associated_with', 'affects', 'occurs_in', 'stimulates']
['associated_with', 'inhibits', 'associated_with', 'disrupts']
['associated_with', 'interacts_with', 'augments', 'interacts_with']
['treats', 'augments', 'coexists_with', 'augments']
['treats', 'prevents', 'occurs_in', 'prevents']
['treats', 'associated_with', 'same_as', 'complicates']
['treats', 'compared_with', 'occurs_in', 'stimulates']
['treats', 'location_of', 'affects', 'treats']
['treats', 'location_of', 'prevents', 'produces']
['treats', 'produces', 'treats', 'part_of']
['treats', 'inhibits', 'associated_with', 'part_of']
['treats', 'prevents', 'location_of']
['treats', 'associated_with', 'inhibits', 'location_of']
['treats', 'diagnoses', 'interacts_with', 'compared_with']
['treats', 'coexists_with', 'isa', 'occurs_in']
['treats', 'part_of', 'occurs_in', 'augments']
['treats', 'interacts_with', 'same_as', 'isa']
['treats', 'coexists_with', 'same_as', 'occurs_in']
['treats', 'prevents', 'interacts_with', 'part_of']
['treats', 'complicates', 'coexists_with', 'causes']
['treats', 'prevents', 'part_of', 'inhibits']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'same_as', 'interacts_with', 'isa']
['treats', 'complicates', 'interacts_with', 'occurs_in']
['treats', 'causes', 'disrupts', 'affects']
['treats', 'occurs_in', 'augments', 'coexists_with']
['treats', 'inhibits', 'interacts_with']
['treats', 'location_of', 'stimulates', 'diagnoses']
['treats', 'augments', 'prevents', 'coexists_with']
['treats', 'augments', 'affects', 'isa']
['treats', 'stimulates', 'treats', 'occurs_in']
['treats', 'affects', 'location_of', 'complicates']
['treats', 'prevents', 'associated_with', 'inhibits']
['treats', 'diagnoses', 'diagnoses', 'part_of']
['treats', 'coexists_with', 'isa', 'causes']
['treats', 'part_of', 'location_of']
['treats', 'causes', 'location_of', 'affects']
['treats', 'augments', 'inhibits', 'augments']
['treats', 'affects', 'prevents', 'interacts_with']
['treats', 'produces', 'disrupts', 'part_of']
['treats', 'interacts_with', 'coexists_with', 'same_as']
['treats', 'isa', 'interacts_with', 'same_as']
['treats', 'disrupts', 'prevents', 'occurs_in']
['treats', 'prevents', 'prevents', 'produces']
['treats', 'occurs_in', 'disrupts', 'disrupts']
['treats', 'part_of', 'occurs_in', 'location_of']
['treats', 'part_of', 'causes', 'prevents']
['treats', 'isa', 'diagnoses', 'disrupts']
['treats', 'disrupts', 'diagnoses', 'causes']
['treats', 'treats', 'causes', 'disrupts']
['treats', 'coexists_with', 'augments', 'location_of']
['treats', 'produces', 'part_of', 'interacts_with']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'stimulates', 'associated_with', 'diagnoses']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'stimulates', 'disrupts', 'part_of']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'disrupts', 'causes', 'interacts_with']
['treats', 'produces', 'occurs_in', 'same_as']
['treats', 'affects', 'compared_with', 'inhibits']
['treats', 'treats', 'occurs_in', 'treats']
['treats', 'produces', 'associated_with', 'compared_with']
['treats', 'compared_with', 'isa', 'occurs_in']
['treats', 'affects', 'part_of', 'same_as']
['treats', 'inhibits', 'part_of', 'same_as']
['treats', 'location_of']
['treats', 'causes', 'associated_with', 'augments']
['treats', 'occurs_in', 'produces', 'same_as']
['treats', 'occurs_in', 'produces', 'treats']
['treats', 'produces', 'complicates', 'causes']
['treats', 'location_of', 'complicates', 'treats']
['treats', 'affects']
['treats']
['treats', 'disrupts', 'augments', 'disrupts']
['treats', 'isa', 'prevents', 'interacts_with']
['treats', 'inhibits', 'coexists_with', 'affects']
['treats', 'location_of', 'augments', 'inhibits']
['treats', 'part_of', 'disrupts', 'diagnoses']
['treats', 'diagnoses', 'produces', 'complicates']
['treats', 'complicates', 'causes', 'augments']
['treats', 'same_as', 'same_as', 'interacts_with']
['treats', 'coexists_with', 'same_as', 'treats']
['treats', 'produces', 'prevents', 'treats']
['treats', 'inhibits', 'affects', 'affects']
['treats', 'same_as']
['treats', 'inhibits', 'associated_with', 'inhibits']
['treats', 'produces', 'interacts_with', 'diagnoses']
['treats', 'produces', 'produces', 'compared_with']
['treats', 'part_of', 'location_of', 'isa']
['treats', 'causes', 'stimulates']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'compared_with', 'causes', 'produces']
['treats', 'coexists_with', 'causes', 'occurs_in']
['treats', 'inhibits', 'produces', 'augments']
['treats', 'inhibits', 'prevents', 'part_of']
['treats', 'prevents', 'causes', 'augments']
['treats', 'diagnoses', 'occurs_in', 'augments']
['treats', 'prevents', 'prevents', 'causes']
['treats', 'isa', 'diagnoses', 'coexists_with']
['treats', 'augments', 'location_of', 'affects']
['treats', 'associated_with', 'produces', 'prevents']
['treats', 'location_of', 'produces', 'treats']
['affects', 'interacts_with', 'interacts_with', 'diagnoses']
['affects', 'stimulates', 'causes', 'stimulates']
['affects', 'interacts_with', 'disrupts', 'diagnoses']
['affects', 'prevents', 'affects', 'augments']
['affects', 'interacts_with', 'diagnoses', 'coexists_with']
['affects', 'coexists_with', 'augments', 'same_as']
['affects', 'location_of', 'stimulates', 'disrupts']
['affects', 'compared_with', 'prevents', 'disrupts']
['affects', 'inhibits', 'inhibits', 'location_of']
['affects', 'associated_with', 'interacts_with', 'causes']
['affects', 'causes', 'disrupts', 'location_of']
['affects', 'coexists_with', 'coexists_with', 'prevents']
['affects', 'interacts_with', 'prevents', 'affects']
['affects', 'produces', 'diagnoses', 'prevents']
['affects', 'produces', 'disrupts', 'complicates']
['affects', 'location_of', 'occurs_in', 'produces']
['affects', 'affects', 'isa', 'occurs_in']
['affects', 'augments', 'treats', 'complicates']
['affects', 'occurs_in']
['affects', 'produces', 'coexists_with']
['affects', 'location_of', 'causes', 'produces']
['affects', 'same_as', 'compared_with', 'complicates']
['affects', 'same_as', 'occurs_in', 'isa']
['affects', 'produces', 'associated_with', 'treats']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'affects', 'part_of', 'associated_with']
['affects', 'augments', 'diagnoses', 'stimulates']
['affects', 'same_as', 'augments', 'coexists_with']
['affects', 'augments', 'treats', 'stimulates']
['affects', 'disrupts', 'interacts_with', 'inhibits']
['affects', 'causes', 'complicates', 'location_of']
['affects', 'diagnoses', 'inhibits', 'associated_with']
['affects', 'part_of', 'diagnoses', 'treats']
['affects', 'location_of', 'diagnoses', 'location_of']
['affects', 'complicates', 'inhibits', 'coexists_with']
['affects', 'treats', 'diagnoses', 'affects']
['affects', 'produces', 'diagnoses', 'treats']
['affects', 'complicates', 'complicates', 'compared_with']
['affects', 'prevents', 'part_of', 'prevents']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'treats', 'affects', 'produces']
['affects', 'causes', 'prevents', 'produces']
['affects', 'compared_with', 'prevents', 'stimulates']
['affects', 'same_as', 'stimulates', 'complicates']
['affects', 'isa', 'treats', 'diagnoses']
['affects', 'produces']
['affects', 'disrupts', 'interacts_with', 'location_of']
['affects', 'prevents', 'complicates', 'prevents']
['affects', 'part_of', 'causes', 'causes']
['affects', 'coexists_with', 'same_as', 'diagnoses']
['affects', 'augments', 'occurs_in', 'part_of']
['affects', 'affects', 'isa']
['affects', 'affects', 'interacts_with', 'associated_with']
['affects', 'location_of', 'augments', 'coexists_with']
['affects', 'causes', 'occurs_in', 'associated_with']
['affects', 'prevents', 'occurs_in', 'disrupts']
['affects', 'causes', 'interacts_with', 'disrupts']
['affects', 'stimulates', 'stimulates', 'associated_with']
['affects', 'produces', 'inhibits', 'occurs_in']
['affects', 'coexists_with', 'augments', 'occurs_in']
['affects', 'prevents', 'stimulates', 'complicates']
['affects', 'isa', 'associated_with', 'stimulates']
['affects', 'occurs_in', 'produces', 'stimulates']
['affects', 'treats', 'part_of', 'augments']
['affects', 'coexists_with', 'complicates', 'diagnoses']
['affects', 'stimulates', 'inhibits', 'treats']
['affects', 'affects', 'produces', 'complicates']
['affects', 'compared_with', 'inhibits', 'prevents']
['affects', 'interacts_with', 'same_as', 'affects']
['affects', 'diagnoses', 'produces', 'compared_with']
['affects', 'causes']
['affects', 'diagnoses', 'produces', 'prevents']
['affects', 'affects', 'associated_with', 'interacts_with']
['affects', 'treats', 'compared_with', 'isa']
['affects', 'isa', 'stimulates', 'stimulates']
['affects', 'causes', 'causes']
['affects', 'treats', 'augments', 'part_of']
['affects', 'location_of', 'complicates', 'stimulates']
['affects']
['affects', 'coexists_with', 'part_of', 'causes']
['affects', 'prevents', 'disrupts', 'affects']
['affects', 'produces', 'occurs_in', 'diagnoses']
['affects', 'part_of', 'same_as', 'compared_with']
['affects', 'affects', 'treats', 'disrupts']
['affects', 'augments', 'coexists_with', 'interacts_with']
['affects', 'treats', 'diagnoses', 'location_of']
['affects', 'disrupts', 'same_as', 'occurs_in']
['affects', 'stimulates', 'part_of']
['affects', 'occurs_in', 'diagnoses', 'associated_with']
['affects', 'diagnoses', 'treats', 'affects']
['affects', 'treats', 'associated_with', 'associated_with']
['affects', 'complicates', 'treats', 'produces']
['affects', 'occurs_in', 'coexists_with', 'coexists_with']
['affects', 'produces', 'coexists_with', 'prevents']
['affects', 'treats', 'disrupts', 'treats']
['affects', 'diagnoses', 'produces', 'stimulates']
['affects', 'inhibits', 'disrupts', 'complicates']
['interacts_with', 'occurs_in', 'treats', 'prevents']
['interacts_with', 'augments', 'location_of', 'inhibits']
['interacts_with', 'compared_with', 'prevents', 'part_of']
['interacts_with', 'complicates', 'part_of', 'produces']
['interacts_with', 'complicates', 'disrupts', 'complicates']
['interacts_with', 'prevents', 'compared_with', 'diagnoses']
['interacts_with', 'disrupts', 'causes', 'isa']
['interacts_with', 'diagnoses']
['interacts_with', 'associated_with', 'affects', 'coexists_with']
['interacts_with', 'stimulates', 'augments', 'occurs_in']
['interacts_with', 'causes', 'complicates', 'associated_with']
['interacts_with', 'affects', 'prevents', 'complicates']
['interacts_with', 'produces', 'interacts_with', 'occurs_in']
['interacts_with', 'interacts_with', 'associated_with', 'prevents']
['interacts_with', 'causes', 'produces', 'interacts_with']
['interacts_with', 'prevents', 'compared_with', 'causes']
['interacts_with', 'stimulates', 'associated_with', 'same_as']
['interacts_with', 'compared_with', 'complicates', 'complicates']
['interacts_with', 'causes', 'treats', 'produces']
['interacts_with', 'coexists_with', 'disrupts', 'isa']
['interacts_with', 'interacts_with', 'affects', 'prevents']
['interacts_with', 'same_as', 'part_of', 'produces']
['interacts_with', 'causes', 'inhibits', 'affects']
['interacts_with', 'prevents', 'augments', 'treats']
['interacts_with', 'prevents', 'augments', 'stimulates']
['interacts_with', 'produces', 'compared_with', 'treats']
['interacts_with', 'part_of', 'interacts_with', 'associated_with']
['interacts_with', 'causes', 'causes', 'disrupts']
['interacts_with', 'diagnoses', 'part_of', 'same_as']
['interacts_with', 'augments', 'augments', 'same_as']
['interacts_with', 'part_of', 'disrupts', 'affects']
['interacts_with', 'affects', 'augments', 'same_as']
['interacts_with', 'prevents', 'stimulates', 'same_as']
['interacts_with', 'complicates', 'occurs_in', 'location_of']
['interacts_with', 'augments', 'treats', 'associated_with']
['interacts_with', 'prevents', 'compared_with', 'same_as']
['interacts_with', 'disrupts', 'stimulates']
['interacts_with', 'occurs_in', 'treats', 'augments']
['interacts_with', 'stimulates', 'associated_with', 'coexists_with']
['interacts_with', 'stimulates', 'inhibits', 'treats']
['interacts_with', 'same_as', 'coexists_with', 'disrupts']
['interacts_with', 'complicates', 'part_of', 'interacts_with']
['interacts_with', 'associated_with', 'coexists_with', 'produces']
['interacts_with', 'causes', 'disrupts', 'produces']
['interacts_with', 'prevents', 'affects', 'coexists_with']
['interacts_with', 'affects', 'inhibits', 'prevents']
['interacts_with', 'stimulates', 'associated_with', 'stimulates']
['interacts_with', 'stimulates', 'same_as', 'stimulates']
['interacts_with', 'isa', 'occurs_in', 'isa']
['interacts_with', 'compared_with', 'prevents', 'produces']
['interacts_with', 'disrupts', 'complicates', 'occurs_in']
['interacts_with', 'causes', 'prevents', 'causes']
['interacts_with', 'produces', 'augments', 'stimulates']
['interacts_with', 'isa', 'part_of', 'inhibits']
['interacts_with', 'same_as', 'isa', 'prevents']
['interacts_with', 'stimulates', 'augments', 'prevents']
['interacts_with', 'associated_with', 'causes', 'inhibits']
['interacts_with', 'augments', 'associated_with', 'same_as']
['interacts_with', 'occurs_in', 'inhibits', 'disrupts']
['interacts_with', 'stimulates', 'causes', 'prevents']
['interacts_with', 'interacts_with', 'affects', 'isa']
['interacts_with', 'diagnoses', 'prevents', 'causes']
['interacts_with', 'complicates', 'complicates', 'produces']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'isa', 'causes', 'causes']
['interacts_with', 'produces', 'inhibits', 'complicates']
['interacts_with', 'inhibits', 'augments', 'occurs_in']
['interacts_with', 'location_of', 'prevents', 'inhibits']
['interacts_with', 'same_as', 'same_as', 'treats']
['interacts_with', 'complicates', 'augments', 'diagnoses']
['interacts_with', 'affects', 'disrupts', 'causes']
['interacts_with', 'occurs_in', 'causes', 'complicates']
['interacts_with', 'coexists_with', 'augments', 'isa']
['interacts_with', 'produces', 'same_as', 'associated_with']
['interacts_with', 'isa', 'prevents', 'coexists_with']
['interacts_with', 'stimulates', 'part_of', 'location_of']
['interacts_with', 'interacts_with', 'complicates', 'coexists_with']
['interacts_with', 'produces', 'interacts_with', 'treats']
['interacts_with', 'associated_with', 'interacts_with', 'occurs_in']
['interacts_with', 'complicates', 'produces', 'causes']
['interacts_with', 'stimulates', 'disrupts', 'part_of']
['interacts_with', 'coexists_with', 'location_of', 'occurs_in']
['interacts_with', 'affects', 'affects', 'complicates']
['interacts_with', 'augments', 'part_of', 'augments']
['interacts_with', 'causes', 'prevents', 'interacts_with']
['interacts_with', 'occurs_in', 'produces', 'isa']
['interacts_with', 'augments', 'same_as', 'disrupts']
['interacts_with', 'diagnoses', 'prevents', 'coexists_with']
['interacts_with', 'augments', 'augments', 'isa']
['interacts_with', 'augments']
['interacts_with', 'coexists_with', 'interacts_with', 'coexists_with']
['interacts_with', 'inhibits', 'produces', 'prevents']
['interacts_with', 'produces', 'produces', 'interacts_with']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'inhibits', 'part_of', 'inhibits']
['interacts_with', 'diagnoses', 'associated_with', 'same_as']
['interacts_with']
['interacts_with', 'coexists_with', 'same_as', 'part_of']
['interacts_with', 'coexists_with', 'part_of', 'same_as']
['coexists_with', 'compared_with', 'diagnoses', 'occurs_in']
['coexists_with', 'diagnoses']
['coexists_with', 'stimulates', 'augments', 'inhibits']
['coexists_with', 'causes', 'compared_with']
['coexists_with', 'causes', 'location_of', 'stimulates']
['coexists_with', 'augments', 'same_as', 'disrupts']
['coexists_with', 'location_of', 'stimulates', 'produces']
['coexists_with', 'affects', 'prevents', 'inhibits']
['coexists_with', 'associated_with', 'coexists_with', 'diagnoses']
['coexists_with', 'stimulates', 'prevents', 'interacts_with']
['coexists_with', 'part_of', 'inhibits', 'compared_with']
['coexists_with', 'disrupts', 'affects', 'part_of']
['coexists_with', 'stimulates', 'treats', 'location_of']
['coexists_with', 'disrupts', 'complicates', 'produces']
['coexists_with', 'affects', 'stimulates', 'coexists_with']
['coexists_with', 'occurs_in', 'occurs_in', 'compared_with']
['coexists_with', 'interacts_with', 'treats', 'compared_with']
['coexists_with', 'complicates', 'occurs_in', 'augments']
['coexists_with', 'treats', 'complicates', 'compared_with']
['coexists_with', 'part_of', 'produces']
['coexists_with', 'affects', 'inhibits', 'affects']
['coexists_with', 'occurs_in', 'interacts_with', 'coexists_with']
['coexists_with', 'coexists_with', 'interacts_with', 'complicates']
['coexists_with', 'location_of', 'prevents', 'augments']
['coexists_with', 'affects', 'compared_with', 'disrupts']
['coexists_with', 'compared_with']
['coexists_with', 'compared_with', 'inhibits', 'isa']
['coexists_with', 'inhibits', 'disrupts', 'treats']
['coexists_with', 'location_of', 'causes', 'prevents']
['coexists_with', 'isa', 'occurs_in', 'isa']
['coexists_with', 'augments', 'location_of', 'complicates']
['coexists_with', 'diagnoses', 'augments', 'isa']
['coexists_with', 'prevents', 'prevents', 'complicates']
['coexists_with', 'prevents', 'occurs_in', 'diagnoses']
['coexists_with']
['coexists_with', 'disrupts', 'augments', 'prevents']
['coexists_with', 'augments']
['coexists_with', 'occurs_in', 'prevents', 'affects']
['coexists_with', 'same_as', 'prevents', 'stimulates']
['coexists_with', 'inhibits', 'augments', 'augments']
['coexists_with', 'coexists_with', 'produces', 'produces']
['coexists_with', 'occurs_in']
['coexists_with', 'occurs_in', 'disrupts', 'inhibits']
['coexists_with', 'affects', 'affects', 'diagnoses']
['coexists_with', 'interacts_with', 'stimulates', 'diagnoses']
['coexists_with', 'stimulates', 'same_as', 'stimulates']
['coexists_with', 'diagnoses', 'interacts_with', 'occurs_in']
['coexists_with', 'prevents', 'stimulates', 'coexists_with']
['coexists_with', 'isa', 'augments', 'augments']
['coexists_with', 'occurs_in', 'same_as', 'augments']
['coexists_with', 'complicates', 'stimulates', 'stimulates']
['coexists_with', 'produces', 'diagnoses', 'isa']
['coexists_with', 'same_as', 'isa', 'occurs_in']
['coexists_with', 'produces', 'causes', 'stimulates']
['coexists_with', 'associated_with', 'occurs_in', 'compared_with']
['coexists_with', 'produces', 'stimulates', 'stimulates']
['coexists_with', 'produces', 'interacts_with', 'interacts_with']
['coexists_with', 'interacts_with', 'part_of', 'augments']
['coexists_with', 'causes', 'treats']
['coexists_with', 'causes', 'produces', 'diagnoses']
['coexists_with', 'prevents', 'produces', 'disrupts']
['coexists_with', 'produces', 'affects', 'augments']
['coexists_with', 'coexists_with', 'occurs_in', 'location_of']
['coexists_with', 'associated_with', 'location_of', 'disrupts']
['coexists_with', 'compared_with', 'diagnoses', 'treats']
['coexists_with', 'stimulates', 'coexists_with', 'augments']
['coexists_with', 'associated_with', 'treats', 'treats']
['coexists_with', 'occurs_in', 'part_of', 'produces']
['coexists_with', 'inhibits', 'produces', 'causes']
['coexists_with', 'affects', 'occurs_in', 'coexists_with']
['coexists_with', 'complicates', 'location_of', 'disrupts']
['coexists_with', 'coexists_with', 'treats', 'associated_with']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'inhibits', 'diagnoses', 'prevents']
['coexists_with', 'augments', 'produces', 'compared_with']
['coexists_with', 'diagnoses', 'interacts_with', 'treats']
['coexists_with', 'affects', 'location_of', 'affects']
['coexists_with', 'occurs_in', 'affects', 'interacts_with']
['coexists_with', 'affects', 'stimulates', 'produces']
['coexists_with', 'affects', 'occurs_in', 'compared_with']
['coexists_with', 'complicates', 'treats', 'causes']
['coexists_with', 'diagnoses', 'prevents', 'stimulates']
['coexists_with', 'location_of', 'prevents', 'occurs_in']
['coexists_with', 'causes', 'isa', 'same_as']
['coexists_with', 'disrupts', 'produces', 'stimulates']
['coexists_with', 'causes', 'produces', 'affects']
['coexists_with', 'stimulates', 'compared_with', 'produces']
['coexists_with', 'complicates', 'occurs_in', 'disrupts']
['coexists_with', 'associated_with', 'location_of', 'affects']
['coexists_with', 'stimulates', 'compared_with', 'stimulates']
['coexists_with', 'inhibits', 'location_of', 'interacts_with']
['coexists_with', 'diagnoses', 'same_as', 'prevents']
['coexists_with', 'stimulates', 'diagnoses', 'inhibits']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'part_of', 'isa', 'compared_with']
['coexists_with', 'isa', 'produces', 'interacts_with']
['coexists_with', 'augments', 'stimulates', 'produces']
['coexists_with', 'affects', 'produces', 'causes']
['isa', 'same_as', 'augments', 'part_of']
['isa', 'diagnoses', 'treats', 'associated_with']
['isa', 'causes', 'interacts_with', 'location_of']
['isa', 'stimulates']
['isa', 'prevents', 'occurs_in', 'prevents']
['isa', 'associated_with', 'stimulates', 'compared_with']
['isa', 'location_of', 'disrupts', 'isa']
['isa', 'diagnoses', 'treats', 'complicates']
['isa', 'location_of', 'produces', 'disrupts']
['isa', 'causes', 'compared_with', 'augments']
['isa', 'affects', 'associated_with', 'location_of']
['isa', 'part_of', 'causes', 'interacts_with']
['isa', 'produces', 'compared_with', 'associated_with']
['isa', 'complicates', 'treats', 'prevents']
['isa', 'complicates', 'part_of', 'complicates']
['isa', 'prevents', 'diagnoses', 'coexists_with']
['isa', 'prevents', 'compared_with', 'location_of']
['isa', 'causes', 'location_of', 'occurs_in']
['isa', 'stimulates', 'location_of', 'same_as']
['isa', 'inhibits', 'prevents', 'interacts_with']
['isa', 'inhibits', 'causes', 'stimulates']
['isa', 'prevents', 'complicates', 'diagnoses']
['isa', 'same_as', 'stimulates', 'stimulates']
['isa', 'isa', 'causes', 'prevents']
['isa', 'inhibits', 'affects', 'augments']
['isa', 'complicates', 'augments']
['isa', 'causes', 'prevents', 'occurs_in']
['isa', 'treats', 'stimulates', 'augments']
['isa', 'stimulates', 'location_of', 'location_of']
['isa', 'occurs_in', 'location_of', 'location_of']
