['diagnoses', 'inhibits', 'associated_with', 'complicates']
['stimulates', 'treats', 'associated_with', 'interacts_with']
['stimulates', 'causes', 'compared_with', 'affects']
['stimulates', 'stimulates', 'complicates', 'diagnoses']
['stimulates', 'compared_with', 'location_of', 'causes']
['stimulates', 'same_as', 'disrupts']
['stimulates', 'affects', 'disrupts', 'affects']
['stimulates', 'treats', 'causes', 'affects']
['stimulates', 'complicates', 'stimulates', 'coexists_with']
['stimulates', 'associated_with', 'compared_with', 'prevents']
['stimulates', 'diagnoses', 'augments', 'treats']
['stimulates', 'isa', 'affects', 'causes']
['stimulates', 'causes', 'same_as', 'isa']
['stimulates', 'augments', 'disrupts', 'same_as']
['stimulates', 'coexists_with', 'causes', 'augments']
['stimulates', 'coexists_with', 'location_of', 'interacts_with']
['stimulates']
['stimulates', 'complicates', 'inhibits', 'causes']
['stimulates', 'location_of', 'stimulates', 'part_of']
['stimulates', 'causes', 'part_of', 'part_of']
['stimulates', 'coexists_with', 'stimulates', 'interacts_with']
['stimulates', 'same_as', 'disrupts', 'augments']
['stimulates', 'affects', 'isa', 'location_of']
['stimulates', 'produces', 'same_as', 'associated_with']
['stimulates', 'prevents', 'treats', 'disrupts']
['stimulates', 'diagnoses', 'augments', 'inhibits']
['stimulates', 'associated_with', 'causes']
['stimulates', 'location_of', 'prevents']
['stimulates', 'location_of', 'interacts_with', 'causes']
['stimulates', 'inhibits', 'part_of', 'treats']
['associated_with', 'prevents', 'stimulates', 'augments']
['associated_with', 'augments', 'isa', 'isa']
['associated_with', 'part_of', 'disrupts', 'associated_with']
['associated_with', 'occurs_in', 'stimulates', 'augments']
['associated_with', 'associated_with', 'stimulates', 'produces']
['associated_with', 'occurs_in', 'interacts_with', 'coexists_with']
['associated_with', 'part_of', 'stimulates', 'isa']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'associated_with', 'part_of', 'augments']
['associated_with', 'disrupts', 'prevents', 'stimulates']
['associated_with', 'coexists_with', 'part_of', 'affects']
['associated_with', 'treats', 'stimulates', 'inhibits']
['associated_with', 'occurs_in', 'treats', 'interacts_with']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['associated_with', 'compared_with', 'interacts_with', 'part_of']
['associated_with', 'occurs_in', 'causes', 'occurs_in']
['associated_with', 'inhibits', 'location_of', 'interacts_with']
['associated_with', 'compared_with', 'disrupts', 'location_of']
['associated_with', 'part_of', 'diagnoses', 'same_as']
['associated_with', 'augments']
['associated_with', 'isa', 'interacts_with', 'same_as']
['associated_with', 'treats', 'associated_with', 'prevents']
['associated_with', 'occurs_in', 'coexists_with', 'augments']
['associated_with', 'interacts_with', 'disrupts', 'produces']
['associated_with', 'associated_with']
['associated_with', 'coexists_with', 'stimulates', 'augments']
['associated_with', 'diagnoses', 'complicates', 'disrupts']
['associated_with', 'treats', 'stimulates', 'causes']
['associated_with', 'compared_with', 'causes', 'produces']
['associated_with', 'produces', 'same_as']
['associated_with', 'complicates', 'isa', 'affects']
['associated_with', 'affects', 'disrupts']
['associated_with', 'produces', 'isa', 'part_of']
['associated_with', 'same_as', 'causes', 'affects']
['associated_with', 'interacts_with', 'disrupts', 'diagnoses']
['associated_with', 'same_as', 'occurs_in', 'diagnoses']
['associated_with', 'causes', 'causes', 'prevents']
['associated_with', 'augments', 'treats', 'complicates']
['associated_with', 'location_of', 'complicates', 'coexists_with']
['associated_with', 'compared_with', 'isa', 'augments']
['associated_with', 'diagnoses', 'stimulates', 'coexists_with']
['associated_with', 'part_of', 'part_of']
['associated_with', 'produces']
['associated_with', 'compared_with', 'treats', 'interacts_with']
['associated_with', 'prevents', 'compared_with', 'affects']
['associated_with', 'treats', 'affects', 'associated_with']
['associated_with', 'produces', 'stimulates', 'treats']
['associated_with', 'stimulates', 'same_as', 'associated_with']
['associated_with', 'complicates', 'prevents', 'complicates']
['associated_with', 'inhibits', 'augments', 'disrupts']
['associated_with', 'prevents', 'isa', 'associated_with']
['associated_with', 'diagnoses', 'produces', 'affects']
['associated_with', 'location_of', 'diagnoses', 'augments']
['associated_with', 'complicates']
['associated_with', 'coexists_with', 'prevents', 'occurs_in']
['associated_with', 'part_of']
['associated_with', 'location_of', 'complicates', 'causes']
['associated_with', 'prevents', 'treats', 'stimulates']
['associated_with', 'stimulates', 'produces', 'complicates']
['associated_with', 'occurs_in', 'complicates', 'produces']
['associated_with', 'augments', 'prevents', 'augments']
['associated_with', 'occurs_in', 'stimulates', 'part_of']
['associated_with', 'affects', 'isa', 'affects']
['associated_with']
['associated_with', 'prevents', 'part_of', 'disrupts']
['associated_with', 'augments', 'compared_with']
['associated_with', 'treats', 'complicates', 'part_of']
['associated_with', 'location_of']
['associated_with', 'causes']
['associated_with', 'prevents', 'affects', 'complicates']
['associated_with', 'compared_with', 'complicates', 'augments']
['associated_with', 'location_of', 'prevents']
['associated_with', 'disrupts', 'location_of', 'interacts_with']
['associated_with', 'occurs_in', 'compared_with', 'inhibits']
['associated_with', 'interacts_with', 'compared_with', 'part_of']
['associated_with', 'compared_with', 'affects', 'associated_with']
['associated_with', 'stimulates', 'complicates', 'interacts_with']
['associated_with', 'affects', 'same_as', 'augments']
['associated_with', 'disrupts', 'diagnoses', 'same_as']
['associated_with', 'coexists_with', 'stimulates', 'prevents']
['associated_with', 'interacts_with', 'interacts_with', 'part_of']
['associated_with', 'complicates', 'augments']
['associated_with', 'coexists_with', 'part_of']
['associated_with', 'produces', 'associated_with', 'causes']
['associated_with', 'same_as']
['associated_with', 'causes', 'diagnoses', 'diagnoses']
['associated_with', 'treats', 'coexists_with', 'affects']
['associated_with', 'interacts_with', 'diagnoses', 'location_of']
['associated_with', 'augments', 'coexists_with', 'affects']
['associated_with', 'part_of', 'complicates', 'occurs_in']
['associated_with', 'causes', 'associated_with', 'stimulates']
['associated_with', 'isa', 'complicates', 'produces']
['associated_with', 'complicates', 'coexists_with', 'occurs_in']
['associated_with', 'same_as', 'isa', 'stimulates']
['treats', 'compared_with']
['treats', 'isa', 'interacts_with', 'location_of']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'isa', 'associated_with', 'isa']
['treats', 'complicates', 'treats', 'complicates']
['treats', 'inhibits', 'treats']
['treats', 'part_of', 'occurs_in', 'affects']
['treats', 'inhibits', 'treats', 'coexists_with']
['treats', 'produces', 'associated_with']
['treats', 'augments', 'isa', 'complicates']
['treats', 'isa', 'complicates', 'coexists_with']
['treats', 'augments', 'diagnoses', 'interacts_with']
['treats', 'coexists_with', 'affects', 'interacts_with']
['treats', 'location_of', 'augments', 'augments']
['treats', 'occurs_in', 'stimulates', 'location_of']
['treats', 'location_of', 'coexists_with']
['treats', 'affects', 'complicates', 'produces']
['treats', 'coexists_with', 'compared_with']
['treats', 'diagnoses', 'inhibits', 'inhibits']
['treats', 'inhibits', 'compared_with', 'diagnoses']
['treats', 'affects', 'location_of', 'causes']
['treats', 'prevents', 'same_as', 'augments']
['treats', 'location_of', 'prevents', 'inhibits']
['treats', 'inhibits', 'diagnoses', 'affects']
['treats', 'augments', 'coexists_with']
['treats', 'affects', 'augments', 'occurs_in']
['treats', 'complicates', 'treats', 'disrupts']
['treats', 'prevents', 'interacts_with', 'diagnoses']
['treats', 'treats', 'treats', 'affects']
['treats', 'same_as']
['treats', 'complicates', 'complicates', 'isa']
['treats', 'produces', 'same_as', 'treats']
['treats', 'stimulates', 'part_of', 'causes']
['treats', 'part_of', 'associated_with', 'coexists_with']
['treats', 'part_of', 'complicates', 'location_of']
['treats', 'location_of', 'diagnoses', 'associated_with']
['treats', 'augments', 'augments', 'interacts_with']
['treats', 'isa', 'part_of', 'treats']
['treats', 'treats', 'same_as', 'coexists_with']
['treats', 'causes', 'location_of', 'prevents']
['treats', 'same_as', 'inhibits', 'complicates']
['treats', 'associated_with', 'treats', 'same_as']
['treats', 'occurs_in', 'inhibits', 'diagnoses']
['treats', 'occurs_in', 'associated_with', 'inhibits']
['treats', 'treats', 'augments', 'interacts_with']
['treats', 'disrupts', 'causes', 'affects']
['treats', 'occurs_in', 'coexists_with', 'causes']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'affects', 'occurs_in', 'causes']
['treats', 'occurs_in', 'associated_with', 'same_as']
['treats', 'occurs_in', 'coexists_with', 'isa']
['treats', 'complicates', 'isa', 'interacts_with']
['treats', 'treats', 'diagnoses', 'disrupts']
['treats', 'associated_with', 'stimulates', 'isa']
['treats', 'occurs_in', 'part_of', 'produces']
['treats', 'location_of', 'location_of', 'part_of']
['treats', 'part_of', 'diagnoses', 'inhibits']
['treats', 'disrupts', 'inhibits', 'causes']
['treats', 'disrupts', 'diagnoses', 'compared_with']
['treats', 'occurs_in', 'affects', 'complicates']
['treats', 'causes']
['treats', 'affects', 'causes', 'coexists_with']
['treats', 'diagnoses', 'causes']
['treats', 'disrupts', 'compared_with', 'prevents']
['treats', 'causes', 'complicates', 'associated_with']
['treats', 'coexists_with', 'location_of', 'occurs_in']
['treats', 'occurs_in', 'part_of', 'associated_with']
['treats', 'inhibits', 'augments', 'occurs_in']
['treats', 'part_of', 'associated_with']
['treats', 'causes', 'produces', 'treats']
['treats']
['treats', 'interacts_with', 'augments', 'associated_with']
['treats', 'complicates', 'coexists_with', 'disrupts']
['treats', 'same_as', 'same_as', 'inhibits']
['treats', 'associated_with', 'associated_with', 'same_as']
['treats', 'prevents', 'disrupts', 'inhibits']
['treats', 'isa', 'causes', 'compared_with']
['treats', 'augments', 'location_of', 'coexists_with']
['treats', 'disrupts', 'diagnoses', 'prevents']
['treats', 'complicates', 'isa', 'part_of']
['treats', 'inhibits']
['treats', 'affects', 'complicates', 'inhibits']
['treats', 'isa', 'affects', 'prevents']
['treats', 'same_as', 'location_of', 'coexists_with']
['treats', 'location_of', 'inhibits', 'affects']
['treats', 'disrupts', 'augments', 'inhibits']
['treats', 'treats', 'stimulates', 'diagnoses']
['treats', 'location_of', 'complicates']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'isa', 'inhibits', 'interacts_with']
['treats', 'inhibits', 'produces', 'complicates']
['treats', 'coexists_with', 'coexists_with', 'affects']
['treats', 'augments', 'associated_with', 'coexists_with']
['treats', 'compared_with', 'interacts_with', 'affects']
['treats', 'occurs_in', 'augments', 'treats']
['treats', 'same_as', 'associated_with', 'diagnoses']
['treats', 'affects', 'location_of', 'isa']
['treats', 'associated_with', 'causes', 'produces']
['affects', 'inhibits', 'affects', 'complicates']
['affects', 'interacts_with', 'stimulates', 'interacts_with']
['affects', 'inhibits', 'occurs_in', 'augments']
['affects', 'stimulates', 'disrupts', 'treats']
['affects', 'location_of', 'causes', 'coexists_with']
['affects', 'associated_with', 'disrupts', 'complicates']
['affects', 'causes', 'occurs_in', 'occurs_in']
['affects', 'part_of', 'complicates', 'inhibits']
['affects', 'associated_with', 'location_of', 'interacts_with']
['affects']
['affects', 'stimulates', 'disrupts', 'location_of']
['affects', 'treats', 'causes', 'complicates']
['affects', 'associated_with', 'diagnoses', 'diagnoses']
['affects', 'treats', 'prevents', 'augments']
['affects', 'coexists_with', 'location_of', 'compared_with']
['affects', 'treats', 'occurs_in', 'location_of']
['affects', 'associated_with', 'complicates', 'disrupts']
['affects', 'diagnoses', 'affects', 'prevents']
['affects', 'complicates', 'affects', 'interacts_with']
['affects', 'location_of', 'occurs_in', 'affects']
['affects', 'augments', 'augments', 'causes']
['affects', 'augments', 'associated_with', 'same_as']
['affects', 'disrupts', 'stimulates', 'causes']
['affects', 'interacts_with']
['affects', 'prevents', 'inhibits', 'isa']
['affects', 'produces', 'disrupts', 'causes']
['affects', 'associated_with', 'causes', 'location_of']
['affects', 'stimulates', 'inhibits', 'complicates']
['affects', 'affects', 'causes', 'part_of']
['affects', 'coexists_with', 'complicates', 'augments']
['affects', 'produces', 'complicates', 'prevents']
['affects', 'part_of', 'location_of', 'stimulates']
['affects', 'coexists_with', 'treats', 'produces']
['affects', 'occurs_in', 'causes', 'compared_with']
['affects', 'part_of', 'coexists_with', 'same_as']
['affects', 'prevents', 'diagnoses', 'same_as']
['affects', 'occurs_in', 'interacts_with', 'disrupts']
['affects', 'treats', 'same_as', 'coexists_with']
['affects', 'complicates', 'location_of', 'treats']
['affects', 'same_as', 'disrupts', 'inhibits']
['affects', 'disrupts', 'causes']
['affects', 'interacts_with', 'occurs_in', 'complicates']
['affects', 'complicates', 'stimulates', 'occurs_in']
['affects', 'augments', 'same_as', 'same_as']
['affects', 'isa', 'part_of', 'affects']
['affects', 'complicates', 'coexists_with', 'interacts_with']
['affects', 'complicates', 'produces', 'prevents']
['affects', 'prevents', 'isa', 'diagnoses']
['affects', 'location_of', 'stimulates', 'augments']
['affects', 'occurs_in', 'produces', 'location_of']
['affects', 'stimulates', 'diagnoses', 'treats']
['affects', 'prevents', 'augments', 'complicates']
['affects', 'associated_with', 'produces', 'coexists_with']
['affects', 'stimulates', 'coexists_with', 'location_of']
['affects', 'augments', 'associated_with', 'associated_with']
['affects', 'coexists_with']
['affects', 'affects']
['affects', 'part_of', 'produces', 'diagnoses']
['affects', 'inhibits', 'part_of', 'compared_with']
['affects', 'location_of', 'disrupts', 'occurs_in']
['affects', 'compared_with', 'occurs_in', 'stimulates']
['affects', 'inhibits', 'complicates', 'isa']
['affects', 'causes', 'occurs_in', 'diagnoses']
['affects', 'same_as', 'inhibits', 'compared_with']
['affects', 'interacts_with', 'stimulates', 'inhibits']
['affects', 'part_of', 'complicates', 'causes']
['affects', 'part_of', 'prevents', 'isa']
['affects', 'diagnoses', 'same_as', 'produces']
['affects', 'complicates', 'treats', 'prevents']
['affects', 'same_as', 'associated_with', 'prevents']
['affects', 'part_of', 'causes', 'part_of']
['affects', 'occurs_in', 'diagnoses', 'disrupts']
['affects', 'augments', 'occurs_in', 'interacts_with']
['affects', 'disrupts', 'location_of', 'occurs_in']
['affects', 'location_of', 'location_of', 'causes']
['affects', 'augments', 'occurs_in', 'augments']
['affects', 'occurs_in']
['affects', 'causes']
['affects', 'causes', 'same_as', 'compared_with']
['affects', 'disrupts', 'diagnoses', 'isa']
['affects', 'diagnoses', 'isa']
['affects', 'complicates', 'inhibits', 'occurs_in']
['affects', 'causes', 'same_as', 'disrupts']
['affects', 'produces', 'augments', 'same_as']
['affects', 'compared_with', 'coexists_with', 'complicates']
['affects', 'diagnoses', 'complicates', 'complicates']
['affects', 'diagnoses', 'inhibits', 'produces']
['affects', 'isa', 'disrupts', 'produces']
['affects', 'coexists_with', 'interacts_with', 'occurs_in']
['affects', 'stimulates', 'complicates', 'diagnoses']
['affects', 'disrupts', 'inhibits', 'diagnoses']
['affects', 'causes', 'part_of', 'compared_with']
['affects', 'stimulates', 'prevents', 'same_as']
['affects', 'inhibits', 'inhibits', 'causes']
['affects', 'disrupts', 'occurs_in', 'prevents']
['affects', 'associated_with', 'stimulates', 'treats']
['affects', 'same_as', 'diagnoses', 'occurs_in']
['affects', 'isa', 'interacts_with', 'produces']
['affects', 'location_of', 'occurs_in', 'part_of']
['interacts_with', 'affects', 'same_as', 'associated_with']
['interacts_with', 'inhibits', 'stimulates', 'compared_with']
['interacts_with', 'location_of', 'location_of', 'location_of']
['interacts_with', 'coexists_with', 'isa', 'location_of']
['interacts_with', 'complicates', 'interacts_with', 'prevents']
['interacts_with', 'location_of', 'occurs_in', 'produces']
['interacts_with', 'stimulates', 'stimulates', 'complicates']
['interacts_with', 'occurs_in', 'prevents', 'prevents']
['interacts_with', 'stimulates', 'compared_with', 'produces']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'associated_with', 'complicates', 'location_of']
['interacts_with', 'prevents', 'produces', 'inhibits']
['interacts_with', 'complicates', 'produces', 'part_of']
['interacts_with', 'stimulates', 'occurs_in', 'associated_with']
['interacts_with', 'affects', 'associated_with', 'compared_with']
['interacts_with', 'causes', 'same_as', 'coexists_with']
['interacts_with', 'location_of', 'occurs_in', 'inhibits']
['interacts_with', 'stimulates', 'augments', 'complicates']
['interacts_with', 'stimulates', 'augments', 'compared_with']
['interacts_with', 'associated_with', 'same_as', 'occurs_in']
['interacts_with', 'affects']
['interacts_with', 'augments', 'stimulates', 'diagnoses']
['interacts_with', 'associated_with', 'produces', 'diagnoses']
['interacts_with', 'produces', 'associated_with', 'disrupts']
['interacts_with', 'disrupts', 'part_of', 'same_as']
['interacts_with']
['interacts_with', 'coexists_with', 'same_as', 'complicates']
['interacts_with', 'same_as', 'affects', 'part_of']
['interacts_with', 'treats']
['interacts_with', 'augments', 'produces', 'inhibits']
['interacts_with', 'compared_with', 'associated_with', 'complicates']
['interacts_with', 'disrupts', 'augments', 'disrupts']
['interacts_with', 'disrupts', 'augments', 'coexists_with']
['interacts_with', 'coexists_with', 'produces', 'coexists_with']
['interacts_with', 'prevents']
['interacts_with', 'treats', 'disrupts', 'coexists_with']
['interacts_with', 'same_as', 'treats', 'disrupts']
['interacts_with', 'prevents', 'same_as', 'disrupts']
['interacts_with', 'part_of', 'augments']
['interacts_with', 'occurs_in']
['interacts_with', 'treats', 'disrupts', 'compared_with']
['interacts_with', 'complicates', 'same_as', 'inhibits']
['interacts_with', 'isa', 'part_of', 'treats']
['interacts_with', 'diagnoses', 'diagnoses', 'location_of']
['interacts_with', 'augments', 'produces', 'causes']
['interacts_with', 'prevents', 'disrupts', 'interacts_with']
['interacts_with', 'inhibits', 'part_of', 'interacts_with']
['interacts_with', 'coexists_with']
['interacts_with', 'stimulates', 'stimulates', 'augments']
['interacts_with', 'part_of', 'associated_with', 'disrupts']
['interacts_with', 'occurs_in', 'associated_with', 'location_of']
['interacts_with', 'causes', 'compared_with', 'inhibits']
['interacts_with', 'coexists_with', 'complicates', 'complicates']
['interacts_with', 'associated_with', 'location_of', 'occurs_in']
['interacts_with', 'coexists_with', 'causes', 'prevents']
['interacts_with', 'augments', 'isa', 'same_as']
['interacts_with', 'inhibits', 'coexists_with', 'prevents']
['interacts_with', 'causes', 'compared_with', 'causes']
['interacts_with', 'treats', 'occurs_in', 'affects']
['interacts_with', 'prevents', 'interacts_with', 'stimulates']
['interacts_with', 'same_as', 'causes', 'disrupts']
['interacts_with', 'treats', 'location_of', 'affects']
['interacts_with', 'coexists_with', 'compared_with', 'location_of']
['interacts_with', 'prevents', 'prevents', 'prevents']
['interacts_with', 'compared_with', 'produces', 'isa']
['interacts_with', 'stimulates', 'complicates', 'coexists_with']
['interacts_with', 'inhibits', 'augments', 'same_as']
['interacts_with', 'coexists_with', 'location_of', 'affects']
['interacts_with', 'occurs_in', 'associated_with', 'treats']
['interacts_with', 'compared_with', 'affects', 'prevents']
['interacts_with', 'complicates', 'interacts_with', 'treats']
['interacts_with', 'prevents', 'inhibits', 'augments']
['interacts_with', 'isa', 'coexists_with', 'stimulates']
['interacts_with', 'isa', 'compared_with', 'same_as']
['interacts_with', 'associated_with', 'prevents', 'complicates']
['interacts_with', 'compared_with', 'compared_with', 'part_of']
['interacts_with', 'associated_with', 'causes', 'isa']
['interacts_with', 'stimulates']
['interacts_with', 'diagnoses', 'associated_with', 'part_of']
['interacts_with', 'diagnoses', 'associated_with', 'coexists_with']
['interacts_with', 'part_of', 'treats', 'coexists_with']
['interacts_with', 'stimulates', 'stimulates', 'causes']
['interacts_with', 'causes', 'isa', 'stimulates']
['interacts_with', 'stimulates', 'same_as', 'stimulates']
['interacts_with', 'stimulates', 'occurs_in', 'stimulates']
['interacts_with', 'disrupts', 'prevents', 'occurs_in']
['interacts_with', 'inhibits', 'occurs_in', 'interacts_with']
['interacts_with', 'isa', 'coexists_with', 'occurs_in']
['interacts_with', 'augments']
['interacts_with', 'interacts_with', 'isa', 'coexists_with']
['interacts_with', 'location_of', 'complicates', 'stimulates']
['interacts_with', 'location_of', 'part_of', 'location_of']
['interacts_with', 'interacts_with', 'associated_with', 'interacts_with']
['interacts_with', 'prevents', 'occurs_in', 'coexists_with']
['interacts_with', 'location_of', 'causes', 'disrupts']
['interacts_with', 'part_of', 'occurs_in', 'location_of']
['coexists_with', 'prevents', 'occurs_in', 'occurs_in']
['coexists_with', 'affects', 'stimulates', 'inhibits']
['coexists_with', 'stimulates', 'interacts_with', 'stimulates']
['coexists_with', 'prevents', 'causes', 'disrupts']
['coexists_with', 'occurs_in', 'occurs_in', 'interacts_with']
['coexists_with', 'isa', 'compared_with', 'same_as']
['coexists_with', 'augments', 'occurs_in', 'complicates']
['coexists_with', 'coexists_with', 'diagnoses', 'diagnoses']
['coexists_with', 'diagnoses', 'location_of', 'interacts_with']
['coexists_with', 'same_as', 'produces']
['coexists_with', 'occurs_in', 'causes', 'treats']
['coexists_with', 'treats', 'interacts_with', 'augments']
['coexists_with', 'isa', 'causes', 'occurs_in']
['coexists_with', 'affects', 'complicates', 'disrupts']
['coexists_with', 'isa', 'compared_with', 'causes']
['coexists_with', 'location_of', 'compared_with', 'stimulates']
['coexists_with', 'disrupts', 'disrupts', 'prevents']
['coexists_with', 'prevents', 'produces', 'stimulates']
['coexists_with', 'produces', 'interacts_with']
['coexists_with', 'diagnoses', 'occurs_in', 'inhibits']
['coexists_with', 'augments', 'prevents', 'augments']
['coexists_with', 'same_as', 'same_as', 'part_of']
['coexists_with', 'location_of', 'treats', 'complicates']
['coexists_with', 'produces', 'occurs_in', 'causes']
['coexists_with', 'affects', 'stimulates', 'stimulates']
['coexists_with', 'compared_with', 'treats', 'associated_with']
['coexists_with', 'location_of', 'prevents', 'interacts_with']
['coexists_with', 'complicates', 'same_as', 'associated_with']
['coexists_with', 'treats', 'affects', 'stimulates']
['coexists_with', 'prevents', 'affects', 'coexists_with']
['coexists_with', 'causes', 'same_as', 'same_as']
['coexists_with', 'interacts_with', 'location_of', 'treats']
['coexists_with', 'coexists_with', 'causes', 'treats']
['coexists_with', 'inhibits', 'part_of', 'diagnoses']
['coexists_with', 'augments', 'causes', 'prevents']
['coexists_with', 'same_as', 'occurs_in', 'causes']
['coexists_with', 'produces', 'disrupts', 'same_as']
['coexists_with']
['coexists_with', 'part_of', 'compared_with', 'occurs_in']
['coexists_with', 'causes', 'stimulates', 'diagnoses']
['coexists_with', 'occurs_in', 'interacts_with', 'produces']
['coexists_with', 'location_of', 'stimulates', 'diagnoses']
['coexists_with', 'causes', 'augments', 'causes']
['coexists_with', 'complicates', 'compared_with', 'interacts_with']
['coexists_with', 'occurs_in', 'inhibits', 'diagnoses']
['coexists_with', 'part_of', 'produces', 'augments']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'part_of', 'compared_with', 'complicates']
['coexists_with', 'complicates', 'location_of', 'inhibits']
['coexists_with', 'produces', 'associated_with', 'coexists_with']
['coexists_with', 'same_as', 'complicates', 'part_of']
['coexists_with', 'produces', 'augments', 'augments']
['coexists_with', 'prevents', 'affects', 'isa']
['coexists_with', 'prevents', 'associated_with', 'stimulates']
['coexists_with', 'compared_with', 'causes', 'associated_with']
['coexists_with', 'affects', 'stimulates', 'disrupts']
['coexists_with', 'location_of', 'affects', 'associated_with']
['coexists_with', 'treats', 'causes', 'occurs_in']
['coexists_with', 'inhibits', 'coexists_with', 'coexists_with']
['coexists_with', 'complicates', 'augments', 'same_as']
['coexists_with', 'causes', 'interacts_with', 'interacts_with']
['coexists_with', 'diagnoses', 'part_of', 'part_of']
['coexists_with', 'prevents']
['coexists_with', 'part_of', 'stimulates', 'disrupts']
['coexists_with', 'part_of', 'same_as', 'treats']
['coexists_with', 'causes', 'inhibits', 'prevents']
['coexists_with', 'produces', 'part_of', 'complicates']
['coexists_with', 'causes']
['coexists_with', 'location_of', 'same_as']
['coexists_with', 'occurs_in', 'part_of', 'compared_with']
['coexists_with', 'same_as', 'part_of', 'disrupts']
['coexists_with', 'complicates', 'inhibits', 'same_as']
['coexists_with', 'produces', 'coexists_with', 'complicates']
['coexists_with', 'prevents', 'location_of', 'interacts_with']
['coexists_with', 'occurs_in', 'associated_with', 'disrupts']
['coexists_with', 'treats', 'complicates', 'occurs_in']
['coexists_with', 'disrupts', 'coexists_with', 'location_of']
['coexists_with', 'associated_with', 'coexists_with']
['coexists_with', 'stimulates', 'stimulates', 'treats']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'stimulates', 'occurs_in', 'same_as']
['coexists_with', 'part_of', 'associated_with', 'coexists_with']
['coexists_with', 'diagnoses', 'treats', 'affects']
['coexists_with', 'occurs_in', 'coexists_with', 'same_as']
['coexists_with', 'associated_with', 'part_of', 'produces']
['coexists_with', 'stimulates', 'occurs_in', 'interacts_with']
['coexists_with', 'complicates', 'treats', 'coexists_with']
['coexists_with', 'inhibits', 'causes', 'inhibits']
['coexists_with', 'causes', 'stimulates', 'stimulates']
['coexists_with', 'coexists_with', 'complicates', 'part_of']
['coexists_with', 'location_of', 'isa', 'location_of']
['coexists_with', 'associated_with', 'affects', 'location_of']
['coexists_with', 'produces', 'affects', 'diagnoses']
['coexists_with', 'same_as', 'disrupts', 'same_as']
['coexists_with', 'stimulates', 'complicates', 'causes']
['coexists_with', 'location_of', 'part_of', 'affects']
['coexists_with', 'occurs_in', 'part_of', 'inhibits']
['coexists_with', 'occurs_in', 'diagnoses', 'location_of']
['isa']
['isa', 'occurs_in', 'inhibits', 'affects']
['isa', 'diagnoses', 'complicates', 'coexists_with']
['isa', 'stimulates']
['isa', 'disrupts', 'causes', 'inhibits']
['isa', 'prevents', 'complicates', 'interacts_with']
['isa', 'affects', 'isa']
['isa', 'coexists_with', 'stimulates', 'augments']
['isa', 'associated_with', 'inhibits', 'disrupts']
['isa', 'augments', 'causes', 'location_of']
['isa', 'diagnoses', 'occurs_in']
['isa', 'affects', 'interacts_with', 'coexists_with']
['isa', 'causes', 'causes', 'causes']
['isa', 'compared_with', 'produces', 'complicates']
['isa', 'causes', 'produces', 'interacts_with']
['isa', 'complicates', 'occurs_in', 'disrupts']
['isa', 'diagnoses', 'occurs_in', 'causes']
['isa', 'associated_with', 'part_of', 'part_of']
['isa', 'associated_with', 'disrupts', 'associated_with']
['isa', 'stimulates', 'stimulates', 'coexists_with']
['isa', 'complicates', 'occurs_in', 'part_of']
['isa', 'produces', 'same_as', 'associated_with']
['isa', 'interacts_with', 'prevents', 'part_of']
['isa', 'produces', 'stimulates', 'prevents']
['isa', 'occurs_in', 'stimulates', 'prevents']
['isa', 'occurs_in', 'coexists_with', 'same_as']
['isa', 'coexists_with', 'isa', 'treats']
['isa', 'isa', 'part_of', 'coexists_with']
['isa', 'associated_with', 'coexists_with', 'compared_with']
['isa', 'treats', 'occurs_in', 'produces']
['isa', 'interacts_with', 'augments', 'produces']
['isa', 'causes', 'part_of', 'part_of']
['isa', 'prevents']
['isa', 'same_as', 'associated_with', 'augments']
['isa', 'interacts_with', 'coexists_with', 'occurs_in']
['isa', 'location_of', 'prevents', 'location_of']
['isa', 'isa']
['isa', 'compared_with', 'interacts_with', 'isa']
['isa', 'diagnoses', 'stimulates', 'coexists_with']
['isa', 'compared_with', 'part_of', 'diagnoses']
['isa', 'affects', 'part_of', 'associated_with']
['isa', 'compared_with', 'inhibits', 'occurs_in']
['isa', 'complicates', 'part_of', 'prevents']
['isa', 'same_as', 'stimulates', 'coexists_with']
['isa', 'occurs_in', 'causes', 'affects']
['isa', 'compared_with', 'stimulates', 'occurs_in']
['isa', 'complicates', 'inhibits', 'complicates']
['isa', 'stimulates', 'associated_with', 'coexists_with']
['isa', 'associated_with', 'compared_with', 'stimulates']
['isa', 'diagnoses']
['isa', 'same_as', 'occurs_in', 'diagnoses']
['isa', 'interacts_with', 'compared_with', 'produces']
['isa', 'produces', 'prevents', 'same_as']
['isa', 'same_as', 'stimulates', 'interacts_with']
['isa', 'stimulates', 'augments', 'inhibits']
['isa', 'associated_with', 'location_of', 'prevents']
['isa', 'disrupts', 'disrupts', 'same_as']
['isa', 'causes', 'part_of', 'inhibits']
