['diagnoses', 'complicates', 'compared_with', 'causes']
['associated_with', 'stimulates', 'same_as', 'same_as']
['associated_with', 'occurs_in', 'interacts_with', 'stimulates']
['associated_with', 'inhibits', 'coexists_with', 'augments']
['associated_with', 'inhibits', 'compared_with', 'produces']
['associated_with', 'same_as', 'occurs_in', 'causes']
['associated_with', 'same_as']
['associated_with', 'causes', 'same_as', 'isa']
['associated_with', 'location_of', 'coexists_with']
['associated_with', 'stimulates', 'occurs_in', 'affects']
['associated_with', 'associated_with', 'isa', 'occurs_in']
['associated_with', 'coexists_with', 'affects', 'complicates']
['associated_with', 'disrupts', 'compared_with', 'prevents']
['associated_with', 'augments', 'stimulates', 'disrupts']
['associated_with', 'treats', 'isa', 'coexists_with']
['associated_with', 'augments', 'affects', 'treats']
['associated_with', 'same_as', 'treats', 'inhibits']
['associated_with', 'inhibits', 'causes', 'stimulates']
['associated_with', 'causes', 'part_of', 'coexists_with']
['associated_with', 'location_of', 'same_as', 'part_of']
['associated_with', 'coexists_with', 'occurs_in', 'prevents']
['associated_with', 'compared_with']
['associated_with', 'stimulates', 'isa', 'causes']
['associated_with', 'interacts_with', 'stimulates', 'complicates']
['associated_with', 'associated_with', 'complicates']
['associated_with', 'complicates', 'diagnoses', 'location_of']
['associated_with', 'augments', 'disrupts', 'part_of']
['associated_with', 'stimulates']
['associated_with', 'associated_with', 'same_as', 'diagnoses']
['associated_with', 'coexists_with', 'treats', 'isa']
['associated_with', 'same_as', 'affects', 'interacts_with']
['associated_with', 'associated_with', 'inhibits', 'stimulates']
['associated_with', 'produces']
['associated_with', 'disrupts', 'same_as', 'isa']
['associated_with', 'disrupts', 'diagnoses', 'inhibits']
['associated_with', 'affects', 'causes', 'compared_with']
['associated_with', 'coexists_with', 'coexists_with', 'occurs_in']
['associated_with', 'same_as', 'diagnoses', 'associated_with']
['associated_with', 'treats', 'inhibits', 'same_as']
['associated_with', 'inhibits', 'associated_with', 'stimulates']
['associated_with', 'produces', 'associated_with', 'treats']
['associated_with', 'inhibits', 'augments', 'augments']
['associated_with', 'isa', 'location_of', 'coexists_with']
['associated_with']
['associated_with', 'affects', 'causes', 'stimulates']
['associated_with', 'coexists_with', 'same_as', 'compared_with']
['associated_with', 'stimulates', 'disrupts', 'augments']
['associated_with', 'part_of', 'prevents', 'stimulates']
['associated_with', 'causes', 'stimulates', 'prevents']
['associated_with', 'occurs_in', 'prevents', 'causes']
['associated_with', 'affects', 'associated_with', 'diagnoses']
['associated_with', 'associated_with', 'compared_with', 'interacts_with']
['associated_with', 'isa', 'diagnoses', 'complicates']
['associated_with', 'same_as', 'diagnoses', 'produces']
['associated_with', 'diagnoses', 'interacts_with', 'inhibits']
['associated_with', 'inhibits', 'causes', 'coexists_with']
['associated_with', 'part_of', 'complicates', 'causes']
['associated_with', 'treats', 'causes', 'interacts_with']
['associated_with', 'coexists_with', 'disrupts', 'diagnoses']
['associated_with', 'diagnoses', 'diagnoses', 'prevents']
['associated_with', 'treats', 'isa', 'part_of']
['associated_with', 'causes', 'complicates', 'location_of']
['associated_with', 'compared_with', 'associated_with', 'prevents']
['associated_with', 'complicates', 'inhibits', 'augments']
['associated_with', 'associated_with', 'treats', 'affects']
['associated_with', 'affects', 'complicates', 'augments']
['associated_with', 'treats', 'same_as', 'inhibits']
['associated_with', 'treats', 'produces', 'causes']
['associated_with', 'coexists_with', 'same_as', 'inhibits']
['associated_with', 'interacts_with', 'causes', 'interacts_with']
['associated_with', 'prevents', 'produces', 'location_of']
['associated_with', 'affects', 'prevents', 'complicates']
['associated_with', 'disrupts', 'compared_with', 'stimulates']
['associated_with', 'interacts_with', 'isa', 'compared_with']
['associated_with', 'prevents']
['associated_with', 'associated_with', 'interacts_with', 'treats']
['associated_with', 'coexists_with', 'complicates', 'associated_with']
['associated_with', 'part_of', 'stimulates', 'disrupts']
['associated_with', 'inhibits', 'associated_with', 'coexists_with']
['associated_with', 'inhibits', 'coexists_with', 'coexists_with']
['associated_with', 'stimulates', 'causes']
['associated_with', 'stimulates', 'occurs_in', 'disrupts']
['treats', 'stimulates', 'isa', 'occurs_in']
['treats', 'occurs_in', 'complicates', 'diagnoses']
['treats', 'coexists_with', 'inhibits', 'part_of']
['treats', 'compared_with', 'causes']
['treats', 'inhibits', 'augments', 'causes']
['treats', 'causes', 'stimulates', 'inhibits']
['treats', 'inhibits', 'interacts_with', 'affects']
['treats', 'affects', 'produces', 'inhibits']
['treats', 'location_of', 'causes', 'causes']
['treats', 'prevents', 'isa']
['treats', 'produces', 'associated_with', 'complicates']
['treats', 'affects', 'same_as', 'isa']
['treats', 'causes', 'inhibits', 'augments']
['treats', 'prevents', 'isa', 'augments']
['treats', 'inhibits', 'location_of', 'compared_with']
['treats', 'diagnoses']
['treats', 'location_of', 'inhibits', 'augments']
['treats', 'associated_with', 'interacts_with', 'part_of']
['treats', 'inhibits', 'occurs_in', 'prevents']
['treats', 'stimulates', 'interacts_with', 'augments']
['treats', 'complicates', 'prevents']
['treats', 'inhibits', 'same_as', 'disrupts']
['treats', 'isa', 'affects', 'augments']
['treats', 'treats', 'produces', 'produces']
['treats', 'prevents', 'inhibits', 'affects']
['treats', 'causes', 'augments', 'occurs_in']
['treats', 'produces', 'disrupts']
['treats', 'location_of', 'produces', 'disrupts']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'produces', 'location_of', 'inhibits']
['treats', 'compared_with', 'disrupts']
['treats', 'isa', 'complicates', 'same_as']
['treats', 'causes', 'prevents', 'affects']
['treats', 'stimulates', 'isa', 'prevents']
['treats', 'produces', 'stimulates', 'coexists_with']
['treats', 'part_of', 'compared_with', 'associated_with']
['treats', 'prevents', 'compared_with', 'occurs_in']
['treats', 'compared_with', 'compared_with', 'compared_with']
['treats', 'disrupts', 'coexists_with', 'produces']
['treats', 'stimulates', 'inhibits', 'inhibits']
['treats', 'same_as', 'same_as', 'part_of']
['treats', 'part_of', 'occurs_in', 'location_of']
['treats', 'complicates', 'interacts_with', 'treats']
['treats', 'inhibits', 'disrupts', 'occurs_in']
['treats', 'diagnoses', 'causes', 'same_as']
['treats', 'causes', 'location_of', 'interacts_with']
['treats', 'inhibits', 'complicates', 'part_of']
['treats', 'stimulates', 'prevents', 'augments']
['treats', 'prevents', 'coexists_with', 'part_of']
['treats', 'causes', 'prevents', 'prevents']
['treats', 'causes']
['treats', 'interacts_with']
['treats', 'interacts_with', 'associated_with', 'affects']
['treats', 'coexists_with', 'disrupts', 'occurs_in']
['treats', 'complicates', 'produces', 'compared_with']
['treats', 'isa', 'part_of', 'inhibits']
['treats', 'occurs_in', 'produces', 'occurs_in']
['treats', 'part_of', 'inhibits', 'disrupts']
['treats', 'stimulates', 'same_as', 'associated_with']
['treats', 'disrupts', 'same_as', 'part_of']
['treats', 'location_of', 'coexists_with', 'associated_with']
['treats', 'part_of', 'produces', 'isa']
['treats', 'causes', 'prevents', 'diagnoses']
['treats', 'causes', 'produces', 'treats']
['treats', 'augments', 'same_as', 'stimulates']
['treats', 'disrupts', 'causes', 'isa']
['treats', 'augments', 'interacts_with', 'stimulates']
['treats', 'isa', 'coexists_with', 'isa']
['treats', 'interacts_with', 'location_of', 'same_as']
['treats', 'occurs_in', 'part_of', 'stimulates']
['treats', 'treats', 'interacts_with', 'complicates']
['treats', 'location_of', 'prevents', 'part_of']
['treats', 'same_as', 'prevents', 'causes']
['treats', 'treats', 'treats', 'occurs_in']
['treats', 'causes', 'treats', 'isa']
['treats', 'location_of', 'augments']
['treats', 'augments', 'occurs_in', 'produces']
['treats']
['treats', 'compared_with', 'occurs_in', 'treats']
['treats', 'same_as', 'affects', 'location_of']
['treats', 'treats', 'causes', 'same_as']
['treats', 'same_as', 'location_of', 'stimulates']
['treats', 'disrupts', 'diagnoses', 'disrupts']
['treats', 'produces', 'location_of', 'part_of']
['treats', 'occurs_in', 'compared_with', 'stimulates']
['treats', 'causes', 'diagnoses', 'affects']
['treats', 'coexists_with', 'occurs_in', 'inhibits']
['treats', 'prevents', 'occurs_in', 'interacts_with']
['treats', 'produces', 'same_as', 'associated_with']
['treats', 'coexists_with', 'augments', 'treats']
['treats', 'diagnoses', 'complicates', 'affects']
['treats', 'inhibits', 'stimulates', 'isa']
['treats', 'produces', 'coexists_with', 'associated_with']
['treats', 'occurs_in', 'causes', 'same_as']
['treats', 'causes', 'part_of', 'causes']
['treats', 'produces', 'stimulates', 'stimulates']
['treats', 'affects', 'part_of', 'coexists_with']
['affects', 'stimulates', 'isa', 'augments']
['affects']
['affects', 'interacts_with', 'interacts_with', 'disrupts']
['affects', 'compared_with', 'stimulates', 'inhibits']
['affects', 'treats', 'augments']
['affects', 'compared_with', 'prevents', 'augments']
['affects', 'treats', 'part_of', 'associated_with']
['affects', 'diagnoses', 'augments', 'occurs_in']
['affects', 'isa', 'causes', 'inhibits']
['affects', 'augments', 'same_as', 'causes']
['affects', 'prevents', 'affects', 'isa']
['affects', 'treats', 'inhibits', 'stimulates']
['affects', 'coexists_with', 'causes', 'augments']
['affects', 'coexists_with', 'diagnoses', 'associated_with']
['affects', 'causes', 'complicates', 'causes']
['affects', 'disrupts', 'location_of', 'interacts_with']
['affects', 'stimulates']
['affects', 'augments', 'produces', 'prevents']
['affects', 'treats', 'stimulates', 'produces']
['affects', 'prevents']
['affects', 'inhibits', 'diagnoses', 'coexists_with']
['affects', 'prevents', 'stimulates', 'associated_with']
['affects', 'same_as', 'coexists_with', 'produces']
['affects', 'inhibits', 'prevents', 'affects']
['affects', 'produces', 'compared_with', 'inhibits']
['affects', 'occurs_in', 'inhibits', 'associated_with']
['affects', 'disrupts', 'disrupts', 'isa']
['affects', 'interacts_with', 'complicates', 'affects']
['affects', 'affects', 'same_as', 'interacts_with']
['affects', 'complicates', 'stimulates', 'causes']
['affects', 'prevents', 'augments', 'coexists_with']
['affects', 'prevents', 'produces', 'disrupts']
['affects', 'part_of', 'affects', 'occurs_in']
['affects', 'produces', 'diagnoses']
['affects', 'affects', 'augments', 'isa']
['affects', 'associated_with', 'isa', 'associated_with']
['affects', 'compared_with', 'stimulates', 'treats']
['affects', 'prevents', 'complicates', 'interacts_with']
['affects', 'disrupts', 'augments']
['affects', 'compared_with', 'treats', 'occurs_in']
['affects', 'compared_with', 'affects', 'compared_with']
['affects', 'disrupts', 'disrupts', 'augments']
['affects', 'augments', 'compared_with', 'compared_with']
['affects', 'augments', 'causes', 'complicates']
['affects', 'associated_with', 'occurs_in', 'inhibits']
['affects', 'compared_with', 'augments', 'treats']
['affects', 'interacts_with', 'inhibits', 'part_of']
['affects', 'disrupts', 'inhibits', 'isa']
['affects', 'augments', 'inhibits', 'stimulates']
['affects', 'coexists_with', 'coexists_with', 'causes']
['affects', 'complicates', 'compared_with', 'treats']
['affects', 'interacts_with', 'produces', 'part_of']
['affects', 'stimulates', 'diagnoses', 'augments']
['affects', 'augments', 'compared_with', 'causes']
['affects', 'interacts_with', 'isa', 'produces']
['affects', 'inhibits', 'isa', 'stimulates']
['affects', 'occurs_in', 'augments', 'prevents']
['affects', 'complicates', 'causes', 'same_as']
['affects', 'part_of', 'same_as', 'inhibits']
['affects', 'compared_with', 'inhibits', 'location_of']
['affects', 'compared_with', 'complicates', 'inhibits']
['affects', 'occurs_in', 'compared_with', 'location_of']
['affects', 'produces', 'complicates', 'augments']
['affects', 'complicates', 'stimulates', 'interacts_with']
['affects', 'complicates', 'disrupts', 'part_of']
['affects', 'augments', 'same_as', 'prevents']
['affects', 'inhibits', 'affects', 'augments']
['affects', 'stimulates', 'treats', 'disrupts']
['affects', 'same_as', 'produces', 'associated_with']
['affects', 'prevents', 'isa', 'same_as']
['affects', 'location_of', 'compared_with', 'causes']
['affects', 'isa', 'same_as', 'associated_with']
['affects', 'augments', 'augments', 'compared_with']
['affects', 'causes', 'interacts_with', 'diagnoses']
['affects', 'prevents', 'produces', 'affects']
['affects', 'disrupts']
['affects', 'prevents', 'stimulates', 'treats']
['affects', 'affects', 'diagnoses', 'causes']
['affects', 'isa', 'compared_with', 'same_as']
['affects', 'affects', 'augments', 'occurs_in']
['affects', 'same_as', 'prevents', 'causes']
['affects', 'produces', 'stimulates', 'treats']
['affects', 'compared_with', 'causes', 'compared_with']
['affects', 'augments', 'diagnoses', 'causes']
['affects', 'same_as', 'same_as', 'affects']
['affects', 'affects', 'occurs_in', 'produces']
['affects', 'coexists_with', 'occurs_in', 'diagnoses']
['affects', 'isa', 'occurs_in', 'treats']
['affects', 'affects', 'coexists_with', 'same_as']
['interacts_with', 'associated_with', 'stimulates', 'produces']
['interacts_with', 'causes', 'diagnoses', 'produces']
['interacts_with', 'associated_with', 'occurs_in', 'compared_with']
['interacts_with', 'prevents', 'location_of', 'causes']
['interacts_with', 'compared_with']
['interacts_with', 'disrupts', 'inhibits', 'associated_with']
['interacts_with', 'compared_with', 'disrupts', 'interacts_with']
['interacts_with', 'part_of', 'associated_with', 'compared_with']
['interacts_with', 'compared_with', 'inhibits', 'coexists_with']
['interacts_with', 'prevents', 'stimulates', 'produces']
['interacts_with', 'occurs_in', 'occurs_in', 'occurs_in']
['interacts_with', 'interacts_with', 'affects', 'occurs_in']
['interacts_with', 'diagnoses', 'interacts_with', 'causes']
['interacts_with', 'disrupts', 'inhibits', 'part_of']
['interacts_with', 'isa', 'complicates', 'treats']
['interacts_with', 'compared_with', 'interacts_with', 'associated_with']
['interacts_with', 'associated_with']
['interacts_with', 'disrupts', 'inhibits']
['interacts_with', 'part_of', 'occurs_in', 'interacts_with']
['interacts_with', 'same_as', 'augments']
['interacts_with', 'augments', 'same_as', 'treats']
['interacts_with', 'prevents', 'disrupts', 'stimulates']
['interacts_with', 'treats', 'location_of', 'complicates']
['interacts_with', 'disrupts', 'treats', 'interacts_with']
['interacts_with', 'isa', 'occurs_in', 'coexists_with']
['interacts_with', 'location_of', 'isa', 'location_of']
['interacts_with', 'part_of', 'associated_with', 'inhibits']
['interacts_with', 'compared_with', 'complicates', 'interacts_with']
['interacts_with', 'occurs_in', 'location_of', 'associated_with']
['interacts_with', 'disrupts', 'prevents', 'associated_with']
['interacts_with', 'causes', 'causes', 'prevents']
['interacts_with', 'isa', 'causes', 'occurs_in']
['interacts_with', 'augments', 'produces', 'complicates']
['interacts_with', 'associated_with', 'disrupts', 'prevents']
['interacts_with', 'prevents', 'location_of', 'compared_with']
['interacts_with', 'disrupts', 'augments', 'part_of']
['interacts_with', 'produces']
['interacts_with', 'affects', 'treats', 'part_of']
['interacts_with', 'causes', 'occurs_in', 'complicates']
['interacts_with', 'occurs_in', 'prevents', 'causes']
['interacts_with', 'treats']
['interacts_with', 'interacts_with', 'compared_with', 'coexists_with']
['interacts_with', 'disrupts', 'affects', 'isa']
['interacts_with', 'disrupts', 'stimulates', 'diagnoses']
['interacts_with', 'occurs_in', 'coexists_with', 'occurs_in']
['interacts_with', 'isa', 'location_of', 'occurs_in']
['interacts_with', 'occurs_in', 'interacts_with', 'diagnoses']
['interacts_with', 'produces', 'prevents', 'associated_with']
['interacts_with', 'occurs_in', 'occurs_in', 'prevents']
['interacts_with', 'occurs_in', 'produces', 'associated_with']
['interacts_with', 'diagnoses', 'causes', 'augments']
['interacts_with', 'coexists_with', 'interacts_with', 'compared_with']
['interacts_with', 'diagnoses', 'compared_with', 'disrupts']
['interacts_with', 'part_of', 'augments', 'isa']
['interacts_with', 'affects', 'causes', 'produces']
['interacts_with', 'part_of', 'associated_with', 'complicates']
['interacts_with', 'causes', 'part_of', 'part_of']
['interacts_with', 'location_of', 'occurs_in', 'location_of']
['interacts_with', 'occurs_in', 'treats']
['interacts_with', 'prevents', 'occurs_in', 'associated_with']
['interacts_with', 'affects']
['interacts_with', 'causes', 'diagnoses', 'affects']
['interacts_with', 'produces', 'stimulates', 'produces']
['interacts_with', 'augments', 'interacts_with', 'stimulates']
['interacts_with', 'associated_with', 'isa', 'inhibits']
['interacts_with', 'coexists_with', 'produces', 'inhibits']
['interacts_with', 'causes', 'isa', 'isa']
['interacts_with', 'same_as', 'occurs_in', 'interacts_with']
['interacts_with', 'produces', 'diagnoses', 'associated_with']
['interacts_with', 'coexists_with', 'occurs_in', 'causes']
['interacts_with', 'produces', 'location_of', 'augments']
['interacts_with', 'causes', 'complicates', 'interacts_with']
['interacts_with', 'compared_with', 'produces']
['interacts_with', 'part_of', 'prevents']
['interacts_with', 'stimulates', 'interacts_with', 'occurs_in']
['interacts_with', 'inhibits', 'augments', 'location_of']
['interacts_with', 'causes', 'stimulates']
['interacts_with', 'causes', 'complicates', 'causes']
['interacts_with', 'inhibits', 'augments', 'coexists_with']
['interacts_with', 'same_as']
['interacts_with', 'causes']
['interacts_with', 'part_of', 'disrupts', 'occurs_in']
['interacts_with', 'same_as', 'associated_with', 'disrupts']
['interacts_with', 'compared_with', 'produces', 'compared_with']
['interacts_with', 'isa', 'occurs_in', 'produces']
['interacts_with']
['interacts_with', 'same_as', 'causes', 'associated_with']
['interacts_with', 'disrupts', 'diagnoses', 'associated_with']
['interacts_with', 'same_as', 'prevents', 'same_as']
['interacts_with', 'treats', 'diagnoses', 'complicates']
['interacts_with', 'produces', 'location_of', 'same_as']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'part_of', 'inhibits', 'diagnoses']
['interacts_with', 'causes', 'inhibits', 'produces']
['interacts_with', 'same_as', 'affects', 'augments']
['coexists_with', 'location_of', 'affects', 'occurs_in']
['coexists_with', 'same_as', 'associated_with', 'disrupts']
['coexists_with', 'augments', 'occurs_in', 'interacts_with']
['coexists_with', 'prevents']
['coexists_with', 'coexists_with', 'diagnoses', 'diagnoses']
['coexists_with', 'stimulates', 'location_of', 'part_of']
['coexists_with', 'produces', 'isa', 'inhibits']
['coexists_with', 'stimulates', 'augments', 'stimulates']
['coexists_with', 'complicates', 'coexists_with', 'coexists_with']
['coexists_with', 'same_as', 'diagnoses', 'augments']
['coexists_with', 'diagnoses', 'inhibits', 'stimulates']
['coexists_with', 'compared_with', 'compared_with', 'augments']
['coexists_with', 'interacts_with', 'isa', 'interacts_with']
['coexists_with', 'compared_with', 'associated_with', 'stimulates']
['coexists_with', 'treats', 'diagnoses', 'location_of']
['coexists_with', 'occurs_in', 'augments', 'affects']
['coexists_with', 'produces', 'same_as', 'produces']
['coexists_with', 'causes', 'same_as', 'diagnoses']
['coexists_with', 'coexists_with', 'produces', 'stimulates']
['coexists_with', 'isa', 'coexists_with']
['coexists_with', 'stimulates', 'coexists_with']
['coexists_with', 'disrupts', 'coexists_with', 'same_as']
['coexists_with', 'augments', 'complicates', 'compared_with']
['coexists_with', 'diagnoses']
['coexists_with', 'prevents', 'diagnoses', 'coexists_with']
['coexists_with', 'affects', 'part_of', 'complicates']
['coexists_with', 'stimulates', 'same_as', 'same_as']
['coexists_with', 'same_as', 'causes', 'associated_with']
['coexists_with', 'compared_with', 'augments', 'augments']
['coexists_with', 'stimulates', 'complicates', 'disrupts']
['coexists_with', 'compared_with', 'treats', 'occurs_in']
['coexists_with', 'isa', 'location_of']
['coexists_with', 'treats', 'diagnoses', 'stimulates']
['coexists_with', 'diagnoses', 'location_of', 'produces']
['coexists_with', 'treats', 'occurs_in', 'treats']
['coexists_with', 'produces', 'associated_with', 'affects']
['coexists_with', 'causes', 'produces', 'treats']
['coexists_with', 'stimulates', 'isa', 'produces']
['coexists_with', 'augments', 'causes', 'part_of']
['coexists_with', 'part_of', 'complicates', 'produces']
['coexists_with', 'isa', 'stimulates', 'complicates']
['coexists_with', 'stimulates', 'stimulates', 'associated_with']
['coexists_with', 'isa', 'same_as', 'prevents']
['coexists_with', 'complicates', 'complicates', 'prevents']
['coexists_with', 'isa', 'produces', 'causes']
['coexists_with', 'augments', 'compared_with', 'associated_with']
['coexists_with', 'stimulates', 'associated_with', 'interacts_with']
['coexists_with', 'affects', 'coexists_with', 'diagnoses']
['coexists_with', 'isa', 'inhibits', 'part_of']
['coexists_with', 'associated_with', 'complicates']
['coexists_with', 'coexists_with', 'treats', 'compared_with']
['coexists_with', 'compared_with', 'causes', 'complicates']
['coexists_with', 'prevents', 'inhibits', 'disrupts']
['coexists_with', 'occurs_in', 'isa', 'causes']
['coexists_with', 'affects', 'affects', 'occurs_in']
['coexists_with', 'treats', 'isa', 'augments']
['coexists_with', 'affects', 'coexists_with', 'associated_with']
['coexists_with', 'causes', 'affects', 'disrupts']
['coexists_with', 'affects', 'part_of', 'stimulates']
['coexists_with']
['coexists_with', 'augments', 'associated_with', 'affects']
['coexists_with', 'coexists_with', 'same_as', 'disrupts']
['coexists_with', 'occurs_in', 'disrupts', 'compared_with']
['coexists_with', 'occurs_in']
['coexists_with', 'occurs_in', 'associated_with', 'causes']
['coexists_with', 'same_as', 'compared_with', 'prevents']
['coexists_with', 'associated_with', 'associated_with', 'produces']
['coexists_with', 'causes', 'associated_with', 'complicates']
['coexists_with', 'part_of', 'isa', 'diagnoses']
['coexists_with', 'location_of', 'produces', 'diagnoses']
['coexists_with', 'complicates', 'causes', 'stimulates']
['coexists_with', 'isa', 'prevents', 'treats']
['coexists_with', 'causes', 'stimulates', 'complicates']
['coexists_with', 'inhibits', 'stimulates', 'augments']
['coexists_with', 'causes', 'associated_with', 'inhibits']
['coexists_with', 'stimulates', 'stimulates', 'treats']
['coexists_with', 'coexists_with', 'stimulates', 'affects']
['coexists_with', 'same_as', 'inhibits', 'diagnoses']
['coexists_with', 'location_of', 'location_of', 'associated_with']
['coexists_with', 'treats', 'causes', 'inhibits']
['coexists_with', 'affects', 'coexists_with', 'augments']
['coexists_with', 'augments', 'causes', 'occurs_in']
['coexists_with', 'treats', 'occurs_in', 'same_as']
['coexists_with', 'part_of', 'disrupts', 'affects']
['coexists_with', 'part_of', 'part_of', 'stimulates']
['coexists_with', 'part_of', 'associated_with', 'diagnoses']
['coexists_with', 'produces', 'complicates', 'augments']
['coexists_with', 'inhibits', 'part_of', 'coexists_with']
['coexists_with', 'complicates', 'isa', 'treats']
['coexists_with', 'affects']
['coexists_with', 'same_as', 'part_of', 'associated_with']
['coexists_with', 'compared_with', 'interacts_with', 'augments']
['coexists_with', 'isa', 'associated_with', 'prevents']
['isa', 'coexists_with', 'isa']
['isa', 'same_as', 'affects', 'isa']
['isa', 'diagnoses', 'stimulates', 'produces']
['isa', 'associated_with', 'isa', 'prevents']
['isa', 'complicates', 'compared_with', 'part_of']
['isa', 'interacts_with', 'part_of', 'location_of']
['isa', 'coexists_with', 'treats', 'augments']
['isa', 'diagnoses', 'isa']
['isa', 'produces', 'coexists_with', 'coexists_with']
['isa', 'inhibits', 'coexists_with', 'associated_with']
['isa', 'treats', 'disrupts', 'disrupts']
['isa', 'interacts_with', 'prevents', 'isa']
['isa', 'coexists_with', 'causes', 'occurs_in']
['isa', 'occurs_in', 'prevents', 'part_of']
['isa', 'associated_with']
['isa', 'coexists_with', 'diagnoses', 'interacts_with']
['isa', 'location_of', 'disrupts', 'compared_with']
['isa', 'treats', 'diagnoses', 'complicates']
['isa', 'causes', 'treats', 'prevents']
['isa', 'coexists_with']
['isa', 'augments', 'prevents']
['isa', 'diagnoses', 'inhibits', 'interacts_with']
['isa', 'prevents', 'disrupts', 'treats']
['isa', 'isa', 'location_of', 'causes']
['isa', 'same_as', 'isa', 'affects']
['isa', 'treats', 'causes', 'prevents']
['isa', 'produces', 'compared_with', 'location_of']
['isa', 'interacts_with']
['isa', 'complicates', 'affects', 'disrupts']
['isa', 'causes', 'coexists_with', 'disrupts']
['isa', 'disrupts', 'inhibits', 'treats']
['isa', 'coexists_with', 'stimulates', 'isa']
['isa', 'compared_with', 'disrupts', 'causes']
['isa', 'diagnoses', 'coexists_with', 'same_as']
['isa', 'disrupts', 'disrupts', 'treats']
['isa', 'compared_with', 'inhibits', 'produces']
['isa', 'location_of', 'treats', 'coexists_with']
['isa', 'augments', 'disrupts', 'isa']
['isa', 'compared_with', 'causes', 'isa']
['isa', 'disrupts', 'affects', 'complicates']
['isa', 'inhibits', 'complicates', 'coexists_with']
['isa', 'compared_with', 'causes', 'augments']
['isa', 'disrupts', 'coexists_with', 'inhibits']
['isa', 'affects', 'disrupts']
['isa', 'complicates', 'same_as', 'coexists_with']
['isa', 'associated_with', 'disrupts', 'causes']
['isa', 'location_of', 'compared_with', 'isa']
['isa', 'treats', 'location_of', 'affects']
['isa', 'same_as', 'interacts_with', 'isa']
['isa', 'augments', 'augments', 'inhibits']
['isa']
['isa', 'associated_with', 'stimulates', 'occurs_in']
['isa', 'inhibits', 'treats', 'prevents']
['isa', 'affects', 'location_of', 'treats']
['isa', 'compared_with', 'occurs_in', 'prevents']
['isa', 'affects', 'prevents']
['isa', 'disrupts', 'augments', 'treats']
['isa', 'same_as', 'occurs_in', 'same_as']
['isa', 'same_as', 'inhibits', 'treats']
['isa', 'coexists_with', 'causes', 'isa']
['isa', 'same_as', 'affects', 'associated_with']
['isa', 'associated_with', 'stimulates', 'same_as']
['isa', 'inhibits', 'treats', 'produces']
['isa', 'compared_with', 'coexists_with', 'occurs_in']
['isa', 'produces', 'coexists_with', 'diagnoses']
['isa', 'inhibits']
['isa', 'complicates', 'occurs_in', 'interacts_with']
['isa', 'complicates', 'stimulates', 'part_of']
['isa', 'same_as', 'coexists_with', 'produces']
['isa', 'interacts_with', 'compared_with', 'compared_with']
['isa', 'diagnoses', 'location_of', 'treats']
['isa', 'part_of', 'disrupts', 'complicates']
['isa', 'part_of', 'inhibits', 'prevents']
['isa', 'affects', 'complicates', 'treats']
['isa', 'treats', 'disrupts', 'isa']
['isa', 'diagnoses', 'occurs_in', 'causes']
['isa', 'associated_with', 'interacts_with', 'associated_with']
['isa', 'diagnoses', 'associated_with', 'stimulates']
['isa', 'isa', 'associated_with', 'treats']
['isa', 'location_of', 'disrupts', 'treats']
['isa', 'stimulates', 'part_of', 'affects']
['isa', 'augments', 'same_as', 'associated_with']
['isa', 'prevents', 'compared_with', 'produces']
['isa', 'coexists_with', 'prevents', 'prevents']
['isa', 'part_of', 'causes', 'same_as']
['isa', 'interacts_with', 'augments', 'augments']
['isa', 'inhibits', 'part_of', 'affects']
['isa', 'inhibits', 'coexists_with', 'coexists_with']
['isa', 'same_as', 'affects', 'disrupts']
['isa', 'associated_with', 'location_of', 'affects']
['isa', 'produces', 'complicates', 'isa']
['isa', 'occurs_in', 'compared_with', 'coexists_with']
['isa', 'produces', 'isa', 'occurs_in']
['isa', 'affects', 'causes', 'part_of']
['isa', 'part_of', 'part_of', 'part_of']
['isa', 'causes', 'occurs_in', 'part_of']
['isa', 'part_of', 'complicates', 'compared_with']
['isa', 'complicates', 'produces', 'stimulates']
['isa', 'causes', 'compared_with', 'isa']
['isa', 'treats']
['part_of', 'treats', 'associated_with', 'affects']
['part_of', 'prevents', 'complicates', 'treats']
['part_of', 'affects', 'treats', 'produces']
['part_of', 'location_of', 'part_of', 'coexists_with']
['part_of', 'prevents', 'compared_with', 'part_of']
['part_of', 'interacts_with', 'isa', 'prevents']
['part_of', 'compared_with', 'compared_with', 'occurs_in']
['part_of', 'disrupts', 'complicates', 'complicates']
['part_of', 'inhibits', 'compared_with', 'associated_with']
['part_of', 'occurs_in', 'part_of', 'location_of']
['part_of', 'treats', 'coexists_with', 'part_of']
['part_of', 'compared_with', 'compared_with', 'complicates']
['part_of', 'compared_with', 'associated_with', 'location_of']
['part_of', 'inhibits', 'same_as', 'prevents']
['part_of', 'treats', 'complicates', 'associated_with']
['part_of', 'part_of', 'location_of', 'complicates']
['part_of', 'associated_with', 'complicates', 'occurs_in']
['part_of', 'isa', 'interacts_with', 'complicates']
['part_of', 'compared_with', 'interacts_with', 'stimulates']
['part_of', 'same_as', 'complicates', 'treats']
['part_of', 'associated_with', 'occurs_in', 'coexists_with']
['part_of', 'affects', 'part_of', 'coexists_with']
