['diagnoses', 'inhibits', 'same_as', 'causes']
['stimulates', 'augments', 'disrupts', 'complicates']
['stimulates', 'stimulates', 'part_of', 'complicates']
['stimulates', 'compared_with', 'causes', 'occurs_in']
['stimulates', 'compared_with', 'stimulates', 'complicates']
['stimulates', 'same_as', 'same_as', 'augments']
['stimulates', 'interacts_with', 'disrupts', 'diagnoses']
['stimulates', 'location_of', 'occurs_in', 'causes']
['associated_with', 'complicates', 'prevents', 'isa']
['associated_with', 'coexists_with', 'coexists_with', 'occurs_in']
['associated_with', 'location_of', 'complicates', 'disrupts']
['associated_with', 'prevents', 'produces', 'diagnoses']
['associated_with', 'associated_with', 'inhibits', 'augments']
['associated_with', 'produces', 'complicates', 'interacts_with']
['associated_with', 'same_as', 'location_of', 'occurs_in']
['associated_with', 'interacts_with', 'inhibits', 'disrupts']
['associated_with', 'prevents', 'affects', 'complicates']
['associated_with', 'prevents', 'same_as', 'disrupts']
['associated_with', 'location_of', 'inhibits', 'diagnoses']
['associated_with', 'treats']
['associated_with', 'produces', 'complicates', 'complicates']
['associated_with', 'compared_with', 'same_as', 'part_of']
['associated_with', 'compared_with', 'location_of', 'location_of']
['associated_with', 'compared_with', 'compared_with', 'produces']
['associated_with', 'prevents', 'diagnoses', 'affects']
['associated_with', 'affects', 'location_of', 'treats']
['associated_with', 'diagnoses', 'occurs_in', 'affects']
['associated_with', 'causes', 'interacts_with', 'inhibits']
['associated_with', 'interacts_with', 'interacts_with', 'prevents']
['associated_with', 'isa', 'augments', 'occurs_in']
['associated_with', 'augments', 'prevents', 'part_of']
['associated_with', 'augments', 'produces', 'compared_with']
['associated_with', 'disrupts', 'diagnoses', 'complicates']
['associated_with', 'occurs_in', 'disrupts', 'coexists_with']
['associated_with', 'coexists_with', 'part_of', 'prevents']
['associated_with', 'diagnoses', 'interacts_with']
['associated_with', 'part_of', 'treats', 'inhibits']
['associated_with', 'causes', 'augments']
['associated_with', 'location_of', 'diagnoses', 'produces']
['associated_with', 'coexists_with', 'inhibits', 'affects']
['associated_with', 'prevents', 'occurs_in', 'coexists_with']
['associated_with', 'compared_with', 'complicates', 'compared_with']
['associated_with', 'complicates', 'prevents', 'causes']
['associated_with', 'associated_with', 'treats', 'affects']
['associated_with']
['associated_with', 'causes', 'location_of', 'compared_with']
['associated_with', 'produces', 'isa', 'compared_with']
['associated_with', 'produces', 'inhibits', 'stimulates']
['associated_with', 'part_of', 'same_as', 'occurs_in']
['associated_with', 'inhibits', 'causes', 'associated_with']
['associated_with', 'same_as']
['associated_with', 'coexists_with', 'same_as', 'stimulates']
['associated_with', 'interacts_with']
['associated_with', 'coexists_with', 'part_of', 'diagnoses']
['associated_with', 'compared_with', 'affects', 'causes']
['associated_with', 'disrupts', 'inhibits', 'occurs_in']
['associated_with', 'causes', 'associated_with', 'stimulates']
['associated_with', 'produces', 'coexists_with', 'part_of']
['associated_with', 'prevents', 'coexists_with', 'complicates']
['associated_with', 'part_of', 'location_of', 'complicates']
['associated_with', 'isa', 'complicates', 'isa']
['associated_with', 'inhibits', 'treats', 'complicates']
['associated_with', 'causes', 'produces', 'diagnoses']
['associated_with', 'part_of', 'treats', 'diagnoses']
['associated_with', 'isa', 'causes', 'same_as']
['associated_with', 'treats', 'compared_with', 'disrupts']
['associated_with', 'coexists_with', 'location_of', 'location_of']
['associated_with', 'causes', 'diagnoses', 'disrupts']
['associated_with', 'causes', 'affects', 'complicates']
['associated_with', 'isa', 'augments', 'affects']
['associated_with', 'part_of', 'same_as', 'augments']
['associated_with', 'stimulates', 'diagnoses', 'compared_with']
['associated_with', 'coexists_with', 'stimulates', 'coexists_with']
['associated_with', 'same_as', 'stimulates', 'compared_with']
['associated_with', 'occurs_in', 'complicates', 'diagnoses']
['associated_with', 'causes', 'prevents', 'interacts_with']
['associated_with', 'produces', 'treats', 'inhibits']
['associated_with', 'associated_with', 'complicates', 'compared_with']
['associated_with', 'causes', 'affects', 'stimulates']
['associated_with', 'same_as', 'same_as', 'isa']
['associated_with', 'augments', 'treats', 'affects']
['associated_with', 'interacts_with', 'treats', 'complicates']
['associated_with', 'produces', 'prevents', 'diagnoses']
['associated_with', 'occurs_in', 'treats', 'interacts_with']
['associated_with', 'affects', 'affects', 'associated_with']
['associated_with', 'coexists_with', 'causes', 'disrupts']
['associated_with', 'diagnoses', 'part_of', 'location_of']
['associated_with', 'produces', 'complicates', 'isa']
['associated_with', 'complicates', 'occurs_in', 'produces']
['associated_with', 'interacts_with', 'coexists_with', 'inhibits']
['associated_with', 'causes', 'treats', 'diagnoses']
['associated_with', 'causes', 'associated_with', 'inhibits']
['associated_with', 'affects', 'disrupts', 'causes']
['associated_with', 'occurs_in', 'diagnoses', 'diagnoses']
['associated_with', 'produces', 'compared_with', 'stimulates']
['associated_with', 'causes', 'compared_with', 'augments']
['associated_with', 'complicates', 'compared_with', 'affects']
['associated_with', 'augments', 'interacts_with', 'produces']
['associated_with', 'compared_with', 'stimulates', 'associated_with']
['associated_with', 'compared_with']
['associated_with', 'compared_with', 'causes', 'diagnoses']
['associated_with', 'produces', 'diagnoses', 'affects']
['associated_with', 'diagnoses', 'location_of', 'occurs_in']
['associated_with', 'inhibits', 'causes', 'compared_with']
['associated_with', 'location_of', 'diagnoses', 'treats']
['associated_with', 'location_of', 'inhibits', 'causes']
['treats', 'coexists_with', 'augments', 'coexists_with']
['treats', 'inhibits']
['treats', 'augments', 'stimulates', 'stimulates']
['treats', 'causes', 'stimulates', 'compared_with']
['treats', 'interacts_with', 'associated_with', 'location_of']
['treats', 'prevents', 'coexists_with', 'prevents']
['treats', 'inhibits', 'produces', 'prevents']
['treats', 'treats', 'causes', 'diagnoses']
['treats', 'isa', 'coexists_with', 'inhibits']
['treats']
['treats', 'part_of', 'compared_with', 'interacts_with']
['treats', 'isa', 'part_of', 'part_of']
['treats', 'causes', 'compared_with', 'stimulates']
['treats', 'produces', 'diagnoses', 'same_as']
['treats', 'compared_with', 'prevents', 'associated_with']
['treats', 'interacts_with', 'inhibits', 'part_of']
['treats', 'same_as', 'location_of', 'interacts_with']
['treats', 'prevents', 'causes', 'isa']
['treats', 'produces', 'stimulates', 'inhibits']
['treats', 'part_of', 'isa', 'coexists_with']
['treats', 'diagnoses', 'isa', 'complicates']
['treats', 'inhibits', 'causes', 'location_of']
['treats', 'part_of', 'associated_with', 'augments']
['treats', 'part_of']
['treats', 'part_of', 'produces', 'occurs_in']
['treats', 'augments', 'part_of', 'coexists_with']
['treats', 'complicates', 'occurs_in', 'augments']
['treats', 'stimulates', 'stimulates', 'complicates']
['treats', 'stimulates', 'disrupts', 'coexists_with']
['treats', 'location_of', 'affects', 'isa']
['treats', 'occurs_in', 'disrupts', 'complicates']
['treats', 'causes', 'same_as', 'affects']
['treats', 'complicates', 'augments', 'causes']
['treats', 'affects', 'inhibits', 'coexists_with']
['treats', 'location_of', 'associated_with', 'prevents']
['treats', 'causes', 'isa', 'treats']
['treats', 'produces', 'compared_with', 'augments']
['treats', 'affects', 'isa', 'causes']
['treats', 'prevents', 'interacts_with', 'location_of']
['treats', 'disrupts', 'produces', 'inhibits']
['treats', 'affects', 'compared_with', 'occurs_in']
['treats', 'causes', 'treats', 'part_of']
['treats', 'isa', 'inhibits', 'affects']
['treats', 'treats', 'interacts_with', 'occurs_in']
['treats', 'occurs_in', 'treats', 'affects']
['treats', 'occurs_in', 'prevents', 'location_of']
['treats', 'coexists_with', 'complicates', 'disrupts']
['treats', 'produces', 'associated_with', 'produces']
['treats', 'coexists_with']
['treats', 'isa', 'inhibits', 'inhibits']
['treats', 'compared_with', 'affects', 'affects']
['treats', 'diagnoses', 'disrupts', 'coexists_with']
['treats', 'inhibits', 'occurs_in', 'disrupts']
['treats', 'location_of', 'interacts_with', 'stimulates']
['treats', 'interacts_with', 'associated_with', 'associated_with']
['treats', 'stimulates', 'disrupts', 'compared_with']
['treats', 'stimulates', 'diagnoses', 'produces']
['treats', 'occurs_in', 'causes', 'part_of']
['treats', 'complicates', 'same_as', 'causes']
['treats', 'prevents', 'same_as', 'compared_with']
['treats', 'compared_with', 'diagnoses', 'stimulates']
['treats', 'compared_with', 'treats', 'causes']
['treats', 'augments', 'augments', 'part_of']
['treats', 'prevents', 'complicates', 'augments']
['treats', 'isa', 'coexists_with', 'augments']
['treats', 'occurs_in', 'compared_with', 'same_as']
['treats', 'treats', 'produces', 'complicates']
['treats', 'compared_with', 'inhibits', 'augments']
['treats', 'same_as', 'treats', 'interacts_with']
['treats', 'diagnoses', 'prevents', 'occurs_in']
['treats', 'prevents', 'augments', 'augments']
['treats', 'treats', 'occurs_in', 'causes']
['treats', 'prevents', 'treats', 'causes']
['treats', 'causes', 'complicates', 'occurs_in']
['treats', 'compared_with', 'same_as', 'location_of']
['treats', 'isa', 'prevents', 'causes']
['treats', 'compared_with', 'associated_with', 'part_of']
['treats', 'prevents', 'occurs_in', 'stimulates']
['treats', 'affects', 'part_of', 'coexists_with']
['treats', 'produces', 'coexists_with', 'part_of']
['treats', 'diagnoses', 'disrupts', 'affects']
['treats', 'same_as', 'compared_with', 'compared_with']
['treats', 'augments', 'diagnoses', 'causes']
['treats', 'produces', 'prevents', 'same_as']
['treats', 'produces']
['treats', 'complicates', 'part_of', 'isa']
['treats', 'causes', 'stimulates', 'isa']
['treats', 'inhibits', 'same_as', 'isa']
['treats', 'treats', 'associated_with', 'affects']
['treats', 'coexists_with', 'associated_with', 'produces']
['treats', 'isa', 'coexists_with', 'produces']
['treats', 'isa', 'same_as', 'isa']
['treats', 'disrupts', 'causes', 'prevents']
['treats', 'prevents', 'interacts_with', 'affects']
['treats', 'causes', 'diagnoses', 'inhibits']
['treats', 'causes', 'location_of', 'causes']
['treats', 'produces', 'compared_with', 'disrupts']
['affects', 'isa', 'causes', 'interacts_with']
['affects', 'occurs_in', 'disrupts', 'causes']
['affects', 'inhibits', 'location_of', 'prevents']
['affects', 'same_as', 'location_of', 'causes']
['affects', 'location_of', 'treats', 'augments']
['affects', 'affects', 'causes', 'prevents']
['affects', 'isa', 'location_of', 'diagnoses']
['affects', 'prevents', 'causes', 'same_as']
['affects', 'isa', 'same_as', 'disrupts']
['affects', 'inhibits', 'treats', 'same_as']
['affects', 'compared_with', 'location_of']
['affects', 'associated_with', 'inhibits', 'stimulates']
['affects', 'causes', 'produces', 'compared_with']
['affects', 'isa', 'same_as']
['affects', 'isa', 'diagnoses', 'treats']
['affects', 'inhibits', 'stimulates', 'stimulates']
['affects', 'part_of', 'compared_with', 'compared_with']
['affects', 'part_of', 'prevents', 'occurs_in']
['affects', 'diagnoses', 'inhibits', 'complicates']
['affects', 'inhibits', 'complicates', 'associated_with']
['affects', 'disrupts', 'augments', 'complicates']
['affects', 'inhibits', 'inhibits', 'inhibits']
['affects', 'compared_with', 'occurs_in']
['affects', 'location_of', 'isa', 'prevents']
['affects', 'isa']
['affects', 'inhibits', 'treats', 'causes']
['affects', 'interacts_with', 'causes', 'produces']
['affects', 'inhibits', 'treats', 'affects']
['affects', 'inhibits', 'prevents', 'inhibits']
['affects', 'part_of', 'compared_with', 'treats']
['affects', 'part_of', 'interacts_with', 'affects']
['affects', 'occurs_in', 'associated_with', 'isa']
['affects', 'associated_with', 'augments', 'location_of']
['affects', 'coexists_with', 'isa']
['affects', 'occurs_in', 'compared_with', 'disrupts']
['affects', 'complicates', 'associated_with', 'part_of']
['affects', 'inhibits', 'augments', 'coexists_with']
['affects', 'stimulates', 'coexists_with', 'causes']
['affects', 'compared_with', 'prevents', 'location_of']
['affects']
['affects', 'same_as', 'inhibits', 'complicates']
['affects', 'disrupts', 'part_of', 'coexists_with']
['affects', 'diagnoses', 'isa', 'interacts_with']
['affects', 'location_of', 'inhibits', 'isa']
['affects', 'produces', 'interacts_with', 'same_as']
['affects', 'causes', 'treats', 'inhibits']
['affects', 'occurs_in', 'complicates', 'coexists_with']
['affects', 'compared_with', 'part_of', 'treats']
['affects', 'inhibits', 'isa', 'occurs_in']
['affects', 'inhibits', 'augments', 'produces']
['affects', 'causes', 'occurs_in', 'prevents']
['affects', 'coexists_with', 'location_of', 'augments']
['affects', 'location_of', 'diagnoses', 'disrupts']
['affects', 'affects', 'produces', 'prevents']
['affects', 'complicates', 'compared_with', 'stimulates']
['affects', 'coexists_with', 'treats', 'affects']
['affects', 'causes', 'causes', 'interacts_with']
['affects', 'complicates', 'same_as', 'causes']
['affects', 'coexists_with', 'augments', 'diagnoses']
['affects', 'causes', 'associated_with', 'affects']
['affects', 'same_as', 'prevents', 'affects']
['affects', 'disrupts', 'compared_with', 'affects']
['affects', 'disrupts', 'augments', 'prevents']
['affects', 'prevents', 'causes', 'treats']
['affects', 'isa', 'prevents', 'compared_with']
['affects', 'disrupts', 'disrupts', 'inhibits']
['affects', 'complicates', 'isa', 'diagnoses']
['affects', 'interacts_with', 'inhibits', 'interacts_with']
['affects', 'prevents', 'prevents', 'causes']
['affects', 'interacts_with', 'affects', 'stimulates']
['affects', 'augments', 'occurs_in', 'prevents']
['affects', 'location_of', 'same_as', 'complicates']
['affects', 'occurs_in', 'isa', 'prevents']
['affects', 'inhibits', 'treats', 'location_of']
['affects', 'diagnoses', 'location_of', 'affects']
['affects', 'prevents', 'location_of', 'location_of']
['affects', 'complicates', 'prevents', 'disrupts']
['affects', 'occurs_in', 'coexists_with', 'augments']
['affects', 'produces']
['affects', 'associated_with', 'treats', 'occurs_in']
['affects', 'part_of', 'location_of', 'treats']
['affects', 'occurs_in', 'compared_with']
['affects', 'associated_with', 'same_as', 'disrupts']
['affects', 'coexists_with']
['affects', 'coexists_with', 'produces', 'location_of']
['affects', 'produces', 'treats', 'occurs_in']
['affects', 'affects', 'disrupts', 'treats']
['affects', 'same_as', 'associated_with', 'treats']
['affects', 'interacts_with', 'compared_with', 'prevents']
['affects', 'compared_with', 'disrupts', 'complicates']
['affects', 'causes', 'inhibits', 'interacts_with']
['affects', 'produces', 'coexists_with', 'part_of']
['affects', 'treats', 'associated_with', 'associated_with']
['affects', 'occurs_in']
['affects', 'coexists_with', 'affects', 'causes']
['affects', 'affects', 'compared_with', 'produces']
['interacts_with', 'affects', 'part_of', 'complicates']
['interacts_with', 'produces', 'prevents', 'part_of']
['interacts_with', 'inhibits', 'treats', 'same_as']
['interacts_with', 'same_as', 'associated_with', 'occurs_in']
['interacts_with', 'interacts_with', 'part_of', 'location_of']
['interacts_with', 'inhibits', 'location_of', 'complicates']
['interacts_with', 'inhibits', 'occurs_in', 'same_as']
['interacts_with', 'complicates', 'disrupts', 'part_of']
['interacts_with', 'stimulates', 'location_of', 'diagnoses']
['interacts_with', 'interacts_with', 'coexists_with', 'produces']
['interacts_with', 'coexists_with', 'location_of', 'part_of']
['interacts_with', 'causes', 'affects', 'disrupts']
['interacts_with', 'augments', 'disrupts', 'produces']
['interacts_with', 'same_as', 'occurs_in', 'inhibits']
['interacts_with', 'causes']
['interacts_with', 'location_of', 'occurs_in', 'complicates']
['interacts_with', 'same_as', 'diagnoses', 'coexists_with']
['interacts_with', 'disrupts', 'treats', 'treats']
['interacts_with', 'produces']
['interacts_with', 'inhibits', 'same_as', 'diagnoses']
['interacts_with', 'causes', 'compared_with', 'disrupts']
['interacts_with', 'occurs_in', 'produces', 'produces']
['interacts_with', 'isa', 'inhibits']
['interacts_with', 'isa', 'augments', 'diagnoses']
['interacts_with', 'treats', 'treats']
['interacts_with', 'produces', 'isa', 'associated_with']
['interacts_with', 'produces', 'isa', 'occurs_in']
['interacts_with', 'affects', 'part_of', 'disrupts']
['interacts_with', 'associated_with', 'augments', 'causes']
['interacts_with', 'causes', 'diagnoses', 'augments']
['interacts_with', 'inhibits', 'causes', 'coexists_with']
['interacts_with', 'treats', 'isa', 'produces']
['interacts_with', 'treats', 'treats', 'same_as']
['interacts_with', 'diagnoses', 'causes']
['interacts_with', 'affects', 'augments', 'augments']
['interacts_with', 'complicates', 'occurs_in', 'disrupts']
['interacts_with', 'inhibits', 'occurs_in', 'produces']
['interacts_with', 'occurs_in', 'augments', 'occurs_in']
['interacts_with', 'inhibits', 'compared_with', 'location_of']
['interacts_with', 'interacts_with', 'associated_with', 'same_as']
['interacts_with', 'stimulates', 'prevents', 'part_of']
['interacts_with', 'compared_with', 'causes', 'same_as']
['interacts_with', 'disrupts', 'part_of']
['interacts_with', 'associated_with', 'inhibits', 'associated_with']
['interacts_with', 'stimulates', 'stimulates']
['interacts_with', 'complicates', 'occurs_in', 'isa']
['interacts_with', 'inhibits', 'occurs_in', 'compared_with']
['interacts_with', 'same_as', 'isa', 'location_of']
['interacts_with', 'location_of', 'complicates', 'same_as']
['interacts_with', 'diagnoses', 'location_of', 'isa']
['interacts_with', 'produces', 'occurs_in', 'coexists_with']
['interacts_with', 'produces', 'prevents', 'treats']
['interacts_with', 'location_of', 'produces', 'same_as']
['interacts_with', 'causes', 'diagnoses', 'coexists_with']
['interacts_with', 'augments', 'diagnoses', 'disrupts']
['interacts_with', 'part_of', 'affects', 'prevents']
['interacts_with', 'disrupts', 'produces', 'associated_with']
['interacts_with', 'occurs_in', 'isa', 'diagnoses']
['interacts_with', 'causes', 'produces', 'same_as']
['interacts_with', 'associated_with', 'location_of', 'occurs_in']
['interacts_with', 'diagnoses', 'disrupts', 'location_of']
['interacts_with', 'treats', 'location_of', 'prevents']
['interacts_with', 'complicates', 'occurs_in', 'treats']
['interacts_with', 'coexists_with', 'compared_with', 'prevents']
['interacts_with', 'disrupts', 'compared_with', 'part_of']
['interacts_with', 'prevents', 'part_of', 'coexists_with']
['interacts_with', 'augments', 'stimulates', 'compared_with']
['interacts_with', 'diagnoses', 'isa', 'associated_with']
['interacts_with', 'prevents', 'prevents']
['interacts_with', 'diagnoses', 'complicates', 'occurs_in']
['interacts_with', 'coexists_with', 'occurs_in', 'same_as']
['interacts_with', 'prevents', 'augments', 'augments']
['interacts_with', 'location_of', 'diagnoses', 'prevents']
['interacts_with', 'inhibits', 'interacts_with', 'causes']
['interacts_with', 'augments', 'part_of']
['interacts_with', 'stimulates', 'compared_with', 'same_as']
['interacts_with', 'affects', 'treats', 'disrupts']
['interacts_with', 'diagnoses', 'diagnoses', 'associated_with']
['interacts_with', 'augments', 'complicates']
['interacts_with', 'affects', 'associated_with', 'inhibits']
['interacts_with', 'location_of', 'disrupts', 'disrupts']
['interacts_with', 'disrupts', 'occurs_in', 'diagnoses']
['interacts_with', 'complicates', 'diagnoses', 'isa']
['interacts_with', 'compared_with', 'location_of', 'diagnoses']
['interacts_with', 'augments', 'affects', 'interacts_with']
['interacts_with', 'causes', 'disrupts', 'location_of']
['interacts_with', 'prevents', 'prevents', 'part_of']
['interacts_with', 'causes', 'stimulates', 'affects']
['interacts_with', 'occurs_in']
['interacts_with', 'compared_with', 'prevents', 'prevents']
['interacts_with']
['interacts_with', 'prevents', 'inhibits', 'affects']
['interacts_with', 'diagnoses', 'same_as', 'treats']
['interacts_with', 'complicates', 'associated_with', 'isa']
['interacts_with', 'location_of', 'produces', 'inhibits']
['coexists_with', 'stimulates', 'part_of', 'treats']
['coexists_with', 'compared_with', 'augments', 'prevents']
['coexists_with', 'stimulates', 'stimulates', 'inhibits']
['coexists_with', 'compared_with', 'complicates', 'affects']
['coexists_with', 'complicates', 'affects', 'location_of']
['coexists_with', 'coexists_with', 'occurs_in', 'compared_with']
['coexists_with', 'complicates', 'augments', 'diagnoses']
['coexists_with', 'prevents', 'occurs_in', 'compared_with']
['coexists_with', 'causes', 'coexists_with', 'prevents']
['coexists_with', 'prevents', 'inhibits', 'associated_with']
['coexists_with', 'part_of', 'location_of', 'affects']
['coexists_with', 'diagnoses', 'location_of', 'augments']
['coexists_with', 'produces', 'interacts_with', 'inhibits']
['coexists_with', 'augments', 'treats', 'disrupts']
['coexists_with', 'compared_with', 'interacts_with', 'diagnoses']
['coexists_with', 'affects', 'causes', 'disrupts']
['coexists_with', 'produces', 'produces', 'isa']
['coexists_with', 'augments', 'augments', 'same_as']
['coexists_with', 'stimulates', 'affects', 'associated_with']
['coexists_with', 'augments', 'causes', 'coexists_with']
['coexists_with', 'diagnoses', 'produces', 'prevents']
['coexists_with', 'same_as', 'associated_with', 'location_of']
['coexists_with', 'augments', 'coexists_with', 'augments']
['coexists_with', 'location_of', 'location_of', 'compared_with']
['coexists_with', 'isa', 'compared_with', 'coexists_with']
['coexists_with', 'compared_with', 'isa', 'diagnoses']
['coexists_with', 'part_of', 'affects', 'occurs_in']
['coexists_with', 'causes', 'prevents', 'treats']
['coexists_with', 'isa', 'treats']
['coexists_with', 'occurs_in', 'associated_with', 'compared_with']
['coexists_with', 'occurs_in', 'coexists_with', 'location_of']
['coexists_with', 'occurs_in', 'disrupts', 'inhibits']
['coexists_with', 'part_of', 'associated_with', 'treats']
['coexists_with', 'interacts_with', 'occurs_in']
['coexists_with', 'associated_with', 'affects', 'causes']
['coexists_with', 'stimulates', 'augments', 'treats']
['coexists_with', 'inhibits', 'inhibits', 'compared_with']
['coexists_with', 'inhibits', 'diagnoses', 'interacts_with']
['coexists_with', 'isa', 'inhibits', 'coexists_with']
['coexists_with', 'associated_with', 'part_of', 'occurs_in']
['coexists_with', 'inhibits', 'occurs_in', 'isa']
['coexists_with', 'affects', 'augments', 'stimulates']
['coexists_with', 'coexists_with', 'treats', 'causes']
['coexists_with', 'occurs_in', 'augments', 'isa']
['coexists_with', 'interacts_with', 'augments', 'coexists_with']
['coexists_with', 'affects', 'prevents', 'stimulates']
['coexists_with', 'causes', 'inhibits', 'associated_with']
['coexists_with', 'disrupts']
['coexists_with', 'associated_with', 'stimulates', 'prevents']
['coexists_with', 'location_of', 'causes', 'occurs_in']
['coexists_with', 'augments', 'treats', 'causes']
['coexists_with', 'augments', 'stimulates', 'augments']
['coexists_with', 'coexists_with', 'inhibits', 'treats']
['coexists_with', 'treats', 'causes', 'associated_with']
['coexists_with', 'location_of', 'disrupts', 'interacts_with']
['coexists_with', 'complicates', 'location_of', 'prevents']
['coexists_with', 'interacts_with', 'coexists_with', 'inhibits']
['coexists_with', 'inhibits', 'location_of', 'isa']
['coexists_with', 'inhibits', 'isa', 'associated_with']
['coexists_with']
['coexists_with', 'causes', 'part_of', 'disrupts']
['coexists_with', 'augments', 'produces', 'treats']
['coexists_with', 'affects', 'interacts_with', 'compared_with']
['coexists_with', 'isa']
['coexists_with', 'occurs_in', 'complicates', 'same_as']
['coexists_with', 'interacts_with', 'causes', 'disrupts']
['coexists_with', 'same_as', 'augments', 'isa']
['coexists_with', 'compared_with', 'inhibits', 'treats']
['coexists_with', 'location_of']
['coexists_with', 'treats', 'associated_with', 'part_of']
['coexists_with', 'occurs_in', 'interacts_with', 'same_as']
['coexists_with', 'occurs_in']
['coexists_with', 'coexists_with', 'part_of', 'treats']
['coexists_with', 'affects', 'same_as', 'same_as']
['coexists_with', 'treats', 'occurs_in', 'coexists_with']
['coexists_with', 'isa', 'augments', 'causes']
['coexists_with', 'associated_with', 'associated_with', 'isa']
['coexists_with', 'disrupts', 'coexists_with', 'causes']
['coexists_with', 'causes', 'disrupts', 'isa']
['coexists_with', 'part_of', 'part_of', 'inhibits']
['coexists_with', 'inhibits', 'occurs_in', 'affects']
['coexists_with', 'isa', 'coexists_with', 'associated_with']
['coexists_with', 'causes', 'associated_with', 'compared_with']
['coexists_with', 'diagnoses', 'disrupts', 'causes']
['coexists_with', 'causes', 'prevents', 'same_as']
['coexists_with', 'isa', 'part_of', 'diagnoses']
['coexists_with', 'isa', 'diagnoses', 'treats']
['coexists_with', 'disrupts', 'affects', 'augments']
['coexists_with', 'interacts_with', 'complicates', 'interacts_with']
['coexists_with', 'prevents', 'compared_with', 'inhibits']
['coexists_with', 'causes', 'causes', 'causes']
['coexists_with', 'isa', 'stimulates', 'occurs_in']
['coexists_with', 'affects', 'complicates', 'complicates']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'affects', 'prevents', 'treats']
['coexists_with', 'causes']
['coexists_with', 'coexists_with', 'compared_with', 'treats']
['coexists_with', 'causes', 'affects', 'part_of']
['isa', 'stimulates', 'causes', 'complicates']
['isa', 'causes', 'associated_with', 'compared_with']
['isa', 'produces', 'diagnoses', 'occurs_in']
['isa', 'affects', 'occurs_in', 'occurs_in']
['isa', 'affects', 'prevents', 'disrupts']
['isa', 'disrupts', 'stimulates', 'interacts_with']
['isa', 'produces', 'stimulates', 'diagnoses']
['isa', 'same_as', 'inhibits', 'produces']
['isa', 'isa', 'diagnoses', 'associated_with']
['isa', 'compared_with', 'complicates', 'prevents']
['isa', 'diagnoses', 'occurs_in', 'prevents']
['isa', 'compared_with', 'treats', 'inhibits']
['isa', 'coexists_with', 'associated_with', 'stimulates']
['isa', 'diagnoses', 'part_of', 'produces']
['isa', 'compared_with', 'associated_with', 'inhibits']
['isa', 'associated_with', 'prevents', 'associated_with']
['isa', 'produces', 'location_of', 'isa']
['isa', 'same_as']
['isa', 'interacts_with', 'compared_with', 'augments']
['isa', 'occurs_in', 'interacts_with', 'same_as']
['isa', 'causes', 'complicates', 'treats']
['isa', 'coexists_with', 'location_of', 'inhibits']
['isa']
['isa', 'inhibits']
['isa', 'isa', 'augments', 'part_of']
['isa', 'diagnoses', 'occurs_in', 'same_as']
['isa', 'stimulates', 'stimulates', 'augments']
['isa', 'part_of', 'augments', 'produces']
['isa', 'complicates']
['isa', 'associated_with', 'treats', 'treats']
['isa', 'produces', 'treats', 'location_of']
['isa', 'compared_with', 'location_of', 'disrupts']
['isa', 'augments', 'compared_with', 'part_of']
['isa', 'disrupts', 'occurs_in', 'location_of']
['isa', 'coexists_with']
['isa', 'isa', 'affects', 'prevents']
['isa', 'complicates', 'isa', 'complicates']
['isa', 'interacts_with', 'isa', 'compared_with']
['isa', 'augments', 'causes', 'augments']
['isa', 'same_as', 'treats', 'isa']
['isa', 'occurs_in', 'inhibits', 'stimulates']
['isa', 'produces', 'inhibits', 'produces']
['isa', 'complicates', 'compared_with', 'disrupts']
['isa', 'isa', 'augments', 'diagnoses']
['isa', 'compared_with', 'location_of', 'prevents']
['isa', 'stimulates', 'associated_with', 'treats']
['isa', 'augments', 'location_of', 'same_as']
['isa', 'prevents', 'diagnoses', 'stimulates']
['isa', 'treats', 'inhibits', 'stimulates']
['isa', 'disrupts', 'complicates']
['isa', 'affects', 'location_of', 'augments']
['isa', 'augments', 'affects', 'compared_with']
['isa', 'affects', 'part_of', 'location_of']
['isa', 'augments', 'same_as', 'augments']
['isa', 'interacts_with', 'coexists_with', 'inhibits']
['isa', 'stimulates', 'isa']
['isa', 'prevents', 'location_of', 'compared_with']
['isa', 'part_of', 'isa', 'stimulates']
['isa', 'interacts_with', 'treats']
['isa', 'inhibits', 'prevents', 'stimulates']
['isa', 'disrupts', 'inhibits', 'diagnoses']
['isa', 'compared_with', 'prevents', 'compared_with']
['isa', 'compared_with']
['isa', 'stimulates', 'stimulates', 'coexists_with']
['isa', 'treats', 'location_of', 'occurs_in']
['isa', 'complicates', 'disrupts', 'compared_with']
['isa', 'location_of', 'interacts_with', 'same_as']
['isa', 'location_of', 'interacts_with', 'produces']
['isa', 'coexists_with', 'location_of', 'location_of']
['isa', 'prevents', 'inhibits', 'diagnoses']
['isa', 'affects', 'coexists_with', 'affects']
['isa', 'causes', 'stimulates', 'treats']
['isa', 'augments', 'produces', 'compared_with']
['isa', 'occurs_in', 'disrupts', 'inhibits']
['isa', 'diagnoses', 'produces', 'compared_with']
['isa', 'diagnoses', 'diagnoses', 'compared_with']
['isa', 'inhibits', 'interacts_with', 'prevents']
['isa', 'same_as', 'occurs_in', 'causes']
['isa', 'location_of', 'augments', 'complicates']
['isa', 'location_of', 'interacts_with', 'occurs_in']
['isa', 'treats', 'coexists_with', 'occurs_in']
['isa', 'produces', 'produces', 'occurs_in']
