['diagnoses', 'coexists_with', 'location_of', 'associated_with']
['stimulates', 'same_as', 'treats', 'complicates']
['stimulates', 'produces', 'compared_with', 'diagnoses']
['stimulates', 'produces', 'compared_with', 'stimulates']
['stimulates', 'diagnoses', 'prevents', 'inhibits']
['stimulates', 'complicates', 'inhibits', 'causes']
['stimulates', 'part_of', 'inhibits', 'coexists_with']
['stimulates', 'treats', 'treats', 'inhibits']
['stimulates', 'prevents', 'inhibits', 'causes']
['stimulates', 'disrupts', 'isa', 'complicates']
['stimulates', 'diagnoses', 'causes', 'produces']
['stimulates', 'occurs_in', 'augments', 'occurs_in']
['stimulates', 'inhibits', 'inhibits', 'associated_with']
['stimulates', 'treats', 'inhibits', 'same_as']
['stimulates', 'interacts_with']
['stimulates', 'disrupts', 'same_as', 'compared_with']
['stimulates', 'affects', 'location_of', 'treats']
['stimulates', 'coexists_with', 'causes', 'occurs_in']
['stimulates', 'location_of', 'same_as', 'treats']
['stimulates', 'associated_with', 'disrupts', 'inhibits']
['stimulates', 'stimulates', 'inhibits', 'inhibits']
['stimulates', 'prevents', 'treats', 'disrupts']
['stimulates', 'produces', 'stimulates', 'inhibits']
['stimulates', 'same_as', 'disrupts', 'augments']
['stimulates', 'coexists_with', 'treats', 'inhibits']
['stimulates', 'compared_with', 'causes', 'location_of']
['stimulates', 'produces', 'augments', 'complicates']
['stimulates', 'isa', 'inhibits', 'diagnoses']
['stimulates', 'stimulates', 'location_of', 'coexists_with']
['stimulates', 'coexists_with', 'occurs_in', 'part_of']
['stimulates', 'prevents', 'part_of', 'occurs_in']
['stimulates', 'stimulates', 'compared_with']
['associated_with', 'inhibits', 'disrupts', 'part_of']
['associated_with', 'compared_with', 'causes', 'occurs_in']
['associated_with', 'location_of', 'complicates', 'disrupts']
['associated_with', 'treats', 'causes']
['associated_with', 'same_as', 'associated_with', 'complicates']
['associated_with', 'treats', 'causes', 'part_of']
['associated_with', 'treats', 'part_of', 'location_of']
['associated_with', 'part_of', 'occurs_in', 'disrupts']
['associated_with', 'produces', 'augments', 'coexists_with']
['associated_with', 'treats', 'compared_with', 'produces']
['associated_with', 'occurs_in', 'location_of', 'isa']
['associated_with', 'diagnoses', 'same_as', 'occurs_in']
['associated_with', 'stimulates', 'augments', 'associated_with']
['associated_with', 'compared_with', 'isa', 'stimulates']
['associated_with', 'produces', 'same_as', 'inhibits']
['associated_with', 'coexists_with', 'inhibits', 'diagnoses']
['associated_with', 'diagnoses']
['associated_with', 'disrupts', 'causes', 'coexists_with']
['associated_with', 'diagnoses', 'occurs_in', 'inhibits']
['associated_with', 'location_of', 'associated_with', 'inhibits']
['associated_with', 'occurs_in', 'same_as', 'part_of']
['associated_with', 'occurs_in', 'prevents', 'diagnoses']
['associated_with', 'occurs_in', 'part_of', 'augments']
['associated_with', 'occurs_in', 'inhibits', 'produces']
['associated_with', 'compared_with', 'location_of', 'compared_with']
['associated_with', 'coexists_with', 'occurs_in', 'prevents']
['associated_with', 'prevents', 'stimulates', 'causes']
['associated_with', 'treats', 'affects', 'disrupts']
['associated_with', 'occurs_in', 'same_as', 'occurs_in']
['associated_with', 'occurs_in', 'augments', 'affects']
['associated_with', 'augments', 'isa', 'part_of']
['associated_with', 'prevents', 'affects', 'associated_with']
['associated_with', 'part_of', 'causes', 'interacts_with']
['associated_with', 'isa', 'diagnoses', 'isa']
['associated_with', 'disrupts', 'prevents', 'inhibits']
['associated_with', 'associated_with', 'disrupts', 'diagnoses']
['associated_with', 'isa', 'inhibits', 'prevents']
['associated_with', 'compared_with']
['associated_with', 'disrupts', 'compared_with', 'affects']
['associated_with', 'isa', 'compared_with', 'occurs_in']
['associated_with', 'produces']
['associated_with', 'treats', 'stimulates', 'treats']
['associated_with', 'treats', 'interacts_with', 'complicates']
['associated_with', 'isa', 'location_of']
['associated_with', 'occurs_in', 'occurs_in', 'inhibits']
['associated_with', 'diagnoses', 'prevents', 'inhibits']
['associated_with', 'affects']
['associated_with', 'compared_with', 'diagnoses', 'disrupts']
['associated_with', 'coexists_with']
['associated_with', 'coexists_with', 'occurs_in', 'location_of']
['associated_with', 'inhibits', 'augments', 'augments']
['associated_with', 'prevents', 'location_of', 'interacts_with']
['associated_with', 'same_as', 'location_of', 'occurs_in']
['associated_with', 'produces', 'diagnoses', 'prevents']
['associated_with', 'inhibits', 'treats', 'part_of']
['associated_with', 'inhibits', 'complicates', 'compared_with']
['associated_with', 'occurs_in', 'coexists_with', 'prevents']
['associated_with', 'part_of', 'isa', 'augments']
['associated_with', 'location_of', 'causes', 'associated_with']
['associated_with', 'stimulates', 'occurs_in', 'isa']
['associated_with', 'causes', 'stimulates', 'prevents']
['associated_with', 'augments', 'augments', 'location_of']
['associated_with', 'occurs_in', 'causes', 'prevents']
['associated_with', 'compared_with', 'associated_with', 'complicates']
['associated_with', 'causes', 'part_of', 'diagnoses']
['associated_with', 'causes', 'part_of', 'complicates']
['associated_with', 'inhibits', 'stimulates', 'diagnoses']
['associated_with', 'compared_with', 'associated_with', 'coexists_with']
['associated_with', 'produces', 'interacts_with', 'isa']
['associated_with', 'treats', 'causes', 'causes']
['associated_with', 'location_of', 'compared_with', 'treats']
['associated_with', 'coexists_with', 'part_of', 'prevents']
['associated_with', 'treats', 'diagnoses', 'occurs_in']
['associated_with', 'part_of', 'part_of', 'coexists_with']
['associated_with', 'causes', 'same_as', 'diagnoses']
['associated_with', 'location_of', 'location_of', 'isa']
['associated_with', 'coexists_with', 'part_of', 'isa']
['associated_with', 'location_of', 'stimulates', 'inhibits']
['associated_with', 'compared_with', 'disrupts', 'treats']
['associated_with', 'location_of', 'same_as', 'diagnoses']
['associated_with']
['associated_with', 'inhibits', 'causes', 'treats']
['associated_with', 'location_of', 'interacts_with', 'diagnoses']
['associated_with', 'location_of', 'location_of', 'occurs_in']
['associated_with', 'causes', 'prevents', 'occurs_in']
['associated_with', 'occurs_in', 'affects', 'occurs_in']
['associated_with', 'inhibits', 'disrupts', 'occurs_in']
['associated_with', 'diagnoses', 'occurs_in', 'stimulates']
['associated_with', 'part_of', 'prevents', 'occurs_in']
['associated_with', 'compared_with', 'causes', 'same_as']
['associated_with', 'affects', 'isa', 'disrupts']
['associated_with', 'causes', 'coexists_with', 'compared_with']
['associated_with', 'prevents', 'treats', 'isa']
['associated_with', 'inhibits', 'affects', 'complicates']
['associated_with', 'location_of', 'augments', 'diagnoses']
['associated_with', 'compared_with', 'inhibits', 'augments']
['treats', 'isa', 'affects', 'stimulates']
['treats', 'prevents', 'part_of', 'diagnoses']
['treats', 'treats', 'diagnoses', 'inhibits']
['treats', 'inhibits', 'disrupts', 'same_as']
['treats', 'disrupts', 'compared_with', 'compared_with']
['treats', 'coexists_with', 'affects', 'same_as']
['treats', 'inhibits', 'inhibits', 'prevents']
['treats', 'diagnoses']
['treats', 'affects', 'prevents', 'part_of']
['treats', 'part_of', 'augments', 'causes']
['treats', 'diagnoses', 'prevents', 'produces']
['treats', 'prevents']
['treats', 'inhibits', 'compared_with', 'inhibits']
['treats', 'complicates', 'occurs_in', 'diagnoses']
['treats', 'isa', 'prevents', 'inhibits']
['treats', 'augments', 'prevents', 'prevents']
['treats', 'coexists_with', 'interacts_with', 'location_of']
['treats', 'associated_with']
['treats', 'complicates', 'augments', 'causes']
['treats', 'prevents', 'isa', 'prevents']
['treats', 'isa', 'affects', 'prevents']
['treats', 'causes', 'diagnoses', 'diagnoses']
['treats', 'stimulates', 'prevents', 'causes']
['treats', 'location_of', 'causes', 'treats']
['treats', 'produces', 'occurs_in', 'augments']
['treats', 'affects', 'diagnoses', 'treats']
['treats', 'inhibits', 'causes', 'occurs_in']
['treats', 'disrupts', 'same_as', 'produces']
['treats', 'same_as', 'inhibits', 'compared_with']
['treats', 'location_of', 'affects', 'causes']
['treats', 'isa', 'causes', 'produces']
['treats', 'inhibits', 'location_of', 'inhibits']
['treats', 'inhibits', 'inhibits', 'compared_with']
['treats', 'treats', 'same_as', 'stimulates']
['treats', 'inhibits', 'causes', 'part_of']
['treats', 'treats', 'complicates', 'causes']
['treats', 'location_of', 'occurs_in', 'same_as']
['treats', 'associated_with', 'causes', 'coexists_with']
['treats', 'location_of', 'part_of', 'diagnoses']
['treats', 'affects', 'inhibits', 'coexists_with']
['treats', 'complicates', 'isa', 'augments']
['treats', 'treats', 'treats', 'treats']
['treats', 'same_as', 'causes', 'compared_with']
['treats', 'inhibits', 'augments', 'same_as']
['treats', 'location_of', 'interacts_with', 'complicates']
['treats', 'inhibits', 'compared_with', 'treats']
['treats']
['treats', 'complicates', 'associated_with', 'produces']
['treats', 'augments', 'treats', 'compared_with']
['treats', 'stimulates', 'complicates', 'produces']
['treats', 'causes', 'produces', 'coexists_with']
['treats', 'location_of', 'prevents', 'location_of']
['treats', 'isa', 'coexists_with', 'compared_with']
['treats', 'location_of', 'isa', 'coexists_with']
['treats', 'location_of', 'prevents', 'causes']
['treats', 'part_of', 'isa', 'occurs_in']
['treats', 'augments', 'diagnoses', 'coexists_with']
['treats', 'augments', 'prevents', 'complicates']
['treats', 'inhibits', 'occurs_in', 'treats']
['treats', 'coexists_with', 'prevents', 'associated_with']
['treats', 'prevents', 'compared_with', 'same_as']
['treats', 'occurs_in', 'diagnoses', 'diagnoses']
['treats', 'prevents', 'augments', 'location_of']
['treats', 'coexists_with', 'causes', 'compared_with']
['treats', 'coexists_with', 'augments', 'interacts_with']
['treats', 'produces', 'affects', 'causes']
['treats', 'produces', 'same_as', 'occurs_in']
['treats', 'causes', 'disrupts', 'interacts_with']
['treats', 'location_of', 'inhibits', 'affects']
['treats', 'diagnoses', 'treats', 'treats']
['treats', 'produces', 'diagnoses', 'affects']
['treats', 'causes', 'part_of', 'affects']
['treats', 'complicates', 'coexists_with', 'associated_with']
['treats', 'isa', 'produces', 'occurs_in']
['treats', 'interacts_with', 'part_of', 'diagnoses']
['treats', 'augments', 'prevents', 'produces']
['treats', 'affects', 'location_of', 'disrupts']
['treats', 'compared_with', 'treats', 'prevents']
['treats', 'associated_with', 'causes', 'inhibits']
['treats', 'location_of', 'stimulates', 'treats']
['treats', 'stimulates', 'stimulates', 'same_as']
['treats', 'part_of', 'part_of', 'isa']
['treats', 'treats', 'causes', 'augments']
['treats', 'part_of', 'diagnoses', 'augments']
['treats', 'same_as', 'augments', 'occurs_in']
['treats', 'interacts_with']
['treats', 'treats', 'produces', 'disrupts']
['treats', 'stimulates', 'causes', 'part_of']
['treats', 'inhibits', 'interacts_with', 'causes']
['treats', 'part_of', 'same_as', 'interacts_with']
['treats', 'coexists_with', 'compared_with', 'diagnoses']
['treats', 'isa', 'produces', 'interacts_with']
['treats', 'treats', 'isa', 'compared_with']
['treats', 'isa', 'occurs_in', 'diagnoses']
['treats', 'inhibits', 'disrupts', 'complicates']
['treats', 'inhibits', 'same_as', 'coexists_with']
['treats', 'treats', 'inhibits', 'location_of']
['affects', 'treats', 'augments', 'occurs_in']
['affects', 'inhibits', 'location_of', 'causes']
['affects', 'affects', 'coexists_with', 'augments']
['affects', 'occurs_in', 'interacts_with', 'occurs_in']
['affects', 'inhibits', 'part_of', 'stimulates']
['affects', 'causes', 'location_of', 'affects']
['affects']
['affects', 'disrupts', 'inhibits', 'prevents']
['affects', 'produces', 'treats', 'affects']
['affects', 'prevents', 'augments', 'treats']
['affects', 'location_of', 'associated_with', 'stimulates']
['affects', 'inhibits', 'location_of', 'part_of']
['affects', 'interacts_with', 'causes', 'stimulates']
['affects', 'inhibits', 'treats', 'location_of']
['affects', 'diagnoses', 'occurs_in', 'causes']
['affects', 'prevents', 'interacts_with', 'part_of']
['affects', 'treats', 'produces', 'diagnoses']
['affects', 'stimulates']
['affects', 'occurs_in', 'produces', 'diagnoses']
['affects', 'causes', 'occurs_in', 'augments']
['affects', 'interacts_with', 'complicates', 'treats']
['affects', 'compared_with', 'location_of', 'affects']
['affects', 'location_of', 'prevents', 'same_as']
['affects', 'coexists_with', 'causes', 'inhibits']
['affects', 'produces', 'augments', 'compared_with']
['affects', 'prevents', 'location_of', 'coexists_with']
['affects', 'causes', 'coexists_with', 'augments']
['affects', 'diagnoses', 'complicates', 'same_as']
['affects', 'isa', 'compared_with', 'prevents']
['affects', 'inhibits', 'augments', 'inhibits']
['affects', 'coexists_with', 'disrupts', 'augments']
['affects', 'prevents', 'coexists_with', 'location_of']
['affects', 'prevents', 'affects', 'augments']
['affects', 'occurs_in', 'part_of', 'occurs_in']
['affects', 'part_of', 'augments', 'inhibits']
['affects', 'diagnoses', 'compared_with', 'associated_with']
['affects', 'stimulates', 'part_of', 'compared_with']
['affects', 'location_of', 'associated_with', 'location_of']
['affects', 'interacts_with', 'stimulates', 'part_of']
['affects', 'compared_with', 'compared_with', 'causes']
['affects', 'diagnoses', 'causes', 'same_as']
['affects', 'occurs_in', 'causes', 'associated_with']
['affects', 'prevents', 'causes', 'occurs_in']
['affects', 'same_as', 'location_of', 'causes']
['affects', 'stimulates', 'same_as', 'affects']
['affects', 'augments', 'part_of', 'isa']
['affects', 'part_of', 'stimulates', 'compared_with']
['affects', 'compared_with', 'treats', 'part_of']
['affects', 'prevents', 'part_of', 'part_of']
['affects', 'diagnoses', 'inhibits', 'prevents']
['affects', 'diagnoses', 'diagnoses', 'occurs_in']
['affects', 'compared_with', 'inhibits', 'disrupts']
['affects', 'isa', 'diagnoses', 'produces']
['affects', 'location_of', 'produces', 'complicates']
['affects', 'causes', 'compared_with', 'affects']
['affects', 'produces', 'inhibits', 'part_of']
['affects', 'causes', 'same_as', 'diagnoses']
['affects', 'associated_with', 'complicates', 'inhibits']
['affects', 'inhibits', 'prevents', 'produces']
['affects', 'isa', 'compared_with', 'treats']
['affects', 'occurs_in', 'diagnoses', 'occurs_in']
['affects', 'augments', 'isa', 'same_as']
['affects', 'affects', 'same_as', 'augments']
['affects', 'associated_with', 'produces', 'isa']
['affects', 'affects', 'diagnoses', 'inhibits']
['affects', 'prevents', 'stimulates', 'stimulates']
['affects', 'same_as', 'occurs_in', 'inhibits']
['affects', 'compared_with', 'associated_with', 'diagnoses']
['affects', 'location_of', 'augments', 'location_of']
['affects', 'occurs_in', 'associated_with', 'compared_with']
['affects', 'associated_with', 'location_of', 'coexists_with']
['affects', 'coexists_with', 'occurs_in', 'prevents']
['affects', 'inhibits', 'coexists_with']
['affects', 'disrupts', 'compared_with', 'same_as']
['affects', 'inhibits', 'prevents', 'prevents']
['affects', 'prevents', 'same_as', 'treats']
['affects', 'inhibits', 'stimulates', 'coexists_with']
['affects', 'location_of', 'affects', 'interacts_with']
['affects', 'location_of', 'inhibits', 'diagnoses']
['affects', 'inhibits', 'treats', 'stimulates']
['affects', 'compared_with']
['affects', 'occurs_in', 'prevents', 'disrupts']
['affects', 'occurs_in', 'inhibits', 'part_of']
['affects', 'complicates', 'location_of', 'affects']
['affects', 'location_of', 'diagnoses', 'causes']
['affects', 'augments', 'affects', 'coexists_with']
['affects', 'complicates', 'associated_with', 'stimulates']
['affects', 'stimulates', 'compared_with', 'stimulates']
['affects', 'prevents', 'inhibits', 'isa']
['affects', 'treats', 'part_of', 'interacts_with']
['affects', 'interacts_with', 'stimulates', 'treats']
['affects', 'augments', 'coexists_with', 'produces']
['affects', 'same_as']
['affects', 'isa', 'coexists_with', 'interacts_with']
['affects', 'prevents', 'stimulates', 'compared_with']
['affects', 'compared_with', 'inhibits', 'associated_with']
['affects', 'causes', 'same_as']
['interacts_with', 'same_as', 'part_of', 'affects']
['interacts_with', 'location_of', 'augments', 'complicates']
['interacts_with', 'produces', 'inhibits', 'produces']
['interacts_with', 'coexists_with', 'treats', 'stimulates']
['interacts_with', 'inhibits', 'prevents', 'prevents']
['interacts_with', 'complicates', 'occurs_in', 'causes']
['interacts_with', 'compared_with']
['interacts_with', 'prevents', 'location_of', 'affects']
['interacts_with', 'diagnoses']
['interacts_with', 'causes', 'produces', 'treats']
['interacts_with', 'interacts_with', 'prevents', 'location_of']
['interacts_with', 'causes', 'compared_with', 'interacts_with']
['interacts_with', 'treats', 'inhibits', 'causes']
['interacts_with', 'produces', 'produces', 'affects']
['interacts_with', 'isa', 'affects', 'augments']
['interacts_with', 'part_of', 'isa']
['interacts_with', 'associated_with', 'disrupts', 'affects']
['interacts_with', 'same_as', 'same_as', 'isa']
['interacts_with', 'same_as', 'treats', 'prevents']
['interacts_with', 'prevents', 'produces', 'diagnoses']
['interacts_with', 'complicates', 'coexists_with']
['interacts_with', 'affects', 'same_as', 'location_of']
['interacts_with', 'treats', 'part_of', 'augments']
['interacts_with', 'associated_with']
['interacts_with', 'associated_with', 'location_of', 'location_of']
['interacts_with', 'affects', 'prevents', 'part_of']
['interacts_with', 'prevents', 'causes', 'same_as']
['interacts_with', 'disrupts', 'location_of', 'disrupts']
['interacts_with', 'isa', 'associated_with', 'augments']
['interacts_with', 'affects']
['interacts_with', 'stimulates', 'disrupts', 'coexists_with']
['interacts_with', 'augments', 'occurs_in', 'part_of']
['interacts_with', 'disrupts', 'stimulates', 'augments']
['interacts_with', 'affects', 'disrupts', 'causes']
['interacts_with', 'part_of', 'diagnoses', 'diagnoses']
['interacts_with', 'complicates', 'isa', 'prevents']
['interacts_with', 'diagnoses', 'location_of', 'part_of']
['interacts_with', 'prevents', 'stimulates', 'prevents']
['interacts_with', 'occurs_in', 'causes', 'interacts_with']
['interacts_with', 'part_of', 'inhibits', 'compared_with']
['interacts_with', 'causes', 'compared_with', 'causes']
['interacts_with', 'causes', 'same_as', 'inhibits']
['interacts_with', 'coexists_with', 'stimulates', 'same_as']
['interacts_with', 'isa']
['interacts_with', 'inhibits', 'augments', 'stimulates']
['interacts_with', 'disrupts', 'compared_with', 'inhibits']
['interacts_with', 'augments']
['interacts_with', 'location_of', 'causes', 'complicates']
['interacts_with', 'occurs_in']
['interacts_with', 'diagnoses', 'causes', 'isa']
['interacts_with', 'prevents', 'location_of', 'causes']
['interacts_with', 'coexists_with', 'complicates', 'part_of']
['interacts_with']
['interacts_with', 'treats', 'disrupts', 'diagnoses']
['interacts_with', 'treats', 'location_of', 'inhibits']
['interacts_with', 'inhibits', 'inhibits', 'inhibits']
['interacts_with', 'associated_with', 'complicates', 'associated_with']
['interacts_with', 'disrupts', 'coexists_with', 'prevents']
['interacts_with', 'coexists_with']
['interacts_with', 'causes', 'prevents', 'stimulates']
['interacts_with', 'stimulates', 'same_as', 'affects']
['interacts_with', 'compared_with', 'diagnoses', 'location_of']
['interacts_with', 'diagnoses', 'location_of']
['interacts_with', 'occurs_in', 'complicates', 'inhibits']
['interacts_with', 'interacts_with', 'treats', 'diagnoses']
['interacts_with', 'inhibits', 'augments', 'compared_with']
['interacts_with', 'same_as', 'same_as', 'augments']
['interacts_with', 'produces', 'coexists_with', 'same_as']
['interacts_with', 'occurs_in', 'coexists_with', 'augments']
['interacts_with', 'disrupts', 'stimulates', 'stimulates']
['interacts_with', 'isa', 'augments', 'disrupts']
['interacts_with', 'coexists_with', 'compared_with', 'prevents']
['interacts_with', 'causes']
['interacts_with', 'affects', 'augments', 'part_of']
['interacts_with', 'prevents', 'part_of', 'prevents']
['interacts_with', 'interacts_with', 'coexists_with', 'part_of']
['interacts_with', 'affects', 'coexists_with', 'disrupts']
['interacts_with', 'inhibits', 'affects', 'prevents']
['interacts_with', 'causes', 'isa', 'part_of']
['interacts_with', 'complicates', 'disrupts', 'inhibits']
['interacts_with', 'coexists_with', 'affects', 'prevents']
['interacts_with', 'disrupts', 'location_of', 'occurs_in']
['interacts_with', 'causes', 'diagnoses', 'compared_with']
['interacts_with', 'causes', 'disrupts', 'produces']
['interacts_with', 'occurs_in', 'coexists_with', 'isa']
['interacts_with', 'part_of', 'prevents', 'affects']
['interacts_with', 'affects', 'diagnoses', 'treats']
['interacts_with', 'isa', 'produces', 'location_of']
['interacts_with', 'diagnoses', 'affects', 'inhibits']
['interacts_with', 'part_of', 'diagnoses', 'associated_with']
['interacts_with', 'treats', 'inhibits', 'affects']
['interacts_with', 'causes', 'stimulates', 'affects']
['interacts_with', 'stimulates', 'diagnoses', 'part_of']
['interacts_with', 'causes', 'part_of', 'produces']
['interacts_with', 'coexists_with', 'produces', 'stimulates']
['interacts_with', 'prevents', 'diagnoses', 'disrupts']
['interacts_with', 'treats', 'associated_with', 'location_of']
['coexists_with', 'same_as', 'compared_with', 'produces']
['coexists_with', 'causes', 'augments', 'prevents']
['coexists_with', 'same_as', 'stimulates', 'causes']
['coexists_with', 'prevents', 'location_of', 'causes']
['coexists_with', 'treats', 'diagnoses', 'treats']
['coexists_with', 'location_of', 'treats', 'compared_with']
['coexists_with', 'prevents', 'occurs_in', 'affects']
['coexists_with', 'coexists_with', 'coexists_with', 'produces']
['coexists_with', 'causes', 'complicates', 'associated_with']
['coexists_with', 'produces', 'occurs_in', 'causes']
['coexists_with', 'causes', 'treats', 'prevents']
['coexists_with', 'inhibits', 'compared_with']
['coexists_with', 'produces', 'part_of', 'interacts_with']
['coexists_with', 'location_of', 'augments', 'isa']
['coexists_with', 'isa', 'prevents', 'coexists_with']
['coexists_with', 'part_of', 'compared_with', 'inhibits']
['coexists_with', 'augments', 'same_as', 'stimulates']
['coexists_with', 'part_of', 'treats', 'occurs_in']
['coexists_with', 'compared_with', 'part_of', 'compared_with']
['coexists_with', 'isa', 'coexists_with', 'occurs_in']
['coexists_with', 'causes', 'inhibits', 'prevents']
['coexists_with', 'compared_with', 'interacts_with', 'produces']
['coexists_with', 'same_as', 'same_as', 'augments']
['coexists_with', 'compared_with', 'compared_with', 'part_of']
['coexists_with', 'affects', 'causes', 'diagnoses']
['coexists_with', 'stimulates', 'interacts_with', 'compared_with']
['coexists_with', 'occurs_in', 'inhibits', 'occurs_in']
['coexists_with', 'diagnoses', 'inhibits', 'isa']
['coexists_with', 'part_of', 'compared_with', 'prevents']
['coexists_with', 'isa', 'produces', 'associated_with']
['coexists_with', 'isa', 'occurs_in', 'causes']
['coexists_with', 'causes', 'prevents', 'same_as']
['coexists_with', 'location_of', 'disrupts', 'location_of']
['coexists_with', 'inhibits', 'occurs_in', 'disrupts']
['coexists_with', 'produces', 'augments', 'part_of']
['coexists_with', 'prevents', 'disrupts', 'same_as']
['coexists_with', 'location_of', 'causes', 'prevents']
['coexists_with', 'diagnoses', 'part_of', 'coexists_with']
['coexists_with', 'occurs_in', 'coexists_with', 'occurs_in']
['coexists_with', 'same_as', 'location_of', 'affects']
['coexists_with', 'causes', 'stimulates', 'isa']
['coexists_with', 'causes', 'same_as', 'affects']
['coexists_with', 'augments', 'causes', 'occurs_in']
['coexists_with', 'coexists_with', 'inhibits', 'isa']
['coexists_with']
['coexists_with', 'compared_with', 'prevents', 'augments']
['coexists_with', 'disrupts', 'coexists_with', 'inhibits']
['coexists_with', 'coexists_with', 'affects', 'associated_with']
['coexists_with', 'coexists_with', 'interacts_with', 'isa']
['coexists_with', 'prevents', 'disrupts', 'part_of']
['coexists_with', 'inhibits', 'part_of', 'part_of']
['coexists_with', 'treats', 'prevents', 'interacts_with']
['coexists_with', 'augments', 'prevents', 'interacts_with']
['coexists_with', 'compared_with', 'isa', 'coexists_with']
['coexists_with', 'occurs_in', 'isa', 'location_of']
['coexists_with', 'prevents', 'compared_with', 'augments']
['coexists_with', 'location_of', 'same_as', 'treats']
['coexists_with', 'occurs_in', 'occurs_in', 'same_as']
['coexists_with', 'isa', 'compared_with', 'part_of']
['coexists_with', 'produces', 'interacts_with', 'location_of']
['coexists_with', 'occurs_in', 'produces', 'occurs_in']
['coexists_with', 'causes', 'diagnoses', 'part_of']
['coexists_with', 'diagnoses', 'produces', 'inhibits']
['coexists_with', 'inhibits', 'inhibits', 'augments']
['coexists_with', 'inhibits', 'diagnoses', 'inhibits']
['coexists_with', 'complicates', 'produces', 'compared_with']
['coexists_with', 'same_as', 'diagnoses', 'causes']
['coexists_with', 'isa', 'inhibits', 'location_of']
['coexists_with', 'compared_with', 'produces', 'location_of']
['coexists_with', 'prevents', 'part_of', 'occurs_in']
['coexists_with', 'location_of', 'location_of', 'coexists_with']
['coexists_with', 'treats', 'complicates', 'causes']
['coexists_with', 'inhibits', 'stimulates', 'inhibits']
['coexists_with', 'produces', 'treats', 'affects']
['coexists_with', 'treats', 'location_of', 'causes']
['coexists_with', 'treats', 'prevents', 'isa']
['coexists_with', 'causes']
['coexists_with', 'augments', 'coexists_with', 'augments']
['coexists_with', 'affects', 'disrupts', 'occurs_in']
['coexists_with', 'diagnoses', 'disrupts', 'interacts_with']
['coexists_with', 'treats', 'augments', 'associated_with']
['coexists_with', 'complicates', 'part_of', 'location_of']
['coexists_with', 'occurs_in', 'treats', 'inhibits']
['coexists_with', 'diagnoses', 'compared_with', 'compared_with']
['coexists_with', 'same_as', 'occurs_in', 'causes']
['coexists_with', 'interacts_with', 'augments', 'treats']
['coexists_with', 'causes', 'coexists_with', 'coexists_with']
['coexists_with', 'causes', 'occurs_in', 'diagnoses']
['coexists_with', 'treats', 'compared_with', 'prevents']
['coexists_with', 'occurs_in', 'isa']
['coexists_with', 'same_as', 'augments', 'same_as']
['coexists_with', 'inhibits', 'same_as', 'inhibits']
['coexists_with', 'treats', 'part_of', 'compared_with']
['coexists_with', 'diagnoses', 'associated_with', 'prevents']
['coexists_with', 'occurs_in', 'occurs_in', 'causes']
['coexists_with', 'coexists_with', 'disrupts', 'compared_with']
['coexists_with', 'location_of', 'inhibits', 'diagnoses']
['coexists_with', 'associated_with', 'inhibits', 'augments']
['coexists_with', 'location_of', 'treats', 'produces']
['isa', 'interacts_with', 'stimulates']
['isa']
['isa', 'disrupts', 'produces', 'occurs_in']
['isa', 'prevents', 'inhibits', 'inhibits']
['isa', 'isa', 'associated_with', 'causes']
['isa', 'prevents', 'produces', 'treats']
['isa', 'occurs_in', 'same_as', 'prevents']
['isa', 'part_of', 'prevents', 'occurs_in']
['isa', 'inhibits', 'location_of', 'location_of']
['isa', 'coexists_with', 'augments', 'part_of']
['isa', 'compared_with', 'prevents', 'inhibits']
['isa', 'treats', 'compared_with', 'produces']
['isa', 'isa', 'isa', 'compared_with']
['isa', 'same_as', 'stimulates', 'inhibits']
['isa', 'affects']
['isa', 'disrupts', 'diagnoses', 'diagnoses']
['isa', 'part_of', 'inhibits', 'isa']
['isa', 'location_of', 'occurs_in', 'diagnoses']
['isa', 'disrupts', 'coexists_with', 'location_of']
['isa', 'causes', 'complicates', 'disrupts']
['isa', 'isa', 'same_as', 'interacts_with']
['isa', 'compared_with']
['isa', 'compared_with', 'disrupts', 'augments']
['isa', 'coexists_with', 'same_as', 'causes']
['isa', 'affects', 'causes', 'stimulates']
['isa', 'augments', 'coexists_with', 'interacts_with']
['isa', 'isa', 'isa', 'diagnoses']
['isa', 'same_as', 'inhibits', 'treats']
['isa', 'isa', 'same_as', 'compared_with']
['isa', 'interacts_with', 'treats', 'affects']
['isa', 'disrupts', 'occurs_in', 'inhibits']
['isa', 'stimulates', 'diagnoses', 'treats']
['isa', 'diagnoses', 'part_of', 'coexists_with']
['isa', 'location_of', 'compared_with', 'complicates']
['isa', 'produces', 'same_as', 'compared_with']
['isa', 'inhibits', 'inhibits', 'causes']
['isa', 'produces', 'affects', 'stimulates']
['isa', 'inhibits', 'inhibits', 'isa']
['isa', 'coexists_with', 'same_as', 'part_of']
['isa', 'occurs_in', 'coexists_with', 'part_of']
['isa', 'occurs_in', 'isa', 'treats']
['isa', 'interacts_with', 'disrupts', 'treats']
['isa', 'part_of', 'same_as', 'same_as']
['isa', 'disrupts', 'augments', 'produces']
['isa', 'causes', 'coexists_with', 'diagnoses']
['isa', 'location_of', 'compared_with', 'same_as']
['isa', 'associated_with', 'occurs_in', 'same_as']
['isa', 'isa', 'coexists_with', 'produces']
['isa', 'affects', 'disrupts', 'isa']
['isa', 'occurs_in', 'occurs_in', 'prevents']
