['diagnoses', 'produces', 'causes', 'stimulates']
['associated_with', 'causes', 'complicates', 'disrupts']
['associated_with', 'produces', 'same_as', 'complicates']
['associated_with', 'coexists_with', 'occurs_in', 'treats']
['associated_with', 'inhibits']
['associated_with', 'same_as', 'disrupts', 'same_as']
['associated_with', 'occurs_in', 'compared_with', 'isa']
['associated_with', 'diagnoses']
['associated_with', 'stimulates']
['associated_with', 'inhibits', 'location_of', 'inhibits']
['associated_with', 'inhibits', 'inhibits', 'coexists_with']
['associated_with', 'compared_with', 'augments', 'complicates']
['associated_with', 'interacts_with', 'affects', 'part_of']
['associated_with']
['associated_with', 'isa', 'produces', 'affects']
['associated_with', 'disrupts', 'compared_with', 'produces']
['associated_with', 'disrupts']
['associated_with', 'prevents', 'causes', 'location_of']
['associated_with', 'associated_with', 'part_of', 'isa']
['associated_with', 'diagnoses', 'associated_with', 'causes']
['associated_with', 'augments', 'location_of', 'diagnoses']
['associated_with', 'associated_with', 'compared_with', 'stimulates']
['associated_with', 'disrupts', 'interacts_with', 'location_of']
['associated_with', 'occurs_in', 'diagnoses', 'inhibits']
['associated_with', 'interacts_with', 'treats', 'coexists_with']
['associated_with', 'stimulates', 'diagnoses', 'interacts_with']
['associated_with', 'affects', 'prevents', 'disrupts']
['associated_with', 'occurs_in', 'augments', 'part_of']
['associated_with', 'compared_with', 'affects', 'same_as']
['associated_with', 'interacts_with', 'augments', 'coexists_with']
['associated_with', 'part_of', 'isa', 'occurs_in']
['associated_with', 'associated_with', 'interacts_with', 'diagnoses']
['associated_with', 'prevents', 'same_as', 'prevents']
['associated_with', 'augments', 'disrupts']
['associated_with', 'augments', 'causes', 'complicates']
['associated_with', 'location_of']
['associated_with', 'diagnoses', 'isa']
['associated_with', 'same_as', 'diagnoses', 'associated_with']
['associated_with', 'diagnoses', 'coexists_with', 'affects']
['associated_with', 'affects', 'causes', 'disrupts']
['associated_with', 'part_of', 'treats', 'part_of']
['associated_with', 'complicates']
['associated_with', 'affects', 'interacts_with', 'part_of']
['associated_with', 'location_of', 'augments', 'stimulates']
['associated_with', 'produces', 'interacts_with']
['associated_with', 'location_of', 'part_of', 'interacts_with']
['associated_with', 'inhibits', 'interacts_with']
['associated_with', 'treats', 'associated_with', 'complicates']
['associated_with', 'diagnoses', 'part_of', 'compared_with']
['associated_with', 'disrupts', 'diagnoses', 'stimulates']
['associated_with', 'disrupts', 'prevents', 'affects']
['associated_with', 'affects', 'treats', 'prevents']
['associated_with', 'stimulates', 'interacts_with', 'stimulates']
['associated_with', 'treats', 'part_of', 'occurs_in']
['associated_with', 'inhibits', 'disrupts', 'diagnoses']
['associated_with', 'same_as', 'part_of', 'occurs_in']
['associated_with', 'coexists_with', 'treats', 'produces']
['associated_with', 'coexists_with', 'prevents', 'affects']
['associated_with', 'affects', 'causes', 'causes']
['associated_with', 'diagnoses', 'affects', 'complicates']
['associated_with', 'produces']
['associated_with', 'treats', 'part_of', 'stimulates']
['associated_with', 'compared_with', 'occurs_in', 'produces']
['associated_with', 'causes', 'isa', 'occurs_in']
['associated_with', 'location_of', 'treats', 'augments']
['associated_with', 'associated_with']
['associated_with', 'prevents', 'isa', 'causes']
['associated_with', 'disrupts', 'disrupts', 'prevents']
['associated_with', 'complicates', 'affects', 'treats']
['associated_with', 'inhibits', 'associated_with', 'same_as']
['associated_with', 'affects', 'produces', 'complicates']
['associated_with', 'diagnoses', 'occurs_in', 'interacts_with']
['associated_with', 'inhibits', 'isa', 'disrupts']
['associated_with', 'inhibits', 'affects', 'treats']
['associated_with', 'same_as']
['associated_with', 'stimulates', 'same_as', 'stimulates']
['associated_with', 'location_of', 'stimulates', 'compared_with']
['associated_with', 'coexists_with', 'complicates', 'treats']
['associated_with', 'produces', 'complicates', 'occurs_in']
['associated_with', 'associated_with', 'prevents', 'part_of']
['associated_with', 'compared_with', 'causes', 'affects']
['associated_with', 'diagnoses', 'interacts_with', 'part_of']
['associated_with', 'complicates', 'augments', 'interacts_with']
['associated_with', 'associated_with', 'treats', 'diagnoses']
['associated_with', 'affects', 'same_as', 'associated_with']
['associated_with', 'affects', 'complicates', 'associated_with']
['associated_with', 'causes', 'interacts_with', 'affects']
['associated_with', 'diagnoses', 'associated_with', 'compared_with']
['associated_with', 'associated_with', 'interacts_with', 'stimulates']
['associated_with', 'coexists_with', 'causes', 'causes']
['associated_with', 'affects', 'inhibits', 'associated_with']
['associated_with', 'inhibits', 'location_of', 'location_of']
['associated_with', 'complicates', 'coexists_with', 'interacts_with']
['treats', 'isa', 'occurs_in', 'part_of']
['treats', 'occurs_in', 'produces', 'diagnoses']
['treats', 'compared_with', 'treats', 'affects']
['treats', 'stimulates', 'compared_with', 'occurs_in']
['treats', 'occurs_in', 'stimulates', 'complicates']
['treats', 'causes', 'inhibits', 'affects']
['treats', 'coexists_with', 'location_of', 'interacts_with']
['treats', 'complicates', 'occurs_in', 'coexists_with']
['treats', 'compared_with', 'affects', 'inhibits']
['treats', 'prevents', 'treats', 'disrupts']
['treats', 'disrupts', 'produces', 'part_of']
['treats', 'isa', 'location_of', 'inhibits']
['treats', 'causes', 'location_of', 'associated_with']
['treats', 'affects', 'complicates', 'diagnoses']
['treats', 'isa', 'occurs_in', 'causes']
['treats', 'stimulates', 'diagnoses', 'compared_with']
['treats', 'interacts_with', 'compared_with']
['treats', 'complicates', 'compared_with', 'complicates']
['treats', 'augments', 'location_of', 'coexists_with']
['treats', 'associated_with', 'location_of', 'treats']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'compared_with', 'augments', 'stimulates']
['treats', 'causes', 'isa', 'location_of']
['treats', 'inhibits', 'prevents', 'part_of']
['treats', 'occurs_in', 'treats', 'diagnoses']
['treats', 'interacts_with']
['treats', 'causes', 'affects', 'augments']
['treats', 'augments', 'part_of', 'compared_with']
['treats', 'augments', 'same_as', 'coexists_with']
['treats', 'inhibits', 'associated_with', 'stimulates']
['treats', 'diagnoses', 'location_of', 'stimulates']
['treats', 'stimulates', 'produces', 'coexists_with']
['treats', 'same_as', 'diagnoses', 'part_of']
['treats', 'interacts_with', 'produces', 'complicates']
['treats', 'complicates']
['treats', 'inhibits', 'complicates', 'occurs_in']
['treats', 'affects', 'augments']
['treats', 'coexists_with', 'occurs_in', 'compared_with']
['treats', 'complicates', 'produces', 'isa']
['treats', 'complicates', 'part_of', 'disrupts']
['treats', 'diagnoses', 'affects', 'inhibits']
['treats', 'complicates', 'affects', 'compared_with']
['treats', 'same_as', 'prevents', 'associated_with']
['treats', 'treats', 'causes', 'complicates']
['treats', 'coexists_with', 'isa', 'produces']
['treats']
['treats', 'inhibits', 'associated_with', 'diagnoses']
['treats', 'augments', 'location_of', 'prevents']
['treats', 'disrupts', 'same_as', 'occurs_in']
['treats', 'same_as', 'isa']
['treats', 'coexists_with', 'produces']
['treats', 'stimulates', 'location_of', 'compared_with']
['treats', 'occurs_in', 'same_as', 'location_of']
['treats', 'complicates', 'causes', 'complicates']
['treats', 'produces', 'diagnoses', 'prevents']
['treats', 'inhibits', 'prevents', 'complicates']
['treats', 'affects']
['treats', 'stimulates', 'treats', 'part_of']
['treats', 'produces', 'augments', 'complicates']
['treats', 'treats', 'part_of', 'compared_with']
['treats', 'compared_with', 'stimulates', 'interacts_with']
['treats', 'causes', 'part_of', 'same_as']
['treats', 'inhibits', 'associated_with', 'causes']
['treats', 'occurs_in', 'disrupts', 'associated_with']
['treats', 'affects', 'complicates', 'associated_with']
['treats', 'produces', 'augments']
['treats', 'compared_with', 'compared_with', 'produces']
['treats', 'causes', 'same_as', 'location_of']
['treats', 'location_of', 'treats', 'part_of']
['treats', 'stimulates', 'causes', 'stimulates']
['treats', 'augments', 'produces', 'complicates']
['treats', 'same_as', 'prevents', 'coexists_with']
['treats', 'affects', 'causes', 'disrupts']
['treats', 'interacts_with', 'diagnoses', 'compared_with']
['treats', 'complicates', 'interacts_with', 'coexists_with']
['treats', 'disrupts', 'same_as', 'affects']
['treats', 'produces', 'location_of', 'part_of']
['treats', 'augments', 'prevents', 'coexists_with']
['treats', 'treats', 'inhibits', 'part_of']
['treats', 'occurs_in', 'affects', 'augments']
['treats', 'interacts_with', 'isa', 'occurs_in']
['treats', 'inhibits', 'isa', 'occurs_in']
['treats', 'associated_with', 'augments']
['treats', 'complicates', 'same_as', 'same_as']
['treats', 'location_of', 'coexists_with', 'causes']
['treats', 'produces', 'occurs_in', 'interacts_with']
['treats', 'augments', 'affects', 'stimulates']
['treats', 'same_as', 'compared_with', 'location_of']
['treats', 'disrupts', 'associated_with', 'treats']
['treats', 'occurs_in', 'stimulates', 'augments']
['treats', 'coexists_with', 'occurs_in', 'disrupts']
['treats', 'occurs_in', 'inhibits', 'affects']
['affects', 'diagnoses', 'affects', 'causes']
['affects', 'prevents', 'augments', 'augments']
['affects', 'causes']
['affects', 'inhibits', 'coexists_with', 'coexists_with']
['affects', 'occurs_in', 'compared_with', 'causes']
['affects', 'compared_with', 'isa', 'augments']
['affects', 'diagnoses', 'part_of', 'inhibits']
['affects', 'location_of', 'occurs_in', 'isa']
['affects', 'compared_with', 'diagnoses', 'treats']
['affects', 'inhibits', 'treats', 'complicates']
['affects', 'prevents', 'causes', 'stimulates']
['affects', 'prevents', 'isa', 'augments']
['affects', 'complicates', 'inhibits', 'occurs_in']
['affects', 'inhibits', 'same_as', 'stimulates']
['affects', 'isa', 'occurs_in', 'inhibits']
['affects', 'produces', 'complicates', 'augments']
['affects', 'disrupts', 'treats', 'inhibits']
['affects', 'disrupts', 'stimulates', 'compared_with']
['affects', 'location_of', 'treats', 'compared_with']
['affects', 'produces']
['affects', 'causes', 'diagnoses', 'disrupts']
['affects', 'inhibits', 'complicates', 'part_of']
['affects', 'prevents', 'associated_with']
['affects', 'location_of', 'isa', 'location_of']
['affects', 'occurs_in', 'isa', 'disrupts']
['affects', 'treats', 'prevents', 'causes']
['affects', 'inhibits', 'interacts_with']
['affects', 'prevents', 'inhibits', 'occurs_in']
['affects', 'prevents', 'part_of', 'causes']
['affects', 'part_of', 'causes', 'causes']
['affects', 'stimulates', 'produces', 'inhibits']
['affects', 'inhibits', 'coexists_with', 'produces']
['affects', 'associated_with', 'compared_with', 'affects']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'part_of', 'coexists_with', 'prevents']
['affects', 'occurs_in', 'causes', 'same_as']
['affects', 'location_of', 'diagnoses', 'augments']
['affects', 'same_as', 'stimulates', 'occurs_in']
['affects', 'interacts_with', 'prevents', 'location_of']
['affects', 'coexists_with', 'interacts_with', 'diagnoses']
['affects', 'isa', 'inhibits', 'disrupts']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'location_of']
['affects', 'prevents', 'complicates', 'part_of']
['affects', 'part_of', 'compared_with', 'stimulates']
['affects', 'coexists_with']
['affects', 'treats', 'affects', 'associated_with']
['affects', 'compared_with']
['affects', 'diagnoses', 'associated_with', 'location_of']
['affects', 'treats', 'disrupts', 'compared_with']
['affects', 'causes', 'compared_with', 'affects']
['affects', 'associated_with', 'coexists_with', 'isa']
['affects', 'augments', 'causes', 'causes']
['affects', 'location_of', 'same_as', 'location_of']
['affects', 'disrupts', 'isa', 'part_of']
['affects', 'part_of', 'produces']
['affects', 'complicates', 'same_as', 'isa']
['affects', 'affects', 'causes', 'produces']
['affects', 'diagnoses', 'occurs_in', 'produces']
['affects', 'compared_with', 'inhibits', 'interacts_with']
['affects', 'diagnoses', 'treats', 'inhibits']
['affects', 'diagnoses', 'associated_with', 'stimulates']
['affects', 'associated_with', 'isa', 'diagnoses']
['affects', 'associated_with', 'prevents', 'part_of']
['affects', 'stimulates', 'compared_with', 'location_of']
['affects', 'inhibits', 'affects', 'produces']
['affects', 'produces', 'same_as', 'augments']
['affects', 'coexists_with', 'compared_with', 'causes']
['affects', 'occurs_in', 'produces', 'stimulates']
['affects', 'associated_with', 'isa', 'isa']
['affects', 'augments', 'stimulates', 'same_as']
['affects', 'diagnoses', 'location_of', 'prevents']
['affects', 'prevents', 'coexists_with', 'inhibits']
['affects', 'complicates', 'location_of', 'location_of']
['affects', 'complicates', 'produces', 'same_as']
['affects', 'inhibits', 'associated_with', 'compared_with']
['affects', 'augments', 'isa']
['affects', 'complicates', 'occurs_in', 'part_of']
['affects', 'same_as', 'diagnoses', 'isa']
['affects', 'coexists_with', 'compared_with']
['affects', 'stimulates', 'augments', 'produces']
['affects', 'prevents', 'inhibits']
['affects', 'produces', 'causes', 'compared_with']
['affects', 'occurs_in', 'isa', 'treats']
['affects', 'causes', 'same_as', 'isa']
['affects', 'augments', 'causes', 'complicates']
['affects', 'interacts_with', 'stimulates', 'treats']
['affects']
['affects', 'affects', 'prevents', 'treats']
['affects', 'prevents', 'coexists_with', 'complicates']
['affects', 'location_of', 'treats', 'coexists_with']
['affects', 'associated_with', 'interacts_with', 'complicates']
['interacts_with', 'produces', 'inhibits', 'augments']
['interacts_with', 'produces', 'location_of', 'causes']
['interacts_with', 'compared_with', 'part_of', 'location_of']
['interacts_with', 'part_of', 'occurs_in', 'affects']
['interacts_with', 'produces', 'interacts_with', 'prevents']
['interacts_with', 'treats', 'augments', 'part_of']
['interacts_with', 'stimulates', 'complicates']
['interacts_with', 'part_of', 'occurs_in', 'inhibits']
['interacts_with', 'treats', 'treats', 'causes']
['interacts_with', 'location_of', 'disrupts', 'inhibits']
['interacts_with', 'stimulates', 'associated_with', 'same_as']
['interacts_with', 'treats', 'location_of', 'prevents']
['interacts_with', 'occurs_in', 'prevents', 'prevents']
['interacts_with', 'disrupts', 'isa', 'diagnoses']
['interacts_with', 'produces', 'treats', 'prevents']
['interacts_with', 'inhibits', 'compared_with', 'location_of']
['interacts_with', 'same_as', 'part_of', 'causes']
['interacts_with', 'produces', 'diagnoses', 'produces']
['interacts_with', 'location_of', 'affects', 'augments']
['interacts_with', 'prevents', 'diagnoses']
['interacts_with', 'augments', 'stimulates', 'diagnoses']
['interacts_with', 'affects', 'associated_with', 'prevents']
['interacts_with', 'part_of', 'complicates', 'compared_with']
['interacts_with', 'occurs_in', 'coexists_with']
['interacts_with', 'isa', 'coexists_with', 'stimulates']
['interacts_with', 'occurs_in', 'prevents', 'coexists_with']
['interacts_with', 'isa', 'disrupts', 'prevents']
['interacts_with', 'interacts_with', 'location_of', 'prevents']
['interacts_with', 'inhibits', 'augments', 'causes']
['interacts_with', 'associated_with', 'associated_with', 'isa']
['interacts_with', 'coexists_with', 'location_of', 'stimulates']
['interacts_with', 'causes', 'location_of', 'compared_with']
['interacts_with', 'part_of', 'interacts_with', 'augments']
['interacts_with', 'disrupts', 'inhibits', 'complicates']
['interacts_with', 'interacts_with', 'augments', 'compared_with']
['interacts_with', 'isa', 'complicates', 'isa']
['interacts_with', 'occurs_in']
['interacts_with', 'produces', 'augments', 'coexists_with']
['interacts_with', 'interacts_with', 'coexists_with', 'coexists_with']
['interacts_with', 'disrupts', 'interacts_with', 'location_of']
['interacts_with', 'complicates', 'prevents', 'stimulates']
['interacts_with', 'diagnoses', 'associated_with', 'produces']
['interacts_with', 'treats', 'interacts_with', 'prevents']
['interacts_with', 'coexists_with', 'part_of', 'diagnoses']
['interacts_with', 'coexists_with', 'affects', 'compared_with']
['interacts_with', 'part_of', 'part_of']
['interacts_with', 'isa', 'part_of']
['interacts_with', 'isa', 'associated_with', 'occurs_in']
['interacts_with', 'stimulates', 'compared_with', 'prevents']
['interacts_with', 'coexists_with', 'augments', 'coexists_with']
['interacts_with', 'inhibits']
['interacts_with', 'disrupts', 'affects', 'compared_with']
['interacts_with', 'disrupts', 'compared_with', 'prevents']
['interacts_with', 'same_as', 'treats', 'compared_with']
['interacts_with']
['interacts_with', 'produces', 'prevents', 'diagnoses']
['interacts_with', 'location_of', 'produces', 'interacts_with']
['interacts_with', 'treats', 'complicates', 'complicates']
['interacts_with', 'treats']
['interacts_with', 'same_as']
['interacts_with', 'isa', 'prevents', 'causes']
['interacts_with', 'inhibits', 'associated_with', 'coexists_with']
['interacts_with', 'produces', 'coexists_with', 'produces']
['interacts_with', 'affects', 'inhibits', 'diagnoses']
['interacts_with', 'augments', 'produces', 'produces']
['interacts_with', 'isa', 'treats', 'occurs_in']
['interacts_with', 'part_of', 'isa', 'stimulates']
['interacts_with', 'augments', 'interacts_with', 'same_as']
['interacts_with', 'causes', 'treats', 'treats']
['interacts_with', 'location_of', 'causes', 'part_of']
['interacts_with', 'augments', 'causes', 'associated_with']
['interacts_with', 'produces', 'isa', 'associated_with']
['interacts_with', 'disrupts', 'treats', 'prevents']
['interacts_with', 'complicates', 'interacts_with', 'disrupts']
['interacts_with', 'prevents', 'stimulates', 'inhibits']
['interacts_with', 'compared_with', 'disrupts', 'stimulates']
['interacts_with', 'interacts_with', 'inhibits', 'compared_with']
['interacts_with', 'interacts_with', 'prevents', 'isa']
['interacts_with', 'diagnoses', 'inhibits', 'disrupts']
['interacts_with', 'causes', 'causes', 'treats']
['interacts_with', 'compared_with', 'occurs_in']
['interacts_with', 'same_as', 'location_of', 'complicates']
['interacts_with', 'compared_with', 'prevents', 'treats']
['interacts_with', 'part_of', 'compared_with', 'diagnoses']
['interacts_with', 'coexists_with', 'causes', 'same_as']
['interacts_with', 'location_of']
['interacts_with', 'augments']
['interacts_with', 'interacts_with', 'augments', 'stimulates']
['interacts_with', 'location_of', 'same_as', 'inhibits']
['interacts_with', 'augments', 'produces', 'isa']
['interacts_with', 'associated_with']
['interacts_with', 'part_of', 'compared_with', 'isa']
['interacts_with', 'disrupts', 'isa', 'location_of']
['coexists_with', 'affects', 'prevents', 'diagnoses']
['coexists_with', 'complicates', 'inhibits', 'coexists_with']
['coexists_with', 'diagnoses', 'inhibits', 'produces']
['coexists_with', 'complicates', 'stimulates', 'part_of']
['coexists_with', 'compared_with', 'interacts_with', 'complicates']
['coexists_with', 'occurs_in', 'prevents', 'diagnoses']
['coexists_with', 'stimulates', 'complicates', 'affects']
['coexists_with', 'treats', 'prevents', 'causes']
['coexists_with', 'produces', 'associated_with', 'occurs_in']
['coexists_with', 'inhibits', 'causes', 'part_of']
['coexists_with']
['coexists_with', 'augments', 'same_as', 'same_as']
['coexists_with', 'location_of', 'prevents', 'disrupts']
['coexists_with', 'same_as', 'affects', 'produces']
['coexists_with', 'stimulates', 'diagnoses', 'diagnoses']
['coexists_with', 'associated_with', 'compared_with', 'affects']
['coexists_with', 'diagnoses', 'occurs_in', 'compared_with']
['coexists_with', 'location_of', 'treats', 'interacts_with']
['coexists_with', 'same_as', 'prevents', 'inhibits']
['coexists_with', 'complicates']
['coexists_with', 'part_of', 'stimulates', 'same_as']
['coexists_with', 'occurs_in', 'interacts_with', 'location_of']
['coexists_with', 'interacts_with', 'associated_with', 'causes']
['coexists_with', 'location_of', 'associated_with', 'disrupts']
['coexists_with', 'diagnoses', 'prevents', 'coexists_with']
['coexists_with', 'occurs_in', 'interacts_with', 'occurs_in']
['coexists_with', 'same_as', 'isa', 'compared_with']
['coexists_with', 'location_of', 'affects', 'part_of']
['coexists_with', 'associated_with', 'coexists_with']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'affects', 'disrupts', 'complicates']
['coexists_with', 'isa', 'isa', 'part_of']
['coexists_with', 'complicates', 'part_of', 'stimulates']
['coexists_with', 'treats', 'disrupts', 'associated_with']
['coexists_with', 'complicates', 'compared_with', 'part_of']
['coexists_with', 'prevents', 'interacts_with', 'isa']
['coexists_with', 'augments', 'part_of', 'inhibits']
['coexists_with', 'diagnoses', 'augments', 'isa']
['coexists_with', 'produces', 'inhibits', 'causes']
['coexists_with', 'complicates', 'treats', 'occurs_in']
['coexists_with', 'augments', 'occurs_in', 'affects']
['coexists_with', 'prevents', 'prevents', 'occurs_in']
['coexists_with', 'affects', 'isa', 'inhibits']
['coexists_with', 'isa', 'complicates', 'stimulates']
['coexists_with', 'prevents', 'location_of', 'part_of']
['coexists_with', 'augments', 'complicates', 'complicates']
['coexists_with', 'associated_with', 'treats', 'prevents']
['coexists_with', 'location_of', 'associated_with', 'occurs_in']
['coexists_with', 'compared_with', 'inhibits', 'diagnoses']
['coexists_with', 'produces', 'inhibits', 'inhibits']
['coexists_with', 'part_of', 'produces', 'occurs_in']
['coexists_with', 'prevents', 'same_as', 'associated_with']
['coexists_with', 'treats', 'same_as', 'stimulates']
['coexists_with', 'location_of', 'same_as', 'complicates']
['coexists_with', 'isa', 'compared_with', 'part_of']
['coexists_with', 'produces', 'coexists_with', 'augments']
['coexists_with', 'produces', 'compared_with', 'diagnoses']
['coexists_with', 'diagnoses', 'interacts_with', 'location_of']
['coexists_with', 'coexists_with', 'same_as', 'associated_with']
['coexists_with', 'compared_with', 'augments', 'produces']
['coexists_with', 'produces', 'affects', 'part_of']
['coexists_with', 'affects', 'treats', 'treats']
['coexists_with', 'diagnoses', 'occurs_in', 'isa']
['coexists_with', 'isa', 'diagnoses', 'produces']
['coexists_with', 'prevents', 'stimulates', 'part_of']
['coexists_with', 'compared_with', 'prevents', 'stimulates']
['coexists_with', 'prevents', 'treats', 'diagnoses']
['coexists_with', 'affects', 'causes', 'augments']
['coexists_with', 'produces']
['coexists_with', 'compared_with', 'produces', 'augments']
['coexists_with', 'location_of', 'complicates', 'associated_with']
['coexists_with', 'occurs_in', 'disrupts', 'disrupts']
['coexists_with', 'occurs_in', 'part_of', 'disrupts']
['coexists_with', 'associated_with', 'associated_with', 'stimulates']
['coexists_with', 'compared_with', 'treats']
['coexists_with', 'stimulates', 'location_of', 'location_of']
['coexists_with', 'diagnoses', 'stimulates', 'diagnoses']
['coexists_with', 'stimulates', 'disrupts', 'interacts_with']
['coexists_with', 'affects']
['coexists_with', 'diagnoses', 'isa', 'inhibits']
['coexists_with', 'stimulates', 'treats', 'complicates']
['coexists_with', 'inhibits', 'location_of', 'disrupts']
['coexists_with', 'treats', 'coexists_with', 'occurs_in']
['coexists_with', 'associated_with', 'location_of', 'causes']
['coexists_with', 'prevents', 'prevents', 'isa']
['coexists_with', 'associated_with', 'disrupts', 'produces']
['coexists_with', 'isa', 'complicates', 'disrupts']
['coexists_with', 'coexists_with', 'location_of', 'associated_with']
['coexists_with', 'augments', 'interacts_with', 'part_of']
['coexists_with', 'stimulates', 'disrupts', 'compared_with']
['coexists_with', 'causes', 'treats', 'treats']
['coexists_with', 'produces', 'stimulates']
['coexists_with', 'augments', 'augments', 'interacts_with']
['coexists_with', 'diagnoses', 'coexists_with', 'causes']
['coexists_with', 'causes', 'same_as', 'complicates']
['coexists_with', 'complicates', 'location_of', 'affects']
['isa', 'stimulates']
['isa', 'affects', 'same_as', 'causes']
['isa', 'causes', 'causes', 'part_of']
['isa', 'complicates', 'isa', 'inhibits']
['isa', 'causes', 'compared_with', 'produces']
['isa', 'disrupts', 'isa', 'diagnoses']
['isa', 'inhibits', 'part_of']
['isa', 'treats', 'augments']
['isa', 'disrupts', 'affects']
['isa', 'inhibits', 'compared_with', 'isa']
['isa', 'part_of', 'location_of', 'affects']
['isa', 'produces', 'affects', 'interacts_with']
['isa', 'disrupts', 'affects', 'causes']
['isa', 'prevents', 'treats', 'produces']
['isa', 'isa', 'diagnoses', 'affects']
['isa', 'location_of', 'complicates', 'part_of']
['isa', 'isa', 'compared_with', 'prevents']
['isa', 'interacts_with', 'augments', 'occurs_in']
['isa', 'location_of', 'coexists_with', 'interacts_with']
['isa', 'location_of', 'disrupts', 'compared_with']
['isa', 'inhibits', 'isa', 'affects']
['isa', 'complicates', 'same_as']
['isa', 'isa', 'same_as', 'prevents']
['isa', 'treats', 'produces', 'occurs_in']
['isa', 'same_as', 'affects', 'produces']
['isa', 'occurs_in', 'disrupts', 'augments']
['isa', 'produces', 'coexists_with', 'associated_with']
['isa', 'causes', 'produces', 'complicates']
['isa', 'coexists_with', 'prevents', 'treats']
['isa', 'location_of', 'treats', 'stimulates']
['isa', 'produces', 'occurs_in', 'coexists_with']
['isa', 'same_as']
['isa', 'interacts_with', 'prevents', 'diagnoses']
['isa', 'part_of', 'produces', 'causes']
['isa', 'part_of', 'part_of', 'causes']
['isa', 'occurs_in', 'produces', 'complicates']
['isa', 'stimulates', 'isa', 'coexists_with']
['isa', 'affects', 'compared_with', 'disrupts']
['isa', 'diagnoses', 'interacts_with', 'compared_with']
['isa', 'prevents', 'occurs_in', 'coexists_with']
['isa', 'produces', 'associated_with', 'disrupts']
['isa', 'inhibits', 'stimulates']
['isa', 'isa', 'compared_with', 'same_as']
['isa', 'occurs_in', 'complicates', 'complicates']
['isa', 'part_of', 'coexists_with', 'associated_with']
['isa', 'affects']
['isa', 'inhibits', 'causes', 'compared_with']
['isa', 'affects', 'affects', 'prevents']
['isa', 'part_of', 'causes']
['isa', 'occurs_in', 'same_as', 'coexists_with']
['isa', 'produces', 'produces', 'prevents']
['isa', 'associated_with', 'stimulates', 'part_of']
['isa', 'affects', 'affects', 'causes']
['isa', 'part_of', 'associated_with', 'treats']
['isa', 'produces', 'treats', 'treats']
['isa', 'prevents', 'augments', 'affects']
['isa', 'augments', 'interacts_with']
['isa', 'inhibits', 'compared_with', 'causes']
['isa', 'location_of', 'affects', 'augments']
['isa', 'associated_with', 'causes', 'compared_with']
['isa', 'occurs_in', 'treats', 'disrupts']
['isa', 'treats', 'diagnoses', 'causes']
['isa', 'diagnoses', 'compared_with', 'affects']
['isa', 'complicates', 'compared_with', 'compared_with']
['isa', 'diagnoses', 'same_as', 'diagnoses']
['isa', 'disrupts', 'inhibits', 'coexists_with']
['isa', 'associated_with', 'part_of', 'part_of']
['isa', 'associated_with', 'disrupts', 'associated_with']
['isa', 'prevents', 'coexists_with', 'treats']
['isa', 'inhibits', 'causes']
['isa']
['isa', 'prevents', 'complicates', 'coexists_with']
['isa', 'location_of', 'disrupts', 'location_of']
['isa', 'disrupts', 'complicates', 'coexists_with']
['isa', 'augments', 'compared_with', 'treats']
['isa', 'location_of']
['isa', 'occurs_in']
['isa', 'produces', 'same_as', 'same_as']
['isa', 'occurs_in', 'same_as', 'interacts_with']
['isa', 'compared_with', 'affects', 'affects']
['isa', 'disrupts', 'complicates', 'diagnoses']
['isa', 'coexists_with', 'causes', 'isa']
['isa', 'treats', 'coexists_with', 'occurs_in']
['isa', 'part_of', 'same_as', 'location_of']
['isa', 'complicates', 'interacts_with', 'isa']
['isa', 'part_of', 'stimulates', 'prevents']
['isa', 'coexists_with']
['isa', 'coexists_with', 'disrupts', 'compared_with']
['isa', 'treats', 'isa', 'prevents']
['isa', 'stimulates', 'complicates', 'same_as']
['part_of', 'complicates']
['part_of', 'diagnoses', 'stimulates', 'affects']
['part_of', 'complicates', 'coexists_with', 'augments']
['part_of', 'isa', 'stimulates', 'interacts_with']
['part_of', 'coexists_with']
['part_of', 'inhibits', 'treats', 'diagnoses']
['part_of', 'complicates', 'associated_with', 'inhibits']
['part_of', 'part_of', 'coexists_with', 'same_as']
['part_of', 'compared_with', 'treats', 'prevents']
['part_of', 'produces', 'isa', 'prevents']
['part_of', 'inhibits', 'augments', 'associated_with']
['part_of', 'coexists_with', 'occurs_in', 'disrupts']
['part_of', 'augments', 'coexists_with', 'same_as']
['part_of', 'produces', 'causes', 'inhibits']
['part_of', 'stimulates', 'produces', 'prevents']
['part_of', 'interacts_with', 'part_of', 'inhibits']
['part_of', 'part_of', 'stimulates', 'part_of']
['part_of', 'inhibits', 'same_as', 'produces']
['part_of', 'associated_with', 'causes', 'part_of']
['part_of', 'coexists_with', 'treats']
['part_of', 'isa']
['part_of', 'treats', 'isa', 'stimulates']
['part_of', 'treats', 'stimulates', 'stimulates']
['part_of', 'augments']
['part_of', 'diagnoses', 'interacts_with', 'complicates']
['part_of', 'inhibits', 'occurs_in', 'interacts_with']
['part_of', 'same_as', 'location_of', 'occurs_in']
['part_of', 'augments', 'prevents', 'affects']
