['diagnoses', 'location_of', 'causes', 'location_of']
['stimulates', 'coexists_with', 'produces', 'prevents']
['stimulates', 'stimulates', 'prevents', 'produces']
['stimulates', 'compared_with', 'augments', 'stimulates']
['stimulates', 'complicates', 'prevents', 'part_of']
['stimulates', 'compared_with', 'compared_with', 'prevents']
['stimulates', 'prevents', 'causes', 'occurs_in']
['stimulates', 'complicates', 'produces', 'part_of']
['stimulates', 'occurs_in', 'affects', 'coexists_with']
['stimulates', 'coexists_with', 'part_of', 'occurs_in']
['stimulates', 'isa', 'stimulates', 'causes']
['stimulates', 'stimulates', 'coexists_with', 'same_as']
['stimulates', 'affects', 'associated_with', 'diagnoses']
['stimulates', 'associated_with', 'prevents', 'produces']
['stimulates', 'causes', 'diagnoses', 'disrupts']
['stimulates', 'produces', 'stimulates', 'inhibits']
['stimulates', 'inhibits', 'prevents', 'interacts_with']
['stimulates', 'inhibits', 'causes', 'produces']
['stimulates', 'affects', 'interacts_with', 'produces']
['stimulates', 'same_as', 'complicates', 'affects']
['stimulates', 'same_as', 'produces', 'treats']
['stimulates', 'stimulates', 'inhibits', 'inhibits']
['stimulates', 'diagnoses', 'associated_with', 'treats']
['stimulates', 'produces', 'interacts_with', 'causes']
['stimulates', 'part_of', 'disrupts', 'produces']
['stimulates', 'isa', 'diagnoses', 'coexists_with']
['stimulates', 'augments', 'inhibits', 'complicates']
['stimulates', 'prevents', 'isa', 'same_as']
['stimulates', 'causes', 'coexists_with', 'coexists_with']
['stimulates', 'disrupts', 'diagnoses', 'disrupts']
['stimulates', 'coexists_with', 'associated_with']
['stimulates', 'prevents', 'complicates', 'isa']
['stimulates', 'occurs_in', 'prevents', 'treats']
['stimulates', 'produces', 'occurs_in', 'same_as']
['stimulates', 'interacts_with', 'produces', 'produces']
['stimulates', 'part_of', 'prevents', 'interacts_with']
['stimulates', 'part_of', 'associated_with', 'inhibits']
['stimulates', 'location_of', 'inhibits', 'complicates']
['stimulates', 'part_of', 'causes', 'prevents']
['stimulates', 'stimulates', 'occurs_in', 'occurs_in']
['stimulates', 'compared_with', 'isa', 'occurs_in']
['stimulates', 'disrupts', 'causes', 'treats']
['stimulates', 'inhibits', 'isa', 'part_of']
['stimulates']
['stimulates', 'coexists_with', 'isa', 'augments']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'same_as', 'location_of', 'inhibits']
['stimulates', 'affects', 'part_of', 'disrupts']
['associated_with', 'complicates', 'part_of', 'affects']
['associated_with', 'part_of', 'coexists_with', 'associated_with']
['associated_with', 'augments', 'prevents', 'causes']
['associated_with', 'occurs_in', 'complicates', 'coexists_with']
['associated_with', 'isa', 'compared_with', 'complicates']
['associated_with', 'disrupts', 'occurs_in', 'augments']
['associated_with', 'affects', 'location_of', 'part_of']
['associated_with', 'causes', 'interacts_with', 'affects']
['associated_with', 'occurs_in', 'coexists_with', 'produces']
['associated_with', 'prevents', 'inhibits', 'diagnoses']
['associated_with', 'complicates', 'prevents', 'location_of']
['associated_with', 'produces', 'interacts_with', 'causes']
['associated_with', 'disrupts', 'occurs_in', 'complicates']
['associated_with', 'location_of', 'causes', 'compared_with']
['associated_with', 'location_of', 'coexists_with', 'stimulates']
['associated_with', 'disrupts', 'interacts_with', 'stimulates']
['associated_with', 'occurs_in', 'interacts_with', 'isa']
['associated_with', 'treats']
['associated_with', 'disrupts', 'causes', 'diagnoses']
['associated_with', 'complicates', 'produces', 'part_of']
['associated_with', 'interacts_with', 'produces', 'stimulates']
['associated_with', 'diagnoses', 'compared_with', 'occurs_in']
['associated_with', 'part_of', 'augments', 'causes']
['associated_with', 'coexists_with', 'occurs_in', 'prevents']
['associated_with', 'causes', 'stimulates', 'diagnoses']
['associated_with', 'treats', 'compared_with', 'causes']
['associated_with', 'isa', 'disrupts', 'causes']
['associated_with', 'produces', 'causes', 'affects']
['associated_with', 'isa', 'diagnoses', 'inhibits']
['associated_with', 'interacts_with', 'associated_with', 'affects']
['associated_with', 'diagnoses', 'inhibits', 'part_of']
['associated_with', 'occurs_in', 'augments', 'inhibits']
['associated_with', 'causes', 'part_of', 'part_of']
['associated_with', 'disrupts', 'occurs_in', 'affects']
['associated_with', 'prevents', 'part_of', 'coexists_with']
['associated_with', 'prevents', 'treats', 'prevents']
['associated_with']
['associated_with', 'associated_with', 'disrupts', 'isa']
['associated_with', 'inhibits', 'stimulates', 'inhibits']
['associated_with', 'complicates', 'produces', 'complicates']
['associated_with', 'part_of', 'stimulates', 'inhibits']
['associated_with', 'prevents', 'produces', 'prevents']
['associated_with', 'compared_with', 'associated_with', 'part_of']
['associated_with', 'complicates', 'complicates', 'interacts_with']
['associated_with', 'treats', 'inhibits', 'stimulates']
['associated_with', 'interacts_with', 'causes', 'interacts_with']
['associated_with', 'occurs_in', 'prevents', 'interacts_with']
['associated_with', 'associated_with', 'produces', 'location_of']
['associated_with', 'produces', 'associated_with', 'produces']
['associated_with', 'affects', 'occurs_in', 'stimulates']
['associated_with', 'inhibits', 'augments', 'prevents']
['associated_with', 'inhibits', 'associated_with', 'interacts_with']
['associated_with', 'stimulates', 'part_of', 'part_of']
['associated_with', 'causes', 'associated_with', 'part_of']
['associated_with', 'coexists_with', 'occurs_in']
['associated_with', 'associated_with', 'part_of', 'location_of']
['associated_with', 'associated_with', 'prevents', 'inhibits']
['associated_with', 'interacts_with', 'compared_with', 'stimulates']
['associated_with', 'inhibits', 'diagnoses', 'associated_with']
['associated_with', 'produces', 'prevents', 'interacts_with']
['associated_with', 'prevents', 'augments', 'stimulates']
['associated_with', 'diagnoses', 'disrupts', 'coexists_with']
['associated_with', 'occurs_in', 'disrupts', 'associated_with']
['associated_with', 'prevents', 'interacts_with', 'complicates']
['associated_with', 'occurs_in', 'treats', 'isa']
['associated_with', 'compared_with', 'inhibits', 'coexists_with']
['associated_with', 'prevents']
['associated_with', 'complicates', 'occurs_in', 'prevents']
['associated_with', 'augments', 'interacts_with', 'prevents']
['associated_with', 'stimulates', 'causes', 'location_of']
['associated_with', 'compared_with', 'prevents', 'associated_with']
['associated_with', 'disrupts', 'causes', 'isa']
['associated_with', 'affects', 'isa', 'inhibits']
['associated_with', 'treats', 'coexists_with', 'part_of']
['associated_with', 'causes', 'part_of', 'isa']
['associated_with', 'interacts_with', 'prevents', 'associated_with']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'interacts_with', 'associated_with', 'location_of']
['associated_with', 'augments', 'compared_with', 'isa']
['associated_with', 'augments', 'coexists_with', 'same_as']
['associated_with', 'inhibits', 'stimulates', 'treats']
['associated_with', 'augments', 'prevents', 'affects']
['associated_with', 'coexists_with', 'isa', 'causes']
['associated_with', 'location_of', 'causes', 'coexists_with']
['associated_with', 'diagnoses', 'diagnoses', 'location_of']
['associated_with', 'inhibits', 'diagnoses', 'causes']
['associated_with', 'prevents', 'occurs_in', 'prevents']
['associated_with', 'isa', 'augments', 'coexists_with']
['associated_with', 'interacts_with', 'treats', 'occurs_in']
['associated_with', 'isa', 'stimulates', 'associated_with']
['associated_with', 'inhibits', 'isa', 'interacts_with']
['associated_with', 'affects', 'prevents', 'coexists_with']
['associated_with', 'affects', 'treats', 'complicates']
['associated_with', 'stimulates', 'produces', 'stimulates']
['associated_with', 'stimulates', 'compared_with', 'produces']
['associated_with', 'interacts_with', 'augments', 'interacts_with']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['associated_with', 'same_as', 'produces', 'inhibits']
['treats', 'produces', 'part_of', 'interacts_with']
['treats', 'stimulates', 'associated_with', 'diagnoses']
['treats', 'disrupts', 'augments', 'disrupts']
['treats', 'produces', 'treats', 'part_of']
['treats', 'causes', 'causes', 'augments']
['treats', 'isa', 'complicates', 'coexists_with']
['treats', 'causes', 'disrupts', 'affects']
['treats', 'associated_with', 'inhibits', 'location_of']
['treats', 'coexists_with', 'associated_with', 'inhibits']
['treats', 'diagnoses', 'interacts_with', 'compared_with']
['treats', 'same_as', 'same_as', 'interacts_with']
['treats', 'coexists_with', 'isa', 'occurs_in']
['treats', 'part_of', 'occurs_in', 'location_of']
['treats', 'part_of', 'occurs_in', 'augments']
['treats', 'location_of', 'produces', 'treats']
['treats', 'occurs_in', 'produces', 'treats']
['treats', 'prevents', 'interacts_with', 'part_of']
['treats', 'associated_with', 'causes', 'complicates']
['treats', 'part_of', 'disrupts', 'diagnoses']
['treats', 'causes', 'complicates', 'stimulates']
['treats', 'part_of']
['treats', 'complicates', 'interacts_with', 'occurs_in']
['treats', 'complicates', 'causes', 'augments']
['treats', 'causes', 'associated_with', 'interacts_with']
['treats', 'location_of', 'stimulates', 'diagnoses']
['treats', 'augments', 'affects', 'isa']
['treats', 'diagnoses', 'produces', 'complicates']
['treats', 'affects', 'part_of', 'prevents']
['treats', 'part_of', 'location_of', 'isa']
['treats', 'causes', 'stimulates']
['treats', 'produces', 'disrupts', 'part_of']
['treats', 'coexists_with', 'causes', 'occurs_in']
['treats', 'isa', 'interacts_with', 'same_as']
['treats', 'disrupts', 'prevents', 'occurs_in']
['treats', 'inhibits', 'prevents', 'part_of']
['treats', 'coexists_with', 'augments', 'location_of']
['treats', 'coexists_with', 'produces', 'augments']
['treats', 'produces', 'occurs_in', 'part_of']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'part_of', 'occurs_in', 'stimulates']
['treats', 'coexists_with', 'isa', 'causes']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'location_of', 'prevents', 'produces']
['treats', 'causes', 'location_of', 'affects']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'inhibits', 'associated_with', 'part_of']
['treats', 'disrupts', 'causes', 'interacts_with']
['treats', 'produces', 'occurs_in', 'treats']
['treats', 'affects', 'compared_with', 'inhibits']
['treats', 'produces', 'produces', 'stimulates']
['treats', 'augments', 'coexists_with', 'augments']
['treats', 'location_of', 'complicates', 'stimulates']
['treats', 'stimulates', 'location_of', 'affects']
['treats', 'produces', 'associated_with', 'compared_with']
['treats', 'compared_with', 'isa', 'occurs_in']
['treats', 'inhibits', 'part_of', 'same_as']
['treats', 'produces', 'interacts_with', 'interacts_with']
['treats', 'complicates', 'coexists_with', 'causes']
['treats', 'stimulates', 'prevents', 'interacts_with']
['treats', 'produces', 'complicates', 'causes']
['treats', 'part_of', 'disrupts', 'disrupts']
['treats', 'augments', 'inhibits', 'augments']
['treats', 'isa', 'prevents', 'interacts_with']
['treats', 'location_of', 'augments', 'inhibits']
['treats', 'prevents', 'part_of', 'inhibits']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'occurs_in', 'produces', 'same_as']
['treats', 'stimulates', 'interacts_with', 'occurs_in']
['treats', 'isa', 'location_of']
['treats', 'interacts_with', 'coexists_with', 'inhibits']
['treats', 'coexists_with', 'same_as', 'treats']
['treats', 'inhibits', 'interacts_with']
['treats', 'produces', 'prevents', 'treats']
['treats']
['treats', 'inhibits', 'affects', 'affects']
['treats', 'disrupts', 'diagnoses', 'causes']
['treats', 'affects', 'location_of', 'complicates']
['treats', 'causes', 'stimulates', 'stimulates']
['treats', 'inhibits', 'associated_with', 'inhibits']
['treats', 'interacts_with', 'interacts_with', 'isa']
['treats', 'interacts_with', 'associated_with', 'coexists_with']
['treats', 'inhibits', 'produces', 'augments']
['treats', 'prevents', 'occurs_in', 'produces']
['treats', 'complicates', 'diagnoses', 'part_of']
['treats', 'produces', 'location_of', 'treats']
['treats', 'part_of', 'location_of']
['treats', 'causes', 'causes', 'disrupts']
['treats', 'location_of']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'compared_with', 'causes', 'produces']
['treats', 'location_of', 'augments', 'coexists_with']
['treats', 'inhibits', 'coexists_with', 'part_of']
['treats', 'prevents', 'prevents', 'produces']
['treats', 'stimulates', 'disrupts', 'part_of']
['treats', 'prevents', 'prevents', 'causes']
['treats', 'part_of', 'causes', 'prevents']
['treats', 'same_as', 'interacts_with', 'isa']
['treats', 'associated_with', 'produces', 'prevents']
['treats', 'isa', 'diagnoses', 'disrupts']
['affects', 'location_of', 'complicates', 'stimulates']
['affects', 'location_of']
['affects', 'coexists_with', 'augments', 'complicates']
['affects', 'interacts_with', 'disrupts', 'diagnoses']
['affects', 'affects', 'stimulates', 'disrupts']
['affects', 'causes', 'occurs_in', 'associated_with']
['affects', 'produces', 'prevents', 'disrupts']
['affects', 'causes', 'complicates', 'location_of']
['affects', 'affects', 'isa']
['affects', 'produces', 'inhibits', 'produces']
['affects']
['affects', 'part_of', 'diagnoses', 'compared_with']
['affects', 'prevents', 'disrupts', 'coexists_with']
['affects', 'affects', 'interacts_with', 'associated_with']
['affects', 'inhibits', 'part_of', 'augments']
['affects', 'same_as', 'compared_with', 'complicates']
['affects', 'causes', 'interacts_with', 'disrupts']
['affects', 'coexists_with', 'same_as', 'diagnoses']
['affects', 'inhibits', 'inhibits', 'location_of']
['affects', 'causes', 'prevents', 'inhibits']
['affects', 'causes', 'disrupts', 'location_of']
['affects', 'occurs_in', 'produces', 'stimulates']
['affects', 'coexists_with', 'complicates', 'diagnoses']
['affects', 'affects', 'produces', 'complicates']
['affects', 'interacts_with', 'isa', 'stimulates']
['affects', 'location_of', 'occurs_in', 'produces']
['affects', 'compared_with', 'inhibits', 'prevents']
['affects', 'produces']
['affects', 'occurs_in']
['affects', 'interacts_with', 'prevents', 'inhibits']
['affects', 'produces', 'coexists_with']
['affects', 'location_of', 'causes', 'produces']
['affects', 'location_of', 'stimulates', 'disrupts']
['affects', 'same_as', 'occurs_in', 'isa']
['affects', 'stimulates', 'stimulates', 'associated_with']
['affects', 'causes', 'causes']
['affects', 'produces', 'associated_with', 'treats']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'occurs_in', 'coexists_with', 'coexists_with']
['affects', 'diagnoses', 'produces', 'causes']
['affects', 'stimulates', 'stimulates', 'complicates']
['affects', 'augments', 'coexists_with', 'interacts_with']
['affects', 'part_of', 'coexists_with', 'treats']
['affects', 'treats', 'augments', 'part_of']
['affects', 'occurs_in', 'diagnoses', 'associated_with']
['affects', 'coexists_with', 'inhibits', 'prevents']
['affects', 'complicates', 'inhibits', 'coexists_with']
['affects', 'treats', 'diagnoses', 'affects']
['affects', 'diagnoses', 'treats', 'part_of']
['affects', 'produces', 'coexists_with', 'prevents']
['affects', 'complicates', 'complicates', 'compared_with']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'compared_with', 'stimulates', 'complicates']
['affects', 'compared_with', 'prevents', 'stimulates']
['affects', 'treats', 'isa', 'isa']
['affects', 'interacts_with', 'interacts_with', 'diagnoses']
['affects', 'stimulates', 'causes', 'stimulates']
['affects', 'disrupts', 'interacts_with', 'location_of']
['affects', 'causes']
['affects', 'prevents', 'affects', 'augments']
['affects', 'prevents', 'complicates', 'prevents']
['affects', 'part_of', 'causes', 'causes']
['affects', 'treats', 'affects', 'produces']
['affects', 'augments', 'occurs_in', 'part_of']
['affects', 'interacts_with', 'diagnoses', 'coexists_with']
['affects', 'produces', 'disrupts', 'produces']
['affects', 'stimulates', 'inhibits', 'stimulates']
['affects', 'prevents', 'occurs_in', 'disrupts']
['affects', 'isa', 'treats', 'complicates']
['affects', 'coexists_with', 'augments', 'occurs_in']
['affects', 'part_of', 'same_as', 'inhibits']
['affects', 'isa', 'associated_with', 'stimulates']
['affects', 'isa', 'stimulates', 'stimulates']
['affects', 'produces', 'diagnoses', 'prevents']
['affects', 'interacts_with', 'same_as', 'affects']
['affects', 'diagnoses', 'produces', 'prevents']
['affects', 'produces', 'diagnoses', 'treats']
['affects', 'produces', 'occurs_in', 'part_of']
['affects', 'affects', 'associated_with', 'interacts_with']
['affects', 'coexists_with', 'disrupts', 'treats']
['affects', 'location_of', 'interacts_with', 'location_of']
['affects', 'coexists_with', 'part_of', 'causes']
['affects', 'associated_with', 'interacts_with', 'causes']
['affects', 'affects', 'part_of', 'associated_with']
['affects', 'augments', 'treats', 'complicates']
['affects', 'same_as', 'augments', 'coexists_with']
['affects', 'disrupts', 'interacts_with', 'inhibits']
['affects', 'treats', 'diagnoses', 'location_of']
['affects', 'disrupts', 'same_as', 'occurs_in']
['affects', 'stimulates', 'part_of']
['affects', 'diagnoses', 'inhibits', 'associated_with']
['affects', 'prevents', 'associated_with', 'associated_with']
['affects', 'location_of', 'interacts_with', 'coexists_with']
['affects', 'complicates', 'treats', 'produces']
['affects', 'augments', 'diagnoses', 'stimulates']
['affects', 'augments', 'treats', 'stimulates']
['affects', 'prevents', 'part_of', 'prevents']
['affects', 'diagnoses', 'produces', 'stimulates']
['affects', 'causes', 'coexists_with', 'prevents']
['affects', 'inhibits', 'disrupts', 'complicates']
['interacts_with', 'occurs_in', 'inhibits', 'disrupts']
['interacts_with', 'complicates', 'part_of', 'produces']
['interacts_with', 'complicates', 'disrupts', 'complicates']
['interacts_with', 'associated_with', 'coexists_with', 'produces']
['interacts_with', 'interacts_with', 'affects', 'isa']
['interacts_with', 'diagnoses', 'prevents', 'causes']
['interacts_with', 'produces', 'inhibits', 'complicates']
['interacts_with', 'isa', 'causes', 'causes']
['interacts_with', 'disrupts', 'causes', 'isa']
['interacts_with', 'stimulates', 'associated_with', 'stimulates']
['interacts_with', 'complicates', 'complicates', 'produces']
['interacts_with', 'associated_with', 'affects', 'coexists_with']
['interacts_with', 'part_of', 'location_of', 'inhibits']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'produces', 'interacts_with', 'occurs_in']
['interacts_with', 'interacts_with', 'complicates', 'occurs_in']
['interacts_with', 'prevents', 'compared_with', 'causes']
['interacts_with', 'prevents', 'compared_with', 'diagnoses']
['interacts_with', 'causes', 'treats', 'produces']
['interacts_with', 'coexists_with', 'disrupts', 'isa']
['interacts_with', 'interacts_with', 'affects', 'prevents']
['interacts_with', 'occurs_in', 'causes', 'complicates']
['interacts_with', 'coexists_with', 'augments', 'isa']
['interacts_with', 'prevents', 'augments', 'treats']
['interacts_with', 'produces', 'same_as', 'associated_with']
['interacts_with', 'causes', 'causes', 'disrupts']
['interacts_with']
['interacts_with', 'same_as', 'same_as', 'treats']
['interacts_with', 'affects', 'disrupts', 'causes']
['interacts_with', 'prevents', 'augments', 'same_as']
['interacts_with', 'produces', 'compared_with', 'treats']
['interacts_with', 'affects', 'affects', 'complicates']
['interacts_with', 'disrupts', 'stimulates']
['interacts_with', 'stimulates', 'inhibits', 'treats']
['interacts_with', 'augments', 'part_of', 'augments']
['interacts_with', 'causes', 'prevents', 'interacts_with']
['interacts_with', 'causes', 'disrupts', 'produces']
['interacts_with', 'occurs_in', 'produces', 'isa']
['interacts_with', 'augments', 'same_as', 'disrupts']
['interacts_with', 'coexists_with', 'coexists_with', 'disrupts']
['interacts_with', 'stimulates', 'part_of', 'location_of']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'produces', 'produces', 'interacts_with']
['interacts_with', 'isa', 'part_of', 'inhibits']
['interacts_with', 'coexists_with', 'location_of', 'occurs_in']
['interacts_with', 'coexists_with', 'same_as', 'part_of']
['interacts_with', 'diagnoses', 'prevents', 'coexists_with']
['interacts_with', 'stimulates', 'augments', 'prevents']
['interacts_with', 'stimulates', 'associated_with', 'coexists_with']
['interacts_with', 'causes', 'complicates', 'associated_with']
['interacts_with', 'stimulates', 'causes', 'prevents']
['interacts_with', 'part_of', 'treats', 'associated_with']
['interacts_with', 'causes', 'inhibits', 'causes']
['interacts_with', 'diagnoses']
['interacts_with', 'location_of', 'prevents', 'inhibits']
['interacts_with', 'stimulates', 'augments', 'occurs_in']
['interacts_with', 'interacts_with', 'associated_with', 'prevents']
['interacts_with', 'causes', 'produces', 'interacts_with']
['interacts_with', 'coexists_with', 'interacts_with', 'coexists_with']
['interacts_with', 'inhibits', 'part_of', 'inhibits']
['interacts_with', 'prevents', 'stimulates', 'occurs_in']
['interacts_with', 'occurs_in', 'treats', 'augments']
['interacts_with', 'interacts_with', 'complicates', 'coexists_with']
['interacts_with', 'part_of', 'disrupts', 'isa']
['interacts_with', 'compared_with', 'complicates', 'complicates']
['interacts_with', 'part_of', 'augments', 'same_as']
['interacts_with', 'interacts_with', 'part_of', 'produces']
['interacts_with', 'augments']
['interacts_with', 'part_of', 'prevents', 'produces']
['interacts_with', 'prevents', 'augments', 'stimulates']
['interacts_with', 'produces', 'prevents', 'part_of']
['interacts_with', 'produces', 'interacts_with', 'treats']
['interacts_with', 'associated_with', 'interacts_with', 'occurs_in']
['interacts_with', 'produces', 'part_of', 'same_as']
['interacts_with', 'complicates', 'occurs_in', 'location_of']
['interacts_with', 'diagnoses', 'associated_with', 'same_as']
['interacts_with', 'complicates', 'produces', 'causes']
['interacts_with', 'inhibits', 'part_of', 'occurs_in']
['interacts_with', 'interacts_with', 'inhibits', 'prevents']
['interacts_with', 'isa', 'prevents', 'coexists_with']
['interacts_with', 'prevents', 'affects', 'coexists_with']
['interacts_with', 'part_of', 'interacts_with', 'associated_with']
['interacts_with', 'isa', 'occurs_in', 'isa']
['interacts_with', 'interacts_with', 'associated_with', 'same_as']
['interacts_with', 'augments', 'augments', 'isa']
['interacts_with', 'stimulates', 'occurs_in', 'stimulates']
['interacts_with', 'associated_with', 'causes', 'inhibits']
['interacts_with', 'interacts_with', 'part_of', 'interacts_with']
['interacts_with', 'produces', 'augments', 'stimulates']
['interacts_with', 'affects', 'prevents', 'complicates']
['interacts_with', 'causes', 'inhibits', 'treats']
['interacts_with', 'occurs_in', 'treats', 'associated_with']
['interacts_with', 'inhibits', 'produces', 'prevents']
['interacts_with', 'produces', 'augments', 'diagnoses']
['interacts_with', 'stimulates', 'disrupts', 'part_of']
['interacts_with', 'same_as', 'isa', 'prevents']
['interacts_with', 'augments', 'inhibits', 'same_as']
['interacts_with', 'coexists_with', 'part_of', 'same_as']
['coexists_with', 'same_as', 'prevents', 'stimulates']
['coexists_with', 'produces', 'diagnoses', 'occurs_in']
['coexists_with', 'disrupts', 'interacts_with', 'prevents']
['coexists_with', 'prevents', 'stimulates', 'coexists_with']
['coexists_with', 'complicates', 'stimulates', 'stimulates']
['coexists_with', 'affects', 'occurs_in', 'produces']
['coexists_with', 'complicates', 'occurs_in', 'augments']
['coexists_with', 'augments', 'produces', 'compared_with']
['coexists_with', 'occurs_in', 'affects', 'interacts_with']
['coexists_with', 'affects', 'isa', 'coexists_with']
['coexists_with', 'diagnoses', 'inhibits', 'occurs_in']
['coexists_with', 'augments', 'same_as', 'disrupts']
['coexists_with', 'produces', 'interacts_with', 'interacts_with']
['coexists_with', 'location_of', 'stimulates', 'produces']
['coexists_with', 'interacts_with', 'part_of', 'augments']
['coexists_with', 'associated_with', 'coexists_with', 'diagnoses']
['coexists_with', 'causes', 'treats']
['coexists_with', 'inhibits', 'occurs_in', 'compared_with']
['coexists_with', 'part_of', 'inhibits', 'compared_with']
['coexists_with', 'prevents', 'produces', 'disrupts']
['coexists_with', 'part_of', 'isa', 'produces']
['coexists_with', 'inhibits', 'produces', 'causes']
['coexists_with', 'diagnoses', 'same_as', 'prevents']
['coexists_with', 'stimulates', 'interacts_with', 'interacts_with']
['coexists_with', 'inhibits', 'diagnoses', 'prevents']
['coexists_with', 'treats', 'complicates', 'compared_with']
['coexists_with', 'part_of', 'produces']
['coexists_with', 'prevents', 'occurs_in', 'causes']
['coexists_with']
['coexists_with', 'stimulates', 'augments', 'inhibits']
['coexists_with', 'occurs_in', 'interacts_with', 'coexists_with']
['coexists_with', 'stimulates', 'compared_with', 'stimulates']
['coexists_with', 'causes', 'isa', 'produces']
['coexists_with', 'location_of', 'prevents', 'augments']
['coexists_with', 'inhibits', 'location_of', 'interacts_with']
['coexists_with', 'diagnoses', 'prevents', 'stimulates']
['coexists_with', 'location_of', 'prevents', 'occurs_in']
['coexists_with', 'disrupts', 'produces', 'stimulates']
['coexists_with', 'stimulates', 'diagnoses', 'inhibits']
['coexists_with', 'inhibits', 'disrupts', 'treats']
['coexists_with', 'associated_with', 'occurs_in', 'disrupts']
['coexists_with', 'occurs_in', 'same_as', 'augments']
['coexists_with', 'location_of', 'causes', 'prevents']
['coexists_with', 'isa', 'produces', 'interacts_with']
['coexists_with', 'complicates', 'treats', 'causes']
['coexists_with', 'augments']
['coexists_with', 'occurs_in', 'prevents', 'affects']
['coexists_with', 'coexists_with', 'produces', 'produces']
['coexists_with', 'occurs_in']
['coexists_with', 'occurs_in', 'disrupts', 'inhibits']
['coexists_with', 'affects', 'prevents', 'inhibits']
['coexists_with', 'augments', 'stimulates', 'produces']
['coexists_with', 'affects', 'produces', 'causes']
['coexists_with', 'stimulates', 'same_as', 'stimulates']
['coexists_with', 'complicates', 'location_of', 'inhibits']
['coexists_with', 'isa', 'causes', 'augments']
['coexists_with', 'same_as', 'isa', 'occurs_in']
['coexists_with', 'diagnoses']
['coexists_with', 'coexists_with', 'occurs_in', 'location_of']
['coexists_with', 'causes', 'location_of', 'stimulates']
['coexists_with', 'causes', 'compared_with']
['coexists_with', 'interacts_with', 'part_of', 'compared_with']
['coexists_with', 'produces', 'causes', 'stimulates']
['coexists_with', 'produces', 'stimulates', 'stimulates']
['coexists_with', 'compared_with']
['coexists_with', 'causes', 'produces', 'diagnoses']
['coexists_with', 'produces', 'affects', 'augments']
['coexists_with', 'complicates', 'occurs_in', 'disrupts']
['coexists_with', 'associated_with', 'location_of', 'disrupts']
['coexists_with', 'coexists_with', 'affects', 'part_of']
['coexists_with', 'augments', 'location_of', 'complicates']
['coexists_with', 'compared_with', 'diagnoses', 'treats']
['coexists_with', 'stimulates', 'coexists_with', 'augments']
['coexists_with', 'associated_with', 'treats', 'treats']
['coexists_with', 'occurs_in', 'part_of', 'produces']
['coexists_with', 'affects', 'stimulates', 'coexists_with']
['coexists_with', 'coexists_with', 'treats', 'associated_with']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'diagnoses', 'interacts_with', 'treats']
['coexists_with', 'produces', 'treats', 'same_as']
['coexists_with', 'associated_with', 'stimulates', 'produces']
['coexists_with', 'compared_with', 'inhibits', 'isa']
['coexists_with', 'occurs_in', 'occurs_in', 'compared_with']
['coexists_with', 'causes', 'same_as', 'treats']
['coexists_with', 'causes', 'produces', 'affects']
['coexists_with', 'stimulates', 'compared_with', 'produces']
['coexists_with', 'associated_with', 'location_of', 'affects']
['coexists_with', 'isa', 'occurs_in', 'isa']
['coexists_with', 'diagnoses', 'augments', 'isa']
['coexists_with', 'stimulates', 'treats', 'location_of']
['coexists_with', 'interacts_with', 'stimulates', 'diagnoses']
['coexists_with', 'inhibits', 'augments', 'augments']
['coexists_with', 'affects', 'location_of', 'produces']
['coexists_with', 'coexists_with', 'interacts_with', 'complicates']
['coexists_with', 'part_of', 'isa', 'compared_with']
['coexists_with', 'produces', 'diagnoses', 'isa']
['coexists_with', 'inhibits', 'inhibits', 'interacts_with']
['coexists_with', 'prevents', 'causes', 'complicates']
['coexists_with', 'affects', 'affects', 'diagnoses']
['isa', 'same_as', 'augments', 'part_of']
['isa', 'same_as', 'associated_with', 'stimulates']
['isa', 'diagnoses', 'treats', 'associated_with']
['isa', 'occurs_in', 'associated_with', 'prevents']
['isa', 'associated_with', 'stimulates', 'compared_with']
['isa', 'treats', 'complicates', 'disrupts']
['isa', 'produces', 'location_of', 'coexists_with']
['isa', 'inhibits', 'affects', 'associated_with']
['isa', 'causes', 'compared_with', 'augments']
['isa', 'disrupts', 'inhibits', 'interacts_with']
['isa', 'complicates', 'treats', 'prevents']
['isa', 'prevents', 'occurs_in', 'prevents']
['isa', 'prevents', 'stimulates', 'augments']
['isa', 'produces', 'causes', 'isa']
['isa', 'occurs_in', 'associated_with']
['isa', 'inhibits', 'causes', 'stimulates']
['isa', 'complicates', 'part_of', 'interacts_with']
['isa', 'causes', 'location_of', 'occurs_in']
['isa', 'stimulates', 'location_of', 'same_as']
