['diagnoses', 'augments', 'part_of', 'diagnoses']
['stimulates', 'isa', 'diagnoses', 'coexists_with']
['stimulates', 'augments', 'inhibits', 'complicates']
['stimulates', 'inhibits', 'causes', 'produces']
['stimulates', 'disrupts', 'diagnoses', 'disrupts']
['stimulates', 'diagnoses', 'diagnoses', 'produces']
['stimulates', 'occurs_in', 'prevents', 'treats']
['stimulates', 'part_of', 'augments', 'prevents']
['stimulates', 'part_of', 'causes', 'prevents']
['stimulates', 'stimulates', 'occurs_in', 'occurs_in']
['stimulates', 'isa', 'stimulates', 'same_as']
['stimulates', 'part_of', 'disrupts', 'produces']
['stimulates', 'interacts_with', 'causes', 'location_of']
['stimulates', 'compared_with', 'isa', 'occurs_in']
['stimulates', 'interacts_with', 'inhibits', 'augments']
['stimulates', 'coexists_with', 'isa', 'augments']
['stimulates', 'inhibits', 'prevents', 'compared_with']
['stimulates', 'location_of', 'location_of', 'compared_with']
['stimulates', 'produces', 'produces', 'location_of']
['stimulates', 'produces', 'associated_with', 'causes']
['stimulates', 'same_as', 'location_of', 'inhibits']
['stimulates', 'inhibits', 'causes', 'part_of']
['stimulates', 'coexists_with', 'complicates', 'diagnoses']
['stimulates', 'affects', 'part_of', 'disrupts']
['associated_with', 'part_of', 'coexists_with', 'associated_with']
['associated_with', 'inhibits', 'stimulates', 'inhibits']
['associated_with', 'prevents', 'produces', 'prevents']
['associated_with', 'occurs_in', 'prevents', 'interacts_with']
['associated_with', 'isa', 'same_as', 'diagnoses']
['associated_with', 'treats', 'associated_with', 'produces']
['associated_with', 'stimulates', 'causes', 'location_of']
['associated_with', 'isa', 'compared_with', 'complicates']
['associated_with', 'complicates', 'complicates', 'interacts_with']
['associated_with', 'same_as', 'produces', 'location_of']
['associated_with', 'produces', 'location_of', 'diagnoses']
['associated_with', 'affects', 'prevents', 'coexists_with']
['associated_with', 'interacts_with', 'compared_with', 'stimulates']
['associated_with', 'complicates', 'occurs_in', 'affects']
['associated_with', 'occurs_in', 'occurs_in', 'isa']
['associated_with', 'inhibits', 'diagnoses', 'associated_with']
['associated_with', 'occurs_in', 'coexists_with', 'produces']
['associated_with', 'occurs_in', 'disrupts', 'associated_with']
['associated_with', 'produces', 'interacts_with', 'causes']
['associated_with', 'occurs_in', 'augments', 'inhibits']
['associated_with', 'disrupts', 'causes', 'diagnoses']
['associated_with', 'compared_with', 'prevents', 'associated_with']
['associated_with', 'complicates', 'produces', 'part_of']
['associated_with', 'affects', 'isa', 'inhibits']
['associated_with', 'treats', 'coexists_with', 'part_of']
['associated_with', 'interacts_with', 'prevents', 'associated_with']
['associated_with', 'part_of', 'stimulates', 'inhibits']
['associated_with', 'inhibits', 'stimulates', 'diagnoses']
['associated_with', 'augments', 'compared_with', 'isa']
['associated_with', 'augments', 'coexists_with', 'same_as']
['associated_with', 'isa', 'diagnoses', 'inhibits']
['associated_with', 'inhibits', 'diagnoses', 'causes']
['associated_with', 'disrupts', 'occurs_in', 'affects']
['associated_with', 'prevents', 'part_of', 'coexists_with']
['associated_with', 'inhibits', 'isa', 'interacts_with']
['associated_with', 'causes', 'diagnoses', 'part_of']
['associated_with', 'location_of', 'causes', 'coexists_with']
['associated_with', 'associated_with', 'disrupts', 'isa']
['associated_with', 'compared_with', 'associated_with', 'part_of']
['associated_with', 'coexists_with', 'isa', 'complicates']
['associated_with', 'isa', 'stimulates', 'compared_with']
['associated_with', 'causes', 'interacts_with', 'affects']
['associated_with', 'inhibits', 'associated_with', 'disrupts']
['associated_with', 'location_of']
['associated_with', 'complicates', 'part_of', 'affects']
['associated_with', 'isa', 'disrupts', 'same_as']
['associated_with', 'location_of', 'coexists_with', 'stimulates']
['associated_with', 'associated_with', 'inhibits', 'diagnoses']
['associated_with', 'affects', 'occurs_in', 'stimulates']
['associated_with', 'prevents', 'occurs_in', 'part_of']
['associated_with', 'interacts_with', 'treats', 'occurs_in']
['associated_with']
['associated_with', 'part_of', 'augments', 'causes']
['associated_with', 'disrupts', 'occurs_in', 'augments']
['associated_with', 'affects', 'location_of', 'part_of']
['associated_with', 'produces', 'prevents', 'interacts_with']
['associated_with', 'diagnoses', 'disrupts', 'coexists_with']
['associated_with', 'stimulates', 'part_of', 'part_of']
['associated_with', 'treats']
['associated_with', 'complicates', 'prevents', 'location_of']
['associated_with', 'prevents', 'interacts_with', 'complicates']
['associated_with', 'occurs_in', 'treats', 'isa']
['associated_with', 'compared_with', 'inhibits', 'coexists_with']
['associated_with', 'disrupts', 'occurs_in', 'complicates']
['associated_with', 'same_as']
['associated_with', 'associated_with', 'prevents', 'inhibits']
['associated_with', 'inhibits', 'compared_with', 'prevents']
['associated_with', 'complicates', 'occurs_in', 'prevents']
['associated_with', 'augments', 'interacts_with', 'prevents']
['associated_with', 'prevents', 'associated_with', 'affects']
['associated_with', 'disrupts', 'occurs_in']
['associated_with', 'diagnoses', 'treats', 'part_of']
['associated_with', 'disrupts', 'causes', 'isa']
['associated_with', 'diagnoses', 'compared_with', 'occurs_in']
['associated_with', 'stimulates', 'compared_with', 'produces']
['associated_with', 'disrupts', 'interacts_with', 'stimulates']
['associated_with', 'prevents', 'causes', 'affects']
['associated_with', 'interacts_with', 'augments', 'interacts_with']
['associated_with', 'inhibits', 'stimulates', 'treats']
['associated_with', 'treats', 'compared_with', 'causes']
['associated_with', 'augments', 'prevents', 'affects']
['associated_with', 'diagnoses', 'diagnoses', 'location_of']
['associated_with', 'interacts_with', 'causes', 'interacts_with']
['associated_with', 'diagnoses', 'prevents', 'causes']
['associated_with', 'disrupts', 'produces']
['associated_with', 'isa', 'augments', 'coexists_with']
['associated_with', 'diagnoses', 'interacts_with', 'prevents']
['associated_with', 'prevents', 'treats', 'prevents']
['associated_with', 'occurs_in', 'augments', 'stimulates']
['associated_with', 'complicates', 'produces', 'complicates']
['associated_with', 'affects', 'treats', 'complicates']
['associated_with', 'isa']
['associated_with', 'associated_with', 'disrupts', 'location_of']
['associated_with', 'treats', 'inhibits', 'stimulates']
['associated_with', 'coexists_with', 'location_of', 'complicates']
['treats', 'coexists_with', 'augments', 'location_of']
['treats', 'produces', 'part_of', 'interacts_with']
['treats', 'associated_with', 'same_as', 'complicates']
['treats', 'stimulates', 'associated_with', 'diagnoses']
['treats', 'compared_with', 'occurs_in', 'stimulates']
['treats', 'location_of', 'affects', 'treats']
['treats', 'prevents', 'prevents', 'produces']
['treats', 'produces', 'treats', 'part_of']
['treats', 'causes', 'complicates', 'prevents']
['treats', 'prevents', 'prevents', 'causes']
['treats', 'inhibits', 'associated_with', 'part_of']
['treats', 'produces', 'occurs_in', 'same_as']
['treats', 'affects', 'compared_with', 'inhibits']
['treats', 'produces', 'disrupts', 'isa']
['treats', 'causes', 'disrupts', 'affects']
['treats', 'associated_with', 'inhibits', 'location_of']
['treats', 'coexists_with', 'associated_with', 'inhibits']
['treats', 'stimulates', 'location_of', 'affects']
['treats', 'complicates', 'causes', 'augments']
['treats', 'causes', 'associated_with', 'interacts_with']
['treats', 'interacts_with', 'same_as', 'isa']
['treats', 'disrupts', 'causes', 'interacts_with']
['treats', 'produces', 'complicates', 'causes']
['treats', 'location_of', 'complicates', 'treats']
['treats', 'prevents', 'occurs_in', 'occurs_in']
['treats', 'location_of', 'augments', 'inhibits']
['treats', 'part_of', 'disrupts', 'diagnoses']
['treats', 'causes', 'complicates', 'stimulates']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'complicates', 'interacts_with', 'occurs_in']
['treats', 'isa', 'location_of']
['treats', 'inhibits', 'disrupts', 'part_of']
['treats', 'same_as', 'same_as', 'interacts_with']
['treats', 'inhibits', 'interacts_with']
['treats', 'stimulates', 'treats', 'occurs_in']
['treats', 'diagnoses', 'produces', 'complicates']
['treats', 'diagnoses', 'diagnoses', 'part_of']
['treats', 'coexists_with', 'occurs_in', 'augments']
['treats', 'causes', 'stimulates']
['treats', 'affects', 'prevents', 'interacts_with']
['treats', 'augments', 'interacts_with', 'part_of']
['treats', 'treats', 'produces', 'treats']
['treats', 'disrupts', 'prevents', 'occurs_in']
['treats', 'compared_with', 'isa', 'diagnoses']
['treats', 'part_of', 'occurs_in', 'location_of']
['treats', 'isa', 'diagnoses', 'disrupts']
['treats', 'same_as', 'interacts_with', 'isa']
['treats', 'associated_with', 'produces', 'prevents']
['treats', 'part_of', 'occurs_in', 'augments']
['treats', 'isa', 'diagnoses', 'coexists_with']
['treats', 'affects', 'part_of', 'disrupts']
['treats', 'location_of', 'prevents', 'produces']
['treats', 'augments', 'same_as', 'associated_with']
['treats', 'isa', 'prevents', 'interacts_with']
['treats', 'occurs_in', 'disrupts', 'disrupts']
['treats', 'treats', 'causes', 'disrupts']
['treats', 'augments', 'coexists_with', 'augments']
['treats', 'produces', 'associated_with', 'compared_with']
['treats', 'diagnoses', 'interacts_with', 'compared_with']
['treats', 'affects', 'part_of', 'same_as']
['treats', 'coexists_with', 'isa', 'occurs_in']
['treats', 'inhibits', 'part_of', 'same_as']
['treats', 'inhibits', 'complicates', 'augments']
['treats', 'coexists_with', 'same_as', 'occurs_in']
['treats', 'occurs_in', 'produces', 'same_as']
['treats', 'treats', 'occurs_in', 'treats']
['treats', 'augments', 'inhibits', 'augments']
['treats']
['treats', 'inhibits', 'coexists_with', 'affects']
['treats', 'location_of', 'prevents', 'treats']
['treats', 'prevents', 'part_of', 'inhibits']
['treats', 'coexists_with', 'same_as', 'treats']
['treats', 'location_of', 'stimulates', 'diagnoses']
['treats', 'augments', 'affects', 'isa']
['treats', 'inhibits', 'affects', 'affects']
['treats', 'disrupts', 'diagnoses', 'causes']
['treats', 'affects', 'causes', 'augments']
['treats', 'same_as']
['treats', 'affects', 'location_of', 'complicates']
['treats', 'inhibits', 'associated_with', 'inhibits']
['treats', 'produces', 'interacts_with', 'diagnoses']
['treats', 'produces', 'produces', 'compared_with']
['treats', 'coexists_with', 'isa', 'causes']
['treats', 'part_of', 'location_of']
['treats', 'causes', 'location_of', 'affects']
['treats', 'location_of']
['treats', 'compared_with', 'associated_with', 'treats']
['treats', 'coexists_with', 'causes', 'occurs_in']
['treats', 'location_of', 'augments', 'coexists_with']
['treats', 'interacts_with', 'coexists_with', 'same_as']
['treats', 'compared_with', 'causes', 'diagnoses']
['treats', 'isa', 'interacts_with', 'same_as']
['treats', 'affects']
['treats', 'inhibits', 'prevents', 'part_of']
['treats', 'augments', 'associated_with', 'coexists_with']
['treats', 'part_of', 'causes', 'prevents']
['treats', 'complicates', 'coexists_with', 'causes']
['treats', 'location_of', 'produces', 'treats']
['affects', 'isa', 'treats', 'diagnoses']
['affects', 'causes', 'disrupts', 'location_of']
['affects', 'location_of', 'stimulates']
['affects', 'part_of', 'causes', 'causes']
['affects', 'coexists_with', 'same_as', 'diagnoses']
['affects', 'affects', 'isa', 'stimulates']
['affects', 'coexists_with', 'coexists_with', 'disrupts']
['affects', 'inhibits', 'inhibits', 'location_of']
['affects', 'causes', 'prevents', 'inhibits']
['affects', 'isa', 'associated_with', 'stimulates']
['affects', 'interacts_with', 'disrupts', 'affects']
['affects', 'coexists_with', 'complicates', 'diagnoses']
['affects', 'produces', 'diagnoses', 'prevents']
['affects', 'produces', 'disrupts', 'complicates']
['affects', 'compared_with', 'inhibits', 'prevents']
['affects', 'location_of']
['affects', 'occurs_in']
['affects', 'causes']
['affects', 'produces', 'coexists_with']
['affects', 'same_as', 'compared_with', 'complicates']
['affects', 'same_as', 'occurs_in', 'isa']
['affects', 'causes', 'causes']
['affects', 'produces', 'associated_with', 'treats']
['affects', 'location_of', 'complicates', 'stimulates']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'produces', 'occurs_in', 'diagnoses']
['affects', 'affects', 'treats', 'disrupts']
['affects', 'location_of', 'causes', 'produces']
['affects', 'causes', 'complicates', 'location_of']
['affects', 'disrupts', 'same_as', 'occurs_in']
['affects', 'isa', 'occurs_in', 'disrupts']
['affects', 'coexists_with', 'part_of', 'causes']
['affects', 'diagnoses', 'inhibits', 'associated_with']
['affects', 'occurs_in', 'diagnoses', 'associated_with']
['affects', 'inhibits', 'part_of', 'augments']
['affects', 'treats', 'associated_with', 'associated_with']
['affects', 'complicates', 'inhibits', 'coexists_with']
['affects', 'location_of', 'diagnoses', 'location_of']
['affects', 'occurs_in', 'coexists_with', 'coexists_with']
['affects', 'treats', 'diagnoses', 'affects']
['affects', 'produces', 'coexists_with', 'prevents']
['affects', 'treats', 'disrupts', 'treats']
['affects', 'causes', 'interacts_with', 'disrupts']
['affects', 'complicates', 'complicates', 'compared_with']
['affects', 'coexists_with', 'augments', 'occurs_in']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'compared_with', 'prevents', 'stimulates']
['affects', 'produces']
['affects', 'disrupts', 'compared_with', 'complicates']
['affects', 'interacts_with', 'interacts_with', 'diagnoses']
['affects', 'interacts_with', 'disrupts', 'diagnoses']
['affects', 'disrupts', 'interacts_with', 'location_of']
['affects', 'prevents', 'complicates', 'prevents']
['affects', 'diagnoses', 'produces', 'stimulates']
['affects', 'treats', 'affects', 'produces']
['affects', 'affects', 'interacts_with', 'associated_with']
['affects', 'interacts_with', 'diagnoses', 'coexists_with']
['affects', 'coexists_with', 'augments', 'same_as']
['affects', 'stimulates', 'causes', 'stimulates']
['affects', 'causes', 'occurs_in', 'associated_with']
['affects', 'stimulates', 'stimulates', 'associated_with']
['affects', 'produces', 'inhibits', 'occurs_in']
['affects', 'associated_with', 'interacts_with', 'causes']
['affects', 'augments', 'disrupts', 'affects']
['affects', 'augments', 'coexists_with', 'interacts_with']
['affects', 'occurs_in', 'produces', 'stimulates']
['affects', 'stimulates', 'inhibits', 'treats']
['affects', 'affects', 'produces', 'complicates']
['affects', 'prevents']
['affects', 'location_of', 'occurs_in', 'produces']
['affects', 'affects', 'isa']
['affects', 'interacts_with', 'same_as', 'affects']
['affects', 'diagnoses', 'produces', 'compared_with']
['affects', 'diagnoses', 'produces', 'prevents']
['affects', 'produces', 'diagnoses', 'treats']
['affects', 'affects', 'associated_with', 'interacts_with']
['affects', 'treats', 'compared_with', 'isa']
['affects', 'isa', 'stimulates', 'stimulates']
['affects']
['affects', 'compared_with', 'coexists_with', 'complicates']
['affects', 'augments', 'treats', 'complicates']
['affects', 'affects', 'part_of', 'associated_with']
['affects', 'same_as', 'augments', 'coexists_with']
['affects', 'part_of', 'same_as', 'compared_with']
['affects', 'disrupts', 'interacts_with', 'inhibits']
['affects', 'treats', 'diagnoses', 'location_of']
['affects', 'part_of']
['affects', 'stimulates', 'part_of']
['affects', 'augments', 'occurs_in', 'part_of']
['affects', 'treats', 'augments', 'part_of']
['affects', 'location_of', 'same_as', 'coexists_with']
['affects', 'diagnoses', 'treats', 'affects']
['affects', 'complicates', 'treats', 'produces']
['affects', 'augments', 'diagnoses', 'stimulates']
['affects', 'augments', 'treats', 'stimulates']
['affects', 'compared_with', 'prevents', 'disrupts']
['affects', 'inhibits', 'disrupts', 'complicates']
['interacts_with', 'associated_with', 'causes', 'inhibits']
['interacts_with', 'occurs_in', 'inhibits', 'disrupts']
['interacts_with', 'produces', 'augments', 'stimulates']
['interacts_with', 'causes', 'causes', 'disrupts']
['interacts_with', 'interacts_with', 'affects', 'isa']
['interacts_with', 'produces', 'inhibits', 'complicates']
['interacts_with', 'prevents', 'compared_with', 'diagnoses']
['interacts_with', 'disrupts', 'causes', 'isa']
['interacts_with', 'diagnoses']
['interacts_with', 'associated_with', 'affects', 'coexists_with']
['interacts_with', 'stimulates', 'same_as', 'compared_with']
['interacts_with', 'affects', 'prevents', 'complicates']
['interacts_with', 'treats']
['interacts_with', 'produces', 'interacts_with', 'occurs_in']
['interacts_with', 'stimulates', 'associated_with', 'same_as']
['interacts_with', 'occurs_in', 'treats', 'augments']
['interacts_with', 'compared_with', 'complicates', 'complicates']
['interacts_with', 'location_of', 'prevents', 'inhibits']
['interacts_with', 'interacts_with', 'affects', 'prevents']
['interacts_with', 'complicates', 'augments', 'diagnoses']
['interacts_with', 'same_as', 'part_of', 'produces']
['interacts_with', 'causes', 'inhibits', 'affects']
['interacts_with', 'occurs_in', 'causes', 'complicates']
['interacts_with', 'produces', 'same_as', 'associated_with']
['interacts_with', 'isa', 'causes', 'coexists_with']
['interacts_with', 'occurs_in', 'produces', 'isa']
['interacts_with', 'part_of', 'interacts_with', 'associated_with']
['interacts_with', 'stimulates', 'part_of', 'location_of']
['interacts_with', 'affects']
['interacts_with', 'produces', 'interacts_with', 'treats']
['interacts_with', 'associated_with', 'interacts_with', 'occurs_in']
['interacts_with', 'affects', 'augments', 'same_as']
['interacts_with', 'complicates', 'occurs_in', 'location_of']
['interacts_with', 'augments', 'treats', 'associated_with']
['interacts_with', 'affects', 'disrupts', 'causes']
['interacts_with', 'prevents', 'compared_with', 'same_as']
['interacts_with', 'disrupts', 'stimulates']
['interacts_with', 'stimulates', 'inhibits', 'treats']
['interacts_with', 'complicates', 'part_of', 'produces']
['interacts_with', 'complicates', 'part_of', 'interacts_with']
['interacts_with', 'associated_with', 'coexists_with', 'produces']
['interacts_with', 'causes', 'disrupts', 'produces']
['interacts_with', 'causes', 'inhibits', 'causes']
['interacts_with', 'stimulates', 'associated_with', 'stimulates']
['interacts_with', 'augments', 'same_as', 'disrupts']
['interacts_with', 'isa', 'occurs_in', 'isa']
['interacts_with', 'diagnoses', 'prevents', 'coexists_with']
['interacts_with', 'interacts_with', 'associated_with', 'same_as']
['interacts_with', 'location_of', 'compared_with', 'treats']
['interacts_with', 'diagnoses', 'isa', 'affects']
['interacts_with', 'produces', 'produces', 'interacts_with']
['interacts_with', 'inhibits', 'part_of', 'inhibits']
['interacts_with', 'diagnoses', 'associated_with', 'same_as']
['interacts_with', 'isa', 'causes', 'prevents']
['interacts_with', 'same_as', 'isa', 'prevents']
['interacts_with', 'augments', 'location_of', 'inhibits']
['interacts_with', 'compared_with', 'prevents', 'part_of']
['interacts_with', 'complicates', 'disrupts', 'complicates']
['interacts_with', 'complicates', 'complicates', 'produces']
['interacts_with', 'location_of', 'location_of', 'associated_with']
['interacts_with', 'causes', 'complicates', 'associated_with']
['interacts_with', 'location_of', 'augments', 'stimulates']
['interacts_with', 'causes', 'produces', 'interacts_with']
['interacts_with', 'isa']
['interacts_with', 'prevents', 'compared_with', 'causes']
['interacts_with', 'part_of', 'disrupts', 'isa']
['interacts_with', 'augments', 'part_of', 'augments']
['interacts_with', 'causes', 'treats', 'produces']
['interacts_with', 'coexists_with', 'disrupts', 'isa']
['interacts_with', 'same_as', 'same_as', 'treats']
['interacts_with', 'treats', 'disrupts', 'part_of']
['interacts_with', 'treats', 'treats', 'associated_with']
['interacts_with', 'coexists_with', 'augments', 'isa']
['interacts_with', 'causes']
['interacts_with', 'prevents', 'augments', 'treats']
['interacts_with', 'diagnoses', 'part_of', 'same_as']
['interacts_with']
['interacts_with', 'disrupts', 'complicates', 'occurs_in']
['interacts_with', 'interacts_with', 'complicates', 'coexists_with']
['interacts_with', 'inhibits', 'augments', 'treats']
['interacts_with', 'complicates', 'produces', 'causes']
['interacts_with', 'diagnoses', 'location_of', 'causes']
['interacts_with', 'coexists_with', 'location_of', 'occurs_in']
['interacts_with', 'affects', 'affects', 'complicates']
['interacts_with', 'stimulates', 'associated_with', 'coexists_with']
['interacts_with', 'same_as']
['interacts_with', 'affects', 'inhibits', 'prevents']
['interacts_with', 'prevents', 'affects', 'coexists_with']
['interacts_with', 'compared_with', 'prevents', 'produces']
['interacts_with', 'stimulates', 'augments', 'occurs_in']
['interacts_with', 'interacts_with', 'associated_with', 'prevents']
['interacts_with', 'coexists_with', 'interacts_with', 'coexists_with']
['interacts_with', 'inhibits', 'produces', 'prevents']
['interacts_with', 'isa', 'part_of', 'inhibits']
['interacts_with', 'coexists_with', 'same_as', 'part_of']
['interacts_with', 'stimulates', 'augments', 'prevents']
['interacts_with', 'augments', 'inhibits', 'same_as']
['coexists_with', 'stimulates', 'same_as', 'stimulates']
['coexists_with', 'coexists_with']
['coexists_with', 'disrupts', 'interacts_with', 'prevents']
['coexists_with', 'stimulates', 'coexists_with', 'augments']
['coexists_with', 'part_of', 'isa', 'produces']
['coexists_with', 'produces', 'diagnoses', 'isa']
['coexists_with', 'compared_with']
['coexists_with', 'complicates', 'occurs_in', 'augments']
['coexists_with', 'compared_with', 'diagnoses', 'occurs_in']
['coexists_with', 'augments', 'produces', 'compared_with']
['coexists_with', 'occurs_in', 'affects', 'interacts_with']
['coexists_with', 'same_as', 'associated_with', 'stimulates']
['coexists_with', 'affects', 'isa', 'coexists_with']
['coexists_with', 'causes', 'compared_with']
['coexists_with', 'associated_with', 'occurs_in', 'compared_with']
['coexists_with', 'prevents', 'stimulates', 'same_as']
['coexists_with', 'associated_with', 'coexists_with', 'diagnoses']
['coexists_with', 'augments']
['coexists_with', 'part_of', 'inhibits', 'compared_with']
['coexists_with', 'causes', 'treats']
['coexists_with', 'complicates', 'occurs_in', 'disrupts']
['coexists_with', 'disrupts', 'affects', 'part_of']
['coexists_with', 'compared_with', 'diagnoses', 'treats']
['coexists_with', 'stimulates', 'treats', 'location_of']
['coexists_with', 'affects', 'stimulates', 'coexists_with']
['coexists_with', 'diagnoses', 'same_as', 'prevents']
['coexists_with', 'coexists_with', 'treats', 'associated_with']
['coexists_with', 'treats', 'complicates', 'compared_with']
['coexists_with', 'affects', 'location_of', 'affects']
['coexists_with', 'part_of', 'produces']
['coexists_with', 'affects', 'inhibits', 'affects']
['coexists_with', 'affects', 'occurs_in', 'compared_with']
['coexists_with', 'inhibits', 'produces', 'causes']
['coexists_with', 'stimulates', 'interacts_with', 'interacts_with']
['coexists_with', 'causes', 'produces', 'affects']
['coexists_with', 'location_of', 'causes', 'prevents']
['coexists_with', 'occurs_in', 'same_as', 'augments']
['coexists_with', 'associated_with', 'location_of', 'affects']
['coexists_with', 'affects', 'stimulates', 'produces']
['coexists_with', 'diagnoses', 'augments', 'isa']
['coexists_with', 'location_of', 'prevents', 'augments']
['coexists_with', 'prevents', 'occurs_in', 'diagnoses']
['coexists_with', 'inhibits', 'augments', 'augments']
['coexists_with', 'stimulates', 'diagnoses', 'inhibits']
['coexists_with', 'coexists_with', 'produces', 'produces']
['coexists_with', 'interacts_with', 'part_of', 'augments']
['coexists_with', 'affects', 'prevents', 'inhibits']
['coexists_with', 'augments', 'stimulates', 'produces']
['coexists_with', 'interacts_with', 'stimulates', 'diagnoses']
['coexists_with', 'complicates', 'location_of', 'inhibits']
['coexists_with', 'same_as', 'isa', 'occurs_in']
['coexists_with', 'stimulates', 'augments', 'inhibits']
['coexists_with', 'occurs_in', 'interacts_with', 'coexists_with']
['coexists_with', 'diagnoses', 'inhibits', 'occurs_in']
['coexists_with', 'augments', 'same_as', 'disrupts']
['coexists_with', 'produces', 'stimulates', 'stimulates']
['coexists_with', 'produces', 'interacts_with', 'interacts_with']
['coexists_with', 'diagnoses', 'prevents', 'stimulates']
['coexists_with', 'isa', 'treats', 'augments']
['coexists_with', 'disrupts', 'produces', 'stimulates']
['coexists_with', 'causes', 'produces', 'diagnoses']
['coexists_with', 'prevents', 'produces', 'disrupts']
['coexists_with', 'causes', 'location_of', 'stimulates']
['coexists_with', 'augments', 'location_of', 'complicates']
['coexists_with', 'associated_with', 'treats', 'treats']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'interacts_with', 'treats', 'compared_with']
['coexists_with', 'inhibits', 'diagnoses', 'prevents']
['coexists_with', 'diagnoses', 'interacts_with', 'treats']
['coexists_with', 'location_of', 'prevents']
['coexists_with', 'complicates', 'causes', 'stimulates']
['coexists_with', 'coexists_with', 'interacts_with', 'complicates']
['coexists_with', 'occurs_in', 'part_of', 'occurs_in']
['coexists_with', 'affects', 'produces', 'causes']
['coexists_with', 'causes', 'isa', 'same_as']
['coexists_with', 'affects', 'compared_with', 'disrupts']
['coexists_with', 'compared_with', 'inhibits', 'isa']
['coexists_with', 'occurs_in', 'occurs_in', 'compared_with']
['coexists_with', 'diagnoses']
['coexists_with', 'inhibits', 'disrupts', 'treats']
['coexists_with', 'prevents', 'inhibits', 'complicates']
['coexists_with', 'isa', 'occurs_in', 'isa']
['coexists_with', 'complicates', 'stimulates', 'stimulates']
['coexists_with', 'complicates', 'treats', 'causes']
['coexists_with', 'stimulates', 'compared_with', 'stimulates']
['coexists_with']
['coexists_with', 'inhibits', 'location_of', 'interacts_with']
['coexists_with', 'isa', 'prevents', 'affects']
['coexists_with', 'produces', 'affects', 'same_as']
['coexists_with', 'stimulates', 'compared_with', 'produces']
['coexists_with', 'part_of', 'isa', 'compared_with']
['coexists_with', 'isa', 'produces', 'interacts_with']
['coexists_with', 'occurs_in']
['coexists_with', 'occurs_in', 'disrupts', 'inhibits']
['coexists_with', 'location_of', 'stimulates', 'produces']
['coexists_with', 'produces', 'affects', 'augments']
['coexists_with', 'associated_with', 'location_of']
['coexists_with', 'affects', 'affects', 'diagnoses']
['isa', 'same_as', 'augments', 'part_of']
['isa', 'causes', 'location_of', 'occurs_in']
['isa', 'augments', 'diagnoses', 'inhibits']
['isa', 'associated_with', 'stimulates', 'compared_with']
['isa', 'diagnoses', 'treats', 'complicates']
['isa', 'part_of', 'occurs_in', 'diagnoses']
['isa', 'same_as', 'associated_with', 'isa']
['isa', 'location_of', 'produces', 'disrupts']
['isa', 'causes', 'compared_with', 'augments']
['isa', 'affects', 'associated_with', 'location_of']
['isa', 'occurs_in', 'compared_with', 'affects']
['isa', 'produces', 'compared_with', 'associated_with']
['isa', 'part_of', 'associated_with', 'produces']
['isa', 'prevents', 'occurs_in', 'prevents']
['isa', 'treats', 'disrupts', 'compared_with']
['isa', 'prevents', 'diagnoses', 'coexists_with']
['isa', 'coexists_with', 'stimulates', 'causes']
['isa', 'prevents', 'compared_with', 'location_of']
['isa', 'complicates', 'location_of', 'causes']
['isa', 'stimulates', 'location_of', 'same_as']
['isa', 'affects', 'compared_with']
['isa', 'inhibits', 'treats', 'affects']
['isa', 'same_as', 'stimulates', 'stimulates']
['isa', 'isa', 'causes', 'prevents']
['isa', 'stimulates', 'location_of', 'location_of']
['isa', 'occurs_in', 'location_of', 'location_of']
['isa', 'same_as']
['isa', 'prevents', 'augments', 'coexists_with']
['isa', 'part_of', 'stimulates', 'complicates']
['isa', 'affects', 'compared_with', 'disrupts']
['isa', 'associated_with', 'produces', 'augments']
['isa', 'produces', 'part_of', 'associated_with']
['isa', 'augments', 'location_of', 'same_as']
['isa', 'compared_with', 'interacts_with', 'isa']
['isa', 'prevents', 'augments', 'produces']
['isa', 'same_as', 'coexists_with', 'interacts_with']
['isa', 'disrupts', 'prevents', 'coexists_with']
['isa', 'same_as', 'augments', 'location_of']
['isa', 'diagnoses', 'compared_with', 'causes']
['isa', 'part_of', 'causes', 'interacts_with']
['isa', 'treats', 'occurs_in', 'compared_with']
['isa', 'coexists_with', 'prevents', 'same_as']
['isa', 'compared_with', 'complicates', 'complicates']
['isa', 'part_of', 'interacts_with', 'coexists_with']
['isa', 'affects', 'compared_with', 'isa']
['isa', 'produces', 'isa', 'compared_with']
['isa', 'occurs_in', 'part_of', 'associated_with']
['isa', 'diagnoses', 'treats', 'associated_with']
['isa', 'causes', 'interacts_with', 'location_of']
['isa', 'stimulates']
['isa', 'disrupts', 'produces', 'coexists_with']
['isa', 'occurs_in', 'associated_with', 'prevents']
['isa', 'treats', 'complicates', 'disrupts']
['isa', 'augments', 'location_of', 'coexists_with']
['isa', 'location_of', 'disrupts', 'isa']
['isa', 'inhibits', 'affects', 'associated_with']
['isa', 'associated_with', 'location_of', 'interacts_with']
['isa', 'same_as', 'compared_with', 'disrupts']
['isa', 'disrupts', 'inhibits', 'interacts_with']
['isa', 'treats', 'stimulates', 'augments']
['isa', 'inhibits', 'compared_with', 'prevents']
