['diagnoses', 'produces', 'associated_with', 'part_of']
['stimulates', 'occurs_in', 'coexists_with', 'stimulates']
['stimulates', 'coexists_with', 'associated_with', 'stimulates']
['associated_with', 'associated_with']
['associated_with', 'location_of', 'inhibits', 'isa']
['associated_with', 'diagnoses', 'coexists_with', 'affects']
['associated_with', 'diagnoses', 'causes', 'compared_with']
['associated_with', 'affects', 'interacts_with', 'part_of']
['associated_with', 'same_as', 'part_of']
['associated_with', 'part_of']
['associated_with', 'inhibits', 'interacts_with']
['associated_with', 'causes', 'complicates', 'disrupts']
['associated_with', 'produces', 'same_as', 'complicates']
['associated_with', 'treats', 'associated_with', 'complicates']
['associated_with', 'disrupts', 'diagnoses', 'stimulates']
['associated_with', 'occurs_in', 'compared_with', 'isa']
['associated_with', 'coexists_with', 'complicates', 'same_as']
['associated_with', 'diagnoses']
['associated_with', 'complicates', 'diagnoses', 'interacts_with']
['associated_with', 'coexists_with', 'prevents', 'affects']
['associated_with', 'stimulates']
['associated_with', 'affects', 'causes', 'causes']
['associated_with', 'treats', 'part_of', 'stimulates']
['associated_with', 'causes', 'isa', 'occurs_in']
['associated_with', 'prevents', 'isa', 'causes']
['associated_with', 'disrupts', 'disrupts', 'prevents']
['associated_with', 'inhibits', 'associated_with', 'same_as']
['associated_with', 'produces', 'same_as']
['associated_with', 'location_of', 'causes', 'causes']
['associated_with', 'same_as', 'part_of', 'occurs_in']
['associated_with', 'stimulates', 'same_as', 'stimulates']
['associated_with', 'augments', 'location_of', 'diagnoses']
['associated_with', 'associated_with', 'compared_with', 'stimulates']
['associated_with', 'associated_with', 'prevents', 'part_of']
['associated_with', 'associated_with', 'occurs_in', 'stimulates']
['associated_with', 'compared_with', 'causes', 'affects']
['associated_with', 'isa', 'same_as', 'same_as']
['associated_with', 'stimulates', 'diagnoses', 'interacts_with']
['associated_with', 'affects', 'prevents', 'disrupts']
['associated_with', 'associated_with', 'treats', 'diagnoses']
['associated_with', 'occurs_in', 'augments', 'part_of']
['associated_with', 'produces']
['associated_with', 'augments', 'disrupts']
['associated_with', 'complicates', 'coexists_with', 'interacts_with']
['associated_with', 'augments', 'compared_with', 'produces']
['associated_with', 'diagnoses', 'isa']
['associated_with', 'affects', 'causes', 'disrupts']
['associated_with', 'prevents', 'interacts_with', 'compared_with']
['associated_with', 'location_of', 'augments', 'stimulates']
['associated_with', 'location_of', 'part_of', 'interacts_with']
['associated_with', 'diagnoses', 'part_of', 'compared_with']
['associated_with', 'affects', 'treats', 'prevents']
['associated_with', 'disrupts', 'prevents', 'affects']
['associated_with', 'inhibits']
['associated_with', 'same_as', 'disrupts', 'same_as']
['associated_with', 'stimulates', 'interacts_with', 'stimulates']
['associated_with', 'inhibits', 'disrupts', 'diagnoses']
['associated_with', 'inhibits', 'stimulates', 'causes']
['associated_with', 'coexists_with', 'treats', 'produces']
['associated_with', 'inhibits', 'inhibits', 'coexists_with']
['associated_with', 'inhibits', 'location_of', 'inhibits']
['associated_with', 'isa', 'produces', 'same_as']
['associated_with', 'inhibits', 'location_of', 'location_of']
['associated_with', 'diagnoses', 'affects', 'complicates']
['associated_with', 'interacts_with', 'affects', 'part_of']
['associated_with', 'compared_with', 'occurs_in', 'produces']
['associated_with', 'diagnoses', 'inhibits', 'isa']
['associated_with', 'location_of', 'treats', 'augments']
['associated_with', 'location_of']
['associated_with', 'complicates', 'affects', 'treats']
['associated_with', 'affects', 'produces', 'complicates']
['associated_with', 'disrupts', 'compared_with', 'produces']
['associated_with', 'diagnoses', 'occurs_in', 'interacts_with']
['associated_with', 'inhibits', 'isa', 'disrupts']
['associated_with', 'prevents', 'causes', 'location_of']
['associated_with', 'inhibits', 'affects', 'treats']
['associated_with', 'associated_with', 'part_of', 'isa']
['associated_with', 'diagnoses', 'associated_with', 'causes']
['associated_with', 'location_of', 'stimulates', 'compared_with']
['associated_with', 'diagnoses', 'diagnoses', 'associated_with']
['associated_with', 'produces', 'complicates', 'occurs_in']
['associated_with', 'diagnoses', 'interacts_with', 'part_of']
['associated_with', 'disrupts', 'interacts_with', 'location_of']
['associated_with', 'location_of', 'part_of', 'occurs_in']
['associated_with', 'occurs_in', 'diagnoses', 'inhibits']
['associated_with', 'part_of', 'diagnoses', 'part_of']
['associated_with', 'interacts_with', 'treats', 'coexists_with']
['associated_with', 'compared_with', 'affects', 'same_as']
['associated_with', 'interacts_with', 'augments', 'coexists_with']
['associated_with', 'part_of', 'isa', 'occurs_in']
['associated_with', 'affects', 'same_as', 'associated_with']
['associated_with']
['associated_with', 'affects', 'complicates', 'associated_with']
['associated_with', 'causes', 'interacts_with', 'affects']
['associated_with', 'diagnoses', 'associated_with', 'compared_with']
['associated_with', 'diagnoses', 'augments', 'complicates']
['associated_with', 'prevents', 'same_as', 'prevents']
['associated_with', 'coexists_with', 'occurs_in', 'occurs_in']
['associated_with', 'associated_with', 'interacts_with', 'diagnoses']
['associated_with', 'affects', 'inhibits', 'associated_with']
['associated_with', 'augments', 'causes', 'complicates']
['treats', 'isa', 'occurs_in', 'part_of']
['treats', 'occurs_in', 'produces', 'diagnoses']
['treats', 'stimulates', 'compared_with', 'occurs_in']
['treats', 'occurs_in', 'stimulates', 'complicates']
['treats', 'produces', 'isa']
['treats', 'same_as', 'prevents', 'associated_with']
['treats', 'causes', 'inhibits', 'affects']
['treats', 'coexists_with', 'location_of', 'interacts_with']
['treats', 'complicates', 'occurs_in', 'coexists_with']
['treats', 'compared_with', 'affects', 'inhibits']
['treats', 'same_as', 'diagnoses', 'part_of']
['treats', 'same_as', 'isa']
['treats', 'causes', 'location_of', 'associated_with']
['treats', 'complicates', 'causes', 'complicates']
['treats', 'inhibits', 'prevents', 'complicates']
['treats', 'stimulates', 'treats', 'part_of']
['treats', 'treats', 'part_of', 'compared_with']
['treats', 'complicates', 'compared_with', 'complicates']
['treats', 'augments', 'location_of', 'coexists_with']
['treats', 'inhibits', 'associated_with', 'causes']
['treats', 'associated_with', 'location_of', 'treats']
['treats', 'coexists_with', 'treats', 'associated_with']
['treats', 'compared_with', 'augments', 'stimulates']
['treats', 'affects', 'complicates', 'associated_with']
['treats', 'causes', 'same_as', 'location_of']
['treats', 'location_of', 'treats', 'part_of']
['treats', 'stimulates', 'causes', 'stimulates']
['treats', 'augments', 'produces', 'complicates']
['treats', 'inhibits', 'diagnoses', 'diagnoses']
['treats', 'augments', 'same_as', 'coexists_with']
['treats', 'affects', 'causes', 'disrupts']
['treats', 'interacts_with', 'diagnoses', 'compared_with']
['treats', 'stimulates', 'produces', 'coexists_with']
['treats', 'inhibits', 'isa', 'occurs_in']
['treats', 'complicates', 'same_as', 'same_as']
['treats', 'inhibits', 'complicates', 'occurs_in']
['treats', 'affects']
['treats', 'produces', 'occurs_in', 'interacts_with']
['treats']
['treats', 'coexists_with', 'occurs_in', 'compared_with']
['treats', 'complicates', 'produces', 'isa']
['treats', 'occurs_in', 'stimulates', 'augments']
['treats', 'complicates', 'part_of', 'disrupts']
['treats', 'diagnoses', 'affects', 'inhibits']
['treats', 'compared_with', 'treats', 'affects']
['treats', 'inhibits', 'complicates', 'part_of']
['treats', 'complicates', 'affects', 'compared_with']
['treats', 'treats', 'causes', 'complicates']
['treats', 'coexists_with', 'isa', 'produces']
['treats', 'interacts_with']
['treats', 'prevents', 'treats', 'disrupts']
['treats', 'disrupts', 'produces', 'part_of']
['treats', 'isa', 'location_of', 'inhibits']
['treats', 'augments', 'location_of', 'prevents']
['treats', 'disrupts', 'same_as', 'occurs_in']
['treats', 'coexists_with', 'produces']
['treats', 'location_of', 'inhibits', 'part_of']
['treats', 'stimulates', 'location_of', 'compared_with']
['treats', 'same_as', 'compared_with', 'location_of']
['treats', 'complicates', 'occurs_in', 'diagnoses']
['treats', 'affects', 'complicates', 'diagnoses']
['treats', 'occurs_in', 'same_as', 'location_of']
['treats', 'isa', 'occurs_in', 'causes']
['treats', 'stimulates', 'diagnoses', 'compared_with']
['treats', 'produces', 'augments', 'complicates']
['treats', 'compared_with', 'stimulates', 'interacts_with']
['treats', 'causes', 'part_of', 'same_as']
['treats', 'occurs_in', 'disrupts', 'associated_with']
['treats', 'causes', 'isa', 'location_of']
['treats', 'occurs_in', 'treats', 'diagnoses']
['treats', 'compared_with', 'compared_with', 'produces']
['treats', 'causes', 'affects', 'augments']
['treats', 'same_as', 'prevents', 'coexists_with']
['treats', 'augments', 'part_of', 'compared_with']
['treats', 'complicates', 'interacts_with', 'coexists_with']
['treats', 'disrupts', 'same_as', 'affects']
['treats', 'produces', 'diagnoses', 'diagnoses']
['treats', 'diagnoses', 'location_of', 'stimulates']
['treats', 'interacts_with', 'compared_with', 'complicates']
['treats', 'produces', 'location_of', 'part_of']
['treats', 'augments', 'prevents', 'coexists_with']
['treats', 'occurs_in', 'affects', 'augments']
['treats', 'interacts_with', 'isa', 'occurs_in']
['treats', 'associated_with', 'augments']
['treats', 'location_of', 'coexists_with', 'causes']
['treats', 'interacts_with', 'produces', 'complicates']
['treats', 'augments', 'affects', 'stimulates']
['treats', 'disrupts', 'associated_with', 'treats']
['treats', 'affects', 'augments']
['treats', 'disrupts', 'associated_with', 'stimulates']
['treats', 'coexists_with', 'occurs_in', 'disrupts']
['treats', 'occurs_in', 'inhibits', 'affects']
['affects', 'diagnoses', 'affects', 'causes']
['affects', 'prevents', 'augments', 'augments']
['affects', 'occurs_in', 'compared_with', 'causes']
['affects', 'compared_with', 'isa', 'augments']
['affects', 'diagnoses', 'part_of', 'inhibits']
['affects', 'treats', 'disrupts', 'compared_with']
['affects', 'inhibits', 'treats', 'complicates']
['affects', 'causes', 'compared_with', 'affects']
['affects', 'prevents', 'isa', 'augments']
['affects', 'associated_with', 'coexists_with', 'isa']
['affects', 'disrupts', 'isa', 'part_of']
['affects', 'isa', 'occurs_in', 'inhibits']
['affects', 'complicates', 'same_as', 'isa']
['affects', 'diagnoses', 'occurs_in', 'produces']
['affects', 'associated_with', 'isa', 'diagnoses']
['affects', 'associated_with', 'prevents', 'part_of']
['affects', 'disrupts', 'treats', 'inhibits']
['affects', 'disrupts', 'stimulates', 'compared_with']
['affects', 'produces', 'same_as', 'augments']
['affects', 'causes']
['affects', 'associated_with', 'isa', 'isa']
['affects', 'inhibits', 'complicates', 'part_of']
['affects', 'prevents', 'coexists_with', 'inhibits']
['affects', 'location_of', 'isa', 'location_of']
['affects', 'complicates', 'location_of', 'location_of']
['affects', 'occurs_in', 'isa', 'disrupts']
['affects', 'coexists_with']
['affects', 'augments', 'isa']
['affects', 'stimulates', 'produces', 'inhibits']
['affects', 'inhibits', 'coexists_with', 'produces']
['affects', 'complicates', 'occurs_in', 'part_of']
['affects', 'stimulates', 'produces', 'same_as']
['affects', 'same_as', 'diagnoses', 'isa']
['affects', 'diagnoses', 'associated_with', 'compared_with']
['affects', 'stimulates', 'augments', 'produces']
['affects', 'prevents', 'inhibits']
['affects', 'location_of', 'diagnoses', 'augments']
['affects', 'diagnoses', 'location_of', 'coexists_with']
['affects', 'occurs_in', 'isa', 'treats']
['affects', 'augments', 'causes', 'complicates']
['affects', 'same_as', 'stimulates', 'occurs_in']
['affects', 'affects', 'prevents', 'treats']
['affects', 'interacts_with', 'prevents', 'location_of']
['affects', 'location_of', 'treats', 'coexists_with']
['affects', 'associated_with', 'interacts_with', 'complicates']
['affects', 'isa', 'inhibits', 'disrupts']
['affects', 'produces']
['affects', 'prevents', 'complicates', 'part_of']
['affects', 'inhibits', 'coexists_with', 'coexists_with']
['affects', 'location_of', 'occurs_in', 'isa']
['affects', 'part_of', 'compared_with', 'stimulates']
['affects', 'part_of', 'part_of']
['affects', 'treats', 'affects', 'associated_with']
['affects', 'diagnoses', 'associated_with', 'location_of']
['affects', 'compared_with', 'diagnoses', 'treats']
['affects', 'prevents', 'causes', 'stimulates']
['affects', 'complicates', 'inhibits', 'occurs_in']
['affects', 'augments', 'causes', 'causes']
['affects', 'location_of', 'same_as', 'location_of']
['affects', 'inhibits', 'same_as', 'stimulates']
['affects', 'affects', 'causes', 'produces']
['affects', 'compared_with', 'inhibits', 'interacts_with']
['affects', 'diagnoses', 'treats', 'inhibits']
['affects', 'produces', 'complicates', 'augments']
['affects', 'diagnoses', 'associated_with', 'stimulates']
['affects', 'location_of', 'treats', 'compared_with']
['affects', 'stimulates', 'compared_with', 'location_of']
['affects', 'inhibits', 'affects', 'produces']
['affects', 'location_of']
['affects', 'causes', 'diagnoses', 'disrupts']
['affects', 'coexists_with', 'compared_with', 'causes']
['affects', 'occurs_in', 'produces', 'stimulates']
['affects', 'augments', 'stimulates', 'same_as']
['affects', 'treats', 'prevents', 'causes']
['affects', 'compared_with']
['affects', 'inhibits', 'interacts_with']
['affects', 'prevents', 'inhibits', 'occurs_in']
['affects', 'prevents', 'part_of', 'causes']
['affects', 'part_of', 'causes', 'causes']
['affects', 'associated_with', 'compared_with', 'affects']
['affects', 'coexists_with', 'compared_with']
['affects', 'prevents', 'inhibits', 'part_of']
['affects', 'part_of', 'coexists_with', 'prevents']
['affects', 'occurs_in', 'causes', 'same_as']
['affects', 'produces', 'causes', 'compared_with']
['affects', 'causes', 'same_as', 'isa']
['affects', 'interacts_with', 'stimulates', 'treats']
['affects']
['affects', 'coexists_with', 'interacts_with', 'diagnoses']
['affects', 'prevents', 'coexists_with', 'complicates']
['affects', 'diagnoses', 'inhibits', 'part_of']
['affects', 'prevents', 'associated_with', 'location_of']
['interacts_with', 'causes', 'location_of', 'location_of']
['interacts_with', 'coexists_with', 'augments', 'coexists_with']
['interacts_with', 'compared_with', 'part_of', 'location_of']
['interacts_with', 'part_of', 'occurs_in', 'affects']
['interacts_with', 'disrupts', 'affects', 'compared_with']
['interacts_with', 'location_of', 'produces', 'interacts_with']
['interacts_with', 'treats', 'complicates', 'complicates']
['interacts_with', 'stimulates', 'associated_with', 'same_as']
['interacts_with', 'treats', 'location_of', 'prevents']
['interacts_with', 'produces', 'coexists_with', 'produces']
['interacts_with', 'affects', 'inhibits', 'diagnoses']
['interacts_with', 'occurs_in', 'prevents', 'prevents']
['interacts_with', 'disrupts', 'isa', 'diagnoses']
['interacts_with', 'same_as', 'part_of', 'causes']
['interacts_with', 'produces', 'diagnoses', 'produces']
['interacts_with', 'isa', 'treats', 'occurs_in']
['interacts_with', 'associated_with']
['interacts_with', 'prevents', 'diagnoses']
['interacts_with', 'augments', 'stimulates', 'diagnoses']
['interacts_with', 'isa', 'coexists_with', 'stimulates']
['interacts_with', 'compared_with', 'disrupts', 'stimulates']
['interacts_with', 'treats']
['interacts_with', 'compared_with', 'occurs_in']
['interacts_with', 'coexists_with', 'location_of', 'stimulates']
['interacts_with', 'part_of', 'interacts_with', 'augments']
['interacts_with', 'compared_with', 'prevents', 'treats']
['interacts_with', 'coexists_with', 'causes', 'same_as']
['interacts_with', 'augments']
['interacts_with', 'isa', 'complicates', 'isa']
['interacts_with', 'isa', 'treats', 'causes']
['interacts_with', 'occurs_in']
['interacts_with', 'produces', 'augments', 'coexists_with']
['interacts_with', 'location_of', 'same_as', 'inhibits']
['interacts_with', 'disrupts', 'interacts_with', 'location_of']
['interacts_with', 'location_of', 'coexists_with', 'prevents']
['interacts_with', 'augments', 'produces', 'isa']
['interacts_with', 'part_of', 'compared_with', 'isa']
['interacts_with', 'diagnoses', 'associated_with', 'produces']
['interacts_with', 'coexists_with', 'part_of', 'diagnoses']
['interacts_with', 'coexists_with', 'affects', 'compared_with']
['interacts_with', 'produces', 'inhibits', 'augments']
['interacts_with', 'produces', 'location_of', 'causes']
['interacts_with', 'isa', 'part_of']
['interacts_with', 'isa', 'associated_with', 'occurs_in']
['interacts_with', 'stimulates', 'compared_with', 'prevents']
['interacts_with', 'inhibits']
['interacts_with', 'produces', 'isa', 'stimulates']
['interacts_with', 'part_of', 'part_of', 'interacts_with']
['interacts_with', 'disrupts', 'compared_with', 'prevents']
['interacts_with']
['interacts_with', 'produces', 'interacts_with', 'prevents']
['interacts_with', 'produces', 'prevents', 'diagnoses']
['interacts_with', 'treats', 'augments', 'part_of']
['interacts_with', 'stimulates', 'complicates']
['interacts_with', 'part_of', 'occurs_in', 'inhibits']
['interacts_with', 'isa', 'prevents', 'causes']
['interacts_with', 'location_of', 'disrupts', 'inhibits']
['interacts_with', 'inhibits', 'associated_with', 'coexists_with']
['interacts_with', 'produces', 'treats', 'prevents']
['interacts_with', 'inhibits', 'compared_with', 'location_of']
['interacts_with', 'augments', 'produces', 'produces']
['interacts_with', 'part_of', 'isa', 'stimulates']
['interacts_with', 'augments', 'interacts_with', 'same_as']
['interacts_with', 'causes', 'treats', 'treats']
['interacts_with', 'location_of', 'causes', 'part_of']
['interacts_with', 'augments', 'causes', 'associated_with']
['interacts_with', 'coexists_with', 'prevents', 'isa']
['interacts_with', 'affects', 'associated_with', 'prevents']
['interacts_with', 'disrupts', 'treats', 'prevents']
['interacts_with', 'location_of', 'coexists_with', 'augments']
['interacts_with', 'part_of', 'complicates', 'compared_with']
['interacts_with', 'occurs_in', 'coexists_with']
['interacts_with', 'complicates', 'interacts_with', 'disrupts']
['interacts_with', 'prevents', 'stimulates', 'inhibits']
['interacts_with', 'occurs_in', 'prevents', 'coexists_with']
['interacts_with', 'isa', 'disrupts', 'prevents']
['interacts_with', 'interacts_with', 'inhibits', 'compared_with']
['interacts_with', 'diagnoses', 'inhibits', 'disrupts']
['interacts_with', 'interacts_with', 'location_of', 'prevents']
['interacts_with', 'same_as']
['interacts_with', 'causes', 'causes', 'treats']
['interacts_with', 'inhibits', 'augments', 'causes']
['interacts_with', 'associated_with', 'associated_with', 'isa']
['interacts_with', 'same_as', 'location_of', 'complicates']
['interacts_with', 'disrupts', 'inhibits', 'complicates']
['interacts_with', 'same_as', 'treats', 'compared_with']
['interacts_with', 'part_of', 'compared_with', 'diagnoses']
['interacts_with', 'interacts_with', 'augments', 'compared_with']
['interacts_with', 'location_of']
['interacts_with', 'interacts_with', 'augments', 'stimulates']
['interacts_with', 'interacts_with', 'coexists_with', 'coexists_with']
['interacts_with', 'complicates', 'prevents', 'stimulates']
['interacts_with', 'disrupts', 'isa', 'location_of']
['coexists_with', 'treats', 'same_as', 'stimulates']
['coexists_with', 'affects', 'prevents', 'diagnoses']
['coexists_with', 'produces', 'coexists_with', 'augments']
['coexists_with', 'diagnoses', 'interacts_with', 'location_of']
['coexists_with', 'diagnoses', 'inhibits', 'produces']
['coexists_with', 'compared_with', 'augments', 'produces']
['coexists_with', 'compared_with', 'interacts_with', 'complicates']
['coexists_with', 'occurs_in', 'prevents', 'diagnoses']
['coexists_with', 'produces', 'affects', 'part_of']
['coexists_with', 'affects', 'treats', 'treats']
['coexists_with', 'produces', 'associated_with', 'occurs_in']
['coexists_with', 'prevents', 'stimulates', 'part_of']
['coexists_with', 'compared_with', 'prevents', 'stimulates']
['coexists_with', 'inhibits', 'causes', 'part_of']
['coexists_with', 'same_as', 'isa', 'compared_with']
['coexists_with']
['coexists_with', 'affects', 'causes', 'augments']
['coexists_with', 'compared_with', 'treats']
['coexists_with', 'augments', 'same_as', 'same_as']
['coexists_with', 'diagnoses', 'occurs_in', 'compared_with']
['coexists_with', 'part_of', 'stimulates', 'same_as']
['coexists_with', 'occurs_in', 'interacts_with', 'location_of']
['coexists_with', 'interacts_with', 'associated_with', 'causes']
['coexists_with', 'location_of', 'associated_with', 'disrupts']
['coexists_with', 'stimulates', 'treats', 'complicates']
['coexists_with', 'diagnoses', 'prevents', 'coexists_with']
['coexists_with', 'part_of']
['coexists_with', 'inhibits', 'location_of', 'disrupts']
['coexists_with', 'prevents', 'inhibits', 'same_as']
['coexists_with', 'location_of', 'affects', 'part_of']
['coexists_with', 'occurs_in', 'occurs_in', 'part_of']
['coexists_with', 'isa', 'isa', 'part_of']
['coexists_with', 'prevents', 'prevents', 'isa']
['coexists_with', 'complicates', 'compared_with', 'part_of']
['coexists_with', 'prevents', 'interacts_with', 'isa']
['coexists_with', 'produces', 'inhibits', 'causes']
['coexists_with', 'prevents', 'prevents', 'occurs_in']
['coexists_with', 'affects', 'isa', 'inhibits']
['coexists_with', 'prevents', 'location_of', 'part_of']
['coexists_with', 'causes', 'same_as', 'complicates']
['coexists_with', 'complicates', 'location_of', 'affects']
['coexists_with', 'location_of', 'associated_with', 'occurs_in']
['coexists_with', 'compared_with', 'inhibits', 'diagnoses']
['coexists_with', 'location_of', 'prevents', 'diagnoses']
['coexists_with', 'complicates', 'inhibits', 'coexists_with']
['coexists_with', 'location_of', 'same_as', 'complicates']
['coexists_with', 'isa', 'compared_with', 'part_of']
['coexists_with', 'produces', 'compared_with', 'diagnoses']
['coexists_with', 'complicates', 'stimulates', 'part_of']
['coexists_with', 'treats', 'prevents', 'causes']
['coexists_with', 'diagnoses', 'occurs_in', 'isa']
['coexists_with', 'isa', 'diagnoses', 'produces']
['coexists_with', 'prevents', 'treats', 'diagnoses']
['coexists_with', 'associated_with', 'compared_with', 'interacts_with']
['coexists_with', 'compared_with', 'produces', 'augments']
['coexists_with', 'location_of', 'complicates', 'associated_with']
['coexists_with', 'occurs_in', 'disrupts', 'disrupts']
['coexists_with', 'occurs_in', 'part_of', 'disrupts']
['coexists_with', 'associated_with', 'associated_with', 'stimulates']
['coexists_with', 'same_as', 'affects', 'produces']
['coexists_with', 'stimulates', 'diagnoses', 'diagnoses']
['coexists_with', 'stimulates', 'location_of', 'location_of']
['coexists_with', 'diagnoses', 'stimulates', 'diagnoses']
['coexists_with', 'location_of', 'treats', 'interacts_with']
['coexists_with', 'same_as', 'prevents', 'inhibits']
['coexists_with', 'stimulates', 'disrupts', 'interacts_with']
['coexists_with', 'affects']
['coexists_with', 'diagnoses', 'isa', 'inhibits']
['coexists_with', 'occurs_in', 'interacts_with', 'occurs_in']
['coexists_with', 'associated_with', 'coexists_with']
['coexists_with', 'treats', 'coexists_with', 'occurs_in']
['coexists_with', 'associated_with', 'location_of', 'causes']
['coexists_with', 'affects', 'disrupts', 'complicates']
['coexists_with', 'complicates', 'part_of', 'stimulates']
['coexists_with', 'treats', 'disrupts', 'associated_with']
['coexists_with', 'associated_with', 'disrupts', 'produces']
['coexists_with', 'stimulates', 'diagnoses', 'affects']
['coexists_with', 'augments', 'part_of', 'inhibits']
['coexists_with', 'diagnoses', 'augments', 'isa']
['coexists_with', 'coexists_with', 'same_as', 'associated_with']
['coexists_with', 'isa', 'complicates', 'disrupts']
['coexists_with', 'coexists_with', 'location_of', 'associated_with']
['coexists_with', 'augments', 'interacts_with', 'part_of']
['coexists_with', 'produces']
['coexists_with', 'complicates', 'treats', 'occurs_in']
['coexists_with', 'augments', 'occurs_in', 'affects']
['coexists_with', 'prevents', 'same_as', 'associated_with']
['coexists_with', 'stimulates', 'disrupts', 'compared_with']
['coexists_with', 'causes', 'treats', 'treats']
['coexists_with', 'produces', 'stimulates']
['coexists_with', 'augments', 'augments', 'interacts_with']
['coexists_with', 'isa', 'complicates', 'stimulates']
['coexists_with', 'augments', 'complicates', 'complicates']
['coexists_with', 'diagnoses', 'coexists_with', 'causes']
['coexists_with', 'associated_with', 'treats', 'prevents']
['coexists_with', 'produces', 'inhibits', 'inhibits']
['coexists_with', 'part_of', 'produces', 'occurs_in']
['isa', 'causes', 'causes', 'part_of']
['isa', 'complicates', 'isa', 'inhibits']
['isa', 'associated_with', 'stimulates', 'part_of']
['isa', 'affects', 'affects', 'causes']
['isa', 'disrupts', 'isa', 'diagnoses']
['isa', 'diagnoses', 'same_as', 'same_as']
['isa', 'inhibits', 'part_of']
['isa', 'treats', 'augments']
['isa', 'prevents', 'augments', 'affects']
['isa', 'part_of', 'same_as', 'location_of']
['isa', 'prevents', 'treats', 'produces']
['isa', 'disrupts', 'affects', 'causes']
['isa', 'isa', 'diagnoses', 'affects']
['isa', 'location_of', 'affects', 'augments']
['isa', 'associated_with', 'causes', 'compared_with']
['isa', 'isa', 'compared_with', 'prevents']
['isa', 'occurs_in', 'treats', 'disrupts']
['isa', 'treats', 'diagnoses', 'causes']
['isa', 'inhibits', 'isa', 'affects']
['isa', 'isa', 'same_as', 'prevents']
['isa', 'treats', 'produces', 'occurs_in']
['isa', 'associated_with', 'part_of', 'part_of']
['isa', 'same_as', 'affects', 'produces']
['isa', 'inhibits', 'causes']
['isa', 'causes', 'produces', 'complicates']
['isa', 'coexists_with', 'prevents', 'treats']
['isa', 'interacts_with', 'prevents', 'diagnoses']
['isa', 'prevents', 'complicates', 'coexists_with']
['isa', 'part_of', 'produces', 'causes']
['isa', 'location_of', 'disrupts', 'location_of']
['isa', 'part_of', 'part_of', 'causes']
['isa', 'occurs_in', 'produces', 'complicates']
['isa', 'disrupts', 'complicates', 'coexists_with']
['isa', 'augments']
['isa', 'diagnoses', 'interacts_with', 'compared_with']
['isa', 'occurs_in']
['isa', 'occurs_in', 'same_as', 'interacts_with']
['isa', 'inhibits', 'stimulates']
['isa', 'coexists_with', 'prevents', 'affects']
['isa', 'part_of', 'coexists_with', 'associated_with']
['isa', 'treats', 'coexists_with', 'occurs_in']
['isa', 'inhibits', 'causes', 'compared_with']
['isa', 'coexists_with', 'disrupts', 'compared_with']
['isa', 'part_of', 'causes']
['isa', 'stimulates', 'complicates', 'same_as']
['isa', 'occurs_in', 'same_as', 'coexists_with']
['isa', 'produces', 'produces', 'prevents']
['isa', 'stimulates']
['isa', 'affects', 'same_as', 'causes']
['isa', 'part_of', 'associated_with', 'treats']
['isa', 'produces', 'treats', 'treats']
['isa', 'augments', 'interacts_with']
['isa', 'disrupts', 'affects']
['isa', 'inhibits', 'compared_with', 'isa']
['isa', 'part_of', 'location_of', 'affects']
['isa', 'produces', 'affects', 'interacts_with']
['isa', 'inhibits', 'compared_with', 'causes']
['isa', 'isa', 'location_of', 'same_as']
['isa', 'location_of', 'complicates', 'part_of']
['isa', 'interacts_with', 'augments', 'occurs_in']
['isa', 'location_of', 'coexists_with', 'interacts_with']
['isa', 'diagnoses', 'compared_with', 'affects']
['isa', 'location_of', 'disrupts', 'compared_with']
['isa', 'coexists_with', 'location_of', 'inhibits']
['isa', 'diagnoses', 'same_as', 'diagnoses']
['isa', 'complicates', 'same_as']
['isa', 'disrupts', 'inhibits', 'coexists_with']
['isa', 'associated_with', 'disrupts', 'associated_with']
['isa', 'prevents', 'coexists_with', 'treats']
['isa', 'occurs_in', 'disrupts', 'augments']
['isa', 'produces', 'coexists_with', 'associated_with']
['isa', 'location_of', 'treats', 'stimulates']
['isa', 'complicates', 'compared_with', 'compared_with']
['isa', 'produces', 'occurs_in', 'coexists_with']
['isa', 'same_as']
['isa', 'augments', 'compared_with', 'treats']
['isa', 'stimulates', 'isa', 'coexists_with']
['isa', 'affects', 'compared_with', 'disrupts']
['isa', 'location_of']
['isa', 'prevents', 'occurs_in', 'coexists_with']
['isa', 'produces', 'associated_with', 'disrupts']
['isa']
['isa', 'compared_with', 'affects', 'affects']
['isa', 'occurs_in', 'complicates', 'complicates']
['isa', 'disrupts', 'complicates', 'diagnoses']
['isa', 'coexists_with', 'causes', 'isa']
['isa', 'affects']
['isa', 'causes', 'stimulates', 'produces']
['isa', 'complicates', 'interacts_with', 'isa']
['isa', 'part_of', 'stimulates', 'prevents']
['isa', 'affects', 'affects', 'prevents']
['isa', 'treats', 'isa', 'prevents']
['part_of', 'prevents', 'interacts_with', 'stimulates']
['part_of', 'location_of', 'treats', 'inhibits']
['part_of', 'part_of', 'treats', 'complicates']
['part_of', 'affects', 'affects', 'associated_with']
['part_of', 'disrupts', 'treats', 'occurs_in']
['part_of', 'diagnoses', 'stimulates', 'affects']
['part_of', 'same_as', 'diagnoses', 'treats']
['part_of', 'stimulates', 'coexists_with', 'diagnoses']
['part_of', 'coexists_with']
['part_of', 'inhibits', 'treats', 'diagnoses']
['part_of', 'same_as', 'same_as']
