['diagnoses', 'causes', 'causes', 'augments']
['stimulates', 'diagnoses', 'location_of', 'disrupts']
['stimulates', 'same_as', 'part_of', 'augments']
['stimulates', 'disrupts', 'interacts_with', 'disrupts']
['stimulates', 'same_as', 'produces', 'causes']
['stimulates', 'associated_with', 'causes', 'interacts_with']
['stimulates', 'affects', 'augments', 'produces']
['stimulates', 'prevents', 'compared_with', 'augments']
['stimulates', 'occurs_in', 'causes', 'part_of']
['stimulates', 'part_of', 'causes', 'stimulates']
['stimulates', 'occurs_in', 'part_of', 'augments']
['stimulates', 'affects', 'produces', 'associated_with']
['stimulates', 'coexists_with', 'compared_with', 'compared_with']
['stimulates', 'part_of', 'isa', 'treats']
['stimulates', 'prevents', 'disrupts', 'same_as']
['stimulates', 'affects', 'complicates', 'causes']
['stimulates', 'coexists_with', 'stimulates', 'coexists_with']
['stimulates', 'prevents', 'part_of', 'same_as']
['associated_with', 'causes', 'stimulates', 'compared_with']
['associated_with', 'inhibits', 'disrupts', 'complicates']
['associated_with', 'inhibits', 'associated_with', 'stimulates']
['associated_with', 'stimulates', 'occurs_in', 'part_of']
['associated_with', 'coexists_with', 'same_as', 'augments']
['associated_with', 'isa', 'affects', 'treats']
['associated_with', 'complicates', 'part_of', 'coexists_with']
['associated_with', 'produces', 'augments', 'coexists_with']
['associated_with', 'inhibits', 'treats', 'associated_with']
['associated_with', 'part_of', 'augments', 'produces']
['associated_with', 'coexists_with']
['associated_with']
['associated_with', 'disrupts', 'produces', 'location_of']
['associated_with', 'compared_with', 'isa', 'compared_with']
['associated_with', 'causes', 'location_of', 'associated_with']
['associated_with', 'same_as', 'treats', 'disrupts']
['associated_with', 'compared_with', 'treats', 'stimulates']
['associated_with', 'compared_with', 'causes', 'treats']
['associated_with', 'associated_with', 'diagnoses', 'affects']
['associated_with', 'treats', 'diagnoses', 'inhibits']
['associated_with', 'prevents', 'diagnoses', 'affects']
['associated_with', 'prevents', 'associated_with', 'same_as']
['associated_with', 'interacts_with', 'part_of', 'produces']
['associated_with', 'compared_with', 'disrupts', 'location_of']
['associated_with', 'treats', 'treats', 'location_of']
['associated_with', 'causes', 'inhibits', 'complicates']
['associated_with', 'part_of', 'stimulates', 'compared_with']
['associated_with', 'isa', 'prevents', 'part_of']
['associated_with', 'isa', 'same_as', 'compared_with']
['associated_with', 'augments', 'treats', 'diagnoses']
['associated_with', 'augments', 'diagnoses', 'compared_with']
['associated_with', 'occurs_in', 'causes', 'coexists_with']
['associated_with', 'produces', 'treats', 'interacts_with']
['associated_with', 'coexists_with', 'interacts_with', 'coexists_with']
['associated_with', 'affects']
['associated_with', 'interacts_with', 'disrupts', 'occurs_in']
['associated_with', 'location_of', 'interacts_with', 'part_of']
['associated_with', 'part_of', 'interacts_with', 'coexists_with']
['associated_with', 'prevents', 'part_of', 'same_as']
['associated_with', 'complicates', 'interacts_with', 'produces']
['associated_with', 'augments', 'diagnoses', 'prevents']
['associated_with', 'augments', 'compared_with', 'occurs_in']
['associated_with', 'stimulates', 'stimulates', 'part_of']
['associated_with', 'treats', 'prevents', 'inhibits']
['associated_with', 'augments', 'compared_with', 'coexists_with']
['associated_with', 'prevents', 'compared_with', 'causes']
['associated_with', 'complicates', 'prevents', 'inhibits']
['associated_with', 'same_as', 'causes', 'affects']
['associated_with', 'treats', 'disrupts', 'augments']
['associated_with', 'same_as', 'occurs_in', 'occurs_in']
['associated_with', 'stimulates', 'interacts_with', 'interacts_with']
['associated_with', 'inhibits', 'prevents', 'isa']
['associated_with', 'stimulates', 'associated_with', 'prevents']
['associated_with', 'disrupts', 'prevents', 'treats']
['associated_with', 'associated_with', 'disrupts', 'associated_with']
['associated_with', 'affects', 'compared_with', 'diagnoses']
['associated_with', 'compared_with', 'diagnoses']
['associated_with', 'affects', 'diagnoses', 'coexists_with']
['associated_with', 'disrupts', 'stimulates', 'disrupts']
['associated_with', 'part_of', 'affects', 'produces']
['associated_with', 'prevents', 'isa', 'complicates']
['associated_with', 'diagnoses', 'augments', 'diagnoses']
['associated_with', 'inhibits', 'isa', 'compared_with']
['associated_with', 'prevents', 'causes', 'causes']
['associated_with', 'associated_with', 'location_of', 'same_as']
['associated_with', 'augments', 'compared_with', 'causes']
['associated_with', 'same_as', 'augments', 'coexists_with']
['associated_with', 'associated_with', 'compared_with', 'inhibits']
['associated_with', 'affects', 'interacts_with', 'isa']
['associated_with', 'coexists_with', 'affects', 'prevents']
['associated_with', 'produces', 'diagnoses', 'complicates']
['associated_with', 'treats', 'complicates', 'coexists_with']
['associated_with', 'coexists_with', 'treats', 'compared_with']
['associated_with', 'treats', 'occurs_in', 'compared_with']
['associated_with', 'part_of', 'diagnoses', 'causes']
['associated_with', 'occurs_in', 'location_of', 'occurs_in']
['associated_with', 'complicates', 'diagnoses', 'compared_with']
['associated_with', 'affects', 'augments', 'causes']
['associated_with', 'produces', 'treats', 'prevents']
['associated_with', 'treats', 'treats', 'same_as']
['associated_with', 'affects', 'coexists_with', 'isa']
['associated_with', 'interacts_with', 'affects', 'prevents']
['associated_with', 'augments', 'associated_with', 'diagnoses']
['associated_with', 'produces', 'compared_with', 'treats']
['associated_with', 'part_of', 'causes', 'isa']
['associated_with', 'produces', 'diagnoses', 'same_as']
['associated_with', 'same_as', 'location_of', 'produces']
['associated_with', 'occurs_in', 'prevents', 'prevents']
['associated_with', 'disrupts', 'treats', 'augments']
['associated_with', 'coexists_with', 'complicates', 'stimulates']
['associated_with', 'diagnoses', 'stimulates', 'causes']
['associated_with', 'interacts_with', 'disrupts', 'part_of']
['associated_with', 'diagnoses', 'stimulates', 'coexists_with']
['associated_with', 'produces', 'prevents', 'interacts_with']
['associated_with', 'isa', 'interacts_with', 'diagnoses']
['associated_with', 'causes', 'disrupts', 'associated_with']
['treats', 'same_as', 'part_of', 'occurs_in']
['treats', 'causes', 'causes', 'treats']
['treats', 'produces', 'disrupts', 'interacts_with']
['treats', 'compared_with', 'causes', 'occurs_in']
['treats', 'treats', 'stimulates', 'coexists_with']
['treats', 'inhibits', 'compared_with', 'isa']
['treats', 'part_of', 'causes', 'causes']
['treats', 'coexists_with', 'part_of', 'augments']
['treats', 'stimulates', 'produces', 'causes']
['treats', 'causes', 'augments', 'affects']
['treats', 'augments', 'isa', 'inhibits']
['treats', 'disrupts', 'interacts_with', 'occurs_in']
['treats', 'prevents', 'isa', 'associated_with']
['treats', 'augments', 'affects', 'compared_with']
['treats', 'inhibits', 'inhibits', 'diagnoses']
['treats', 'location_of', 'augments', 'affects']
['treats', 'same_as', 'isa', 'treats']
['treats', 'associated_with', 'interacts_with', 'complicates']
['treats', 'associated_with', 'compared_with', 'produces']
['treats', 'inhibits', 'occurs_in', 'compared_with']
['treats', 'interacts_with', 'disrupts']
['treats', 'produces', 'augments', 'complicates']
['treats', 'location_of', 'inhibits', 'interacts_with']
['treats', 'compared_with', 'diagnoses', 'affects']
['treats', 'associated_with', 'occurs_in', 'produces']
['treats', 'causes', 'inhibits', 'complicates']
['treats', 'diagnoses', 'isa', 'coexists_with']
['treats', 'interacts_with', 'part_of', 'compared_with']
['treats', 'location_of', 'affects', 'isa']
['treats', 'part_of', 'associated_with', 'treats']
['treats', 'same_as']
['treats', 'occurs_in', 'disrupts', 'compared_with']
['treats', 'causes', 'compared_with', 'causes']
['treats', 'part_of', 'produces', 'stimulates']
['treats', 'coexists_with', 'compared_with', 'coexists_with']
['treats', 'affects', 'treats', 'associated_with']
['treats', 'compared_with', 'compared_with', 'associated_with']
['treats', 'location_of', 'augments', 'complicates']
['treats', 'same_as', 'compared_with', 'causes']
['treats', 'interacts_with', 'disrupts', 'associated_with']
['treats']
['treats', 'part_of', 'compared_with', 'diagnoses']
['treats', 'complicates', 'produces', 'isa']
['treats', 'affects', 'disrupts', 'occurs_in']
['treats', 'stimulates', 'diagnoses', 'prevents']
['treats', 'coexists_with', 'disrupts', 'produces']
['treats', 'coexists_with', 'same_as', 'stimulates']
['treats', 'prevents', 'occurs_in', 'occurs_in']
['treats', 'produces', 'associated_with', 'occurs_in']
['treats', 'produces', 'associated_with', 'associated_with']
['treats', 'complicates', 'produces']
['treats', 'produces', 'treats', 'affects']
['treats', 'disrupts', 'affects', 'produces']
['treats', 'part_of', 'occurs_in', 'treats']
['treats', 'prevents', 'treats', 'disrupts']
['treats', 'treats', 'compared_with', 'same_as']
['treats', 'location_of', 'stimulates', 'prevents']
['treats', 'coexists_with', 'coexists_with', 'produces']
['treats', 'occurs_in', 'produces', 'occurs_in']
['treats', 'same_as', 'affects', 'occurs_in']
['treats', 'associated_with', 'complicates', 'interacts_with']
['treats', 'prevents', 'affects', 'same_as']
['treats', 'disrupts']
['treats', 'occurs_in', 'affects', 'associated_with']
['treats', 'location_of', 'causes', 'affects']
['treats', 'causes', 'prevents', 'part_of']
['treats', 'stimulates', 'compared_with', 'isa']
['treats', 'interacts_with', 'complicates', 'associated_with']
['treats', 'compared_with']
['treats', 'treats', 'prevents', 'compared_with']
['treats', 'disrupts', 'treats', 'interacts_with']
['treats', 'associated_with', 'same_as', 'affects']
['treats', 'isa', 'complicates', 'associated_with']
['treats', 'inhibits', 'causes', 'produces']
['treats', 'causes', 'same_as', 'associated_with']
['treats', 'associated_with', 'diagnoses', 'produces']
['treats', 'disrupts', 'affects', 'augments']
['treats', 'part_of', 'same_as']
['treats', 'occurs_in', 'causes', 'coexists_with']
['treats', 'diagnoses', 'same_as', 'augments']
['treats', 'same_as', 'affects', 'interacts_with']
['treats', 'coexists_with', 'part_of', 'complicates']
['treats', 'part_of', 'location_of', 'interacts_with']
['treats', 'interacts_with', 'interacts_with', 'same_as']
['treats', 'produces', 'compared_with', 'augments']
['treats', 'stimulates', 'produces', 'coexists_with']
['treats', 'occurs_in', 'produces', 'affects']
['treats', 'produces', 'stimulates', 'coexists_with']
['treats', 'coexists_with', 'coexists_with', 'part_of']
['treats', 'produces', 'augments', 'affects']
['treats', 'associated_with', 'compared_with', 'causes']
['treats', 'complicates']
['treats', 'compared_with', 'stimulates']
['treats', 'prevents', 'affects', 'location_of']
['treats', 'occurs_in', 'prevents', 'diagnoses']
['affects', 'produces', 'produces', 'part_of']
['affects', 'augments', 'disrupts', 'inhibits']
['affects', 'stimulates', 'stimulates', 'treats']
['affects', 'compared_with', 'associated_with', 'interacts_with']
['affects', 'disrupts', 'part_of']
['affects', 'causes', 'part_of', 'affects']
['affects', 'affects', 'produces', 'inhibits']
['affects', 'coexists_with', 'stimulates', 'inhibits']
['affects', 'prevents', 'same_as', 'isa']
['affects', 'prevents', 'inhibits', 'affects']
['affects', 'inhibits', 'diagnoses', 'diagnoses']
['affects', 'location_of', 'produces', 'diagnoses']
['affects', 'treats', 'coexists_with', 'diagnoses']
['affects', 'compared_with', 'produces', 'coexists_with']
['affects', 'associated_with', 'causes', 'inhibits']
['affects', 'disrupts', 'stimulates', 'causes']
['affects', 'augments', 'treats', 'inhibits']
['affects', 'occurs_in', 'interacts_with', 'compared_with']
['affects', 'same_as', 'produces']
['affects', 'stimulates', 'coexists_with', 'stimulates']
['affects', 'diagnoses', 'treats', 'prevents']
['affects', 'treats', 'occurs_in', 'inhibits']
['affects', 'disrupts', 'complicates', 'occurs_in']
['affects', 'compared_with', 'stimulates', 'compared_with']
['affects', 'inhibits', 'treats']
['affects', 'produces', 'disrupts', 'complicates']
['affects', 'part_of', 'associated_with', 'diagnoses']
['affects', 'associated_with', 'augments', 'coexists_with']
['affects', 'isa', 'same_as', 'compared_with']
['affects', 'coexists_with', 'same_as', 'disrupts']
['affects', 'affects', 'coexists_with', 'disrupts']
['affects', 'interacts_with', 'associated_with', 'compared_with']
['affects', 'stimulates', 'associated_with', 'associated_with']
['affects', 'augments', 'same_as', 'compared_with']
['affects', 'disrupts', 'inhibits', 'interacts_with']
['affects', 'produces', 'causes', 'compared_with']
['affects', 'same_as', 'location_of', 'causes']
['affects', 'produces', 'part_of', 'causes']
['affects', 'affects', 'treats', 'interacts_with']
['affects']
['affects', 'treats', 'disrupts', 'treats']
['affects', 'prevents', 'augments', 'treats']
['affects', 'complicates', 'complicates', 'part_of']
['affects', 'augments', 'part_of', 'treats']
['affects', 'affects', 'inhibits', 'disrupts']
['affects', 'compared_with', 'associated_with', 'inhibits']
['affects', 'produces', 'occurs_in', 'location_of']
['affects', 'interacts_with', 'isa', 'inhibits']
['affects', 'same_as', 'compared_with', 'compared_with']
['affects', 'prevents', 'prevents', 'compared_with']
['affects', 'augments', 'treats', 'isa']
['affects', 'prevents', 'occurs_in', 'inhibits']
['affects', 'inhibits', 'disrupts', 'disrupts']
['affects', 'causes', 'location_of']
['affects', 'stimulates', 'compared_with', 'disrupts']
['affects', 'associated_with', 'augments', 'part_of']
['affects', 'occurs_in', 'treats', 'occurs_in']
['affects', 'produces', 'treats', 'affects']
['affects', 'causes', 'causes', 'inhibits']
['affects', 'compared_with', 'compared_with', 'inhibits']
['affects', 'occurs_in', 'inhibits', 'coexists_with']
['affects', 'causes', 'location_of', 'complicates']
['affects', 'disrupts', 'isa', 'coexists_with']
['affects', 'augments', 'interacts_with', 'same_as']
['affects', 'associated_with', 'coexists_with', 'disrupts']
['affects', 'diagnoses', 'complicates', 'associated_with']
['affects', 'occurs_in', 'stimulates', 'isa']
['affects', 'coexists_with', 'prevents', 'inhibits']
['affects', 'part_of', 'part_of', 'isa']
['affects', 'prevents', 'causes', 'augments']
['affects', 'compared_with', 'disrupts', 'same_as']
['affects', 'prevents', 'produces', 'causes']
['affects', 'part_of', 'prevents', 'occurs_in']
['affects', 'compared_with', 'complicates', 'location_of']
['affects', 'complicates', 'causes', 'augments']
['affects', 'augments', 'causes', 'diagnoses']
['affects', 'associated_with']
['affects', 'causes', 'associated_with', 'compared_with']
['affects', 'associated_with', 'affects', 'complicates']
['affects', 'part_of', 'inhibits', 'causes']
['affects', 'coexists_with', 'isa', 'same_as']
['affects', 'location_of', 'complicates', 'prevents']
['affects', 'stimulates', 'compared_with', 'coexists_with']
['affects', 'prevents', 'complicates', 'interacts_with']
['affects', 'coexists_with', 'interacts_with', 'occurs_in']
['affects', 'disrupts', 'augments', 'causes']
['affects', 'prevents', 'prevents', 'prevents']
['affects', 'part_of']
['affects', 'treats', 'affects', 'coexists_with']
['affects', 'interacts_with', 'stimulates', 'diagnoses']
['affects', 'complicates', 'same_as', 'occurs_in']
['affects', 'augments', 'same_as', 'part_of']
['affects', 'augments', 'produces', 'treats']
['affects', 'complicates', 'diagnoses', 'same_as']
['affects', 'same_as', 'complicates', 'location_of']
['affects', 'isa', 'coexists_with', 'interacts_with']
['affects', 'part_of', 'produces', 'affects']
['interacts_with', 'part_of', 'inhibits', 'isa']
['interacts_with', 'coexists_with', 'same_as', 'isa']
['interacts_with', 'interacts_with', 'compared_with', 'isa']
['interacts_with', 'treats', 'interacts_with', 'produces']
['interacts_with', 'associated_with', 'augments', 'prevents']
['interacts_with', 'occurs_in', 'complicates', 'location_of']
['interacts_with', 'location_of', 'diagnoses', 'causes']
['interacts_with', 'interacts_with', 'occurs_in', 'stimulates']
['interacts_with', 'part_of']
['interacts_with', 'produces', 'isa', 'stimulates']
['interacts_with', 'part_of', 'disrupts', 'stimulates']
['interacts_with', 'coexists_with', 'same_as', 'associated_with']
['interacts_with', 'stimulates', 'prevents', 'coexists_with']
['interacts_with', 'augments', 'coexists_with', 'prevents']
['interacts_with', 'part_of', 'treats', 'prevents']
['interacts_with', 'augments', 'compared_with', 'causes']
['interacts_with', 'occurs_in', 'isa', 'inhibits']
['interacts_with', 'associated_with', 'same_as', 'compared_with']
['interacts_with', 'inhibits', 'compared_with', 'augments']
['interacts_with', 'produces', 'occurs_in', 'occurs_in']
['interacts_with', 'prevents', 'prevents', 'compared_with']
['interacts_with', 'same_as', 'inhibits', 'inhibits']
['interacts_with', 'produces', 'same_as', 'part_of']
['interacts_with', 'part_of', 'disrupts', 'complicates']
['interacts_with', 'isa', 'complicates', 'complicates']
['interacts_with', 'occurs_in', 'part_of', 'affects']
['interacts_with', 'stimulates', 'augments', 'interacts_with']
['interacts_with', 'produces', 'inhibits', 'associated_with']
['interacts_with', 'isa', 'occurs_in', 'diagnoses']
['interacts_with', 'interacts_with', 'interacts_with', 'stimulates']
['interacts_with', 'diagnoses', 'causes', 'compared_with']
['interacts_with', 'diagnoses', 'diagnoses', 'part_of']
['interacts_with', 'compared_with', 'interacts_with', 'causes']
['interacts_with', 'diagnoses', 'occurs_in', 'augments']
['interacts_with', 'inhibits', 'stimulates', 'produces']
['interacts_with', 'prevents', 'complicates', 'associated_with']
['interacts_with', 'complicates', 'occurs_in']
['interacts_with', 'prevents']
['interacts_with', 'same_as', 'part_of', 'complicates']
['interacts_with', 'produces', 'affects', 'location_of']
['interacts_with', 'associated_with', 'disrupts', 'occurs_in']
['interacts_with', 'same_as', 'inhibits', 'occurs_in']
['interacts_with', 'coexists_with', 'inhibits', 'causes']
['interacts_with', 'prevents', 'same_as', 'compared_with']
['interacts_with', 'treats', 'interacts_with', 'interacts_with']
['interacts_with', 'occurs_in', 'treats', 'inhibits']
['interacts_with', 'affects']
['interacts_with', 'causes', 'part_of', 'isa']
['interacts_with', 'produces', 'coexists_with', 'coexists_with']
['interacts_with', 'coexists_with', 'isa', 'location_of']
['interacts_with', 'isa', 'causes', 'prevents']
['interacts_with', 'augments', 'same_as', 'associated_with']
['interacts_with', 'same_as', 'produces', 'stimulates']
['interacts_with', 'produces', 'complicates', 'disrupts']
['interacts_with', 'coexists_with', 'prevents', 'complicates']
['interacts_with', 'affects', 'interacts_with', 'compared_with']
['interacts_with', 'associated_with', 'part_of', 'treats']
['interacts_with', 'causes', 'produces', 'part_of']
['interacts_with', 'inhibits', 'treats', 'inhibits']
['interacts_with', 'same_as', 'affects', 'inhibits']
['interacts_with', 'occurs_in', 'same_as']
['interacts_with', 'treats', 'coexists_with', 'causes']
['interacts_with', 'compared_with', 'part_of', 'affects']
['interacts_with', 'location_of', 'disrupts', 'inhibits']
['interacts_with', 'produces', 'part_of', 'occurs_in']
['interacts_with', 'compared_with', 'location_of', 'interacts_with']
['interacts_with', 'augments', 'isa', 'same_as']
['interacts_with', 'prevents', 'inhibits', 'diagnoses']
['interacts_with', 'coexists_with', 'interacts_with', 'complicates']
['interacts_with', 'causes']
['interacts_with', 'associated_with', 'complicates', 'augments']
['interacts_with', 'compared_with', 'affects', 'inhibits']
['interacts_with', 'coexists_with', 'prevents', 'prevents']
['interacts_with', 'occurs_in', 'compared_with', 'augments']
['interacts_with', 'interacts_with', 'treats', 'coexists_with']
['interacts_with', 'causes', 'diagnoses', 'inhibits']
['interacts_with', 'isa', 'isa', 'coexists_with']
['interacts_with', 'compared_with', 'diagnoses', 'interacts_with']
['interacts_with', 'occurs_in', 'coexists_with', 'disrupts']
['interacts_with', 'location_of', 'compared_with', 'disrupts']
['interacts_with', 'causes', 'treats', 'location_of']
['interacts_with', 'compared_with', 'augments', 'compared_with']
['interacts_with', 'isa', 'causes', 'isa']
['interacts_with', 'inhibits', 'part_of', 'augments']
['interacts_with', 'diagnoses', 'causes', 'prevents']
['interacts_with', 'diagnoses', 'isa', 'occurs_in']
['interacts_with', 'causes', 'produces', 'stimulates']
['interacts_with', 'associated_with', 'compared_with', 'same_as']
['interacts_with', 'occurs_in', 'compared_with', 'prevents']
['interacts_with', 'treats', 'prevents', 'coexists_with']
['interacts_with', 'prevents', 'diagnoses', 'isa']
['interacts_with', 'stimulates', 'stimulates', 'diagnoses']
['interacts_with', 'location_of', 'prevents', 'treats']
['interacts_with']
['interacts_with', 'prevents', 'same_as', 'part_of']
['interacts_with', 'complicates', 'part_of', 'part_of']
['interacts_with', 'coexists_with', 'stimulates', 'affects']
['coexists_with', 'causes', 'augments', 'part_of']
['coexists_with', 'affects', 'associated_with', 'affects']
['coexists_with', 'affects', 'same_as', 'isa']
['coexists_with', 'produces', 'diagnoses', 'produces']
['coexists_with', 'augments', 'augments', 'occurs_in']
['coexists_with', 'causes', 'part_of', 'treats']
['coexists_with', 'coexists_with', 'treats', 'compared_with']
['coexists_with', 'affects', 'treats', 'treats']
['coexists_with', 'produces', 'disrupts']
['coexists_with', 'produces', 'coexists_with']
['coexists_with', 'augments', 'produces', 'stimulates']
['coexists_with', 'compared_with', 'augments', 'location_of']
['coexists_with', 'associated_with', 'augments', 'interacts_with']
['coexists_with', 'associated_with', 'associated_with', 'disrupts']
['coexists_with', 'isa', 'part_of', 'diagnoses']
['coexists_with', 'same_as', 'complicates', 'part_of']
['coexists_with', 'prevents']
['coexists_with', 'part_of', 'isa', 'complicates']
['coexists_with', 'compared_with', 'associated_with', 'inhibits']
['coexists_with', 'stimulates', 'compared_with', 'prevents']
['coexists_with', 'interacts_with', 'interacts_with', 'treats']
['coexists_with', 'causes', 'prevents', 'associated_with']
['coexists_with', 'interacts_with', 'interacts_with', 'diagnoses']
['coexists_with', 'coexists_with', 'treats', 'location_of']
['coexists_with', 'part_of', 'associated_with', 'location_of']
['coexists_with', 'compared_with', 'occurs_in', 'occurs_in']
['coexists_with', 'interacts_with', 'coexists_with', 'causes']
['coexists_with', 'stimulates', 'treats', 'occurs_in']
['coexists_with', 'location_of', 'occurs_in', 'isa']
['coexists_with', 'same_as', 'part_of']
['coexists_with', 'part_of', 'prevents', 'disrupts']
['coexists_with', 'associated_with', 'interacts_with', 'complicates']
['coexists_with', 'augments', 'compared_with', 'location_of']
['coexists_with', 'inhibits', 'inhibits', 'treats']
['coexists_with', 'occurs_in', 'compared_with', 'occurs_in']
['coexists_with', 'diagnoses', 'augments', 'diagnoses']
['coexists_with', 'same_as', 'causes', 'diagnoses']
['coexists_with', 'produces', 'inhibits', 'interacts_with']
['coexists_with', 'diagnoses', 'complicates', 'diagnoses']
['coexists_with', 'disrupts', 'coexists_with', 'affects']
['coexists_with', 'location_of', 'interacts_with', 'location_of']
['coexists_with', 'complicates', 'complicates', 'compared_with']
['coexists_with', 'compared_with', 'occurs_in', 'compared_with']
['coexists_with', 'produces', 'affects', 'diagnoses']
['coexists_with', 'causes', 'affects', 'associated_with']
['coexists_with', 'part_of', 'same_as', 'produces']
['coexists_with', 'isa', 'augments', 'produces']
['coexists_with', 'associated_with', 'complicates', 'treats']
['coexists_with', 'stimulates', 'associated_with', 'prevents']
['coexists_with', 'treats', 'causes', 'causes']
['coexists_with', 'compared_with']
['coexists_with', 'part_of', 'compared_with', 'occurs_in']
['coexists_with', 'augments', 'associated_with', 'augments']
['coexists_with', 'interacts_with', 'affects', 'associated_with']
['coexists_with', 'affects', 'occurs_in', 'stimulates']
['coexists_with', 'interacts_with', 'produces', 'coexists_with']
['coexists_with', 'diagnoses', 'treats', 'disrupts']
['coexists_with', 'occurs_in', 'complicates', 'part_of']
['coexists_with', 'part_of', 'interacts_with', 'compared_with']
['coexists_with', 'part_of', 'coexists_with', 'occurs_in']
['coexists_with', 'occurs_in', 'location_of', 'causes']
['coexists_with']
['coexists_with', 'same_as', 'treats', 'occurs_in']
['coexists_with', 'inhibits', 'produces', 'inhibits']
['coexists_with', 'augments', 'same_as', 'diagnoses']
['coexists_with', 'prevents', 'treats', 'isa']
['coexists_with', 'isa', 'prevents', 'part_of']
['coexists_with', 'disrupts', 'isa', 'isa']
['coexists_with', 'stimulates', 'part_of', 'same_as']
['coexists_with', 'augments', 'inhibits', 'disrupts']
['coexists_with', 'diagnoses', 'associated_with', 'isa']
['coexists_with', 'occurs_in', 'isa', 'diagnoses']
['coexists_with', 'disrupts']
['coexists_with', 'diagnoses', 'disrupts', 'causes']
['coexists_with', 'interacts_with', 'complicates', 'coexists_with']
['coexists_with', 'coexists_with', 'coexists_with']
['coexists_with', 'isa', 'same_as', 'location_of']
['coexists_with', 'compared_with', 'inhibits', 'location_of']
['coexists_with', 'stimulates', 'prevents', 'causes']
['coexists_with', 'inhibits', 'isa', 'stimulates']
['coexists_with', 'compared_with', 'part_of', 'prevents']
['coexists_with', 'occurs_in', 'location_of', 'prevents']
['coexists_with', 'location_of', 'compared_with', 'same_as']
['coexists_with', 'diagnoses', 'inhibits', 'complicates']
['coexists_with', 'prevents', 'prevents', 'occurs_in']
['coexists_with', 'interacts_with', 'affects', 'part_of']
['coexists_with', 'associated_with', 'complicates', 'diagnoses']
['coexists_with', 'associated_with', 'isa', 'occurs_in']
['coexists_with', 'same_as', 'occurs_in', 'isa']
['coexists_with', 'produces', 'complicates', 'complicates']
['coexists_with', 'diagnoses', 'same_as', 'stimulates']
['coexists_with', 'occurs_in', 'part_of', 'inhibits']
['coexists_with', 'isa', 'occurs_in', 'compared_with']
['coexists_with', 'coexists_with', 'prevents', 'part_of']
['coexists_with', 'occurs_in', 'treats', 'location_of']
['isa', 'prevents', 'causes', 'same_as']
['isa', 'complicates', 'complicates', 'complicates']
['isa', 'stimulates', 'treats', 'produces']
['isa', 'stimulates']
['isa', 'location_of', 'part_of', 'coexists_with']
['isa', 'produces', 'diagnoses', 'associated_with']
['isa', 'interacts_with', 'isa', 'part_of']
['isa', 'occurs_in', 'treats', 'augments']
['isa', 'interacts_with', 'produces', 'produces']
['isa', 'occurs_in', 'complicates', 'produces']
['isa', 'causes', 'treats', 'interacts_with']
['isa', 'stimulates', 'inhibits', 'location_of']
['isa', 'complicates', 'compared_with', 'stimulates']
['isa', 'stimulates', 'prevents', 'compared_with']
['isa', 'location_of', 'same_as', 'disrupts']
['isa', 'complicates', 'stimulates', 'complicates']
['isa', 'prevents', 'compared_with', 'compared_with']
['isa', 'complicates', 'compared_with', 'isa']
['isa', 'associated_with', 'same_as', 'causes']
['isa', 'complicates', 'treats', 'prevents']
['isa', 'associated_with', 'coexists_with', 'causes']
['isa', 'compared_with', 'complicates', 'occurs_in']
['isa', 'disrupts', 'causes', 'occurs_in']
['isa', 'compared_with', 'isa', 'treats']
['isa', 'part_of', 'part_of', 'location_of']
['isa', 'diagnoses', 'affects', 'produces']
['isa', 'same_as']
['isa', 'isa', 'part_of', 'coexists_with']
['isa', 'affects', 'part_of', 'interacts_with']
['isa', 'prevents', 'isa', 'augments']
['isa', 'prevents', 'occurs_in', 'coexists_with']
['isa', 'location_of', 'part_of', 'inhibits']
['isa', 'occurs_in', 'same_as', 'prevents']
['isa', 'treats', 'location_of']
['isa', 'interacts_with', 'disrupts', 'produces']
['isa', 'produces', 'same_as']
['isa', 'complicates', 'disrupts', 'causes']
['isa', 'treats', 'treats', 'disrupts']
['isa', 'part_of', 'associated_with', 'coexists_with']
['isa', 'causes', 'occurs_in', 'compared_with']
['isa', 'stimulates', 'disrupts', 'produces']
['isa', 'occurs_in', 'disrupts']
['isa', 'compared_with', 'same_as', 'affects']
['isa', 'same_as', 'affects', 'interacts_with']
['isa', 'coexists_with', 'interacts_with', 'stimulates']
['isa', 'isa', 'produces', 'affects']
['isa', 'same_as', 'augments', 'part_of']
['isa', 'produces', 'treats', 'affects']
['isa', 'isa', 'location_of', 'associated_with']
['isa', 'treats', 'produces', 'coexists_with']
['isa', 'affects', 'compared_with', 'part_of']
['isa', 'disrupts', 'coexists_with', 'stimulates']
['isa', 'location_of', 'stimulates', 'location_of']
['isa', 'interacts_with', 'part_of', 'affects']
['isa', 'compared_with', 'diagnoses']
['isa', 'affects', 'affects', 'stimulates']
['isa', 'associated_with', 'causes', 'compared_with']
['isa', 'interacts_with', 'coexists_with', 'inhibits']
['isa', 'affects', 'associated_with']
['isa', 'interacts_with', 'inhibits', 'disrupts']
['isa', 'treats', 'produces', 'isa']
['isa', 'causes', 'location_of', 'isa']
['isa', 'compared_with', 'diagnoses', 'isa']
['isa', 'affects', 'treats', 'same_as']
['isa', 'isa', 'isa', 'same_as']
['isa', 'diagnoses', 'produces', 'occurs_in']
['isa', 'location_of', 'affects', 'disrupts']
['isa', 'same_as', 'affects', 'produces']
